# N(H) (cm^-2)	Tdust[K]	PEheating	H2 vib deexc.	H2 form	dust-gas coll.	OI cooling	CII  cooling	CO  cooling	CI  cooling
2.4725993714201345e-6	9.833298702938061e-6
5.831601541621647e21	37.453901013374335	6.50162191305082e-20	2.5076270462190982e-23	1.0811256983150237e-21	3.4285536036232874e-22	-1.2376788063070463e-20	-6.7575890344775e-21	-4.4701493667378897e-20	-1.1969077045659852e-22
5.933277441791449e21	37.38094526290894	5.002763906197956e-20	2.3792090721326922e-23	9.784079387391561e-22	7.050252839060013e-22	-8.470705108724735e-21	-5.335845054782166e-21	-3.564983169258941e-20	-1.342488735716632e-22
6.034953341791518e21	37.30798951244355	3.5030907734791725e-20	2.2565883614714698e-23	8.585030452341185e-22	1.1446235859335812e-21	-4.900340810886272e-21	-3.798179734054406e-21	-2.6500396712306513e-20	-1.5672401205136214e-22
6.136629241630694e21	37.25548754963279	2.7928898235840424e-20	2.17745291435407e-23	7.887167989507251e-22	1.3564701808107551e-21	-3.5200264059695225e-21	-3.0680352778266214e-21	-2.1858317458258453e-20	-1.7305192792859694e-22
6.339981041223827e21	37.177460032761104	2.4143767484829747e-20	2.103005834944051e-23	7.466356641110008e-22	1.4161615471661892e-21	-3.083225297533953e-21	-2.763154458555261e-21	-1.8905442961552926e-20	-1.8557814228352426e-22
6.746684640398508e21	37.02140222930909	1.6576390609043987e-20	2.0067604884659224e-23	6.5017437877531325e-22	1.6259254351963213e-21	-2.010409602376959e-21	-2.0300538321781024e-21	-1.3469682599938597e-20	-2.2192771803937126e-22
7.560091838862075e21	36.71991831231117	3.4253503694077856e-21	1.835829195966142e-23	3.696323590747296e-22	2.329519460770338e-21	-2.9062857788305503e-22	-4.448797925499685e-22	-4.569193154046395e-21	-4.602021950198613e-22
8.576850842418033e21	36.418546590566635	1.0067218361318688e-21	1.7846241877846986e-23	2.3719502440714477e-22	2.458388221585409e-21	-1.2715435949284223e-22	-1.249593631067853e-22	-2.580885542856272e-21	-7.399187337329299e-22
9.593609851213873e21	36.150306369960305	2.326945673275962e-22	1.7682207138298416e-23	1.662883661850196e-22	2.4642173175427066e-21	-8.859045504360352e-23	-1.566326184219254e-23	-1.9382819683883807e-21	-7.851105029513941e-22
1.0610368863692315e22	35.90421775582433	4.2435387872786376e-23	1.7783398380044623e-23	1.5113720128475628e-22	2.3865405718732056e-21	-9.464364786783996e-23	-2.2939293621282328e-24	-1.8755253487094965e-21	-5.811229674968429e-22
1.1627127875403155e22	35.676654411003	6.824485218098759e-24	1.7923926051663115e-23	1.4773802935831927e-22	2.2960682085039415e-21	-1.0836537792240493e-22	-1.0410818666610391e-24	-1.9108079502961364e-21	-3.886642540087435e-22
1.3660645886057255e22	35.274893036723135	3.993590629693412e-25	1.8141838985359493e-23	1.4671628408048176e-22	2.1742761548522755e-21	-1.3075000605851465e-22	-8.828995398313282e-25	-1.946686150307217e-21	-1.5223853406698553e-22
1.6710922784410069e22	34.75393900215626	-4.48584856087106e-28	1.8244307382927714e-23	1.5007922205693405e-22	2.0647714787003806e-21	-1.2609338036843074e-22	-6.863704984061847e-25	-1.7437208195270555e-21	-1.0084609421807736e-23
1.976119756242482e22	34.30659083031863	-2.755571440128411e-29	1.805573706717422e-23	1.4790001689425884e-22	2.055846997283003e-21	-4.6191706608945927e-23	-1.0044576991927677e-25	-1.2639845285348434e-21	-3.045832078224268e-26
2.2811463501037605e22	33.915268303245306	-3.3473455678051545e-30	1.8487759545876368e-23	1.254728320240398e-22	1.791831209504421e-21	-3.333674619268374e-23	-6.807204945790594e-26	-1.6074232999598204e-21	-1.1230098832373535e-26
2.5861734779101815e22	33.564003889143464	-2.2416283066703523e-31	1.8592014384908914e-23	1.224859041519838e-22	1.6743685845966845e-21	-3.2744124334662145e-23	-6.868570282217998e-26	-1.5683084191807434e-21	-1.0828455211987044e-26
2.891200666291774e22	33.24561169290543	-1.2537206584607657e-32	1.8665391301944037e-23	1.2236799061931743e-22	1.5769164235415665e-21	-3.530394234261003e-23	-7.12029370985079e-26	-1.5125118877669422e-21	-1.104212113611045e-26
3.196227859612005e22	32.953944119334224	-4.9029574238726115e-34	1.8725800034728804e-23	1.2227979698927712e-22	1.4904680623195724e-21	-3.771997808473194e-23	-7.347906766188084e-26	-1.4599106247633759e-21	-1.1262714445130436e-26
3.50125505416775e22	32.68572610723973	-2.950516315471821e-35	1.8776950990016752e-23	1.222778251136425e-22	1.4125690636066338e-21	-3.9802265544259466e-23	-7.545015367583817e-26	-1.4113833728049798e-21	-1.1455501102414277e-26
3.8062822496088925e22	32.43641501426697	-1.73095396722069e-36	1.8820979689811284e-23	1.2228516514002722e-22	1.3418621829564396e-21	-4.1591519795210175e-23	-7.717219565779474e-26	-1.3667741464243817e-21	-1.1623522765805558e-26
4.111309445807892e22	32.20366508257389	-9.214590333025391e-38	1.8859182925358586e-23	1.223045963377409e-22	1.2770937850223618e-21	-4.31226119412919e-23	-7.868514874462454e-26	-1.3255750223790557e-21	-1.1770754120308008e-26
4.416336642664384e22	31.985301658809185	-3.7974270518312675e-39	1.889258367634798e-23	1.222987554863334e-22	1.2174659698588745e-21	-4.442885664263822e-23	-8.002213115813599e-26	-1.287434542157689e-21	-1.1900528794344197e-26
4.72136384007394e22	31.77979311609268	-1.847398889891822e-40	1.8921936013293908e-23	1.2229935022778348e-22	1.1623071088821092e-21	-4.553693148035786e-23	-8.120799344368633e-26	-1.2520543713379304e-21	-1.201545754569049e-26
4.866251758999703e22	31.685920450255274	-4.601355504406868e-41	1.8926130905221442e-23	1.2235005685484095e-22	1.123644430947261e-21	-4.547939948255093e-23	-8.137828088379207e-26	-1.2261343068739513e-21	-1.2031913897165967e-26
5.156027597221355e22	31.505567468941212	-2.8525438383943127e-42	1.8957179420768754e-23	1.2230325326212273e-22	1.0890897710819457e-21	-4.677257034490359e-23	-8.264534756511964e-26	-1.20492847151784e-21	-1.2154450741169964e-26
5.4610547957729595e22	31.325887123763565	-1.5306114540523401e-43	1.8979887058088729e-23	1.223062964917568e-22	1.0438804584660936e-21	-4.754847306590073e-23	-8.357923280823151e-26	-1.1760219681872503e-21	-1.2244606280107816e-26
5.766081994715155e22	31.154633281707763	-7.03036838410715e-45	1.899943767961941e-23	1.2230949899801672e-22	1.000472417682529e-21	-4.8149740111227346e-23	-8.438815206211834e-26	-1.1481183399058663e-21	-1.2322609366091645e-26
6.071109193995586e22	30.99206069648266	-2.6840544390390447e-46	1.9016917408220673e-23	1.2233727672715232e-22	9.596459643270975e-22	-4.8640371661295334e-23	-8.51152101792196e-26	-1.1219598353423044e-21	-1.2392624598231738e-26
6.376136393580416e22	30.837053403139116	-1.5268905945510873e-47	1.903258699617187e-23	1.2230905914386596e-22	9.213267928074536e-22	-4.903403169835038e-23	-8.57700100197849e-26	-1.097385885612034e-21	-1.2455655127103292e-26
6.681163593421889e22	30.68855769634247	-8.18253952793666e-49	1.9046684433037855e-23	1.223109369895717e-22	8.852027054695975e-22	-4.934395863214493e-23	-8.636158919226627e-26	-1.0742933466497612e-21	-1.2512540913183402e-26
6.864179913427677e22	30.60218272781372	-1.1783844753463243e-49	1.9049469668065526e-23	1.2240755712803964e-22	8.57068597373579e-22	-4.9170623365018455e-23	-8.64787609128041e-26	-1.0558816433730945e-21	-1.2523793030655926e-26
7.169207113656736e22	30.464380143642423	-4.957486378808325e-51	1.9066348505236875e-23	1.223631193819738e-22	8.31336361368506e-22	-4.96864480909235e-23	-8.719068951581755e-26	-1.0399973501981542e-21	-1.2592173559616775e-26
