# N(H) (cm^-2)	Tgas[K]	H (cm^-3)	H2(cm^-3)	C(cm^-3)	CO(cm^-3)	AV (perpendicular) for comparison
0.	95.35459089218074	0.999364490368736	0.0002846629726301763	8.866804572534921e-8	1.2606947853970218e-11	0.
9.999338163150821e8	95.3392086584683	0.999364514066156	0.00028465394760276633	8.869990480893751e-8	1.2814197150223544e-11	8.020539072291448e-13
2.999801460136721e9	95.3393650695256	0.9993645118166187	0.00028465504481776764	8.86998469508842e-8	1.2846354292704665e-11	2.4061617306641945e-12
6.999536747761978e9	95.33936508876536	0.9993645117177076	0.0002846550943311113	8.86998465839021e-8	1.2873864681494297e-11	5.614377377519839e-12
1.499900732301397e10	95.33936503173031	0.999364511528844	0.00028465518888264166	8.869984616544755e-8	1.2900705150427128e-11	1.2030808671232314e-11
3.099794847352296e10	95.33936503082532	0.9993645111538461	0.0002846553765875043	8.869984554663766e-8	1.2928296287163192e-11	2.486367125866128e-11
6.2995830774558426e10	95.33936510078816	0.999364510428311	0.0002846557397230612	8.869984454052378e-8	1.29572667720024e-11	5.0529396433533236e-11
1.269915953767048e11	95.33936499080473	0.9993645090275124	0.00028465644089088234	8.869984297558427e-8	1.2987985238025062e-11	1.0186084678333766e-10
2.549831245812733e11	95.33936503359831	0.9993645063056945	0.0002846578032307421	8.869984011483428e-8	1.3020701414951149e-11	2.0452374748316765e-10
5.1096618299147833e11	95.33936506131852	0.9993645010492075	0.0002846604342228559	8.869983489281528e-8	1.305560513181535e-11	4.098495488836844e-10
1.0229322998159683e12	95.33936537449271	0.9993644909235508	0.0002846655023001609	8.86998251543397e-8	1.3092858175669013e-11	8.205011516879904e-10
2.0468645334804224e12	95.33936661084161	0.9993644714894007	0.00028467522931836374	8.869980677852745e-8	1.3132608747951168e-11	1.6418043573090142e-9
4.0947290008678574e12	95.33937008171424	0.9993644343964802	0.0002846937945358153	8.86997721692712e-8	1.3174998176294546e-11	3.2844107685980068e-9
8.190457935862135e12	95.33937911666781	0.9993643640360713	0.000284729009844702	8.86997071019643e-8	1.3220162223693691e-11	6.569623591351981e-9
1.6381915806670633e13	95.33939879588183	0.9993642316186087	0.00028479528412358876	8.869958617407929e-8	1.3268228171365949e-11	1.3140049237517608e-8
3.2764831551339887e13	95.33943700670139	0.9993639846838499	0.00028491887340988017	8.869936434845788e-8	1.331930703479907e-11	2.6280900532297103e-8
6.553066305197355e13	95.33950904362999	0.9993635280212364	0.00028514742983653716	8.869896122207651e-8	1.3373478413102587e-11	5.256260313091602e-8
1.310623260946773e14	95.33964950989458	0.9993626893351346	0.0002855671847062475	8.869823293134912e-8	1.3430767212093868e-11	1.0512600836139029e-7
2.6212565233067466e14	95.3399312037556	0.9993611588215885	0.00028633318810800367	8.869692574419282e-8	1.349110687335604e-11	2.1025281894312804e-7
5.242523053452013e14	95.34050551997858	0.9993583817382719	0.0002877230723872579	8.869459640596774e-8	1.3554287177304908e-11	4.205064405417721e-7
1.0485056133130692e15	95.3417010794824	0.9993533628173532	0.0002902349292095683	8.869047124631806e-8	1.3619911600795264e-11	8.410136852941972e-7
2.0970122361285905e15	95.34425858084028	0.9993442988417828	0.00029477116893260536	8.868318772417432e-8	1.3687399726160994e-11	1.682028180317371e-6
4.1940255061268895e15	95.34974009610579	0.999327846240237	0.0003030050277855034	8.867032308518911e-8	1.3756145752082152e-11	3.3640571899088656e-6
8.388052132971897e15	95.36198021241633	0.9992974492576646	0.0003182170833550341	8.864699011272246e-8	1.3826431841580007e-11	6.728115278753572e-6
1.6776105702720182e16	95.39121366217127	0.9992387522172209	0.00034759075058751244	8.860266955600633e-8	1.390307420439898e-11	0.000013456231709955532
