# N(H) (cm^-2)	Tdust[K]	PEheating	H2 vib deexc.	H2 form	dust-gas coll.	OI cooling	CII  cooling	CO  cooling	CI  cooling
2.4693077696805617e-10	9.446600048882235e-10
6.592901995114091e20	13.897743115458638	1.3065097868648751e-20	4.416593219942886e-22	4.023197241734143e-22	-5.188768420527189e-22	-3.461423917515367e-23	-7.540106247001734e-23	-1.3242529801446942e-20	-6.227475203665789e-23
7.609660991167876e20	13.554597564138472	1.2184078653004444e-20	3.096559033118262e-22	3.215151095127096e-22	-6.384822246926405e-22	-3.8246813510384386e-23	-5.379696372337116e-23	-1.2034955359704867e-20	-4.742360991082329e-23
8.626419989521021e20	13.211451977729798	1.1303232719609284e-20	2.214038550019473e-22	2.702637312556982e-22	-7.0344823278251115e-22	-3.9905994444831116e-23	-4.0050623432945445e-23	-1.0957422907724903e-20	-3.840112534826209e-23
9.643178989298216e20	12.868306321144106	1.0422627393962898e-20	1.6122742068864692e-22	2.3701862739349167e-22	-7.549768302892685e-22	-3.938255140589626e-23	-3.0901870655142696e-23	-9.945987466597964e-21	-3.2921761401343147e-23
1.0659937989994937e21	12.525160945266485	9.542245529079535e-21	1.1958242466398996e-22	2.146241056460438e-22	-7.943138910302106e-22	-3.6995557727683755e-23	-2.4590356306084665e-23	-8.982938046579121e-21	-2.979109855043997e-23
1.1676696991302316e21	12.182015288680793	8.66206607048509e-21	9.040985664860191e-23	1.9933140250422779e-22	-8.222255996505972e-22	-3.31709205756042e-23	-2.003740286536045e-23	-8.057529098631619e-21	-2.833661049854531e-23
1.2693455993018004e21	11.838869632095099	7.782070514493665e-21	6.97613729124968e-23	1.8863909168830697e-22	-8.390176269126184e-22	-2.837269666087959e-23	-1.6568895253393328e-23	-7.162754644065158e-21	-2.8187077615830354e-23
1.371021499499657e21	11.495723420619964	6.902246126349272e-21	5.500961773618868e-23	1.808660975949678e-22	-8.444817106900447e-22	-2.305641591390203e-23	-1.3758204230871686e-23	-6.29331055132426e-21	-2.916920460892813e-23
1.4726973997119006e21	11.152577764034271	6.022581793746577e-21	4.4377471351492236e-23	1.751630502588271e-22	-8.381102019745273e-22	-1.767061564964531e-23	-1.1341219104419152e-23	-5.4472912100186625e-21	-3.126544660045175e-23
1.5743732999270108e21	10.809432107448579	5.143073684727927e-21	3.6643256179346455e-23	1.707671911713685e-22	-8.187369010427942e-22	-1.260508655586547e-23	-9.153650882247352e-24	-4.623223839926911e-21	-3.4606048361077086e-23
1.6760492001316435e21	10.466286450862885	4.263723133231507e-21	3.095564790801837e-23	1.6720131171767017e-22	-7.84478401166729e-22	-8.189377227255454e-24	-7.10268672872958e-24	-3.821476743661103e-21	-3.950177238042332e-23
1.7777251003076116e21	10.123140520095825	3.3845402895465752e-21	2.671076033104458e-23	1.638843104282052e-22	-7.3218074733231635e-22	-4.6659212348554286e-24	-5.1476902075091406e-24	-3.0435490582002232e-21	-4.6508186149753057e-23
1.8794010004262473e21	9.779994863510133	2.5055437756414756e-21	2.3469274967297012e-23	1.606179130935456e-22	-6.568045513165865e-22	-2.1761684494562253e-24	-3.3024261533830675e-24	-2.2944919318265576e-21	-5.64778334929931e-23
1.9810769004345539e21	9.436849206924439	1.626772845348309e-21	2.0890785540028572e-23	1.567891614809684e-22	-5.4931477291326985e-22	-7.188803125179242e-25	-1.6518500290040401e-24	-1.5839021433701222e-21	-7.007982188155195e-23
2.082752800207804e21	9.218942732557656	1.4823899642223664e-21	1.93447565462143e-23	1.5551832676182944e-22	-5.678112142571692e-22	-5.766606234881003e-25	-1.4161863277990979e-24	-1.4312638834711646e-21	-7.22231686512497e-23
2.1844286999165694e21	9.007908202856779	1.3782878937894943e-21	1.8214130034280892e-23	1.5449631496299346e-22	-5.790499735698044e-22	-4.963541552338923e-25	-1.2656845029999853e-24	-1.3227622334731394e-21	-7.392775062141294e-23
2.28610459957078e21	8.79687372225523	1.2742015649787018e-21	1.7355312996447373e-23	1.5362242427175949e-22	-5.872363437597573e-22	-4.191058891944762e-25	-1.116883368234573e-24	-1.2183487657980727e-21	-7.564210346517753e-23
2.3877804991621575e21	8.58583914345503	1.1701312599696656e-21	1.6694693443042378e-23	1.5279842188142947e-22	-5.930468413830978e-22	-3.4614748323150756e-25	-9.702627478233761e-25	-1.1173075346795666e-21	-7.727517378560348e-23
2.4894563986804336e21	8.374804199635982	1.0660758220839615e-21	1.6178803471510115e-23	1.5185517594554884e-22	-5.964569305349062e-22	-2.791934773161685e-25	-8.276130906830144e-25	-1.0196892080104717e-21	-7.873826904913956e-23
2.5911322981125346e21	8.163769620835781	9.620343585000803e-22	1.57681388831055e-23	1.5109027451091761e-22	-5.974080291344711e-22	-2.194268492998149e-25	-6.908827568447115e-25	-9.255662693182738e-22	-7.992410947383896e-23
2.692808197441474e21	7.952735042035579	8.580063639968858e-22	1.5433228509347397e-23	1.5012875742052245e-22	-5.957801337818792e-22	-1.6750343194337238e-25	-5.620332982831008e-25	-8.349755189076479e-22	-8.069237875741919e-23
2.794484096644437e21	7.741700463235379	7.539907101693905e-22	1.5152318891266266e-23	1.492798703870022e-22	-5.915404471389656e-22	-1.238303434380126e-25	-4.43363428522691e-25	-7.482364913206534e-22	-8.086730324166037e-23
2.8961599956897964e21	7.530665715813637	6.499875086167115e-22	1.490864880390843e-23	1.4825142576227424e-22	-5.845185365360707e-22	-8.821885570307076e-26	-3.366966881136136e-25	-6.654481924632798e-22	-8.020868190436732e-23
2.997835894531792e21	7.319631137013435	5.459963500134221e-22	1.468987498516328e-23	1.4723599676330203e-22	-5.746912549883408e-22	-6.030151469812821e-26	-2.4394787804850167e-25	-5.870501136582215e-22	-7.83996232315662e-23
3.0995117931003207e21	7.108596558213233	4.420178682283574e-22	1.4486334989676885e-23	1.4614185970819567e-22	-5.619745029211103e-22	-3.9310900557678915e-26	-1.6648096702216946e-25	-5.133659473643567e-22	-7.49794015978034e-23
3.201187691279763e21	6.897561979413033	3.38054561081075e-22	1.4290767771012337e-23	1.4495414433260197e-22	-5.46383054014805e-22	-2.4288116085051345e-26	-1.0506084731643743e-25	-4.448976242685184e-22	-6.925951669774593e-23
3.3028635888576784e21	6.686527400612831	2.3411294968781143e-22	1.4098253165821068e-23	1.4377227309098875e-22	-5.281740398682529e-22	-1.4154135190232187e-26	-5.971794473000649e-26	-3.8233896827265143e-22	-6.006917607995021e-23
3.404539485369532e21	6.538433456048369	1.7994581611383478e-22	1.3972848988850374e-23	1.4302671502660784e-22	-5.266598923458833e-22	-9.97367925325894e-27	-4.1520531091325256e-26	-3.450579004742271e-22	-5.294835584166889e-23
3.50621538090475e21	6.443396695166826	1.6771095536106005e-22	1.391995278326358e-23	1.4291724515044258e-22	-5.361154650631465e-22	-8.891124220082469e-27	-3.7647285409738363e-26	-3.290558050936662e-22	-5.092624408536274e-23
3.6078912761432417e21	6.3483603072762484	1.5547307811095405e-22	1.3880866393019397e-23	1.4273343674410742e-22	-5.415549766570585e-22	-8.155041349521209e-27	-3.446463321082458e-26	-3.1618929467712126e-22	-4.8956183893880147e-23
3.709567171044327e21	6.253323958992958	1.4323661010639713e-22	1.3845340235138543e-23	1.4259628650106121e-22	-5.46695014992154e-22	-7.448636267743008e-27	-3.143663310545327e-26	-3.037934334564381e-22	-4.683904350453123e-23
3.811243065558054e21	6.158287531495095	1.3100162166277097e-22	1.3812319632672457e-23	1.4245044586311229e-22	-5.515495360932579e-22	-6.77569570803709e-27	-2.85716019949707e-26	-2.9184477902995055e-22	-4.456289154436535e-23
3.9129189596220217e21	6.0632508696317675	1.187683449239994e-22	1.378068892793667e-23	1.4229641364464294e-22	-5.560401580738668e-22	-6.13139034977633e-27	-2.5862729070402845e-26	-2.802416842996848e-22	-4.2107779055917175e-23
4.0145948531565207e21	5.968214442133903	1.0653673079613992e-22	1.375041501374933e-23	1.4217634404409329e-22	-5.603375790407826e-22	-5.531610081313355e-27	-2.333804935867531e-26	-2.691125075852685e-22	-3.9466697281393883e-23
4.1162707460576473e21	5.8731781730651855	9.430699781635793e-23	1.37211660309504e-23	1.4206721161327266e-22	-5.644845378289105e-22	-4.978009563932537e-27	-2.1000869156080752e-26	-2.584632692068661e-22	-3.661945130327432e-23
4.217946638185719e21	5.778141745567321	8.20798821906817e-23	1.3691268020002787e-23	1.4194865177015327e-22	-5.681152878920741e-22	-4.4456572662743346e-27	-1.8808353351458121e-26	-2.4796783644771117e-22	-3.3519099430629085e-23
4.319622529346484e21	5.683105318069458	6.98554388369192e-23	1.3661879917134993e-23	1.4178797590154252e-22	-5.7163527745301e-22	-3.961571133064876e-27	-1.6804780637874864e-26	-2.379484099594049e-22	-3.01539952515226e-23
4.421298419256892e21	5.588068890571593	5.763455114985927e-23	1.363224204385777e-23	1.4172484835040593e-22	-5.748928898209614e-22	-3.5146565075610924e-27	-1.4967619378807935e-26	-2.2826440115613943e-22	-2.647201332158274e-23
4.5229743074788754e21	5.49303246307373	4.5418367641636224e-23	1.3602073688720943e-23	1.4172072580164986e-22	-5.778574785412147e-22	-3.102532951916889e-27	-1.3285130324878448e-26	-2.1888324214160444e-22	-2.2412576365995775e-23
4.624650193274273e21	5.397995959639549	3.320891776168382e-23	1.357050705859301e-23	1.418106809406131e-22	-5.803264741425997e-22	-2.71631372007449e-27	-1.172495870410965e-26	-2.096577410367859e-22	-1.7883242160007188e-23
4.726326075226882e21	5.312499266535044	2.2479271731206136e-23	1.3538906608442096e-23	1.4208095656604752e-22	-5.827068981715043e-22	-2.3721452051638873e-27	-1.0379400413621161e-26	-2.0082521925246156e-22	-1.3385011837846075e-23
4.828001951144342e21	5.286987169995904	2.099356343931127e-23	1.3526512128988188e-23	1.4222458317455004e-22	-5.892173350745273e-22	-2.2385028450977574e-27	-1.007576070267698e-26	-1.9555106695797385e-22	-1.2673781802080233e-23
4.929677825836928e21	5.261475073456764	1.9507001836592022e-23	1.352560813352404e-23	1.4223105860815014e-22	-5.920280946559994e-22	-2.211095057753688e-27	-9.957657774572228e-27	-1.92521115388237e-22	-1.201525626567979e-23
5.031353699154102e21	5.2359630139768125	1.8020754544251547e-23	1.3525261365603334e-23	1.4232254729711716e-22	-5.949544519245788e-22	-2.1877785156277403e-27	-9.843327809420489e-27	-1.8969199110890674e-22	-1.1342291794120299e-23
5.133029570914108e21	5.210450637638569	1.6534938922261166e-23	1.352456164942631e-23	1.4249277313788833e-22	-5.977543746611714e-22	-2.160733964334147e-27	-9.717856053224117e-27	-1.868960419190768e-22	-1.0648895325622851e-23
5.234705440893851e21	5.184938504040241	1.504963736625999e-23	1.3522936748254893e-23	1.425553918744813e-22	-6.002763329821043e-22	-2.1253776389096105e-27	-9.571881951339187e-27	-1.840312952193849e-22	-9.93128335655474e-24
5.336381308813843e21	5.159426518678665	1.3564812383839574e-23	1.352146786981929e-23	1.4266407903785428e-22	-6.028234572804648e-22	-2.0913762728997266e-27	-9.421265173726926e-27	-1.8128801057321813e-22	-9.19298503188309e-24
5.438057174317304e21	5.133914385080338	1.208054940070189e-23	1.351997390686063e-23	1.428554638957139e-22	-6.053497212947513e-22	-2.057258805795597e-27	-9.261262843992671e-27	-1.7863065757448602e-22	-8.430651018110886e-24
5.53973303693579e21	5.10840225148201	1.0596995786994995e-23	1.3517550595397834e-23	1.4307642028240365e-22	-6.076081462226956e-22	-2.0156963637819153e-27	-9.075675793983618e-27	-1.7590114431179672e-22	-7.637762155529942e-24
5.641408896035082e21	5.082890117883682	9.114237369765919e-24	1.3514652033251253e-23	1.433758162291887e-22	-6.097263942599728e-22	-1.970753486289743e-27	-8.867242033288458e-27	-1.7317776307440211e-22	-6.812073689600233e-24
5.743084750721552e21	5.057377963900566	7.632467708961646e-24	1.3510771424300047e-23	1.4361633434458812e-22	-6.115659422001505e-22	-1.9186450115583243e-27	-8.621864336471516e-27	-1.7037549063590167e-22	-5.946023919970787e-24
5.844760599666056e21	5.031865830302238	6.151915930093464e-24	1.3506377146962558e-23	1.4408194910754958e-22	-6.132578383859926e-22	-1.863282260934885e-27	-8.333807024493459e-27	-1.6757461973235481e-22	-5.031618402500123e-24
5.946436440740666e21	5.006353696703911	4.6730886547057574e-24	1.3498954896822682e-23	1.4456748670512345e-22	-6.141085104114385e-22	-1.7861470096706524e-27	-7.945158027558799e-27	-1.6436784035970423e-22	-4.047624771951284e-24
6.048112270148456e21	4.980841563105583	3.1967417835282443e-24	1.3487690228466715e-23	1.4546847845597757e-22	-6.138967856410109e-22	-1.6829671045544566e-27	-7.389886537603578e-27	-1.6064765730813561e-22	-2.964731040728637e-24
6.149788079793689e21	4.969195949405432	2.6668896529039456e-24	1.348514616020944e-23	1.4613124548576469e-22	-6.160878813989279e-22	-1.6457249999340595e-27	-7.151145195342216e-27	-1.5835726137643786e-22	-2.5435669274666205e-24
6.353139676551506e21	4.956066674530507	2.299286403279325e-24	1.3496931651423317e-23	1.4646636083965378e-22	-6.206723620479173e-22	-1.6898437778303893e-27	-7.10686056120408e-27	-1.5654152294915832e-22	-2.2499937098093514e-24
6.759842828911417e21	4.929808717727662	1.5656816037853291e-24	1.3515534433444325e-23	1.4773999830431982e-22	-6.2733446965015375e-22	-1.742201567898523e-27	-6.793273604499849e-27	-1.5260130352691242e-22	-1.596004017993851e-24
7.573248879612561e21	4.881745127871633	3.1919586784150276e-25	1.351028384530381e-23	1.5381916787911008e-22	-6.288705917762876e-22	-1.4801536392823671e-27	-4.084695751863798e-27	-1.3991484987652371e-22	-2.6974305933647527e-25
9.200057362319606e21	4.833055175095796	3.229725782417602e-26	1.3602322548302068e-23	1.5111264853004817e-22	-6.602841696310098e-22	-1.3817293337646516e-27	-1.8157943263047743e-27	-1.3430473511405293e-22	-1.7406696279639254e-26
1.2250317058931499e22	4.766739853024482	2.9676009466903296e-28	1.3678942654728196e-23	1.263322213096554e-22	-6.879359937841096e-22	-5.566777826275103e-28	-8.17307546500411e-28	-1.1950853183203038e-22	-1.5503879768126036e-27
1.5300586620919115e22	4.714865434706211	-3.8015204138629562e-31	1.371513789547061e-23	1.2163880116523835e-22	-7.061857057393822e-22	-4.839621910126383e-28	-8.012138009517817e-28	-1.0707248820909123e-22	-1.3534177973722333e-27
1.8350857447078466e22	4.671894396143966	-1.0646054968843267e-31	1.3748142125299482e-23	1.2136220005512566e-22	-7.219629164058514e-22	-5.2223956584280245e-28	-8.389548063337364e-28	-9.868190220739575e-23	-1.3659209420563141e-27
2.140112835685752e22	4.6343380381017925	-6.502295353020794e-33	1.3773745268906148e-23	1.2133700324034864e-22	-7.346000571741705e-22	-5.572460423990805e-28	-8.721375082032345e-28	-9.202529539935441e-23	-1.3845339727977945e-27
2.4451399275197667e22	4.602251538634301	-3.3765878584910133e-34	1.379413197883997e-23	1.2134270999261718e-22	-7.451027836788257e-22	-5.838661014208182e-28	-8.994658863658211e-28	-8.649998529926841e-23	-1.3998572274413762e-27
2.750167019831445e22	4.573360723495483	-1.5381689529243337e-35	1.3811259301115648e-23	1.213335069294796e-22	-7.540253538501479e-22	-6.049217616410139e-28	-9.229879785788303e-28	-8.183038803038995e-23	-1.4128543061840324e-27
3.0551941125226577e22	4.547463688254355	-5.179557024555382e-37	1.3825441341521706e-23	1.2132499802817468e-22	-7.617099834921329e-22	-6.204882563987173e-28	-9.428558613318177e-28	-7.774963054417785e-23	-1.4236931545745814e-27
3.360221205529264e22	4.523042467236519	-2.2185083869551437e-38	1.3837483706279628e-23	1.213153270382829e-22	-7.684133871573247e-22	-6.320378141580542e-28	-9.600078034429515e-28	-7.414992641343541e-23	-1.4329511665235817e-27
3.665248298800397e22	4.501097193717957	-1.0681416433818367e-39	1.384773324606582e-23	1.213422944960967e-22	-7.744108056678301e-22	-6.401626089030702e-28	-9.74812607267865e-28	-7.093488021319087e-23	-1.4408726062549476e-27
3.9702753923009234e22	4.480955898404121	-4.694262147703487e-41	1.385651865150238e-23	1.213212641165448e-22	-7.796805400139918e-22	-6.4550367595292655e-28	-9.876546995333434e-28	-6.804237188423979e-23	-1.4476856573744987e-27
4.275302486005589e22	4.46181473761797	-1.648650758570897e-42	1.38642020488617e-23	1.213130176579837e-22	-7.844084837751004e-22	-6.488455300126422e-28	-9.990023709057349e-28	-6.543479772765969e-23	-1.4536679959925154e-27
4.580329579876915e22	4.444821023315191	-5.889265639714e-44	1.387094706240418e-23	1.2136533670434463e-22	-7.88736372085324e-22	-6.505285046764333e-28	-1.009054847282212e-27	-6.307279675940028e-23	-1.4589480443664328e-27
4.885356673903256e22	4.428302857995034	-2.7789219283214893e-45	1.3876883928083934e-23	1.2131557631625915e-22	-7.925679887042978e-22	-6.5082474684081825e-28	-1.0179721901024558e-27	-6.09230354326298e-23	-1.463586572855049e-27
5.19038376805957e22	4.412637642562389	-1.2155796160394175e-46	1.3882040748414785e-23	1.2134926819050863e-22	-7.96106095789576e-22	-6.4977770163172145e-28	-1.0257724033721812e-27	-5.895287175658474e-23	-1.46764736456528e-27
5.495410862331705e22	4.397833395957947	-4.46373109529578e-48	1.3886556201178845e-23	1.213501822258433e-22	-7.99348238792986e-22	-6.476983191748388e-28	-1.0326432972389523e-27	-5.71441651432152e-23	-1.4712002113867834e-27
5.678427118934274e22	4.389776996985078	-5.554998657151842e-49	1.3887477023839308e-23	1.2133092705696878e-22	-8.01371538176114e-22	-6.424201240424053e-28	-1.0340488056006743e-27	-5.601157881862288e-23	-1.4719140808055204e-27
5.983454213368192e22	4.37634962144494	-2.553589391722912e-50	1.3892956112699926e-23	1.213501497939481e-22	-8.040258914894921e-22	-6.434002431701903e-28	-1.042447612087273e-27	-5.456577305069414e-23	-1.4762363100351983e-27
6.288481307887714e22	4.36360170853138	-1.0736784752958267e-51	1.38962911200896e-23	1.213516443841332e-22	-8.06643707258121e-22	-6.397257856281112e-28	-1.0475877521427862e-27	-5.310729010331623e-23	-1.4788745383650286e-27
6.593508402477434e22	4.351412174761295	-3.579483456475913e-53	1.389932410964916e-23	1.2139092798254377e-22	-8.090890127409346e-22	-6.35772495424331e-28	-1.0522813431525665e-27	-5.176266392987088e-23	-1.4812892181889712e-27
6.898535497136931e22	4.3392227701842785	-1.260576242238335e-54	1.3901894318621538e-23	1.2138863522048333e-22	-8.113252824960567e-22	-6.311488736433015e-28	-1.0562721332992048e-27	-5.050539451722355e-23	-1.4833263610260447e-27
7.203562591855437e22	4.328426485538483	-5.794659520445389e-56	1.3904324025472073e-23	1.213654998371489e-22	-8.135186541365706e-22	-6.265950640668159e-28	-1.060055875896359e-27	-4.9346274748337114e-23	-1.4852329937931982e-27
7.508589686626385e22	4.317843573153018	-2.470313504858245e-57	1.390610348893306e-23	1.2135125141083752e-22	-8.153453169669103e-22	-6.209267406152363e-28	-1.062834669857401e-27	-4.823913269109261e-23	-1.4866514513295408e-27
7.813616781445786e22	4.307654039382935	-8.794769401399904e-59	1.3907789266516523e-23	1.2132571155520008e-22	-8.171181344412174e-22	-6.15417870907741e-28	-1.0654725992263247e-27	-4.7213166213223553e-23	-1.4879887401131826e-27
8.118643876305426e22	4.297571540266276	-2.750754112874734e-60	1.390937526090477e-23	1.2134905990033754e-22	-8.188139406194818e-22	-6.100368541655186e-28	-1.0679598090772758e-27	-4.625926775751551e-23	-1.4892552763146497e-27
8.423670971197553e22	4.288619977235794	-1.2698287957233847e-61	1.3911091193943218e-23	1.2138473191453306e-22	-8.205385745159542e-22	-6.052769882271936e-28	-1.0706561019688727e-27	-4.5384593724764474e-23	-1.4906164278087255e-27
8.728698066125152e22	4.279668350219726	-5.493604821008422e-63	1.391263214102255e-23	1.2136996754641973e-22	-8.22075773424425e-22	-6.004365504703568e-28	-1.0730820575153502e-27	-4.4562131017041093e-23	-1.4918395229691457e-27
