# N(H) (cm^-2)	Tgas[K]	H (cm^-3)	H2(cm^-3)	C(cm^-3)	CO(cm^-3)	AV (perpendicular) for comparison
4.172286361838681e20	435.9033336578244	0.9998507540886598	1.1228664217631204e-7	1.949157229542797e-11	1.3271656361327251e-17	0.3346620070239856
4.310807682201272e20	437.0545168418382	0.9998505259856599	1.1798136974065876e-7	1.9989179800890158e-11	1.4295927472725275e-17	0.3457728990068954
4.587850251201776e20	439.39497447688774	0.9998500610682269	1.3020032767388042e-7	2.1067409778156766e-11	1.661693545879504e-17	0.3679946772196283
5.1419350944171996e20	444.3033733097167	0.9998490811755489	1.588641595202906e-7	2.362817470797025e-11	2.2666120147091127e-17	0.41243821000013636
5.8345404529487394e20	451.05809741096283	0.9998477236349754	2.060571344274633e-7	2.7895342344564373e-11	3.423264874445868e-17	0.4679925701902134
6.527144908386418e20	457.8537921194581	0.9998463057576432	2.7314916308793024e-7	3.319766414115173e-11	5.2391373111124096e-17	0.5235468579425002
7.219748453833996e20	464.10943187966865	0.9998448816064867	3.767181795182387e-7	3.909802270766108e-11	7.989112047843148e-17	0.5791010727038447
7.912351130768724e20	469.9452842979643	0.9998433321769106	5.650393838520724e-7	4.5566315547174537e-11	1.213318010778496e-16	0.6346552178011662
8.604952951069242e20	475.7721588189908	0.9998411585179576	1.0474866746670025e-6	5.2930299127205686e-11	1.8543913055706818e-16	0.6902092941872584
9.297553879716666e20	481.8233797566631	0.9998351349977207	3.41180553248077e-6	6.156683429946428e-11	2.8911763949071286e-16	0.7457632990532325
9.990154021472324e20	486.6117437242785	0.9997809152545243	0.00003008894638439708	7.182398072699852e-11	4.756132793046548e-16	0.8013172408020677
1.0405713981006447e21	487.4494422827857	0.9996508497430938	0.00009556443441933603	7.819502175023993e-11	6.327084737981004e-16	0.83464959578338
1.0959795021905293e21	483.88973825869476	0.9991872293100222	0.00032971672782574404	8.761762675043617e-11	9.883649122202702e-16	0.8790928235774164
1.1652401519836474e21	470.09841813464016	0.998093072479558	0.0008832442630256334	9.908338393218756e-11	1.6308228648520657e-15	0.9346472751595354
1.2345018332220128e21	451.53761518609224	0.9967080812083732	0.0015837784396744025	1.0921694403639153e-10	2.373537166676243e-15	0.9902025540711009
1.303764745677839e21	427.86228495471545	0.9947270604015475	0.0025840115920277244	1.1891493261898536e-10	3.435186344567001e-15	1.0457588205508024
1.345323219264597e21	410.9614312408452	0.9930381913649984	0.0034351472695794954	1.2481797560224592e-10	4.364519359264029e-15	1.0790931628591491
1.4145885471099975e21	380.7380860999375	0.989049908726121	0.005440725824560686	1.3277822340815865e-10	6.603911922462874e-15	1.1346513667397204
1.4838554322966827e21	352.05800613417733	0.9829170101755927	0.008517596025688096	1.4107879421973167e-10	1.0416403654006396e-14	1.190210819774628
1.5531236314239108e21	329.0657851843511	0.9737491423903083	0.01310956160780616	1.5134364090885875e-10	1.678206235227746e-14	1.2457713267304338
1.6223927864374295e21	312.8552096511397	0.9603834569795411	0.019797881433468466	1.648564585784735e-10	2.7265198158301056e-14	1.3013326004093186
1.626722134673333e21	312.07786630291906	0.9591556200999363	0.020412123570353255	1.6561744155560608e-10	2.8221417502591186e-14	1.3048052009071778
1.635380837809705e21	310.54185742881856	0.9570936059808502	0.021443635468212905	1.6737995186282855e-10	2.993947537691531e-14	1.3117504072485904
1.6526982686285952e21	307.7135617567605	0.952711787545713	0.023635470507659767	1.7120267599606146e-10	3.3706672556869455e-14	1.3256408396200512
1.687333216320669e21	302.88014954128124	0.9427317856296842	0.028627042003922326	1.8011198909750422e-10	4.2817791474776025e-14	1.3534217733877232
1.7037848535416318e21	300.957344180997	0.9372317192858136	0.03137772104144209	1.8497358068881285e-10	4.810347227148204e-14	1.36661774665925
1.736688183881509e21	297.64561852988925	0.9251505778371963	0.03741936003381342	1.9401511346739278e-10	6.007013679197836e-14	1.3930097380384419
1.802495017199681e21	292.8893935891047	0.8952041108866552	0.05239414642051899	2.1644186677594265e-10	9.352708563538953e-14	1.4457938592713069
1.8717655506487557e21	289.9698131167288	0.8539373449499065	0.07302859467753028	2.4339962777859934e-10	1.4656678779268299e-13	1.5013562386029915
1.9410362063596647e21	288.5575755299734	0.801954717534119	0.09902060620708879	2.7501806537490365e-10	2.254579136305726e-13	1.556918716001748
2.0103069426527502e21	288.30674562437747	0.7397209245730606	0.13013796924085602	3.1240186495085814e-10	3.4040673482660693e-13	1.6124812580360324
2.0795777333512288e21	288.9845217941774	0.6691902703091617	0.1654036161039573	3.562978312280451e-10	5.040715192230725e-13	1.6680438437092628
2.148848561731725e21	290.45120268829885	0.5936563685694206	0.20317079189514972	4.063890981862329e-10	7.313228738404685e-13	1.7236064596075031
2.218119416915901e21	292.55463524967087	0.5170601871788655	0.24146904529840957	4.628393351763744e-10	1.042848356901464e-12	1.7791690970051628
2.2873902917056518e21	295.08083639065785	0.44318922012045553	0.2784046498120778	5.282195987811732e-10	1.4694649982530508e-12	1.8347317501285905
2.3566611812317885e21	297.80739959339905	0.374898670110664	0.31255001707482166	6.038693893544404e-10	2.050107035410538e-12	1.8902944150721765
2.4259320820954856e21	300.50254618398435	0.31392182589081	0.34303851100903376	6.908867330882672e-10	2.8372998103166777e-12	1.9458570891096993
2.4952029918523965e21	303.01020107898796	0.2609462486902578	0.3695263562828961	7.871575650559691e-10	3.891957888443124e-12	2.001419770280531
2.5644739086700684e21	305.0631833744651	0.21585100520791428	0.39207402355424864	8.986197835435635e-10	5.316502057330174e-12	2.0569824571148483
2.6337448312012365e21	306.46187874511725	0.17801350529088594	0.4109928106155831	1.0276883408727538e-9	7.2325352036834315e-12	2.1125451485320013
2.703015758414911e21	307.0897552591819	0.14660628235550482	0.4266964526789073	1.1771674278418503e-9	9.793521231462514e-12	2.168107843705025
2.772286689514539e21	306.99563689761305	0.12073751222210287	0.4396308630445989	1.3430853101640026e-9	1.3158025538614013e-11	2.223670541995
2.841557623840171e21	306.0616094992328	0.0995354867615771	0.45023189698765104	1.5333141690177558e-9	1.7573499160640405e-11	2.279233242872574
2.9108285608931177e21	304.18832089462836	0.08222686557876964	0.45888622559373454	1.7534835387839364e-9	2.3341543616867602e-11	2.334795945937747
2.9800995002763004e21	301.37092519583535	0.0681133472620036	0.4659430001280119	2.0088500319571226e-9	3.083269473496496e-11	2.3903586508720185
3.049370441661643e21	297.7386652905417	0.05663335455331277	0.47168300951280445	2.297830842501124e-9	4.04626583620483e-11	2.4459213574122365
3.090933007411058e21	295.22420214621224	0.05076910494201335	0.4746151411480619	2.4880552356525216e-9	4.748751332769934e-11	2.4792589820728694
3.160203951389702e21	290.12845865365716	0.04252643115463463	0.4787364880747168	2.855894311027342e-9	6.187620721267138e-11	2.5348216906931924
3.229474896689262e21	284.3084632543753	0.03579389749435114	0.4821027632515836	3.2748450560677464e-9	8.022888241781112e-11	2.590384400373032
3.298745843088569e21	277.76664998385223	0.030328110335651134	0.48483566363007186	3.754930535927377e-9	1.03584905176811e-10	2.6459471109349857
3.368016790383858e21	270.36911041274277	0.0258471751032446	0.48707613665906374	4.319216024683172e-9	1.3335583033401977e-10	2.7015098222156126
3.437287738396212e21	262.13018728017823	0.022199151429418307	0.488900152583553	4.984195165795398e-9	1.7115384658447583e-10	2.7570725340714026
3.5065586869377476e21	253.22830105175572	0.01919662312269083	0.4904014193541821	5.760455815836022e-9	2.1885354681094731e-10	2.8126352463516535
3.5758296358196845e21	243.97297119478714	0.016738798667402473	0.4916303328100447	6.643446416589214e-9	2.7846762941521765e-10	2.868197958904942
3.6451005848536964e21	234.067506236095	0.014716955525141844	0.4926412541402675	7.688077077443311e-9	3.530107429504016e-10	2.923760671580211
3.68666315421976e21	227.66171038382183	0.013668692764234271	0.49316538454052306	8.427217377237035e-9	4.0644588225001805e-10	2.957098299141783
3.7559341030638354e21	217.22916548472662	0.012192460886148958	0.49390349767262665	9.759478354567768e-9	5.112394923908534e-10	3.012661011664703
3.825205051508462e21	206.3942178060423	0.010964593840453212	0.494517426474956	1.1340333318451934e-8	6.401949432522799e-10	3.068223723867222
3.8944759992914815e21	195.27494948995073	0.009945282597904238	0.4950270751492176	1.3219309624875522e-8	7.978701009938269e-10	3.123786435539061
3.963746946106594e21	184.00055856747284	0.00909753714617786	0.4954509382945352	1.5456020857859788e-8	9.894518725001956e-10	3.1793491464345354
4.03301789159075e21	173.20446508499995	0.008391893284499588	0.49580374817035056	1.7995632709687087e-8	1.2199945199350274e-9	3.23491185626244
4.102288835402502e21	162.4812149539772	0.007807340860269919	0.4960960088277664	2.1008011525318216e-8	1.4969762250392046e-9	3.290474564748898
4.1715597770585816e21	151.91623832804393	0.007319704085326876	0.49633980734456534	2.4594195371361314e-8	1.8276969607088906e-9	3.346037271506276
4.2408307159627837e21	141.61011033312295	0.006913372580187794	0.49654294789253334	2.886911375511309e-8	2.2199397784063074e-9	3.401599976056354
4.310101651377982e21	131.96302482226125	0.0065769407997640595	0.4967111330879429	3.379539532839865e-8	2.681827360724283e-9	3.4571626778078772
4.3793725825451337e21	122.83640238030239	0.0062984389068450695	0.4968503461869062	3.955735976487941e-8	3.222579315077753e-9	3.5127253761520127
4.4486435084753143e21	114.11894780891426	0.006068224107236509	0.49696540615774965	4.6409785314675107e-8	3.850775692800453e-9	3.5682880702955377
4.5179144278443263e21	105.85887733434923	0.005878948593939964	0.49705998446402405	5.4561291270786836e-8	4.573693245047523e-9	3.6238507591763027
4.5871853389911446e21	98.21821991293427	0.005724271115087293	0.49713725012345844	6.4083012391351e-8	5.397482348556376e-9	3.6794134414619886
4.6564562400281085e21	91.26947661039232	0.005598165800329692	0.4972002145850797	7.503487256077702e-8	6.326384394140205e-9	3.73497611563849
4.725727128864669e21	84.77559760034401	0.005495168361796591	0.4972516040401713	8.801683203147569e-8	7.356738271195042e-9	3.790538780028963
4.794998002584453e21	78.74718528155286	0.0054105562546022876	0.4972937757846904	1.0340051676385003e-7	8.478327802738454e-9	3.8461014322941622
4.864268857722428e21	73.1988391184373	0.005339940367631636	0.49732892127534495	1.2157199708244234e-7	9.671437443025601e-9	3.9016640696547635
4.933539690381902e21	68.31722897648505	0.005279275698889672	0.49735906967513926	1.4207753138605973e-7	1.091730584601605e-8	3.957226688985202
5.002810497627076e21	63.82468559233435	0.005225508887876857	0.4973857412524985	1.662388510587487e-7	1.2167095510680873e-8	4.012789287930652
5.072081275552438e21	59.70936594749517	0.005172245168663971	0.49741213843473325	1.94660866646759e-7	1.3371738369809454e-8	4.068351863358477
5.141352020923182e21	55.951285706668365	0.005126610486365287	0.49743470838681747	2.2802601681836486e-7	1.4479482869258642e-8	4.123914412674015
5.210622732027405e21	52.65331104832858	0.005087519014994266	0.49745401815479806	2.6562758007515457e-7	1.5470915726917653e-8	4.179476934504136
5.279893410441496e21	49.66888876841126	0.005049669325674388	0.4974727287944633	3.0887111878145425e-7	1.6305637387766195e-8	4.235039430113274
5.349164059151912e21	46.941734086817796	0.005018336610099627	0.49748821584799363	3.590105997945759e-7	1.696434838983732e-8	4.290601901896887
5.418434682983589e21	44.45279304891212	0.0049945149983986435	0.4974999942725362	4.169706944858766e-7	1.745433072291648e-8	4.346164353725088
5.48770528842593e21	42.22749799951552	0.0049808708939944775	0.49750673730937	4.823324577447642e-7	1.781446910234527e-8	4.4017267908030755
5.5569758828752e21	40.238445172647815	0.004977117426542495	0.4975085838536808	5.555299856998625e-7	1.807091847320013e-8	4.457289219063443
5.626246473102627e21	38.409452087148175	0.004982724721740007	0.49750579072880563	6.395334917282926e-7	1.8225451763430108e-8	4.512851643937441
5.695517064754155e21	36.7277649267217	0.004996817594889194	0.49749878769215966	7.358712383262095e-7	1.830047427551836e-8	4.56841406995372
5.764787662391546e21	35.191617714835346	0.0050178344461598275	0.49748834646874723	8.454694733402175e-7	1.8319161043243218e-8	4.6239765007713025
5.834058269318872e21	33.82806835663491	0.005043213850850802	0.4974757369003348	9.659599591305126e-7	1.8312305841952047e-8	4.679538939040405
5.903328887334197e21	32.56310206692408	0.005072836857074419	0.49746101509389107	1.103708788908328e-6	1.8265620741571778e-8	4.735101386203271
5.972599517766144e21	31.389783247575544	0.005105679152089068	0.4974446885856592	1.2610843566271384e-6	1.819093217110702e-8	4.7906638433255955
6.041870161302796e21	30.301474578718846	0.005140776655615266	0.4974272358968039	1.4407399298445388e-6	1.8098413136757592e-8	4.846226310959295
6.111140818143712e21	29.32897221353856	0.005175860286145953	0.4974097854611309	1.637399744236824e-6	1.8009728814283173e-8	4.901788789264439
6.180411487642477e21	28.426657549254845	0.005211491388649866	0.4973920584014936	1.8596597835752244e-6	1.7917019176107438e-8	4.957351277722532
6.249682169399666e21	27.58370940124307	0.005247629309467292	0.49737407456582067	2.112245656033536e-6	1.7824858444733438e-8	5.012913776013192
6.318952862949891e21	26.79663525378387	0.005283657643996537	0.4973561414081172	2.398896922127694e-6	1.773933567797032e-8	5.068476283763129
6.388223567717449e21	26.079683225775582	0.005319821299496277	0.4973381341351286	2.7152483212787345e-6	1.76697776319573e-8	5.124038800510567
6.457494282820964e21	25.420763541560422	0.005353205040716459	0.4973215110921379	3.065498726654702e-6	1.761657670873118e-8	5.179601325548548
6.526765007459976e21	24.80181622020221	0.005386040602340721	0.49730515784676704	3.46064378839781e-6	1.7579108385976654e-8	5.235163858235019
6.59603574104086e21	24.221034473720017	0.005417958081809664	0.49728925925542855	3.905572840936633e-6	1.756064395413998e-8	5.2907263980938275
6.665306482979928e21	23.682171231936238	0.005448386984902886	0.4972740999646981	4.399616874755312e-6	1.7563983598362638e-8	5.346288944656793
6.734577232562753e21	23.1913420804213	0.005468493912365739	0.4972640960791185	4.934270253607591e-6	1.7589880296883244e-8	5.4018514973508704
6.803847988986743e21	22.729291064978707	0.0054997808357768905	0.4972484981008783	5.5316382919446575e-6	1.7638269527045157e-8	5.457414055532294
6.873118751709736e21	22.29288357545634	0.005525483864227445	0.497235688475419	6.197559732195521e-6	1.771006722585507e-8	5.512976618766192
6.942389520236945e21	21.880978604733116	0.005549634964613216	0.49722365116514	6.937943499440857e-6	1.7806454658064042e-8	5.568539186655692
7.011660294062254e21	21.50810691493961	0.00557140061079169	0.4972128015968054	7.722445615932075e-6	1.7923367788975323e-8	5.6241017587948345
7.080931072494949e21	21.15435354435471	0.005591647355382538	0.49720270830300134	8.58698222768097e-6	1.8063739311394985e-8	5.679664334629594
7.150201855094039e21	20.817716397768823	0.005610406618899242	0.49719335568398787	9.538639967959977e-6	1.822816042549486e-8	5.735226913806248
