# N(H) (cm^-2)	Tdust[K]	PEheating	H2 vib deexc.	H2 form	dust-gas coll.	OI cooling	CII  cooling	CO  cooling	CI  cooling
2.472646557100754e-6	0.00001006653777797383
1.0735942813636745e18	116.26363649997114	1.3622534941366602e-21	2.849995484892169e-25	1.0266584091526122e-22	-1.724485540731239e-24	-7.936112990226952e-22	-6.94962139098906e-22	0.	-3.2020364903379964e-30
2.1471884901378785e18	116.02570190015993	1.363518781358219e-21	2.881730987708742e-25	1.0266750089985955e-22	-1.729575475710056e-24	-7.949135838956891e-22	-6.949247895088578e-22	0.	-3.228363426654392e-30
4.2943767155506755e18	115.60960253298282	1.3657304399500358e-21	2.9399821224820354e-25	1.0267202055165163e-22	-1.738578238350851e-24	-7.972056615166832e-22	-6.948459404910206e-22	0.	-3.275195385292357e-30
8.588752489300934e18	114.88484030497074	1.3695724424952492e-21	3.0491036676986477e-25	1.0267976608929924e-22	-1.7543607987738877e-24	-8.012128187832085e-22	-6.9468407905599375e-22	0.	-3.3588733534589826e-30
1.5514895178197088e19	113.86243998003008	1.3749774220146185e-21	3.220093226713041e-25	1.0274022069682348e-22	-1.7778956269102486e-24	-8.069412352503991e-22	-6.944269349251577e-22	0.	-3.482161774228662e-30
2.244103526312374e19	112.95764367532729	1.37968664468117e-21	3.3880169421009753e-25	1.0293574629064863e-22	-1.8018269870804625e-24	-8.121379089977676e-22	-6.941720898757815e-22	0.	-3.596412192376853e-30
2.9367173022666682e19	112.12854769444465	1.383995281939393e-21	3.5514425958297865e-25	1.0310355097715654e-22	-1.823655921393773e-24	-8.169074574752572e-22	-6.939114042397206e-22	0.	-3.70532561263681e-30
3.6293308644596556e19	111.32379159921408	1.388254878618798e-21	3.712704572208153e-25	1.0324672957813212e-22	-1.844729289935104e-24	-8.215803823494494e-22	-6.93668466268501e-22	0.	-3.8167131836219544e-30
4.3219442170597335e19	110.601442520231	1.3919511397899086e-21	3.8734293132807795e-25	1.0340126543383343e-22	-1.864007788165514e-24	-8.257354221750055e-22	-6.933961515595635e-22	0.	-3.9179950578031866e-30
5.0145573835298234e19	109.88116451907158	1.3957398223608678e-21	4.0336411368544565e-25	1.035230399722039e-22	-1.8828846484791023e-24	-8.299216943571467e-22	-6.931448268520594e-22	0.	-4.024567493523004e-30
5.707170362043229e19	109.18895447441936	1.3993804928595452e-21	4.194978427903423e-25	1.0365021943217428e-22	-1.90133743048456e-24	-8.339660368780474e-22	-6.928947783644893e-22	0.	-4.130765551714789e-30
6.399783159306682e19	108.55082130050658	1.402635738162418e-21	4.357360710952272e-25	1.0378093417484407e-22	-1.9184636547019433e-24	-8.376522647952346e-22	-6.926234119817002e-22	0.	-4.229647969271132e-30
7.092395791310529e19	107.91268653386831	1.4059745960945e-21	4.520753990537829e-25	1.0388909827036235e-22	-1.935400042616135e-24	-8.413789845316137e-22	-6.923675419268199e-22	0.	-4.333573353806746e-30
7.785008255977857e19	107.27455176723004	1.4093887786334072e-21	4.686316610383203e-25	1.0399554064191268e-22	-1.9525774336042584e-24	-8.451632943430863e-22	-6.921273077767982e-22	0.	-4.442928482583484e-30
8.477620551046678e19	106.66641756758094	1.4125900294383898e-21	4.8542007968868835e-25	1.0411015411989785e-22	-1.969157506291172e-24	-8.487548125257583e-22	-6.918780301263486e-22	0.	-4.549294760317705e-30
9.170232685316224e19	106.10497886495291	1.4154066082803341e-21	5.0239678876452115e-25	1.0422727624432854e-22	-1.984379534727792e-24	-8.519911980788955e-22	-6.916040211955936e-22	0.	-4.646651206809153e-30
9.862844674360713e19	105.5435401623249	1.4182879399165312e-21	5.195525733809469e-25	1.0432470959939348e-22	-1.999416546207447e-24	-8.552576385506959e-22	-6.913406775165501e-22	0.	-4.748431292077059e-30
1.0555456516536731e20	104.98210300284623	1.4212265743124545e-21	5.369923845677787e-25	1.0442079795476454e-22	-2.0146420245216514e-24	-8.58568615693631e-22	-6.9108859080315975e-22	0.	-4.854934440036007e-30
1.1248068210070828e20	104.42066584336757	1.4242242212800743e-21	5.547310652253936e-25	1.0451544001169792e-22	-2.030064450235821e-24	-8.619262038991866e-22	-6.908472811743873e-22	0.	-4.96649933448399e-30
1.1940679753105893e20	103.85922868388892	1.4272827423910763e-21	5.727823733767072e-25	1.0460853188659339e-22	-2.045692646664778e-24	-8.653325464544674e-22	-6.90616347064923e-22	0.	-5.083497970112739e-30
1.2633291143699507e20	103.33220747688412	1.4300425057265932e-21	5.9114846445263385e-25	1.0471276850124837e-22	-2.060455782707368e-24	-8.684737288722218e-22	-6.903669727133921e-22	0.	-5.193196866690045e-30
1.3325902393634559e20	102.84473680272698	1.4324401348232432e-21	6.097557450052895e-25	1.0481678865497757e-22	-2.0738632349701085e-24	-8.712790052697632e-22	-6.900928215585611e-22	0.	-5.292198822319152e-30
1.4018513517333837e20	102.35726760715245	1.4348868953790332e-21	6.28606738392109e-25	1.0490385415897108e-22	-2.0870958665726966e-24	-8.741056426777918e-22	-6.898258461882955e-22	0.	-5.395193302637802e-30
1.4711124513522064e20	101.86980310559272	1.437376246350055e-21	6.478055253295907e-25	1.0498988555138525e-22	-2.100473073482786e-24	-8.769659535367206e-22	-6.895667812965926e-22	0.	-5.502417866287447e-30
1.5403735380831057e20	101.38233564686774	1.4399093448221453e-21	6.673627101924313e-25	1.0507481651422477e-22	-2.1140002930514237e-24	-8.798612482445374e-22	-6.893154003370174e-22	0.	-5.614140004233494e-30
1.6096346117840585e20	100.89486792987586	1.4424874255658563e-21	6.872886515767327e-25	1.0515858265496551e-22	-2.1276832611449124e-24	-8.82792886770212e-22	-6.8907150677679365e-22	0.	-5.73065033166867e-30
1.6788956723077176e20	100.40740021288394	1.4451118085071723e-21	7.075934650294252e-25	1.0524111253369629e-22	-2.1415278686823342e-24	-8.857622790413505e-22	-6.88834930375866e-22	0.	-5.8522651526477484e-30
1.7481567195012514e20	99.91993275415896	1.4477839005094175e-21	7.282871035251663e-25	1.053223325825234e-22	-2.155540290375117e-24	-8.8877089496939e-22	-6.886055249006247e-22	0.	-5.979329365023023e-30
1.817417753206168e20	99.43246503716708	1.4505052007645389e-21	7.493793915791458e-25	1.0540216579211281e-22	-2.1697269931934445e-24	-8.91820270457847e-22	-6.883831659424728e-22	0.	-6.112219773833201e-30
1.886678773258109e20	98.98583323090524	1.4528034381532918e-21	7.708668722793624e-25	1.0549782174628422e-22	-2.1826432761528153e-24	-8.944967282335496e-22	-6.881321482121975e-22	0.	-6.2293612614789906e-30
1.955939781276595e20	98.56920608648659	1.4547953737962708e-21	7.926305582249918e-25	1.0558841046659472e-22	-2.194282404742532e-24	-8.96883504731411e-22	-6.878598636231645e-22	0.	-6.334535483478928e-30
2.025200778467607e20	98.1525723298341	1.45682295442058e-21	8.147139601442254e-25	1.0566578200388073e-22	-2.205782789340597e-24	-8.99285238205563e-22	-6.875923606383153e-22	0.	-6.443449434608632e-30
2.0944617647341945e20	97.73594448751211	1.4588811260460934e-21	8.37220596890833e-25	1.0574238502259252e-22	-2.217390988690167e-24	-9.017115912271803e-22	-6.873302886353487e-22	0.	-6.556298327861949e-30
2.1637227399729768e20	97.3193121266663	1.4609706283308338e-21	8.601597230886878e-25	1.058181736800322e-22	-2.2291102998786994e-24	-9.041633587428345e-22	-6.870735461223986e-22	0.	-6.67330021763279e-30
2.2329837040774473e20	96.902685680151	1.4630922366788253e-21	8.835406869458384e-25	1.0589311028490973e-22	-2.2409443314856827e-24	-9.066413699935639e-22	-6.868220429545421e-22	0.	-6.794689620341229e-30
2.3022446569379194e20	96.48605923363567	1.4652467723424643e-21	9.073727927672483e-25	1.059671467586376e-22	-2.252896657494316e-24	-9.091464780328831e-22	-6.865756984928923e-22	0.	-6.920719113361372e-30
2.3715055984414215e20	96.06942687278986	1.4674350975685719e-21	9.316654462414516e-25	1.0604024018286945e-22	-2.26497113178367e-24	-9.116795734024248e-22	-6.86334441901982e-22	0.	-7.051661100474357e-30
2.4407665284715993e20	95.6527976346612	1.4696581210233208e-21	9.564281100223735e-25	1.061123458028923e-22	-2.277171766953183e-24	-9.142415820402983e-22	-6.86098211204292e-22	0.	-7.187809805281105e-30
2.510027446908634e20	95.23616839653255	1.471916803189074e-21	9.816702536808662e-25	1.0618341050789326e-22	-2.289502623793024e-24	-9.168334636116476e-22	-6.858669524529956e-22	0.	-7.329483509166917e-30
2.5792883536291135e20	94.81953882730008	1.4742121541907812e-21	1.00740146756724e-24	1.0625338419249532e-22	-2.3019680469746406e-24	-9.194562227942376e-22	-6.856406200367043e-22	0.	-7.477027058676002e-30
2.6485492485059147e20	94.40290958917141	1.4765452397723772e-21	1.0336314151539683e-24	1.063222132519675e-22	-2.3145725568261888e-24	-9.22110908054363e-22	-6.854191759973246e-22	0.	-7.630814706821392e-30
2.717810131408073e20	93.98628035104275	1.4789171844606005e-21	1.060369846348207e-24	1.0638984116623778e-22	-2.327320879433546e-24	-9.24798615724422e-22	-6.852025898309456e-22	0.	-7.791253322125889e-30
2.7870710022006417e20	93.58635818017275	1.4811190062447386e-21	1.087622225340809e-24	1.064641537577724e-22	-2.3395538990597094e-24	-9.27335771525069e-22	-6.849759473091119e-22	0.	-7.94523631958562e-30
2.856331861526971e20	93.23840218368173	1.4826980397731047e-21	1.1153117886496833e-24	1.0655525643946876e-22	-2.349685692801642e-24	-9.293163184575466e-22	-6.847067308241485e-22	0.	-8.062018735318151e-30
2.9255927117242394e20	92.89045168966055	1.4843071630517886e-21	1.1432872534192476e-24	1.0662345068854187e-22	-2.3594593344537552e-24	-9.312968108483775e-22	-6.844398928756704e-22	0.	-8.182406020246385e-30
2.9948535527247046e20	92.54249593544007	1.485936956109706e-21	1.1717947905953204e-24	1.0669110073540485e-22	-2.3693090498568703e-24	-9.332942501744265e-22	-6.841767188886738e-22	0.	-8.306551584836935e-30
3.06411438445247e20	92.19453953516485	1.4875878374182195e-21	1.2008444537057807e-24	1.0675818758892833e-22	-2.3792369025366072e-24	-9.353090919696625e-22	-6.83917163387165e-22	0.	-8.43463454964499e-30
3.133375206829892e20	91.84658871811628	1.489260246220104e-21	1.2304463610269335e-24	1.068246848523708e-22	-2.389244890631317e-24	-9.37341800492912e-22	-6.8366118433393935e-22	0.	-8.566845633842567e-30
3.202636019777552e20	91.49863790106774	1.4909546407433918e-21	1.2606107649219184e-24	1.0689056461919398e-22	-2.399335065063521e-24	-9.393928539230013e-22	-6.834087433097752e-22	0.	-8.703388106570574e-30
3.271896823214202e20	91.15068408501148	1.4926714965564598e-21	1.2913481310902209e-24	1.0695580329940268e-22	-2.409509646269967e-24	-9.414627496192995e-22	-6.831598057071478e-22	0.	-8.844478834692345e-30
3.3411576170567284e20	90.80272768473625	1.4944113101126194e-21	1.322669072616854e-24	1.0702037530822622e-22	-2.41977090830879e-24	-9.435520005118238e-22	-6.829143402372778e-22	0.	-8.990349445877233e-30
3.4104184012201204e20	90.45477128446103	1.4961745998559536e-21	1.3545843496083018e-24	1.0708425263713463e-22	-2.430121176282193e-24	-9.456611358414243e-22	-6.826723187974102e-22	0.	-9.141247608685878e-30
3.4796791756174216e20	90.10682046741248	1.497961907024642e-21	1.3871048799394132e-24	1.0714740533187985e-22	-2.44056284141982e-24	-9.47790702621001e-22	-6.824337164060316e-22	0.	-9.297438447840586e-30
3.5489399401596944e20	89.75886665135623	1.4997737969138411e-21	1.4202417385723962e-24	1.0720980105829614e-22	-2.451098359040704e-24	-9.499412664910106e-22	-6.821985111005942e-22	0.	-9.459206112989969e-30
3.618200694755958e20	89.4109132500887	1.5016108569390102e-21	1.4540062676987963e-24	1.0727141262495002e-22	-2.4617303991071573e-24	-9.521134185895626e-22	-6.819666843075018e-22	0.	-9.626855514984928e-30
3.6874614393131414e20	89.06295943403245	1.5034737027094081e-21	1.4884099249498786e-24	1.0733220638005305e-22	-2.4724616311531042e-24	-9.543077682471508e-22	-6.817382201223797e-22	0.	-9.800714269116393e-30
3.756722173736037e20	88.71500603276492	1.5053629764430892e-21	1.5234643856544365e-24	1.0739214930490746e-22	-2.4832948675537645e-24	-9.565249496874937e-22	-6.815131056818325e-22	0.	-9.981134847757978e-30
3.8259828979272443e20	88.36705221670866	1.5072793495357365e-21	1.5591815079289424e-24	1.0745120633150763e-22	-2.4942330201467188e-24	-9.587656215261033e-22	-6.812913309831218e-22	0.	-1.0168496990137703e-29
3.8952436117871126e20	88.01909881544113	1.5092235235535026e-21	1.5955733526431577e-24	1.07509341737884e-22	-2.505279135408451e-24	-9.610304694223335e-22	-6.810728889506516e-22	0.	-1.0363210395396976e-29
3.964504315213682e20	87.67114499938488	1.5111962325409302e-21	1.6326521537053362e-24	1.075665175892034e-22	-2.5164363736569663e-24	-9.633202065995077e-22	-6.808577753431433e-22	0.	-1.0565717743287646e-29
4.033765008102624e20	87.32319118332863	1.5131982442229177e-21	1.6704303051931542e-24	1.0762269513125685e-22	-2.5277080450886876e-24	-9.656355766564105e-22	-6.80645988837695e-22	0.	-1.077649808505561e-29
4.103025690347184e20	86.9752377820611	1.5152303622746252e-21	1.708920191212423e-24	1.0767783341169193e-22	-2.539097592553008e-24	-9.679773541906608e-22	-6.8043753095013755e-22	0.	-1.0996070656460564e-29
4.172286361838681e20	86.6436827651728	1.5170758499098782e-21	1.74810498658012e-24	1.0774047586085707e-22	-2.5498933196500338e-24	-9.701544551589358e-22	-6.802181175286536e-22	0.	-1.1202429767931299e-29
4.310807682201272e20	86.0824753921777	1.5195330708276667e-21	1.8258137841515996e-24	1.077533760912619e-22	-2.5641079620873293e-24	-9.732346267278203e-22	-6.796890304661026e-22	0.	-1.1490609257584553e-29
4.587850251201776e20	84.96006166702509	1.5246225032982877e-21	1.9888238387562144e-24	1.0772708854634254e-22	-2.5922538005582833e-24	-9.794916703545861e-22	-6.786565920940253e-22	0.	-1.2115078393813822e-29
5.1419350944171996e20	82.71524338692427	1.5354782340946869e-21	2.352070111499454e-24	1.0764651745899314e-22	-2.6511869090687894e-24	-9.925951895368398e-22	-6.767018053648907e-22	0.	-1.3598482218734555e-29
5.8345404529487394e20	79.9092116174698	1.5503548798283959e-21	2.895767909325061e-24	1.0786716979785685e-22	-2.7381640622419063e-24	-1.0105931024762375e-21	-6.744813323470428e-22	0.	-1.6071488687182287e-29
6.527144908386418e20	77.19542317733169	1.564793688106027e-21	3.556590065834197e-24	1.0835939103236607e-22	-2.8306260912325308e-24	-1.0286138968921384e-21	-6.723631409184648e-22	0.	-1.914638036738541e-29
7.219748453833996e20	74.63982918026299	1.5772734667180635e-21	4.3477900144451225e-24	1.088894397989613e-22	-2.9175319915265722e-24	-1.0450873928030327e-21	-6.702310325845578e-22	0.	-2.2570551127642904e-29
7.912351130768724e20	72.32361387610436	1.5879580397137218e-21	5.285966623090451e-24	1.0940899492474466e-22	-2.9994900873313175e-24	-1.060352950728264e-21	-6.681033548835366e-22	0.	-2.632712667658657e-29
8.604952951069242e20	70.15437215042114	1.597404561563475e-21	6.411371954354459e-24	1.0982180809546796e-22	-3.0801980473623647e-24	-1.0755224435826127e-21	-6.660450078042075e-22	0.	-3.060747270501626e-29
9.297553879716666e20	68.09646236664057	1.6059078529337467e-21	7.821613955809376e-24	1.101398216156591e-22	-3.1628826782410433e-24	-1.0912165274101499e-21	-6.640853736044656e-22	0.	-3.5631918537004745e-29
9.990154021472324e20	66.1417389010191	1.6134046088372209e-21	1.004724047217881e-23	1.105680691155431e-22	-3.2314213388129406e-24	-1.1034568856655197e-21	-6.619754075181233e-22	0.	-4.159552355501758e-29
1.0405713981006447e21	65.03382374668121	1.6125109273252023e-21	1.1241228511412444e-23	1.1146350379187164e-22	-3.2557808503745006e-24	-1.1053328544182616e-21	-6.604068632799052e-22	0.	-4.528989182639772e-29
1.0959795021905293e21	63.594839875668285	1.5984034238001933e-21	1.3850728171486537e-23	1.1246752832212159e-22	-3.2252455542045336e-24	-1.0953535342940813e-21	-6.57581748430459e-22	0.	-5.072086544187998e-29
1.1652401519836474e21	61.87260075289291	1.5531757243241969e-21	1.598731005738514e-23	1.1497537696220363e-22	-3.085179088521873e-24	-1.057669583609439e-21	-6.524998911649448e-22	0.	-5.724124253679754e-29
1.2345018332220128e21	60.26245510971546	1.4928907698006551e-21	1.586438615876924e-23	1.183218343715258e-22	-2.898206712088407e-24	-1.006816169225107e-21	-6.464762505828675e-22	0.	-6.291210614798768e-29
1.303764745677839e21	58.725733498215675	1.4154480188990425e-21	1.543021987643184e-23	1.223255202414763e-22	-2.661449807832622e-24	-9.415560473701763e-22	-6.391791547839266e-22	0.	-6.822233945599715e-29
1.345323219264597e21	57.82231862973736	1.3593741897292532e-21	1.5236833935649706e-23	1.2543729308789519e-22	-2.499337331166936e-24	-8.945805880016265e-22	-6.339542266919669e-22	0.	-7.138374108314292e-29
1.4145885471099975e21	56.414015080213545	1.2588244149947444e-21	1.4820535694054712e-23	1.2979178996640828e-22	-2.205430559983187e-24	-8.096575224139455e-22	-6.239690110598193e-22	0.	-7.545823286181852e-29
1.4838554322966827e21	55.06941361403465	1.1607334854431992e-21	1.4448233830133286e-23	1.3393358030625488e-22	-1.9416329989432107e-24	-7.278347853892884e-22	-6.130145232289366e-22	0.	-7.961143598222094e-29
1.5531236314239108e21	53.7863501021862	1.0796872623318926e-21	1.405788451759532e-23	1.3673146731823478e-22	-1.739711168163804e-24	-6.610773778949873e-22	-6.022154868861295e-22	0.	-8.482478650917079e-29
1.6223927864374295e21	52.562849245078866	1.020165449658766e-21	1.364169897850748e-23	1.37864132238772e-22	-1.603902204829434e-24	-6.128006135624356e-22	-5.922306477737795e-22	0.	-9.185061736428824e-29
1.626722134673333e21	52.491043067224325	1.016110711296163e-21	1.3689486571062273e-23	1.3864593275324932e-22	-1.6046671174643357e-24	-6.103911650086007e-22	-5.916064630563531e-22	0.	-9.224202788998649e-29
1.635380837809705e21	52.34742795351147	1.0103340010123614e-21	1.3628592213634118e-23	1.385970552812515e-22	-1.591681918051165e-24	-6.056966541951675e-22	-5.904297283011513e-22	0.	-9.31614872659686e-29
1.6526982686285952e21	52.06020324209332	9.995694699189328e-22	1.3504786768652538e-23	1.3842570275908698e-22	-1.567933342063577e-24	-5.9696810886103385e-22	-5.881071585824141e-22	0.	-9.516551754183874e-29
1.687333216320669e21	51.48575534427166	9.806785386598434e-22	1.3243574222146875e-23	1.3778337190954708e-22	-1.5278772050101753e-24	-5.816982869533518e-22	-5.83513682081333e-22	0.	-9.986734788857761e-29
1.7037848535416318e21	51.21289190411568	9.72472020163186e-22	1.3138653550274157e-23	1.3761980761788253e-22	-1.5148322461728757e-24	-5.754045709663565e-22	-5.813241256988248e-22	0.	-1.024435613444738e-28
1.736688183881509e21	50.70149437791109	9.58576682300754e-22	1.285635578491853e-23	1.3643826083150607e-22	-1.488123944519305e-24	-5.64207350878252e-22	-5.76937192785716e-22	0.	-1.072044362309237e-28
1.802495017199681e21	49.69071078320593	9.365207459337736e-22	1.2206968857884892e-23	1.3292169026677295e-22	-1.4507588814559787e-24	-5.463745418314974e-22	-5.677865832925113e-22	0.	-1.1903666235619654e-28
1.8717655506487557e21	48.69377086347342	9.187896193403497e-22	1.1404159650023252e-23	1.2777423648251497e-22	-1.432133060976844e-24	-5.322140675927003e-22	-5.570749914859826e-22	0.	-1.331303922906729e-28
1.9410362063596647e21	47.75328626018762	9.046410454353483e-22	1.0438306046222604e-23	1.207558596682458e-22	-1.4262434191391504e-24	-5.208306086653123e-22	-5.446988855787226e-22	0.	-1.4944651009686415e-28
2.0103069426527502e21	46.860875745683906	8.92561589639196e-22	9.328564001857525e-24	1.1194771566493663e-22	-1.4296520756653523e-24	-5.111177545144157e-22	-5.302920689644373e-22	0.	-1.6841644817427602e-28
2.0795777333512288e21	46.015135751724245	8.81461567195678e-22	8.129244644572287e-24	1.0167804402854521e-22	-1.4407028713144112e-24	-5.026108598911307e-22	-5.137626236583143e-22	0.	-1.9023813832970393e-28
2.148848561731725e21	45.223109292984006	8.707089716571272e-22	6.913704232135793e-24	9.047760841817452e-23	-1.4581186076231421e-24	-4.951572874670238e-22	-4.953241173499278e-22	0.	-2.145194351132321e-28
2.218119416915901e21	44.485390229523176	8.59917308438367e-22	5.7552462219114085e-24	7.897707968338716e-23	-1.4807967693888834e-24	-4.8879618947716715e-22	-4.754797972739657e-22	0.	-2.411386667923219e-28
2.2873902917056518e21	43.78924924266338	8.488814430256673e-22	4.708748548252789e-24	6.77966881490261e-23	-1.5068344428675021e-24	-4.833966361076012e-22	-4.549123240204379e-22	0.	-2.7123860936953917e-28
2.3566611812317885e21	43.133682691603894	8.375824258301377e-22	3.804197847297172e-24	5.741233379453628e-23	-1.5344932478950737e-24	-4.788413734540061e-22	-4.343655759195774e-22	0.	-3.0531532202305963e-28
2.4259320820954856e21	42.51970805931091	8.261237377776314e-22	3.0478994285658735e-24	4.8115956918647917e-23	-1.5617921087383452e-24	-4.749221561257932e-22	-4.145214587459555e-22	0.	-3.437658959589661e-28
2.4952029918523965e21	41.95607662153244	8.147895099756961e-22	2.4304382848201654e-24	4.002771372031774e-23	-1.5873512628844953e-24	-4.715099184921023e-22	-3.9593358661601504e-22	0.	-3.854592774552685e-28
