NH	T	H	H2	C	CO
183100466100000000	3671	0.997238772	0.000002538	6.38371934261905E-009	1.30425172304624E-011
915502308000000000	3586	0.9972734881	2.50709622297815E-006	6.34283645263485E-009	1.2612948459402E-011
1844004538000000000	3292	0.9975803289	2.396406121344E-006	5.82422493141002E-009	1.11014406808798E-011
2154005238000000000	2925	0.9979086563	2.24908880623844E-006	5.34684264213299E-009	9.03366613162268E-012
2437005864000000000	2839	0.9979809584	2.20940841444742E-006	5.25552710005956E-009	8.52204905815915E-012
2695006425000000000	2754	0.9980450587	2.17571292894765E-006	5.18313007346687E-009	8.03559091926743E-012
2929006933000000000	2728	0.9980665348	2.16216124796016E-006	5.15794207316515E-009	7.8776417561339E-012
3233007583000000000	2667	0.9981107553	2.13221251980909E-006	5.11073187779812E-009	7.51113131792731E-012
3510008167000000000	2588	0.9981691834	2.10482126611337E-006	0.000000005	7.08459749976552E-012
3763008691000000000	2515	0.9982231331	2.0723327254809E-006	0.000000005	6.66852260915351E-012
3992009161000000000	2451	0.9982720843	2.04650520418558E-006	4.93602383147974E-009	6.31153335530658E-012
4201009582000000000	2385	0.9983156818	2.01244250829008E-006	4.89196819661337E-009	5.93234152349495E-012
4391009962000000000	2342	0.998347272	1.99226728333769E-006	4.8636620345609E-009	5.69535456712886E-012
4638010450000000000	2320	0.9983621182	1.98470720734684E-006	4.85108485670817E-009	5.58475609970445E-012
4959011090000000000	2298	0.9983813853	1.97683941706581E-006	4.83220385422582E-009	5.47417858093252E-012
5377011900000000000	2203	0.998447108	1.93079493004751E-006	4.76926904915913E-009	4.96535305515904E-012
5757012610000000000	2068	0.9985382646	1.87123161800853E-006	4.68914580856142E-009	4.2907423211179E-012
6103013250000000000	2001	0.998585659	1.83875098385628E-006	4.64826130054813E-009	3.96525147679412E-012
6418013810000000000	1928	0.9986359051	1.80121282945612E-006	4.60422380563222E-009	3.62076666033577E-012
6704014320000000000	1864	0.9986785689	1.77124720223859E-006	4.56963436392567E-009	3.3363074421741E-012
6965014780000000000	1810	0.9987158614	0.000001747	4.54134254895116E-009	3.10746740153162E-012
7202015190000000000	1764	0.998747152	1.72582748847846E-006	4.50985889420979E-009	2.92192049955149E-012
7418015550000000000	1704	0.9987860353	1.69521632345557E-006	4.48473273630598E-009	2.68166776242161E-012
7614015880000000000	1688	0.9987961584	1.68068485930666E-006	4.48161544154599E-009	2.60958426310487E-012
7870016310000000000	1672	0.9988059566	1.67532462064144E-006	4.47533384596496E-009	2.55362865528771E-012
8202016860000000000	1604	0.9988546871	1.64167569971949E-006	4.43303029854917E-009	2.30441689128576E-012
8504017350000000000	1562	0.9988840849	1.61706021214513E-006	4.4141886119566E-009	2.15333986013069E-012
8779017790000000000	1520	0.9989128495	1.5956043807348E-006	4.38585667078709E-009	2.01268765029271E-012
9029018180000000000	1483	0.9989375021	1.58141388027251E-006	4.37331612960785E-009	1.89984694914562E-012
9257018540000000000	1451	0.9989596315	1.56437268021331E-006	4.35760168452384E-009	1.79901277091844E-012
9464018860000000000	1437	0.9989688039	0.000001553	4.3576416961883E-009	1.75222733226265E-012
9733019280000000000	1406	0.9989912465	1.54007197550095E-006	4.33244067030042E-009	1.66340422815914E-012
9978019650000000000	1371	0.9990162293	1.51544342219873E-006	4.31357434866248E-009	1.55782017899644E-012
10200019990000000000	1358	0.9990238165	1.51071122865646E-006	4.31676957738342E-009	1.52304485602041E-012
10490020420000000000	1326	0.9990468998	1.49145463099566E-006	4.29156898698285E-009	1.43484513588365E-012
10760020810000000000	1294	0.9990690346	1.47377705015781E-006	4.27268840077941E-009	1.35170023870697E-012
11000021160000000000	1282	0.9990785191	1.4684145502452E-006	4.26956632098001E-009	1.32198423864418E-012
11310021610000000000	1248	0.9991012867	1.4513693589094E-006	4.25385004953833E-009	1.23946753488035E-012
11590022020000000000	1236	0.9991104596	1.4422107299112E-006	4.24440087618603E-009	1.20943285771501E-012
11960022550000000000	1205	0.9991331846	1.42692660195275E-006	4.23050696523994E-009	1.13856917651936E-012
12300023030000000000	1176	0.9991537345	1.41146274391727E-006	4.2116227036241E-009	1.07535501614306E-012
12600023450000000000	1151	0.9991720743	1.39536277340962E-006	4.19589032475541E-009	1.01909227706757E-012
12880023840000000000	1140	0.9991787171	1.38715095953502E-006	4.19908017839642E-009	9.95068171793187E-013
13240024340000000000	1129	0.9991866197	1.38305135274036E-006	4.19278942325954E-009	9.74839350822711E-013
13710024980000000000	1089	0.9992163456	1.35653105147482E-006	4.16445546571641E-009	8.92338141552902E-013
14140025560000000000	1079	0.9992251964	1.35274854114244E-006	4.15500603801114E-009	8.74954467821676E-013
14700026300000000000	1039	0.9992533427	1.32812153146832E-006	4.1393121064096E-009	8.00351332415791E-013
15210026970000000000	1031	0.9992606148	1.32370409291829E-006	4.12985557895673E-009	7.88024510165403E-013
15860027830000000000	1005	0.9992795928	1.30538802499664E-006	4.11412262723021E-009	7.42502684760687E-013
16460028610000000000	977.4	0.9993014102	1.29245090617248E-006	4.0952383740968E-009	6.98878517896056E-013
17010029300000000000	954.5	0.9993181731	1.27855802971833E-006	4.08265747308031E-009	6.62838889510172E-013
17500029930000000000	939	0.9993295599	1.26876904885797E-006	4.07637912257709E-009	6.394444209349E-013
18150030750000000000	930.1	0.9993365183	1.26308546021613E-006	4.07324504947015E-009	6.27115289836903E-013
18990031790000000000	908.4	0.9993539164	1.24729488809877E-006	4.06066591358729E-009	5.94868581266175E-013
19750032740000000000	888.6	0.9993694112	1.23909156741142E-006	0.000000004	5.69893569289275E-013
20450033600000000000	880.1	0.9993770036	1.23214329299231E-006	0.000000004	5.58196332682606E-013
21350034700000000000	859.2	0.9993928164	1.22267488229887E-006	0.000000004	5.32904080877804E-013
22170035700000000000	843.7	0.9994064209	1.2094082764307E-006	0.000000004	5.12353924638527E-013
