NH	T	H	H2	C	CO
52750000000	460.1	0.6541515274	0.3458484726	2.77351635035843E-006	0.0001196878
263800000000	459.9	0.6542395693	0.3457604307	2.77523553156283E-006	0.0001197174
1107700000000	460	0.6542395693	0.3457604307	2.77523553156283E-006	0.0001197308
4484000000000	459.8	0.6541515274	0.3458484726	2.7762077781606E-006	0.0001197282
8872000000000	459.7	0.6539238121	0.3460761879	0.000002777	0.0001197604
14575000000000	459.5	0.6535613303	0.3464386697	0.000002779	0.0001198061
21986000000000	459.1	0.6530172414	0.3469827586	2.78017241372727E-006	0.000119868
31610000000000	458.7	0.6522911051	0.3477088949	2.78167115896382E-006	0.0001199596
44130000000000	458.1	0.6512004316	0.3487995684	2.78527110864743E-006	0.0001200836
60360000000000	457.3	0.6497434512	0.3502565487	2.7896300296398E-006	0.0001202403
81450000000000	456.1	0.6477825852	0.3522174148	2.79340183876604E-006	0.000120457
108800000000000	454.6	0.6451700311	0.3548299688	2.80043354552431E-006	0.0001207695
144290000000000	452.5	0.6425953577	0.3574046423	2.81254241882906E-006	0.0001211212
190290000000000	449.4	0.6376021798	0.3623978202	2.82970027241341E-006	0.0001217302
241200000000000	445.2	0.6307502738	0.3692497262	2.8504928805471E-006	0.0001225219
282900000000000	440.4	0.6229688791	0.3770311209	0.000002878	0.0001234784
312000000000000	436.5	0.6164383562	0.3835616438	2.90023522893558E-006	0.0001242563
337000000000000	433.6	0.6114968064	0.3885031935	2.91724520959707E-006	0.0001248264
364600000000000	431.1	0.6074362902	0.3925637098	2.93273917275001E-006	0.0001253168
400500000000000	428.4	0.6029617211	0.3970382788	2.94914780658258E-006	0.0001258592
439500000000000	424.9	0.5966881841	0.4033118159	2.96940780234627E-006	0.0001265787
474900000000000	421	0.5896206459	0.4103793541	2.99393597511221E-006	0.0001273727
503300000000000	417.6	0.5825655563	0.4174344436	3.01488306159084E-006	0.0001281644
527900000000000	414.9	0.5767150583	0.4232849416	3.031596925637E-006	0.0001287931
554700000000000	412.4	0.5716326239	0.4283673761	3.04670761313062E-006	0.0001293387
586600000000000	409.8	0.5656913368	0.4343086632	3.0622489959166E-006	0.0001299484
620700000000000	406.8	0.5586624387	0.4413375612	3.08013836833876E-006	0.0001306861
652800000000000	403.3	0.5506595159	0.4493404841	3.10334831128254E-006	0.0001315263
677800000000000	399.9	0.5436143876	0.4563856123	3.12509101493233E-006	0.0001322703
698500000000000	397.2	0.538585209	0.461414791	3.14820227996767E-006	0.0001328997
722600000000000	395.2	0.534515609	0.465484391	3.16722849179798E-006	0.0001334017
753900000000000	392.4	0.5299911791	0.4700088209	3.19170832101367E-006	0.0001339753
788800000000000	389.5	0.5239852398	0.4760147601	3.2177121770529E-006	0.0001346863
823700000000000	385.8	0.5169805724	0.4830194275	3.25077858512995E-006	0.0001355183
851500000000000	382.2	0.5100581135	0.4899418864	3.28565042460565E-006	0.0001363731
874000000000000	379.3	0.5045610887	0.4954389113	3.31239718850406E-006	0.0001370271
896600000000000	376.3	0.50044991	0.49955009	3.34133173358166E-006	0.0001375975
919000000000000	374	0.4969186833	0.5030813167	3.36690214933386E-006	0.000138058
947400000000000	371.6	0.4920826421	0.5079173579	3.39013723413013E-006	0.0001386367
981000000000000	368.8	0.4857662023	0.5142337977	3.41762568133193E-006	0.0001393549
1013400000000000	365.4	0.4788560998	0.5211439002	0.000003453	0.0001401582
1039200000000000	361.5	0.4716490906	0.5283509094	3.49381017874225E-006	0.0001410362
1057100000000000	358.1	0.4653161449	0.5346838551	3.53130755056891E-006	0.0001418048
1071100000000000	356.6	0.4609110495	0.5390889504	3.54570637111545E-006	0.0001422592
1089300000000000	355	0.4578963603	0.5421036397	3.56415792712935E-006	0.0001426434
1113100000000000	352.7	0.4538425854	0.5461574146	3.59053657020321E-006	0.0001431421
1140300000000000	350.1	0.4486503258	0.5513496742	3.61929878987005E-006	0.0001437325
1167400000000000	346.7	0.4428526939	0.5571473061	3.65773902203341E-006	0.0001444254
1188300000000000	343.2	0.4372558212	0.5627441788	0.000003699	0.0001451321
1203800000000000	338.3	0.4334273183	0.5665726817	3.7562656640792E-006	0.000145708
1213000000000000	336.3	0.4298948029	0.570105197	3.78081331441033E-006	0.0001461454
1224400000000000	335.1	0.4279201383	0.5720798616	0.000003795	0.0001463921
1239200000000000	333.5	0.4251968504	0.5748031496	3.81417322826399E-006	0.0001467087
1258400000000000	331.6	0.421875	0.578125	3.83838383830078E-006	0.0001471117
1282200000000000	329.1	0.4173789174	0.5826210826	3.86831275711795E-006	0.0001476417
1305300000000000	325.6	0.4112787927	0.5887212073	0.000003911	0.0001483241
1320800000000000	319.5	0.406374502	0.593625498	3.98565737043091E-006	0.0001490359
1330000000000000	317.1	0.4025559105	0.5974440894	4.01757188489629E-006	0.0001494728
1338900000000000	316.4	0.4010233451	0.5989766549	0.000004031	0.0001496962
1350400000000000	314.9	0.3986226778	0.6013773222	4.05028827665687E-006	0.000149984
1365400000000000	312.9	0.3954756939	0.6045243061	4.07508422901385E-006	0.0001503129
1382300000000000	310.3	0.3912483912	0.6087516087	4.11036036027023E-006	0.0001508205
1396000000000000	295.7	0.3730881874	0.6269118125	0.000004302	0.0001529938
1408600000000000	293.4	0.3695793935	0.6304206064	4.33485490697921E-006	0.0001533746
1424800000000000	291.3	0.3665468801	0.6334531199	4.36622018938364E-006	0.0001537406
1445800000000000	288.6	0.3626985426	0.6373014573	4.40478139829734E-006	0.0001542001
1473100000000000	285.2	0.3571545917	0.6428454082	4.45375390165878E-006	0.0001548053
1508300000000000	280.1	0.3499422537	0.6500577462	4.52565583227002E-006	0.0001556014
1541200000000000	272.8	0.3407997345	0.6592002655	4.6308279408289E-006	0.0001566451
1571100000000000	266	0.3341662502	0.6658337498	0.000004731	0.0001574379
1598100000000000	259.6	0.3257994308	0.6742005692	4.82169763926838E-006	0.0001583291
1622400000000000	253.1	0.3171798755	0.6828201245	4.90493016983774E-006	0.0001591789
1644600000000000	246.6	0.3090970578	0.6909029422	4.9881636792933E-006	0.0001600101
1664600000000000	240.3	0.3018002717	0.6981997282	5.06963315206103E-006	0.0001607507
1682900000000000	233.7	0.2943885383	0.7056114617	5.14753539132378E-006	0.0001614532
1699200000000000	225.7	0.2820821165	0.7179178835	0.000005195	0.0001624807
1714100000000000	219.7	0.2759868988	0.7240131012	0.000005256	0.0001630236
1727700000000000	213.8	0.2700692041	0.7299307958	5.31314878881491E-006	0.0001635986
1739900000000000	207.7	0.2631578947	0.7368421052	5.3604307798079E-006	0.0001642001
1751000000000000	206.1	0.2631121917	0.7368878083	5.41160125031924E-006	0.0001642758
1761300000000000	202.4	0.2590529248	0.7409470752	5.44045960991306E-006	0.0001646414
1772200000000000	198.6	0.2552337753	0.7447662247	5.46755059304588E-006	0.0001649512
1783300000000000	196.2	0.252534079	0.747465921	5.48759175101954E-006	0.000165222
1797600000000000	193.8	0.2499124956	0.7500875044	0.000005504	0.0001654533
1816200000000000	190.7	0.2465369104	0.7534630896	5.52516219521691E-006	0.0001657373
1838800000000000	187	0.2422218316	0.7577781684	5.54579012116757E-006	0.00016611
1860700000000000	182.7	0.2374405077	0.7625594923	5.56848228438609E-006	0.0001665609
1878800000000000	178.5	0.2327266301	0.7672733698	5.58579254273256E-006	0.00016692
1889800000000000	175.1	0.2290116897	0.7709883103	5.59688274872919E-006	0.0001672866
1896300000000000	173.2	0.2267730496	0.7732269503	5.60106382966776E-006	0.0001674468
1901800000000000	172	0.2255145493	0.7744854507	5.60326472663716E-006	0.0001675479
1909500000000000	171	0.2242940863	0.7757059137	5.60468833232595E-006	0.0001676967
1919700000000000	169.6	0.2228540963	0.7771459037	5.6068953259869E-006	0.0001677981
1931400000000000	167.9	0.2208185053	0.7791814946	5.60854092514765E-006	0.0001679893
1945300000000000	165.8	0.2184215215	0.7815784785	5.60662747182107E-006	0.000168181
1955600000000000	164	0.2152418347	0.7847581653	5.59521684799904E-006	0.0001684633
1964500000000000	162.3	0.2133285689	0.7866714311	5.59406825073083E-006	0.000168626
1974500000000000	160.8	0.2115900554	0.7884099445	5.59112859941726E-006	0.0001687891
1985900000000000	159.3	0.2098102399	0.7901897601	5.58718224120006E-006	0.0001689223
1998800000000000	157.5	0.2078853047	0.7921146953	5.58064516117311E-006	0.0001691039
