       #   NH       T       H       H2       C       CO
  0.00000E+00  1.55728E+01  1.21652E-01  4.38341E-01  5.06448E-08  4.03098E-05
  1.94623E+18  7.05368E+00  7.74831E-04  4.99523E-01  2.12210E-07  8.28266E-05
  2.38216E+18  7.13312E+00  7.48397E-04  4.99536E-01  1.99068E-07  8.30289E-05
  2.91573E+18  7.22069E+00  7.22095E-04  4.99549E-01  1.83091E-07  8.32662E-05
  3.56881E+18  7.31285E+00  6.98343E-04  4.99561E-01  1.70296E-07  8.34790E-05
  4.36816E+18  7.40869E+00  6.76539E-04  4.99572E-01  1.59583E-07  8.36752E-05
  5.34657E+18  7.51352E+00  6.54131E-04  4.99583E-01  1.46067E-07  8.39093E-05
  6.54412E+18  7.62846E+00  6.31528E-04  4.99594E-01  1.31267E-07  8.41690E-05
  8.00991E+18  7.97166E+00  5.83160E-04  4.99652E-01  1.17143E-07  8.98797E-05
  9.80400E+18  8.63647E+00  4.97798E-04  4.99738E-01  1.20427E-07  9.72929E-05
  1.20000E+19  8.95273E+00  4.32149E-04  4.99778E-01  1.27029E-07  9.87011E-05
  1.46878E+19  9.15150E+00  3.76503E-04  4.99809E-01  1.24293E-07  9.91793E-05
  1.79776E+19  9.32014E+00  3.27513E-04  4.99834E-01  1.20430E-07  9.94194E-05
  2.20043E+19  9.48486E+00  2.83908E-04  4.99857E-01  1.17368E-07  9.95605E-05
  2.69330E+19  9.65433E+00  2.45002E-04  4.99877E-01  1.15147E-07  9.96513E-05
  3.29655E+19  9.82283E+00  2.10404E-04  4.99894E-01  1.13790E-07  9.97125E-05
  4.03493E+19  9.98720E+00  1.79708E-04  4.99910E-01  1.06499E-07  9.97633E-05
  4.93870E+19  1.01462E+01  1.52545E-04  4.99923E-01  9.95635E-08  9.98017E-05
  6.04489E+19  1.02941E+01  1.28610E-04  4.99935E-01  9.40306E-08  9.98303E-05
  7.39886E+19  1.04303E+01  1.07593E-04  4.99946E-01  8.97006E-08  9.98517E-05
  9.05609E+19  1.05584E+01  8.92067E-05  4.99955E-01  8.64631E-08  9.98679E-05
  1.10845E+20  1.06739E+01  7.32338E-05  4.99963E-01  8.35291E-08  9.98807E-05
  1.35673E+20  1.07705E+01  5.94762E-05  4.99970E-01  8.04177E-08  9.98913E-05
  1.66062E+20  1.08342E+01  4.77567E-05  4.99976E-01  7.82404E-08  9.98991E-05
  2.03257E+20  1.08745E+01  3.78475E-05  4.99981E-01  7.70821E-08  9.99045E-05
  2.48783E+20  1.08786E+01  2.95804E-05  4.99985E-01  7.70668E-08  9.99077E-05
  3.04507E+20  1.08484E+01  2.27577E-05  4.99989E-01  7.85379E-08  9.99085E-05
  3.72712E+20  1.07776E+01  1.71857E-05  4.99991E-01  8.11724E-08  9.99075E-05
  4.56194E+20  1.06573E+01  1.26416E-05  4.99994E-01  8.60274E-08  9.99038E-05
  5.58375E+20  1.04924E+01  8.86115E-06  4.99996E-01  9.19356E-08  9.98988E-05
  6.83443E+20  1.02753E+01  5.73485E-06  4.99997E-01  9.17000E-08  9.98999E-05
  8.36524E+20  9.96439E+00  3.41824E-06  4.99998E-01  8.05304E-08  9.99116E-05
  1.02389E+21  9.54987E+00  1.91796E-06  4.99999E-01  6.25085E-08  9.99292E-05
  1.25323E+21  9.04833E+00  1.05587E-06  4.99999E-01  4.27172E-08  9.99470E-05
  1.53393E+21  8.50340E+00  6.21569E-07  5.00000E-01  2.72362E-08  9.99574E-05
  1.87751E+21  7.97350E+00  4.39736E-07  5.00000E-01  1.68913E-08  9.99557E-05
  2.29805E+21  7.33246E+00  3.94752E-07  5.00000E-01  9.58667E-09  9.99329E-05
  2.81277E+21  5.23235E+00  3.97087E-07  5.00000E-01  3.57457E-09  9.98553E-05
  3.44279E+21  4.53816E+00  3.97408E-07  4.99999E-01  2.44506E-09  9.95002E-05
  4.21393E+21  4.83093E+00  3.03806E-07  4.99999E-01  1.41939E-09  9.82526E-05
  5.15779E+21  5.17731E+00  2.41026E-07  4.99997E-01  3.45395E-10  9.52603E-05
  6.31305E+21  5.47558E+00  2.08697E-07  4.99993E-01  8.52197E-11  9.15338E-05
  7.72708E+21  5.74721E+00  1.82249E-07  4.99984E-01  2.74634E-11  9.20700E-05
  9.45783E+21  6.01432E+00  1.63883E-07  4.99973E-01  1.63946E-11  9.34954E-05
  1.15762E+22  6.30073E+00  1.56527E-07  4.99968E-01  1.49553E-11  9.42139E-05
  1.41692E+22  6.59008E+00  1.52567E-07  4.99968E-01  1.46691E-11  9.45480E-05
  1.73428E+22  6.87020E+00  1.49321E-07  4.99968E-01  1.44904E-11  9.47647E-05
  2.12274E+22  7.14337E+00  1.46364E-07  4.99968E-01  1.43415E-11  9.49318E-05
  2.59820E+22  7.41670E+00  1.43597E-07  4.99968E-01  1.42119E-11  9.50667E-05
  3.18016E+22  7.69214E+00  1.40995E-07  4.99968E-01  1.40967E-11  9.51772E-05
