       #   NH       T       H       H2       C       CO
  0.00000E+00  4.79332E+01  9.95912E-01  2.04104E-03  1.71252E-05  6.73700E-09
  1.94623E+18  4.62105E+01  8.78878E-01  6.05589E-02  1.78440E-05  6.59511E-09
  2.38216E+18  4.28621E+01  6.11184E-01  1.94407E-01  1.85383E-05  5.92045E-09
  2.91573E+18  4.12018E+01  4.49772E-01  2.75113E-01  1.89449E-05  5.45451E-09
  3.56881E+18  4.04334E+01  3.65196E-01  3.17401E-01  1.92311E-05  5.25040E-09
  4.36816E+18  3.99546E+01  3.09934E-01  3.45033E-01  1.94952E-05  5.16036E-09
  5.34657E+18  3.95943E+01  2.68986E-01  3.65507E-01  1.97678E-05  5.13394E-09
  6.54412E+18  3.92990E+01  2.36346E-01  3.81827E-01  2.00625E-05  5.15232E-09
  8.00991E+18  3.90304E+01  2.09132E-01  3.95434E-01  2.03910E-05  5.20740E-09
  9.80400E+18  3.87880E+01  1.85717E-01  4.07141E-01  2.07604E-05  5.29718E-09
  1.20000E+19  3.85351E+01  1.65184E-01  4.17408E-01  2.11851E-05  5.42106E-09
  1.46878E+19  3.82837E+01  1.46880E-01  4.26560E-01  2.16729E-05  5.58221E-09
  1.79776E+19  3.80102E+01  1.30416E-01  4.34792E-01  2.22402E-05  5.78418E-09
  2.20043E+19  3.77267E+01  1.15475E-01  4.42262E-01  2.28993E-05  6.03370E-09
  2.69330E+19  3.74100E+01  1.01873E-01  4.49064E-01  2.36722E-05  6.33811E-09
  3.29655E+19  3.70494E+01  8.94599E-02  4.55270E-01  2.45829E-05  6.70759E-09
  4.03493E+19  3.66583E+01  7.81045E-02  4.60948E-01  2.56559E-05  7.15652E-09
  4.93870E+19  3.62146E+01  6.77382E-02  4.66131E-01  2.69289E-05  7.70148E-09
  6.04489E+19  3.57108E+01  5.82975E-02  4.70851E-01  2.84448E-05  8.36459E-09
  7.39886E+19  3.51462E+01  4.97294E-02  4.75135E-01  3.02550E-05  9.17473E-09
  9.05609E+19  3.45082E+01  4.19999E-02  4.79000E-01  3.24252E-05  1.01682E-08
  1.10845E+20  3.37861E+01  3.50793E-02  4.82460E-01  3.50346E-05  1.13916E-08
  1.35673E+20  3.29627E+01  2.89425E-02  4.85529E-01  3.81785E-05  1.29035E-08
  1.66062E+20  3.20261E+01  2.35605E-02  4.88220E-01  4.19639E-05  1.47777E-08
  2.03257E+20  3.09365E+01  1.89085E-02  4.90546E-01  4.65101E-05  1.71025E-08
  2.48783E+20  2.96695E+01  1.49473E-02  4.92526E-01  5.19189E-05  1.99901E-08
  3.04507E+20  2.81438E+01  1.16409E-02  4.94180E-01  5.82542E-05  2.36191E-08
  3.72712E+20  2.62747E+01  8.94412E-03  4.95528E-01  6.54610E-05  2.87805E-08
  4.56194E+20  2.39558E+01  6.87187E-03  4.96564E-01  7.32736E-05  4.66248E-08
  5.58375E+20  2.11887E+01  8.19021E-03  4.95905E-01  8.08617E-05  5.46920E-07
  6.83443E+20  1.84124E+01  2.46619E-02  4.87668E-01  8.54263E-05  3.87932E-06
  8.36524E+20  1.54695E+01  1.65035E-02  4.91747E-01  8.98725E-05  4.23357E-06
  1.02389E+21  1.32105E+01  1.00606E-02  4.94969E-01  9.35134E-05  3.66700E-06
  1.25323E+21  1.15702E+01  5.94508E-03  4.97027E-01  9.57711E-05  3.07529E-06
  1.53393E+21  1.04863E+01  3.60458E-03  4.98198E-01  9.66696E-05  2.92121E-06
  1.87751E+21  9.83267E+00  2.44353E-03  4.98778E-01  9.60328E-05  3.83166E-06
  2.29805E+21  9.49993E+00  1.94672E-03  4.99027E-01  9.35434E-05  6.40109E-06
  2.81277E+21  9.35877E+00  1.76522E-03  4.99117E-01  8.77514E-05  1.22099E-05
  3.44279E+21  9.47978E+00  1.69401E-03  4.99153E-01  7.66201E-05  2.33420E-05
  4.21393E+21  9.84558E+00  1.64554E-03  4.99177E-01  5.78638E-05  4.20947E-05
  5.15779E+21  1.03714E+01  1.58825E-03  4.99206E-01  3.05532E-05  6.93946E-05
  6.31305E+21  1.10591E+01  1.50282E-03  4.99247E-01  3.80749E-06  9.60864E-05
  7.72708E+21  1.15852E+01  1.38088E-03  4.99306E-01  5.90799E-07  9.92173E-05
  9.45783E+21  1.19901E+01  1.29444E-03  4.99348E-01  2.63663E-07  9.95135E-05
  1.15762E+22  1.27383E+01  1.23949E-03  4.99375E-01  2.18848E-07  9.95643E-05
  1.41692E+22  1.36028E+01  1.19877E-03  4.99396E-01  2.12769E-07  9.95837E-05
  1.73428E+22  1.44854E+01  1.16273E-03  4.99414E-01  2.10661E-07  9.95972E-05
  2.12274E+22  1.53582E+01  1.13031E-03  4.99430E-01  2.09002E-07  9.96078E-05
  2.59820E+22  1.62487E+01  1.09999E-03  4.99445E-01  2.07484E-07  9.96166E-05
  3.18016E+22  1.71812E+01  1.07079E-03  4.99460E-01  2.06031E-07  9.96241E-05
