       #   NH       T       H       H2       C       CO
  0.00000E+00  4.12725E+01  5.39705E-01  2.29688E-01  1.26952E-05  7.46812E-05
  1.94623E+18  9.99216E+00  1.72682E-02  4.91241E-01  6.17804E-06  9.12379E-05
  2.38216E+18  9.99591E+00  1.64039E-02  4.91675E-01  5.76460E-06  9.18198E-05
  2.91573E+18  1.00331E+01  1.57132E-02  4.92022E-01  5.41663E-06  9.22971E-05
  3.56881E+18  1.00862E+01  1.51351E-02  4.92312E-01  5.11335E-06  9.27066E-05
  4.36816E+18  1.01490E+01  1.45812E-02  4.92590E-01  4.69545E-06  9.32531E-05
  5.34657E+18  1.02249E+01  1.40625E-02  4.92850E-01  4.26733E-06  9.38096E-05
  6.54412E+18  1.03142E+01  1.35888E-02  4.93088E-01  3.89212E-06  9.42982E-05
  8.00991E+18  1.04172E+01  1.31482E-02  4.93308E-01  3.56057E-06  9.47313E-05
  9.80400E+18  1.05335E+01  1.27332E-02  4.93516E-01  3.26521E-06  9.51182E-05
  1.20000E+19  1.06613E+01  1.23132E-02  4.93727E-01  2.92501E-06  9.55633E-05
  1.46878E+19  1.14595E+01  1.07033E-02  4.94595E-01  3.01633E-06  9.60204E-05
  1.79776E+19  1.18353E+01  9.29712E-03  4.95318E-01  3.02106E-06  9.62485E-05
  2.20043E+19  1.20762E+01  8.07598E-03  4.95939E-01  3.01620E-06  9.64040E-05
  2.69330E+19  1.22384E+01  7.00209E-03  4.96483E-01  3.01639E-06  9.65127E-05
  3.29655E+19  1.23568E+01  6.04862E-03  4.96964E-01  3.02688E-06  9.65854E-05
  4.03493E+19  1.24376E+01  5.19847E-03  4.97392E-01  2.86254E-06  9.68279E-05
  4.93870E+19  1.25034E+01  4.43902E-03  4.97774E-01  2.70430E-06  9.70487E-05
  6.04489E+19  1.25617E+01  3.76107E-03  4.98114E-01  2.56839E-06  9.72343E-05
  7.39886E+19  1.26202E+01  3.15687E-03  4.98418E-01  2.45310E-06  9.73893E-05
  9.05609E+19  1.26712E+01  2.62182E-03  4.98686E-01  2.35603E-06  9.75182E-05
  1.10845E+20  1.27104E+01  2.15088E-03  4.98922E-01  2.25772E-06  9.76426E-05
  1.35673E+20  1.27279E+01  1.73988E-03  4.99129E-01  2.13767E-06  9.77844E-05
  1.66062E+20  1.27295E+01  1.38390E-03  4.99307E-01  2.03058E-06  9.79088E-05
  2.03257E+20  1.26981E+01  1.07973E-03  4.99459E-01  1.93265E-06  9.80205E-05
  2.48783E+20  1.26271E+01  8.23471E-04  4.99588E-01  1.84025E-06  9.81238E-05
  3.04507E+20  1.25054E+01  6.11507E-04  4.99694E-01  1.74910E-06  9.82236E-05
  3.72712E+20  1.23177E+01  4.40209E-04  4.99780E-01  1.63820E-06  9.83415E-05
  4.56194E+20  1.20524E+01  3.05622E-04  4.99847E-01  1.51184E-06  9.84734E-05
  5.58375E+20  1.17057E+01  2.03441E-04  4.99898E-01  1.37307E-06  9.86164E-05
  6.83443E+20  1.12794E+01  1.29097E-04  4.99935E-01  1.21837E-06  9.87742E-05
  8.36524E+20  1.07930E+01  7.77588E-05  4.99961E-01  1.04712E-06  9.89478E-05
  1.02389E+21  1.02639E+01  4.45607E-05  4.99978E-01  8.62250E-07  9.91342E-05
  1.25323E+21  9.75023E+00  2.47400E-05  4.99988E-01  6.62819E-07  9.93347E-05
  1.53393E+21  9.31953E+00  1.40360E-05  4.99993E-01  4.92683E-07  9.95053E-05
  1.87751E+21  9.04025E+00  8.93749E-06  4.99996E-01  3.64920E-07  9.96331E-05
  2.29805E+21  8.92550E+00  6.90304E-06  4.99997E-01  2.77164E-07  9.97199E-05
  2.81277E+21  8.83009E+00  6.51687E-06  4.99997E-01  2.02233E-07  9.97912E-05
  3.44279E+21  8.12080E+00  8.23188E-06  4.99996E-01  1.11235E-07  9.97632E-05
  4.21393E+21  6.96855E+00  7.86563E-06  4.99995E-01  4.25431E-08  9.88963E-05
  5.15779E+21  5.65635E+00  7.24788E-06  4.99994E-01  1.37969E-08  9.62419E-05
  6.31305E+21  5.96080E+00  6.29335E-06  4.99990E-01  3.09616E-09  9.28787E-05
  7.72708E+21  6.18951E+00  5.54384E-06  4.99981E-01  9.09974E-10  9.32871E-05
  9.45783E+21  6.33547E+00  5.04752E-06  4.99971E-01  5.06967E-10  9.44182E-05
  1.15762E+22  6.75072E+00  4.77979E-06  4.99967E-01  4.54584E-10  9.50591E-05
  1.41692E+22  7.19904E+00  4.61378E-06  4.99967E-01  4.49512E-10  9.53507E-05
  1.73428E+22  7.59488E+00  4.48927E-06  4.99967E-01  4.48019E-10  9.55100E-05
  2.12274E+22  7.96264E+00  4.38314E-06  4.99967E-01  4.46499E-10  9.56200E-05
  2.59820E+22  8.32569E+00  4.28577E-06  4.99967E-01  4.44736E-10  9.57044E-05
  3.18016E+22  8.69077E+00  4.19443E-06  4.99967E-01  4.42707E-10  9.57713E-05
