      heat_1      heat_2      heat_3      heat_4      heat_5      heat_6      heat_7      heat_8      heat_9     heat_10     heat_11     heat_12     heat_13      cool_1      cool_2      cool_3      cool_4      cool_5      cool_6      cool_7      cool_8      cool_9     cool_10     cool_11     cool_12
 1.99703E-17 2.20687E-18 1.91475E-18 1.15990E-18 0.00000E+00 4.39615E-20 3.47558E-22 1.63156E-19 6.90694E-29 4.18577E-17 1.49412E-25 7.60697E-19 1.31859E-27 2.81685E-19 1.87167E-17 3.70063E-17 1.38980E-25 2.35847E-19 7.66100E-19 1.71727E-23 1.07936E-22 4.62520E-18 6.14676E-18 1.67957E-26 2.18709E-24
 1.98817E-17 2.26880E-18 1.91439E-18 1.16593E-18 0.00000E+00 4.41687E-20 3.47558E-22 1.54447E-19 7.04567E-29 4.17545E-17 1.49590E-25 7.65739E-19 1.31916E-27 2.81267E-19 1.86365E-17 3.69820E-17 1.42568E-25 2.37964E-19 7.64969E-19 1.76210E-23 1.09252E-22 4.65020E-18 6.10380E-18 1.72539E-26 2.21026E-24
 1.97876E-17 2.33262E-18 1.91419E-18 1.17203E-18 0.00000E+00 4.43921E-20 3.47559E-22 1.42441E-19 7.14247E-29 4.16427E-17 1.47112E-25 7.70904E-19 1.29125E-27 2.80578E-19 1.85567E-17 3.69540E-17 1.46534E-25 2.40216E-19 7.63619E-19 1.81028E-23 1.10626E-22 4.67835E-18 6.05949E-18 1.77340E-26 2.23198E-24
 1.96895E-17 2.40427E-18 1.91395E-18 1.17869E-18 0.00000E+00 4.46313E-20 3.47559E-22 1.40285E-19 7.46302E-29 4.15279E-17 1.54053E-25 7.76531E-19 1.36752E-27 2.80769E-19 1.84700E-17 3.69332E-17 1.50858E-25 2.42659E-19 7.62103E-19 1.86482E-23 1.12329E-22 4.70488E-18 6.01258E-18 1.83605E-26 2.26832E-24
 1.95855E-17 2.47831E-18 1.91388E-18 1.18535E-18 0.00000E+00 4.48892E-20 3.47560E-22 1.67294E-19 7.79715E-29 4.14039E-17 1.65137E-25 7.82255E-19 1.46582E-27 2.81364E-19 1.83836E-17 3.69345E-17 1.55648E-25 2.45252E-19 7.60331E-19 1.92429E-23 1.14379E-22 4.72902E-18 5.96428E-18 1.90684E-26 2.30757E-24
 1.94772E-17 2.56108E-18 1.91381E-18 1.19264E-18 0.00000E+00 4.51656E-20 3.47560E-22 1.81003E-19 8.32942E-29 4.12765E-17 1.82356E-25 7.88501E-19 1.64347E-27 2.82405E-19 1.82906E-17 3.69246E-17 1.60901E-25 2.48072E-19 7.58403E-19 1.99092E-23 1.16628E-22 4.75563E-18 5.91336E-18 1.99137E-26 2.35835E-24
 1.93627E-17 2.64685E-18 1.91396E-18 1.20006E-18 0.00000E+00 4.54634E-20 3.47561E-22 1.74510E-19 8.61453E-29 4.11395E-17 1.85504E-25 7.94931E-19 1.67550E-27 2.82079E-19 1.81981E-17 3.68965E-17 1.66747E-25 2.51082E-19 7.56241E-19 2.06145E-23 1.18677E-22 4.79061E-18 5.86100E-18 2.07010E-26 2.39555E-24
 1.92436E-17 2.74242E-18 1.91412E-18 1.20809E-18 0.00000E+00 4.57830E-20 3.47561E-22 1.67871E-19 8.94172E-29 4.09986E-17 1.89543E-25 8.01890E-19 1.71688E-27 2.81789E-19 1.80991E-17 3.68669E-17 1.73194E-25 2.54349E-19 7.53898E-19 2.13967E-23 1.20894E-22 4.82761E-18 5.80602E-18 2.15794E-26 2.43633E-24
 1.91197E-17 2.84866E-18 1.91434E-18 1.21674E-18 0.00000E+00 4.61260E-20 3.47562E-22 1.59749E-19 9.29605E-29 4.08538E-17 1.93231E-25 8.09398E-19 1.75505E-27 2.81421E-19 1.79935E-17 3.68344E-17 1.80326E-25 2.57896E-19 7.51369E-19 2.22635E-23 1.23263E-22 4.86727E-18 5.74845E-18 2.25490E-26 2.47970E-24
 1.89892E-17 2.95933E-18 1.91483E-18 1.22550E-18 0.00000E+00 4.64957E-20 3.47562E-22 1.50983E-19 9.68397E-29 4.06989E-17 1.96616E-25 8.17118E-19 1.79097E-27 2.80999E-19 1.78887E-17 3.68002E-17 1.88306E-25 2.61688E-19 7.48581E-19 2.32138E-23 1.25845E-22 4.91050E-18 5.68944E-18 2.36311E-26 2.52633E-24
 1.88538E-17 3.08215E-18 1.91541E-18 1.23491E-18 0.00000E+00 4.68927E-20 3.47563E-22 1.42683E-19 1.01186E-28 4.05398E-17 2.00507E-25 8.25424E-19 1.83118E-27 2.80579E-19 1.77775E-17 3.67645E-17 1.97187E-25 2.65807E-19 7.45599E-19 2.42719E-23 1.28642E-22 4.95636E-18 5.62788E-18 2.48423E-26 2.57681E-24
 1.87098E-17 3.20268E-18 1.91650E-18 1.24382E-18 0.00000E+00 4.73216E-20 3.47564E-22 1.67709E-19 1.07331E-28 4.03647E-17 2.15808E-25 8.33557E-19 1.97282E-27 2.80996E-19 1.76741E-17 3.67544E-17 2.07247E-25 2.70150E-19 7.42278E-19 2.54364E-23 1.32098E-22 5.00040E-18 5.56598E-18 2.63069E-26 2.63974E-24
 1.85608E-17 3.33648E-18 1.91773E-18 1.25343E-18 0.00000E+00 4.77823E-20 3.47564E-22 1.84952E-19 1.18918E-28 4.01853E-17 2.49390E-25 8.42336E-19 2.34831E-27 2.82460E-19 1.75645E-17 3.67373E-17 2.18505E-25 2.74880E-19 7.38782E-19 2.67647E-23 1.36089E-22 5.04637E-18 5.50156E-18 2.81590E-26 2.72925E-24
 1.84066E-17 3.48483E-18 1.91914E-18 1.26377E-18 0.00000E+00 4.82776E-20 3.47565E-22 1.78051E-19 1.26372E-28 4.00017E-17 2.58755E-25 8.51794E-19 2.45753E-27 2.82139E-19 1.74489E-17 3.66978E-17 2.31178E-25 2.80036E-19 7.35105E-19 2.82136E-23 1.39810E-22 5.10311E-18 5.43467E-18 2.99610E-26 2.79828E-24
 1.82473E-17 3.64918E-18 1.92076E-18 1.27478E-18 0.00000E+00 4.88102E-20 3.47566E-22 1.75072E-19 1.34738E-28 3.98141E-17 2.70354E-25 8.61930E-19 2.58669E-27 2.81893E-19 1.73272E-17 3.66593E-17 2.45486E-25 2.85656E-19 7.31236E-19 2.98419E-23 1.43896E-22 5.16282E-18 5.36539E-18 3.20139E-26 2.87328E-24
 1.80811E-17 3.82193E-18 1.92281E-18 1.28599E-18 0.00000E+00 4.93843E-20 3.47566E-22 1.64390E-19 1.44198E-28 3.96166E-17 2.80868E-25 8.72412E-19 2.71606E-27 2.81503E-19 1.72067E-17 3.66128E-17 2.61802E-25 2.91720E-19 7.27127E-19 3.16552E-23 1.48311E-22 5.22898E-18 5.29482E-18 3.43501E-26 2.95431E-24
 1.79081E-17 4.00358E-18 1.92531E-18 1.29734E-18 0.00000E+00 5.00027E-20 3.47567E-22 1.60251E-19 1.55230E-28 3.94094E-17 2.94053E-25 8.83237E-19 2.87365E-27 2.81198E-19 1.70871E-17 3.65695E-17 2.80483E-25 2.98274E-19 7.22773E-19 3.36839E-23 1.53227E-22 5.29937E-18 5.22299E-18 3.70486E-26 3.04354E-24
 1.77301E-17 4.20485E-18 1.92815E-18 1.30945E-18 0.00000E+00 5.06685E-20 3.47568E-22 1.47269E-19 1.67565E-28 3.91988E-17 3.04687E-25 8.94849E-19 3.01449E-27 2.80668E-19 1.69618E-17 3.65167E-17 3.01870E-25 3.05455E-19 7.18238E-19 3.59778E-23 1.58483E-22 5.37639E-18 5.14895E-18 4.01232E-26 3.13856E-24
 1.75454E-17 4.41717E-18 1.93152E-18 1.32175E-18 0.00000E+00 5.13862E-20 3.47569E-22 1.39031E-19 1.82172E-28 3.89790E-17 3.18421E-25 9.06864E-19 3.19151E-27 2.80236E-19 1.68376E-17 3.64655E-17 3.26594E-25 3.13257E-19 7.13472E-19 3.85637E-23 1.64340E-22 5.45865E-18 5.07377E-18 4.37133E-26 3.24369E-24
 1.73525E-17 4.63006E-18 1.93562E-18 1.33356E-18 0.00000E+00 5.21604E-20 3.47570E-22 1.64151E-19 2.02160E-28 3.87444E-17 3.53000E-25 9.18841E-19 3.58949E-27 2.80679E-19 1.67210E-17 3.64390E-17 3.55442E-25 3.21668E-19 7.08406E-19 4.14839E-23 1.71328E-22 5.54125E-18 4.99846E-18 4.81055E-26 3.37082E-24
 1.71549E-17 4.86617E-18 1.94019E-18 1.34619E-18 0.00000E+00 5.29947E-20 3.47571E-22 1.81327E-19 2.34100E-28 3.85075E-17 4.19885E-25 9.31705E-19 4.45561E-27 2.82137E-19 1.65989E-17 3.64043E-17 3.89034E-25 3.30962E-19 7.03202E-19 4.48726E-23 1.79323E-22 5.62872E-18 4.92116E-18 5.36371E-26 3.53650E-24
 1.69513E-17 5.11569E-18 1.94543E-18 1.35908E-18 0.00000E+00 5.38948E-20 3.47572E-22 1.74589E-19 2.61033E-28 3.82626E-17 4.47728E-25 9.45091E-19 4.85883E-27 2.81795E-19 1.64780E-17 3.63469E-17 4.28607E-25 3.41180E-19 6.97810E-19 4.86720E-23 1.87357E-22 5.73183E-18 4.84291E-18 5.96184E-26 3.68118E-24
 1.67434E-17 5.39257E-18 1.95126E-18 1.37278E-18 0.00000E+00 5.48656E-20 3.47573E-22 1.68107E-19 2.93830E-28 3.80164E-17 4.80585E-25 9.59421E-19 5.34554E-27 2.81480E-19 1.63517E-17 3.62864E-17 4.75389E-25 3.52547E-19 6.92287E-19 5.30658E-23 1.96227E-22 5.84203E-18 4.76289E-18 6.67581E-26 3.84094E-24
 1.65298E-17 5.68622E-18 1.95789E-18 1.38673E-18 0.00000E+00 5.59131E-20 3.47574E-22 1.60185E-19 3.33495E-28 3.77631E-17 5.18126E-25 9.74512E-19 5.91477E-27 2.81123E-19 1.62266E-17 3.62218E-17 5.29395E-25 3.64697E-19 6.86591E-19 5.82660E-23 2.06063E-22 5.96182E-18 4.68209E-18 7.53526E-26 4.01729E-24
 1.63108E-17 5.99789E-18 1.96538E-18 1.40092E-18 0.00000E+00 5.70449E-20 3.47575E-22 1.51496E-19 3.81991E-28 3.75034E-17 5.58542E-25 9.90212E-19 6.55626E-27 2.80681E-19 1.61027E-17 3.61534E-17 5.94126E-25 3.78209E-19 6.80735E-19 6.43345E-23 2.16983E-22 6.09172E-18 4.60061E-18 8.57647E-26 4.21084E-24
 1.60850E-17 6.31378E-18 1.97391E-18 1.41477E-18 0.00000E+00 5.82693E-20 3.47576E-22 1.43061E-19 4.43267E-28 3.72319E-17 6.05244E-25 1.00604E-18 7.34009E-27 2.80253E-19 1.59863E-17 3.60822E-17 6.73218E-25 3.93386E-19 6.74684E-19 7.13916E-23 2.29259E-22 6.23356E-18 4.51934E-18 9.85839E-26 4.42675E-24
 1.58562E-17 6.66501E-18 1.98334E-18 1.42942E-18 0.00000E+00 5.95939E-20 3.47578E-22 1.54108E-19 5.24379E-28 3.69612E-17 6.82723E-25 1.02289E-18 8.55257E-27 2.80362E-19 1.58646E-17 3.60226E-17 7.70131E-25 4.10703E-19 6.68548E-19 7.98161E-23 2.43343E-22 6.38089E-18 4.43670E-18 1.14725E-25 4.67422E-24
 1.56211E-17 7.02197E-18 1.99397E-18 1.44369E-18 0.00000E+00 6.10294E-20 3.47579E-22 1.74116E-19 6.44843E-28 3.66797E-17 8.20975E-25 1.03987E-18 1.08532E-26 2.81334E-19 1.57502E-17 3.59672E-17 8.91227E-25 4.30551E-19 6.62254E-19 8.98664E-23 2.59764E-22 6.53834E-18 4.35440E-18 1.35805E-25 4.97877E-24
 1.53820E-17 7.40165E-18 2.00578E-18 1.45830E-18 0.00000E+00 6.25865E-20 3.47581E-22 1.76925E-19 8.00082E-28 3.63939E-17 9.58001E-25 1.05751E-18 1.34099E-26 2.81713E-19 1.56371E-17 3.58939E-17 1.04419E-24 4.53666E-19 6.55887E-19 1.01951E-22 2.77801E-22 6.71429E-18 4.27168E-18 1.62386E-25 5.30732E-24
 1.51392E-17 7.80597E-18 2.01890E-18 1.47323E-18 0.00000E+00 6.42776E-20 3.47583E-22 1.70337E-19 9.94853E-28 3.61042E-17 1.07740E-24 1.07580E-18 1.58850E-26 2.81357E-19 1.55250E-17 3.58083E-17 1.24052E-24 4.80960E-19 6.49461E-19 1.16643E-22 2.97670E-22 6.90911E-18 4.18862E-18 1.96121E-25 5.65111E-24
 1.48929E-17 8.23714E-18 2.03345E-18 1.48847E-18 0.00000E+00 6.61169E-20 3.47585E-22 1.63482E-19 1.26802E-27 3.58107E-17 1.22663E-24 1.09471E-18 1.91678E-26 2.81032E-19 1.54140E-17 3.57178E-17 1.49708E-24 5.13726E-19 6.42992E-19 1.34862E-22 3.20229E-22 7.12075E-18 4.10526E-18 2.40759E-25 6.03939E-24
 1.46436E-17 8.69759E-18 2.04956E-18 1.50402E-18 0.00000E+00 6.81206E-20 3.47587E-22 1.55202E-19 1.66047E-27 3.55135E-17 1.40623E-24 1.11425E-18 2.34207E-26 2.80621E-19 1.53041E-17 3.56212E-17 1.83947E-24 5.53840E-19 6.36503E-19 1.57846E-22 3.45847E-22 7.35150E-18 4.02165E-18 3.00907E-25 6.47565E-24
 1.43930E-17 9.21211E-18 2.06734E-18 1.52054E-18 0.00000E+00 7.03063E-20 3.47590E-22 1.46432E-19 2.24648E-27 3.52179E-17 1.63175E-24 1.13494E-18 2.91018E-26 2.80163E-19 1.51892E-17 3.55184E-17 2.30669E-24 6.04091E-19 6.30062E-19 1.87607E-22 3.74988E-22 7.60151E-18 3.93709E-18 3.83951E-25 6.96742E-24
 1.41382E-17 9.74102E-18 2.08706E-18 1.53676E-18 0.00000E+00 7.26982E-20 3.47594E-22 1.38120E-19 3.16477E-27 3.49117E-17 1.92464E-24 1.15563E-18 3.70161E-26 2.79703E-19 1.50815E-17 3.54105E-17 2.96541E-24 6.68832E-19 6.23591E-19 2.26859E-22 4.08593E-22 7.87564E-18 3.85300E-18 5.02250E-25 7.52735E-24
 1.38794E-17 1.02840E-17 2.10887E-18 1.55242E-18 0.00000E+00 7.53218E-20 3.47599E-22 1.82890E-19 4.84456E-27 3.45939E-17 2.70377E-24 1.17601E-18 5.74360E-26 2.81660E-19 1.49804E-17 3.53400E-17 3.92590E-24 7.55131E-19 6.17081E-19 2.80874E-22 4.50475E-22 8.15845E-18 3.76930E-18 6.85026E-25 8.26477E-24
 1.36195E-17 1.08928E-17 2.13292E-18 1.56932E-18 0.00000E+00 7.82076E-20 3.47606E-22 1.78461E-19 7.64314E-27 3.42732E-17 3.42945E-24 1.19753E-18 7.99854E-26 2.81500E-19 1.48747E-17 3.52226E-17 5.38285E-24 8.74928E-19 6.10689E-19 3.57601E-22 4.96202E-22 8.48433E-18 3.68443E-18 9.57893E-25 9.02385E-24
 1.33597E-17 1.16034E-17 2.15941E-18 1.58796E-18 0.00000E+00 8.13877E-20 3.47616E-22 1.71428E-19 1.29791E-26 3.39519E-17 4.46703E-24 1.22057E-18 1.14724E-25 2.81124E-19 1.47585E-17 3.50950E-17 7.70459E-24 1.04928E-18 6.04821E-19 4.73200E-22 5.48938E-22 8.83918E-18 3.59763E-18 1.39767E-24 9.88685E-24
 1.30974E-17 1.24011E-17 2.18854E-18 1.60769E-18 0.00000E+00 8.49140E-20 3.47631E-22 1.64881E-19 2.42984E-26 3.36180E-17 6.12276E-24 1.24441E-18 1.73752E-25 2.80748E-19 1.46377E-17 3.49596E-17 1.16547E-23 1.31960E-18 5.99111E-19 6.59035E-22 6.10668E-22 9.22681E-18 3.50920E-18 2.15594E-24 1.08838E-23
 1.28348E-17 1.33911E-17 2.22044E-18 1.63060E-18 0.00000E+00 8.88466E-20 3.47658E-22 1.57349E-19 5.17458E-26 3.32772E-17 9.01673E-24 1.27087E-18 2.83037E-25 2.80361E-19 1.44955E-17 3.48138E-17 1.89327E-23 1.77159E-18 5.93578E-19 9.85992E-22 6.82685E-22 9.64540E-18 3.41661E-18 3.57510E-24 1.20408E-23
 1.25715E-17 1.47161E-17 2.25499E-18 1.65904E-18 0.00000E+00 9.32885E-20 3.47708E-22 1.48687E-19 1.30797E-25 3.29256E-17 1.46024E-23 1.30205E-18 5.04258E-25 2.79859E-19 1.43145E-17 3.46558E-17 3.38353E-23 2.60550E-18 5.88196E-19 1.63164E-21 7.66295E-22 1.00914E-17 3.31665E-18 6.52859E-24 1.33786E-23
 1.23095E-17 1.68138E-17 2.29180E-18 1.69996E-18 0.00000E+00 9.84456E-20 3.47817E-22 1.40210E-19 4.17815E-25 3.25694E-17 2.73494E-23 1.34461E-18 1.02499E-24 2.79334E-19 1.40433E-17 3.44834E-17 6.88325E-23 4.34427E-18 5.82979E-19 3.11967E-21 8.61419E-22 1.05433E-17 3.20101E-18 1.36112E-23 1.49270E-23
 1.20554E-17 2.09723E-17 2.33088E-18 1.77035E-18 0.00000E+00 1.04931E-19 3.48106E-22 1.32174E-19 1.82054E-24 3.22321E-17 6.25453E-23 1.41529E-18 2.48517E-24 2.78746E-19 1.35670E-17 3.42904E-17 1.66467E-22 8.52192E-18 5.77888E-19 7.26719E-21 9.62282E-22 1.09372E-17 3.05187E-18 3.39033E-23 1.66944E-23
 1.18529E-17 3.05508E-17 2.31667E-18 1.90843E-18 0.00000E+00 1.15342E-19 3.49000E-22 1.55730E-19 1.07763E-23 3.20590E-17 1.69460E-22 1.55243E-18 7.57677E-24 2.78898E-19 1.26712E-17 3.40793E-17 4.78667E-22 1.91369E-17 5.73783E-19 1.88281E-20 1.05617E-21 1.11523E-17 2.84296E-18 1.00985E-22 1.88014E-23
 1.17970E-17 5.01268E-17 2.22319E-18 2.13616E-18 0.00000E+00 1.37012E-19 3.51649E-22 1.69182E-19 6.62545E-23 3.23300E-17 4.79788E-22 1.77962E-18 2.48550E-23 2.79609E-19 1.13737E-17 3.37953E-17 1.41407E-21 4.12346E-17 5.75527E-19 4.79993E-20 1.12509E-21 1.10760E-17 2.59418E-18 3.02626E-22 2.15225E-23
 1.18076E-17 7.79135E-17 2.22277E-18 2.38259E-18 0.00000E+00 1.80576E-19 3.57477E-22 1.65794E-19 2.92200E-22 3.27271E-17 1.01574E-21 2.02855E-18 5.77812E-23 2.78841E-19 1.01597E-17 3.34697E-17 3.50464E-21 7.20968E-17 5.81898E-19 9.88458E-20 1.16727E-21 1.06488E-17 2.36480E-18 7.04840E-22 2.47248E-23
 1.17347E-17 1.07234E-16 2.28372E-18 2.61704E-18 0.00000E+00 2.56211E-19 3.67478E-22 1.59848E-19 5.59070E-22 3.27586E-17 1.67036E-21 2.26744E-18 9.56321E-23 2.77680E-19 9.10690E-18 3.31252E-17 6.60945E-21 1.04291E-16 5.83164E-19 1.54248E-19 1.12945E-21 9.85150E-18 2.14117E-18 1.17535E-21 2.86070E-23
 1.15219E-17 1.29277E-16 2.31438E-18 2.84003E-18 0.00000E+00 3.71594E-19 3.82986E-22 1.52579E-19 7.85197E-22 3.22589E-17 2.26364E-21 2.49871E-18 1.23753E-22 2.76135E-19 8.13126E-18 3.27450E-17 1.03682E-20 1.28988E-16 5.78286E-19 1.96208E-19 1.03412E-21 8.62987E-18 1.90602E-18 1.53338E-21 3.30176E-23
 1.11925E-17 1.33379E-16 2.21202E-18 3.04033E-18 0.00000E+00 5.10531E-19 4.03671E-22 1.44884E-19 9.55753E-22 3.13137E-17 2.55020E-21 2.71142E-18 1.30436E-22 2.74176E-19 7.23268E-18 3.23045E-17 1.39637E-20 1.35052E-16 5.65008E-19 2.07181E-19 9.11773E-22 7.18593E-18 1.67114E-18 1.63589E-21 3.74009E-23
 1.08201E-17 1.19484E-16 1.96483E-18 3.20132E-18 0.00000E+00 6.34536E-19 4.26608E-22 1.37309E-19 1.06751E-21 3.01512E-17 2.52579E-21 2.88684E-18 1.21212E-22 2.72017E-19 6.46396E-18 3.17983E-17 1.68877E-20 1.22709E-16 5.51307E-19 1.92050E-19 8.08049E-22 5.90175E-18 1.46091E-18 1.53731E-21 4.12701E-23
 1.04529E-17 9.80391E-17 1.65972E-18 3.31751E-18 0.00000E+00 7.23668E-19 4.49336E-22 1.61013E-19 1.22845E-21 2.89141E-17 2.48237E-21 3.01779E-18 1.11133E-22 2.70532E-19 5.83529E-18 3.12664E-17 1.94842E-20 1.02010E-16 5.37368E-19 1.69556E-19 7.43784E-22 4.91810E-18 1.28334E-18 1.37151E-21 4.48382E-23
 1.00935E-17 7.67831E-17 1.36473E-18 3.39186E-18 0.00000E+00 7.80534E-19 4.71103E-22 1.76407E-19 1.50813E-21 2.76120E-17 2.52211E-21 3.10667E-18 1.06281E-22 2.69754E-19 5.32431E-18 3.06979E-17 2.22056E-20 8.10438E-17 5.28249E-19 1.48740E-19 7.14483E-22 4.18877E-18 1.13321E-18 1.20019E-21 4.86191E-23
 9.73168E-18 5.85696E-17 1.10715E-18 3.43051E-18 0.00000E+00 8.12855E-19 4.92222E-22 1.70042E-19 1.65022E-21 2.62218E-17 2.32608E-21 3.15988E-18 8.59755E-23 2.67386E-19 4.89343E-18 3.00846E-17 2.49405E-20 6.26908E-17 5.19284E-19 1.29077E-19 7.01920E-22 3.61475E-18 1.00188E-18 9.98884E-22 5.23454E-23
 9.35743E-18 4.37767E-17 8.91276E-19 3.43681E-18 0.00000E+00 8.25164E-19 5.13307E-22 1.63513E-19 1.78846E-21 2.47290E-17 2.10535E-21 3.18136E-18 4.34080E-23 2.64720E-19 4.51099E-18 2.94353E-17 2.77709E-20 4.74644E-17 5.12187E-19 1.10590E-19 6.98824E-22 3.11572E-18 8.82854E-19 7.18143E-22 5.65147E-23
 8.97513E-18 3.19815E-17 7.16889E-19 3.41532E-18 0.00000E+00 8.16738E-19 5.35950E-22 1.56477E-19 1.87178E-21 2.31557E-17 1.78619E-21 3.17684E-18 1.48483E-23 2.61789E-19 4.12761E-18 2.86493E-17 2.96319E-20 3.54045E-17 5.06469E-19 8.83940E-20 6.76361E-22 2.57553E-18 7.68986E-19 2.82537E-22 6.14794E-23
 8.63262E-18 2.22407E-17 5.85741E-19 3.36913E-18 0.00000E+00 7.72646E-19 5.64830E-22 1.49035E-19 1.65438E-21 2.16012E-17 1.14538E-21 3.15308E-18 9.76450E-24 2.58595E-19 3.62474E-18 2.73387E-17 2.63586E-20 2.63019E-17 4.99587E-19 5.24198E-20 5.51315E-22 1.75446E-18 6.47052E-19 1.86801E-22 6.82579E-23
 8.29754E-18 1.41415E-17 4.73670E-19 3.25963E-18 0.00000E+00 6.92887E-19 5.97090E-22 1.41196E-19 1.26175E-21 2.00132E-17 5.59431E-22 3.07060E-18 5.07071E-24 2.55351E-19 3.08678E-18 2.57110E-17 1.99563E-20 1.89887E-17 4.93809E-19 2.34061E-20 3.87473E-22 9.85715E-19 5.29189E-19 9.46879E-23 7.67490E-23
 7.93401E-18 7.98210E-18 3.73484E-19 3.07798E-18 0.00000E+00 5.95354E-19 6.29445E-22 1.37594E-19 8.66435E-22 1.83595E-17 2.12519E-22 2.91813E-18 2.08157E-24 2.52060E-19 2.56388E-18 2.38219E-17 1.33017E-20 1.33634E-17 4.85642E-19 7.97413E-21 2.44104E-22 4.51640E-19 4.21786E-19 3.56987E-23 8.62161E-23
 7.48976E-18 4.02465E-18 2.85029E-19 2.82668E-18 0.00000E+00 5.03561E-19 6.58598E-22 1.57158E-19 6.28760E-22 1.66123E-17 8.06863E-23 2.69493E-18 7.57295E-25 2.48871E-19 2.11464E-18 2.18684E-17 8.89397E-21 9.37507E-18 4.72494E-19 2.62972E-21 1.57196E-22 1.82520E-19 3.31211E-19 1.08074E-23 9.49997E-23
 6.95171E-18 1.83699E-18 2.11597E-19 2.51203E-18 0.00000E+00 4.22401E-19 6.84293E-22 1.65595E-19 5.05909E-22 1.48169E-17 3.73247E-23 2.40622E-18 2.67301E-25 2.45316E-19 1.74677E-18 1.99355E-17 6.49689E-21 6.62537E-18 4.42636E-19 1.05168E-21 1.11964E-22 6.94795E-20 2.57696E-19 2.71856E-24 1.02126E-22
 6.33362E-18 7.59718E-19 1.53498E-19 2.14313E-18 0.00000E+00 3.48293E-19 7.07122E-22 1.59775E-19 4.25470E-22 1.30418E-17 2.14592E-23 2.06097E-18 1.10991E-25 2.40648E-19 1.44620E-18 1.79766E-17 5.21211E-21 4.69953E-18 4.09062E-19 5.47054E-22 8.82954E-23 2.62582E-20 1.98925E-19 1.01408E-24 1.07123E-22
 5.66587E-18 2.77658E-19 1.09004E-19 1.74507E-18 0.00000E+00 2.79959E-19 7.27282E-22 1.51617E-19 3.76475E-22 1.13558E-17 1.41137E-23 1.68401E-18 4.95795E-26 2.35460E-19 1.18787E-18 1.60301E-17 4.41196E-21 3.27619E-18 3.72585E-19 3.27273E-22 7.33840E-23 1.01821E-20 1.51597E-19 4.20087E-25 1.10255E-22
 4.97268E-18 8.74197E-20 7.57058E-20 1.34996E-18 0.00000E+00 2.18914E-19 7.44437E-22 1.42012E-19 3.40818E-22 9.79773E-18 9.45112E-24 1.30680E-18 2.60077E-26 2.29692E-19 9.61480E-19 1.40882E-17 3.80795E-21 2.22069E-18 3.31690E-19 1.98369E-22 6.17066E-23 4.51284E-21 1.13760E-19 2.03298E-25 1.11491E-22
 4.27612E-18 2.33781E-20 5.13612E-20 9.91485E-19 0.00000E+00 1.67572E-19 7.58200E-22 1.32097E-19 3.11183E-22 8.38751E-18 6.13658E-24 9.62372E-19 1.60191E-26 2.23079E-19 7.65726E-19 1.21660E-17 3.30740E-21 1.46277E-18 2.86384E-19 1.16284E-22 5.24880E-23 2.39240E-21 8.41595E-20 1.22359E-25 1.10453E-22
 3.59722E-18 5.41980E-21 3.40182E-20 6.94284E-19 0.00000E+00 1.27569E-19 7.68543E-22 1.21847E-19 2.88373E-22 7.12961E-18 3.83195E-24 6.75404E-19 1.16261E-26 2.15348E-19 6.05900E-19 1.03187E-17 2.91420E-21 9.44406E-19 2.39318E-19 6.55557E-23 4.55157E-23 1.40652E-21 6.18789E-20 8.69797E-26 1.07131E-22
 2.95796E-18 1.15268E-21 2.19999E-20 4.66716E-19 0.00000E+00 9.87458E-20 7.75912E-22 1.12178E-19 2.75981E-22 6.01867E-18 2.32394E-24 4.54779E-19 9.20192E-27 2.06298E-19 4.84900E-19 8.59604E-18 2.66022E-21 6.02576E-19 1.95681E-19 3.61018E-23 4.10326E-23 8.78078E-22 4.57535E-20 6.73605E-26 1.02807E-22
 2.38004E-18 2.18836E-22 1.38946E-20 3.02800E-19 0.00000E+00 7.95758E-20 7.80966E-22 1.30023E-19 2.81623E-22 5.04317E-18 1.41231E-24 2.95422E-19 7.89014E-27 1.95451E-19 3.86429E-19 7.10127E-18 2.49576E-21 3.74080E-19 1.54092E-19 1.90703E-23 3.81018E-23 5.60503E-22 3.37618E-20 5.54483E-26 9.77854E-23
 1.87463E-18 3.76351E-23 8.56774E-21 1.90215E-19 0.00000E+00 6.74561E-20 7.84348E-22 1.30967E-19 2.91739E-22 4.18396E-18 8.30309E-25 1.85758E-19 7.27172E-27 1.81207E-19 3.08222E-19 5.78768E-18 2.40706E-21 2.26301E-19 1.16092E-19 9.82978E-24 3.64214E-23 3.73260E-22 2.48493E-20 4.91664E-26 9.19575E-23
 1.44598E-18 6.30873E-24 5.15349E-21 1.15772E-19 0.00000E+00 5.93382E-20 7.86554E-22 1.20783E-19 3.03967E-22 3.42186E-18 4.76626E-25 1.13140E-19 7.26200E-27 1.62608E-19 2.48298E-19 4.63619E-18 2.41298E-21 1.33898E-19 8.42101E-20 5.13219E-24 3.62234E-23 2.63622E-22 1.82641E-20 4.79226E-26 8.55581E-23
 1.09286E-18 1.14986E-24 3.01969E-21 6.82209E-20 0.00000E+00 5.23455E-20 7.87956E-22 1.10783E-19 3.29892E-22 2.74234E-18 2.92540E-25 6.67099E-20 7.93405E-27 1.39429E-19 2.01345E-19 3.64854E-18 2.52702E-21 7.73564E-20 5.83767E-20 2.87320E-24 3.76550E-23 1.96348E-22 1.33062E-20 5.10664E-26 7.89078E-23
