      heat_1      heat_2      heat_3      heat_4      heat_5      heat_6      heat_7      heat_8      heat_9     heat_10     heat_11     heat_12     heat_13      cool_1      cool_2      cool_3      cool_4      cool_5      cool_6      cool_7      cool_8      cool_9     cool_10     cool_11     cool_12
 8.09664E-19 2.70401E-25 1.72068E-21 3.88761E-20 0.00000E+00 4.43493E-20 7.88823E-22 1.01059E-19 3.68977E-22 2.13876E-18 2.09566E-25 3.80394E-20 9.41433E-27 1.11756E-19 1.62050E-19 2.80922E-18 2.72951E-21 4.33714E-20 3.74851E-20 1.87266E-24 4.03853E-23 1.51162E-22 9.46976E-21 5.90609E-26 7.19346E-23
 5.88079E-19 9.15712E-26 9.51559E-22 2.14154E-20 0.00000E+00 3.45714E-20 7.89342E-22 9.15140E-20 4.25563E-22 1.61367E-18 1.90384E-25 2.09722E-20 1.19937E-26 8.18224E-20 1.28861E-19 2.10691E-18 3.04145E-21 2.35883E-20 2.21248E-20 1.54202E-24 4.46949E-23 1.18827E-22 6.52149E-21 7.32241E-26 6.45716E-23
 4.18756E-19 3.83625E-26 5.09538E-22 1.14115E-20 0.00000E+00 2.40274E-20 7.89642E-22 8.28948E-20 5.08924E-22 1.17486E-18 2.36469E-25 1.11903E-20 1.63054E-26 5.35623E-20 1.00822E-19 1.53712E-18 3.51128E-21 1.24328E-20 1.19713E-20 1.73785E-24 5.12839E-23 9.45113E-23 4.32510E-21 9.67428E-26 5.67034E-23
 2.92347E-19 1.69949E-26 2.63537E-22 5.88963E-21 0.00000E+00 1.46603E-20 7.89811E-22 9.04735E-20 6.47544E-22 8.28963E-19 3.57127E-25 5.79134E-21 2.37266E-26 3.09248E-20 7.67686E-20 1.10902E-18 4.22194E-21 6.41396E-21 5.47155E-21 2.30905E-24 6.12921E-23 7.48323E-23 2.78024E-21 1.35293E-25 4.81900E-23
 2.00156E-19 7.45166E-27 1.31298E-22 2.95051E-21 0.00000E+00 7.87151E-21 7.89903E-22 8.19832E-20 8.32108E-22 5.75094E-19 5.70317E-25 2.91697E-21 3.59802E-26 1.53776E-20 5.80364E-20 7.80854E-19 5.25057E-21 3.22939E-21 2.33500E-21 3.35657E-24 7.58907E-23 5.94188E-23 1.75316E-21 1.99315E-25 3.85629E-23
 1.34446E-19 3.20089E-27 6.28328E-23 1.45344E-21 0.00000E+00 3.75556E-21 7.89951E-22 7.44117E-20 1.16690E-21 4.02542E-19 9.36623E-25 1.45302E-21 5.79305E-26 6.47230E-21 4.35836E-20 5.51982E-19 7.14286E-21 1.61278E-21 1.02643E-21 5.04592E-24 1.03143E-22 4.84843E-23 1.11781E-21 3.12273E-25 2.86783E-23
 8.85356E-20 1.34017E-27 2.87944E-23 7.41492E-22 0.00000E+00 1.61177E-21 7.89975E-22 6.75107E-20 1.89512E-21 2.90323E-19 1.50971E-24 7.57331E-22 9.94788E-26 2.25675E-21 3.26031E-20 3.96802E-19 1.12872E-20 8.37151E-22 5.00082E-22 7.50690E-24 1.63751E-22 4.14024E-23 7.37121E-22 5.23075E-25 1.96742E-23
 5.70006E-20 5.39528E-28 1.25975E-23 4.31922E-22 0.00000E+00 6.26811E-22 7.89985E-22 6.09488E-20 3.69146E-21 2.12368E-19 2.38915E-24 4.55358E-22 1.83894E-25 6.51702E-22 2.33302E-20 2.82347E-19 2.13881E-20 4.84608E-22 2.52278E-22 1.09704E-23 3.15122E-22 3.66988E-23 4.93762E-22 9.44470E-25 1.25036E-23
 3.57442E-20 2.03893E-28 5.24265E-24 2.99674E-22 0.00000E+00 2.14390E-22 7.89989E-22 5.42994E-20 8.87009E-21 1.50669E-19 3.79809E-24 3.26909E-22 3.72843E-25 1.56458E-22 1.32910E-20 1.81029E-19 4.94439E-20 3.17433E-22 1.03459E-22 1.57102E-23 7.65182E-22 3.24487E-23 3.16881E-22 1.85990E-24 7.65943E-24
 2.17955E-20 7.00145E-29 2.06915E-24 2.23265E-22 7.06850E-23 5.40652E-23 7.89992E-22 4.56800E-20 1.91917E-20 1.01747E-19 5.71374E-24 2.17316E-22 8.10889E-25 2.68718E-23 0.00000E+00 8.51162E-20 9.93222E-20 1.81122E-22 2.28416E-23 1.96825E-23 1.78884E-21 2.46937E-23 1.84043E-22 3.84965E-24 5.24933E-24
 1.29096E-20 2.30512E-29 7.70679E-25 1.65449E-22 1.01738E-20 7.15426E-24 7.89993E-22 3.67094E-20 2.36060E-20 6.77686E-20 8.38411E-24 1.79888E-22 1.93141E-24 3.20624E-24 0.00000E+00 3.81869E-20 1.10742E-19 1.37396E-22 4.12455E-24 2.35065E-23 2.63480E-21 1.88692E-23 1.05486E-22 8.71353E-24 5.67437E-24
 7.41797E-21 7.78242E-30 2.69561E-25 1.48169E-22 1.26526E-20 1.12885E-24 7.89994E-22 3.23998E-20 2.02125E-20 4.59623E-20 1.45783E-23 1.67748E-22 5.18723E-24 1.04386E-24 0.00000E+00 2.82897E-20 8.87752E-20 1.25162E-22 1.92790E-24 3.80755E-23 2.75671E-21 2.00157E-23 6.78956E-23 2.30835E-23 8.55341E-24
 4.11790E-21 2.50543E-30 8.77363E-26 1.44671E-22 1.36022E-20 2.59441E-25 7.89994E-22 2.96556E-20 1.66328E-20 3.06800E-20 2.67490E-23 1.65555E-22 1.66307E-23 6.89334E-25 0.00000E+00 2.38868E-20 6.94111E-20 1.23096E-22 1.13063E-24 6.75823E-23 2.70392E-21 2.24512E-23 4.42097E-23 7.39919E-23 1.39636E-23
 2.20759E-21 7.63728E-31 2.67215E-26 1.45107E-22 1.43876E-20 6.00962E-26 7.89994E-22 2.72538E-20 1.38301E-20 1.94984E-20 5.16023E-23 1.66761E-22 6.87994E-23 5.43432E-25 0.00000E+00 2.04415E-20 5.52213E-20 1.24203E-22 5.69818E-25 1.26525E-22 2.62571E-21 2.66651E-23 2.75914E-23 3.10286E-22 2.33266E-23
 1.13926E-21 2.17739E-31 7.54792E-27 1.49906E-22 1.51560E-20 1.20746E-26 7.89994E-22 2.50454E-20 1.16682E-20 1.16600E-20 1.08664E-22 1.71957E-22 3.07062E-22 4.53858E-25 0.00000E+00 1.75206E-20 4.47790E-20 1.29000E-22 2.06983E-25 2.58274E-22 2.54472E-21 3.53129E-23 1.62115E-23 1.42705E-21 3.93695E-23
 5.64879E-22 5.67110E-32 1.96437E-27 1.60742E-22 1.60331E-20 2.05312E-27 7.89993E-22 2.29974E-20 9.78901E-21 6.58805E-21 2.53135E-22 1.82539E-22 1.07647E-21 3.93098E-25 0.00000E+00 1.47326E-20 3.61378E-20 1.39244E-22 4.29132E-26 5.75822E-22 2.43182E-21 4.82731E-23 8.90286E-24 4.90233E-21 6.67797E-23
 2.67808E-22 1.32812E-32 4.63582E-28 1.71300E-22 1.69777E-20 2.51704E-28 7.89993E-22 2.10412E-20 8.16053E-21 3.53296E-21 6.39502E-22 1.92954E-22 2.34811E-21 3.53416E-25 0.00000E+00 1.21646E-20 2.89870E-20 1.49514E-22 3.74573E-27 1.36733E-21 2.29798E-21 5.99889E-23 4.58705E-24 9.60417E-21 1.21503E-22
 1.21256E-22 2.87914E-33 1.00043E-28 1.64164E-22 1.72558E-20 1.80094E-29 7.89993E-22 1.91369E-20 7.20182E-21 1.80929E-21 1.63715E-21 1.86694E-22 2.79198E-21 3.28234E-25 0.00000E+00 1.05825E-20 2.49083E-20 1.43620E-22 1.59519E-28 3.30177E-21 2.24050E-21 6.18573E-23 2.30517E-24 1.03778E-20 2.33207E-22
 5.22938E-23 5.66588E-34 1.95742E-29 1.53262E-22 1.71422E-20 1.18192E-30 7.89992E-22 1.72055E-20 6.50946E-21 8.86871E-22 4.07702E-21 1.76126E-22 2.46121E-21 2.85161E-25 0.00000E+00 9.30077E-21 2.20589E-20 1.34140E-22 1.59002E-29 7.51868E-21 2.20305E-21 5.87306E-23 1.12288E-24 8.54519E-21 3.77387E-22
 2.13465E-23 9.91320E-35 3.43752E-30 1.47055E-22 1.73746E-20 7.39660E-32 7.89991E-22 1.48485E-20 5.75455E-21 4.03908E-22 9.88405E-21 1.70311E-22 2.05940E-21 2.18683E-25 0.00000E+00 7.63049E-21 1.90678E-20 1.29046E-22 5.64467E-30 1.57438E-20 2.12606E-21 5.70817E-23 5.07145E-25 6.88032E-21 5.75302E-22
 8.21277E-24 1.53322E-35 5.36796E-31 1.41363E-22 1.78540E-20 4.43516E-33 7.89990E-22 1.16856E-20 5.03632E-21 1.68837E-22 2.04629E-20 1.65465E-22 1.74486E-21 1.45365E-25 0.00000E+00 5.63573E-21 1.63044E-20 1.24501E-22 2.82913E-30 2.81292E-20 2.03201E-21 5.89519E-23 2.11644E-25 5.64706E-21 8.80766E-22
 2.96323E-24 2.07744E-36 7.30928E-32 1.33365E-22 1.80711E-20 3.09698E-34 7.89988E-22 8.21099E-21 4.54741E-21 6.49279E-23 3.05343E-20 1.58496E-22 1.54765E-21 9.71643E-26 0.00000E+00 3.83504E-21 1.44578E-20 1.17626E-22 1.78775E-30 3.82311E-20 1.97299E-21 6.69292E-23 8.42867E-26 4.84931E-21 1.35773E-21
 9.96539E-25 2.34901E-37 8.23907E-33 1.26465E-22 1.77452E-20 2.65156E-35 7.89988E-22 5.89957E-21 4.27425E-21 2.29876E-23 3.43180E-20 1.51389E-22 1.41066E-21 7.80455E-26 0.00000E+00 2.77019E-21 1.34415E-20 1.11412E-22 1.55980E-30 4.10596E-20 1.95509E-21 7.82875E-23 3.40308E-26 4.32931E-21 1.92891E-21
 3.12836E-25 2.34556E-38 8.15872E-34 1.23157E-22 1.73008E-20 2.53222E-36 7.89988E-22 4.88096E-21 4.11435E-21 7.53846E-24 3.55755E-20 1.47902E-22 1.30790E-21 7.31709E-26 0.00000E+00 2.35969E-21 1.28486E-20 1.08208E-22 1.65014E-30 4.16044E-20 1.96007E-21 8.79382E-23 1.57281E-26 3.96911E-21 2.35326E-21
 9.09451E-26 2.00910E-39 6.92864E-35 1.22026E-22 1.67338E-20 2.27842E-37 7.89989E-22 4.47663E-21 3.96861E-21 2.27831E-24 3.66767E-20 1.45939E-22 1.22922E-21 7.28845E-26 0.00000E+00 2.23037E-21 1.23203E-20 1.06917E-22 1.82457E-30 4.22635E-20 1.96447E-21 9.43199E-23 9.45039E-27 3.68160E-21 2.55577E-21
 2.43252E-26 1.45612E-40 4.98105E-36 1.21702E-22 1.61330E-20 1.79282E-38 7.89989E-22 4.27737E-21 3.82403E-21 6.73554E-25 3.77946E-20 1.44395E-22 1.17240E-21 7.39349E-26 0.00000E+00 2.19145E-21 1.18077E-20 1.06349E-22 2.02842E-30 4.30789E-20 1.96532E-21 9.89949E-23 7.44781E-27 3.44582E-21 2.62928E-21
 5.94324E-27 8.80436E-42 2.98918E-37 1.21619E-22 1.55619E-20 1.19211E-39 7.89989E-22 4.12959E-21 3.67941E-21 2.32608E-25 3.88614E-20 1.43186E-22 1.11586E-21 7.53021E-26 0.00000E+00 2.17287E-21 1.13049E-20 1.06008E-22 2.24508E-30 4.39079E-20 1.96247E-21 1.03002E-22 6.82876E-27 3.23132E-21 2.65331E-21
 1.31184E-27 4.38606E-43 1.47844E-38 1.21600E-22 1.51058E-20 6.57419E-41 7.89989E-22 3.98078E-21 3.55648E-21 7.42828E-26 3.99775E-20 1.42751E-22 1.05818E-21 7.69642E-26 0.00000E+00 2.16701E-21 1.08884E-20 1.05687E-22 2.51362E-30 4.48762E-20 1.96285E-21 1.07441E-22 6.54599E-27 3.04280E-21 2.66587E-21
 2.55666E-28 1.82169E-44 5.92994E-40 1.21596E-22 1.47187E-20 2.95674E-42 7.89989E-22 3.84269E-21 3.43132E-21 2.16306E-26 4.10478E-20 1.42666E-22 9.96739E-22 7.85587E-26 0.00000E+00 2.15740E-21 1.04689E-20 1.05395E-22 2.79112E-30 4.58044E-20 1.95941E-21 1.11709E-22 6.39493E-27 2.86425E-21 2.67213E-21
 4.46537E-29 0.00000E+00 1.89974E-41 1.21595E-22 1.43801E-20 1.06499E-43 7.89989E-22 3.71413E-21 3.32739E-21 5.72648E-27 4.21828E-20 1.42641E-22 9.47224E-22 8.02910E-26 0.00000E+00 2.15485E-21 1.01308E-20 1.05081E-22 3.11942E-30 4.68304E-20 1.95844E-21 1.16445E-22 6.26659E-27 2.71536E-21 2.67907E-21
 6.91780E-30 0.00000E+00 4.79244E-43 1.21595E-22 1.40220E-20 2.80260E-45 7.89989E-22 3.57464E-21 3.20903E-21 1.35689E-27 4.32139E-20 1.42431E-22 9.05850E-22 8.18068E-26 0.00000E+00 2.13679E-21 9.74875E-21 1.04806E-22 3.43203E-30 4.77370E-20 1.95107E-21 1.20694E-22 6.11761E-27 2.57778E-21 2.68141E-21
 9.41711E-31 0.00000E+00 9.80909E-45 1.21595E-22 1.35651E-20 0.00000E+00 7.89989E-22 3.43410E-21 3.07037E-21 2.84703E-28 4.40802E-20 1.41517E-22 8.67076E-22 8.29786E-26 0.00000E+00 2.09798E-21 9.30070E-21 1.04592E-22 3.69151E-30 4.84402E-20 1.93353E-21 1.24054E-22 5.93886E-27 2.44127E-21 2.67718E-21
 1.11576E-31 0.00000E+00 0.00000E+00 1.21595E-22 1.31802E-20 0.00000E+00 7.89989E-22 3.29803E-21 2.94740E-21 5.24783E-29 4.50066E-20 1.40889E-22 8.31559E-22 8.42778E-26 0.00000E+00 2.06453E-21 8.90793E-21 1.04356E-22 3.99750E-30 4.92341E-20 1.91871E-21 1.27853E-22 5.74362E-27 2.32003E-21 2.67438E-21
 1.13873E-32 0.00000E+00 0.00000E+00 1.21595E-22 1.25462E-20 0.00000E+00 7.89989E-22 3.16436E-21 2.79082E-21 8.39023E-30 4.56384E-20 1.38780E-22 7.81933E-22 8.49838E-26 0.00000E+00 1.99834E-21 8.40066E-21 1.04225E-22 4.17347E-30 4.96575E-20 1.88793E-21 1.29961E-22 5.51599E-27 2.17578E-21 2.66087E-21
 9.90287E-34 0.00000E+00 0.00000E+00 1.21595E-22 1.21570E-20 0.00000E+00 7.89989E-22 3.02080E-21 2.67072E-21 1.14734E-30 4.64711E-20 1.38250E-22 7.38632E-22 8.61203E-26 0.00000E+00 1.95139E-21 8.01806E-21 1.04020E-22 4.46718E-30 5.03606E-20 1.86585E-21 1.33379E-22 5.28363E-27 2.05796E-21 2.65372E-21
 7.24716E-35 0.00000E+00 0.00000E+00 1.21595E-22 1.19650E-20 0.00000E+00 7.89989E-22 2.89014E-21 2.58612E-21 1.37218E-31 4.75643E-20 1.38919E-22 7.05831E-22 8.77508E-26 0.00000E+00 1.92912E-21 7.75626E-21 1.03728E-22 4.91702E-30 5.13926E-20 1.85387E-21 1.38387E-22 5.05094E-27 1.96897E-21 2.65392E-21
 4.34460E-36 0.00000E+00 0.00000E+00 1.21595E-22 1.19053E-20 0.00000E+00 7.89989E-22 2.78069E-21 2.53803E-21 1.43715E-32 4.89449E-20 1.40349E-22 6.86209E-22 8.98767E-26 0.00000E+00 1.93146E-21 7.60553E-21 1.03354E-22 5.55606E-30 5.27604E-20 1.85180E-21 1.45093E-22 4.81731E-27 1.90868E-21 2.66155E-21
 1.28715E-37 0.00000E+00 0.00000E+00 1.21595E-22 1.15491E-20 0.00000E+00 7.89989E-22 2.65332E-21 2.43331E-21 1.30716E-33 4.98187E-20 1.39634E-22 6.57824E-22 9.10513E-26 0.00000E+00 1.88110E-21 7.26418E-21 1.03149E-22 5.93629E-30 5.35130E-20 1.82625E-21 1.48882E-22 4.55439E-27 1.81941E-21 2.65251E-21
 2.09566E-40 0.00000E+00 0.00000E+00 1.21595E-22 1.12539E-20 0.00000E+00 7.89989E-22 2.52950E-21 2.34289E-21 1.02461E-34 5.07676E-20 1.39521E-22 6.36670E-22 9.23595E-26 0.00000E+00 1.83577E-21 6.97116E-21 1.02924E-22 6.38730E-30 5.43613E-20 1.80292E-21 1.53180E-22 4.28645E-27 1.74426E-21 2.64476E-21
 8.96831E-44 0.00000E+00 0.00000E+00 1.21595E-22 1.08399E-20 0.00000E+00 7.89989E-22 2.39117E-21 2.22911E-21 6.86244E-36 5.14576E-20 1.38508E-22 6.08114E-22 9.32220E-26 0.00000E+00 1.76687E-21 6.61701E-21 1.02773E-22 6.70618E-30 5.49288E-20 1.76797E-21 1.56089E-22 4.00544E-27 1.65569E-21 2.62849E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21595E-22 1.01561E-20 0.00000E+00 7.89989E-22 2.26426E-21 2.06535E-21 3.89572E-37 5.15287E-20 1.35288E-22 5.63114E-22 9.29909E-26 0.00000E+00 1.65636E-21 6.09766E-21 1.02806E-22 6.62222E-30 5.47583E-20 1.70738E-21 1.55328E-22 3.70477E-27 1.53306E-21 2.59339E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21595E-22 9.80703E-21 0.00000E+00 7.89989E-22 2.15040E-21 1.96911E-21 1.85940E-38 5.22194E-20 1.34829E-22 5.33390E-22 9.38657E-26 0.00000E+00 1.60110E-21 5.79959E-21 1.02656E-22 6.95165E-30 5.53320E-20 1.67080E-21 1.58288E-22 3.42182E-27 1.45341E-21 2.57516E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 9.72574E-21 0.00000E+00 7.89989E-22 2.04825E-21 1.92296E-21 7.38277E-40 5.34632E-20 1.36086E-22 5.15984E-22 9.56866E-26 0.00000E+00 1.58745E-21 5.66453E-21 1.02354E-22 7.68310E-30 5.65603E-20 1.65401E-21 1.64581E-22 3.15289E-27 1.40664E-21 2.57126E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 9.61273E-21 0.00000E+00 7.89989E-22 1.97471E-21 1.88204E-21 2.41177E-41 5.47943E-20 1.37020E-22 5.00737E-22 9.75976E-26 0.00000E+00 1.57839E-21 5.54052E-21 1.02048E-22 8.51238E-30 5.78564E-20 1.63771E-21 1.71351E-22 2.88656E-27 1.36449E-21 2.56761E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 9.44189E-21 0.00000E+00 7.89989E-22 1.91031E-21 1.83791E-21 6.41795E-43 5.60875E-20 1.37506E-22 4.87292E-22 9.94113E-26 0.00000E+00 1.56406E-21 5.39795E-21 1.01771E-22 9.35854E-30 5.90891E-20 1.61793E-21 1.77911E-22 2.62280E-27 1.32298E-21 2.56125E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 9.19116E-21 0.00000E+00 7.89989E-22 1.80719E-21 1.75117E-21 1.40130E-44 5.68764E-20 1.37422E-22 4.66933E-22 1.00431E-25 0.00000E+00 1.51488E-21 5.14045E-21 1.01615E-22 9.87487E-30 5.98004E-20 1.58024E-21 1.81732E-22 2.35797E-27 1.26299E-21 2.54070E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 8.64746E-21 0.00000E+00 7.89989E-22 1.70155E-21 1.62522E-21 0.00000E+00 5.70123E-20 1.35118E-22 4.37616E-22 1.00404E-25 0.00000E+00 1.42579E-21 4.75299E-21 1.01612E-22 9.86167E-30 5.97706E-20 1.52152E-21 1.81642E-22 2.09408E-27 1.17961E-21 2.50252E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 8.21900E-21 0.00000E+00 7.89989E-22 1.61809E-21 1.53253E-21 0.00000E+00 5.74545E-20 1.33470E-22 4.16437E-22 1.00866E-25 0.00000E+00 1.35953E-21 4.45924E-21 1.01541E-22 1.00935E-29 6.00746E-20 1.47284E-21 1.83348E-22 1.84742E-27 1.11527E-21 2.47163E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 7.86254E-21 0.00000E+00 7.89989E-22 1.51292E-21 1.44444E-21 0.00000E+00 5.50801E-20 1.32629E-22 3.94667E-22 1.01268E-25 0.00000E+00 1.29228E-21 4.17849E-21 1.01479E-22 1.02991E-29 5.75924E-20 1.42328E-21 1.84826E-22 1.61459E-27 1.05260E-21 2.43900E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 7.67078E-21 0.00000E+00 7.89989E-22 1.43364E-21 1.40047E-21 0.00000E+00 5.35342E-20 1.33220E-22 3.82209E-22 1.02601E-25 0.00000E+00 1.25957E-21 4.02324E-21 1.01293E-22 1.10073E-29 5.59859E-20 1.39202E-21 1.89819E-22 1.40242E-27 1.01408E-21 2.41971E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 7.50050E-21 0.00000E+00 7.89989E-22 1.37991E-21 1.36473E-21 0.00000E+00 5.28297E-20 1.33536E-22 3.69068E-22 1.04188E-25 0.00000E+00 1.23741E-21 3.91046E-21 1.01082E-22 1.19153E-29 5.52259E-20 1.36490E-21 1.95973E-22 1.20665E-27 9.79716E-22 2.40193E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 7.46843E-21 0.00000E+00 7.89989E-22 1.32527E-21 1.35003E-21 0.00000E+00 5.26634E-20 1.35305E-22 3.61774E-22 1.06375E-25 0.00000E+00 1.23447E-21 3.86369E-21 1.00817E-22 1.32734E-29 5.50553E-20 1.34879E-21 2.04699E-22 1.02900E-27 9.59516E-22 2.39273E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 7.13976E-21 0.00000E+00 7.89989E-22 1.25058E-21 1.26940E-21 0.00000E+00 5.01962E-20 1.34202E-22 3.38887E-22 1.06777E-25 0.00000E+00 1.17386E-21 3.62247E-21 1.00764E-22 1.35364E-29 5.24831E-20 1.29852E-21 2.06346E-22 8.60929E-28 9.01918E-22 2.35493E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 6.87301E-21 0.00000E+00 7.89989E-22 1.18245E-21 1.21310E-21 0.00000E+00 4.84476E-20 1.33972E-22 3.24775E-22 1.07712E-25 0.00000E+00 1.13192E-21 3.45157E-21 1.00656E-22 1.41634E-29 5.06675E-20 1.25880E-21 2.10180E-22 7.12522E-28 8.61444E-22 2.32397E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 6.52875E-21 0.00000E+00 7.89989E-22 1.13856E-21 1.15828E-21 0.00000E+00 4.73327E-20 1.32415E-22 3.12651E-22 1.08325E-25 0.00000E+00 1.08116E-21 3.25642E-21 1.00593E-22 1.45314E-29 4.94138E-20 1.21343E-21 2.12469E-22 5.80669E-28 8.19536E-22 2.28832E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 6.00459E-21 0.00000E+00 7.89989E-22 1.03804E-21 1.05035E-21 0.00000E+00 4.31308E-20 1.29620E-22 2.86564E-22 1.07231E-25 0.00000E+00 9.85615E-22 2.92393E-21 1.00696E-22 1.37530E-29 4.50625E-20 1.14003E-21 2.07790E-22 4.63218E-28 7.48360E-22 2.22596E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 5.85618E-21 0.00000E+00 7.89989E-22 1.00306E-21 1.02904E-21 0.00000E+00 4.31319E-20 1.30191E-22 2.82653E-22 1.08829E-25 0.00000E+00 9.67031E-22 2.84649E-21 1.00530E-22 1.48134E-29 4.50021E-20 1.11402E-21 2.14225E-22 3.67488E-28 7.29518E-22 2.20111E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 5.74139E-21 0.00000E+00 7.89989E-22 9.61076E-22 1.00317E-21 0.00000E+00 4.27082E-20 1.31048E-22 2.76004E-22 1.10500E-25 0.00000E+00 9.51831E-22 2.77600E-21 1.00371E-22 1.60488E-29 4.45571E-20 1.08957E-21 2.21351E-22 2.86755E-28 7.09919E-22 2.17537E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 5.60620E-21 0.00000E+00 7.89989E-22 9.23427E-22 9.95080E-22 0.00000E+00 4.25963E-20 1.31919E-22 2.73079E-22 1.12362E-25 0.00000E+00 9.39151E-22 2.71762E-21 1.00233E-22 1.74309E-29 4.44026E-20 1.06811E-21 2.29035E-22 2.19759E-28 6.94476E-22 2.15308E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 5.44216E-21 0.00000E+00 7.89989E-22 8.76166E-22 9.56841E-22 0.00000E+00 4.15963E-20 1.32407E-22 2.61471E-22 1.13528E-25 0.00000E+00 9.11617E-22 2.60398E-21 1.00153E-22 1.83903E-29 4.33589E-20 1.03559E-21 2.34160E-22 1.64757E-28 6.65403E-22 2.11833E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21593E-22 5.28535E-21 0.00000E+00 7.89989E-22 8.33993E-22 9.20900E-22 0.00000E+00 3.99443E-20 1.33075E-22 2.50620E-22 1.14821E-25 0.00000E+00 8.88424E-22 2.50296E-21 1.00083E-22 1.95185E-29 4.16702E-20 1.00534E-21 2.40004E-22 1.21012E-28 6.39133E-22 2.08382E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21593E-22 4.94694E-21 0.00000E+00 7.89989E-22 7.69723E-22 8.41531E-22 0.00000E+00 3.57433E-20 1.31309E-22 2.29217E-22 1.14297E-25 0.00000E+00 8.24924E-22 2.27627E-21 1.00084E-22 1.90386E-29 3.73661E-20 9.47682E-22 2.37574E-22 8.62963E-29 5.87750E-22 2.02302E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 4.66822E-21 0.00000E+00 7.89989E-22 7.13671E-22 7.83448E-22 0.00000E+00 3.25619E-20 1.30579E-22 2.14575E-22 1.14379E-25 0.00000E+00 7.78878E-22 2.11469E-21 1.00061E-22 1.91108E-29 3.41168E-20 9.01347E-22 2.37953E-22 6.02142E-29 5.50500E-22 1.96982E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 4.30884E-21 0.00000E+00 7.89989E-22 6.37402E-22 6.92610E-22 0.00000E+00 2.77258E-20 1.29158E-22 1.91519E-22 1.12896E-25 0.00000E+00 7.05807E-22 1.87549E-21 1.00111E-22 1.78856E-29 2.91851E-20 8.35023E-22 2.31534E-22 4.00596E-29 4.95779E-22 1.89454E-21
 0.00000E+00 0.00000E+00 0.00000E+00 1.21594E-22 4.18845E-21 0.00000E+00 7.89989E-22 6.03142E-22 6.64476E-22 0.00000E+00 2.63555E-20 1.29663E-22 1.85531E-22 1.13926E-25 0.00000E+00 6.85236E-22 1.80422E-21 1.00034E-22 1.88080E-29 2.77871E-20 8.06110E-22 2.36370E-22 3.28707E-30 4.77903E-22 1.85226E-21
heat 1  photo-electric heating                       
heat 2  heating by coll. de-excitation of H2exc      
heat 3  dissociative heating of H2                   
heat 4  heating by formation of H2 on dust           
heat 5  heating by thermal accomodation on grains    
heat 6  heating by C photo-ionisation                
heat 7  cosmic ray heating                           
heat 8  background heating by OI                     
heat 9  IR background heating by CO ro-vib           
heat 10  PAH heating                                  
heat 11  IR background heating by H2O rot             
heat 12  background/formation heating by H2           
heat 13  IR background heating SiO rot                
cool 1  CII line cooling                             
cool 2  cooling by thermal accomodation on grains    
cool 3  OI line cooling                              
cool 4  CO rot & ro-vib cooling                      
cool 5  H2 line cooling                              
cool 6  SiII line cooling                            
cool 7  H2O rotational cooling                       
cool 8  13CO rot cooling                             
cool 9  OH rot cooling                               
cool 10  PAH recombination cooling                    
cool 11  SiO rot cooling                              
cool 12  NO rot cooling                               
