#  J   Flux (erg s**-1 cm**-2)
   1   2.0502e-07
   2   1.2334e-06
   3   2.9091e-06
   4   4.3756e-06
   5   4.0765e-06
   6   1.7536e-06
   7   3.1799e-07
   8   3.6047e-08
   9   3.4111e-09
  10   2.6760e-10
  11   1.5733e-11
  12   8.4509e-13
  13   3.7768e-14
  14   2.8337e-15
  15   4.5402e-16
