# NH                 T_gas  H            H2           C            CO
  1.5900e+14     326.8106   9.6137e-01   1.9204e-02   6.6609e-05   2.1950e-05
  1.6498e+14     326.8060   9.6136e-01   1.9213e-02   6.6608e-05   2.1952e-05
  1.7118e+14     326.8011   9.6134e-01   1.9221e-02   6.6606e-05   2.1954e-05
  1.7762e+14     326.7959   9.6132e-01   1.9230e-02   6.6604e-05   2.1956e-05
  1.8430e+14     326.7906   9.6130e-01   1.9239e-02   6.6603e-05   2.1958e-05
  1.9123e+14     326.7850   9.6128e-01   1.9249e-02   6.6601e-05   2.1960e-05
  1.9842e+14     326.7791   9.6126e-01   1.9259e-02   6.6599e-05   2.1962e-05
  2.0588e+14     326.7730   9.6124e-01   1.9269e-02   6.6598e-05   2.1963e-05
  2.1363e+14     326.7666   9.6122e-01   1.9280e-02   6.6596e-05   2.1965e-05
  2.2166e+14     326.7598   9.6120e-01   1.9291e-02   6.6594e-05   2.1967e-05
  2.2999e+14     326.7529   9.6118e-01   1.9303e-02   6.6593e-05   2.1969e-05
  2.3864e+14     326.7456   9.6115e-01   1.9315e-02   6.6591e-05   2.1971e-05
  2.4762e+14     326.7380   9.6113e-01   1.9328e-02   6.6589e-05   2.1973e-05
  2.5693e+14     326.7300   9.6110e-01   1.9341e-02   6.6587e-05   2.1975e-05
  2.6659e+14     326.7217   9.6107e-01   1.9354e-02   6.6586e-05   2.1977e-05
  2.7662e+14     326.7128   9.6105e-01   1.9368e-02   6.6584e-05   2.1979e-05
  2.8702e+14     326.7040   9.6102e-01   1.9383e-02   6.6582e-05   2.1981e-05
  2.9781e+14     326.6945   9.6099e-01   1.9398e-02   6.6580e-05   2.1982e-05
  3.0901e+14     326.6846   9.6095e-01   1.9414e-02   6.6579e-05   2.1984e-05
  3.2063e+14     326.6743   9.6092e-01   1.9430e-02   6.6577e-05   2.1986e-05
  3.3269e+14     326.6636   9.6089e-01   1.9447e-02   6.6575e-05   2.1988e-05
  3.4520e+14     326.6524   9.6085e-01   1.9465e-02   6.6573e-05   2.1990e-05
  3.5818e+14     326.6408   9.6082e-01   1.9483e-02   6.6572e-05   2.1992e-05
  3.7165e+14     326.6286   9.6078e-01   1.9503e-02   6.6570e-05   2.1994e-05
  3.8563e+14     326.6159   9.6074e-01   1.9522e-02   6.6568e-05   2.1996e-05
  4.0013e+14     326.6027   9.6070e-01   1.9543e-02   6.6566e-05   2.1998e-05
  4.1517e+14     326.5889   9.6065e-01   1.9564e-02   6.6564e-05   2.2000e-05
  4.3079e+14     326.5744   9.6061e-01   1.9587e-02   6.6563e-05   2.2002e-05
  4.4699e+14     326.5595   9.6056e-01   1.9610e-02   6.6561e-05   2.2004e-05
  4.6380e+14     326.5440   9.6051e-01   1.9634e-02   6.6559e-05   2.2006e-05
  4.8124e+14     326.5278   9.6046e-01   1.9659e-02   6.6557e-05   2.2008e-05
  4.9933e+14     326.5100   9.6041e-01   1.9685e-02   6.6554e-05   2.2010e-05
  5.1811e+14     326.4934   9.6036e-01   1.9712e-02   6.6553e-05   2.2012e-05
  5.3760e+14     326.4750   9.6030e-01   1.9740e-02   6.6551e-05   2.2014e-05
  5.5781e+14     326.4559   9.6024e-01   1.9769e-02   6.6549e-05   2.2016e-05
  5.7879e+14     326.4360   9.6018e-01   1.9800e-02   6.6547e-05   2.2019e-05
  6.0055e+14     326.4153   9.6012e-01   1.9831e-02   6.6545e-05   2.2021e-05
  6.2314e+14     326.3936   9.6005e-01   1.9864e-02   6.6543e-05   2.2023e-05
  6.4657e+14     326.3711   9.5999e-01   1.9898e-02   6.6540e-05   2.2025e-05
  6.7088e+14     326.3476   9.5991e-01   1.9934e-02   6.6538e-05   2.2027e-05
  6.9611e+14     326.3231   9.5984e-01   1.9971e-02   6.6536e-05   2.2029e-05
