       #   NH       T       H       H2       C       CO
  0.00000E+00  7.37595E+03  9.99773E-01  7.52641E-06  2.74521E-08  3.85437E-08
  1.94623E+18  7.36949E+03  9.99773E-01  7.73214E-06  2.80761E-08  3.88328E-08
  2.38216E+18  7.36857E+03  9.99773E-01  7.77305E-06  2.81903E-08  3.88644E-08
  2.91573E+18  7.36765E+03  9.99773E-01  7.82208E-06  2.83248E-08  3.89014E-08
  3.56881E+18  7.36489E+03  9.99774E-01  7.88177E-06  2.84902E-08  3.89547E-08
  4.36816E+18  7.36397E+03  9.99774E-01  7.95247E-06  2.86772E-08  3.90067E-08
  5.34657E+18  7.36121E+03  9.99774E-01  8.03847E-06  2.89048E-08  3.90786E-08
  6.54412E+18  7.35844E+03  9.99774E-01  8.14205E-06  2.91723E-08  3.91631E-08
  8.00991E+18  7.35569E+03  9.99774E-01  8.26715E-06  2.94869E-08  3.92629E-08
  9.80400E+18  7.35109E+03  9.99774E-01  8.41973E-06  2.98648E-08  3.93917E-08
  1.20000E+19  7.34649E+03  9.99775E-01  8.60520E-06  3.03092E-08  3.95434E-08
  1.46878E+19  7.34190E+03  9.99775E-01  8.83167E-06  3.08322E-08  3.97228E-08
  1.79776E+19  7.33364E+03  9.99775E-01  9.11234E-06  3.14651E-08  3.99567E-08
  2.20043E+19  7.32539E+03  9.99776E-01  9.45920E-06  3.22097E-08  4.02303E-08
  2.69330E+19  7.31532E+03  9.99776E-01  9.89296E-06  3.30953E-08  4.05613E-08
  3.29655E+19  7.30160E+03  9.99777E-01  1.04424E-05  3.41564E-08  4.09684E-08
  4.03493E+19  7.28358E+03  9.99778E-01  1.11474E-05  3.54271E-08  4.14629E-08
  4.93870E+19  7.26334E+03  9.99778E-01  1.20618E-05  3.69272E-08  4.20327E-08
  6.04489E+19  7.23635E+03  9.99779E-01  1.32768E-05  3.87169E-08  4.27046E-08
  7.39886E+19  7.19818E+03  9.99779E-01  1.49363E-05  4.08591E-08  4.34958E-08
  9.05609E+19  7.14899E+03  9.99779E-01  1.72645E-05  4.33648E-08  4.43543E-08
  1.10845E+20  7.08230E+03  9.99778E-01  2.06659E-05  4.62498E-08  4.52264E-08
  1.35673E+20  6.98247E+03  9.99774E-01  2.59430E-05  4.95493E-08  4.60699E-08
  1.66062E+20  6.83232E+03  9.99764E-01  3.47821E-05  5.31837E-08  4.67281E-08
  2.03257E+20  6.59132E+03  9.99740E-01  5.16285E-05  5.72931E-08  4.72434E-08
  2.48783E+20  6.20703E+03  9.99673E-01  9.08491E-05  6.24022E-08  4.79635E-08
  3.04507E+20  5.63351E+03  9.99440E-01  2.14659E-04  6.99809E-08  4.97820E-08
  3.72712E+20  4.83975E+03  9.98204E-01  8.43249E-04  8.88484E-08  5.82634E-08
  4.56194E+20  3.74225E+03  9.88254E-01  5.83047E-03  1.90475E-07  1.16116E-07
  5.58375E+20  2.46354E+03  9.47589E-01  2.61669E-02  2.88687E-07  1.53039E-07
  6.83443E+20  1.98119E+03  8.73591E-01  6.31592E-02  4.49245E-07  1.89366E-07
  8.36524E+20  1.77597E+03  7.95609E-01  1.02158E-01  7.75702E-07  2.71578E-07
  1.02389E+21  1.77753E+03  7.76012E-01  1.11970E-01  1.60583E-06  5.18710E-07
  1.25323E+21  1.86885E+03  7.89084E-01  1.05436E-01  4.08998E-06  1.18926E-06
  1.53393E+21  1.94745E+03  7.96177E-01  1.01888E-01  1.11789E-05  3.06294E-06
  1.87751E+21  1.90082E+03  7.72993E-01  1.13479E-01  2.77853E-05  8.17102E-06
  2.29805E+21  1.67840E+03  6.97421E-01  1.51266E-01  4.99830E-05  2.02433E-05
  2.81277E+21  1.43820E+03  5.80664E-01  2.09643E-01  4.95162E-05  4.48126E-05
  3.44279E+21  1.44580E+03  5.38336E-01  2.30788E-01  1.38512E-05  8.58975E-05
  4.21393E+21  1.54654E+03  5.00964E-01  2.49421E-01  1.26289E-06  9.87032E-05
  5.15779E+21  1.60651E+03  3.45474E-01  3.27097E-01  1.61619E-07  9.97157E-05
  6.31305E+21  1.71711E+03  1.40268E-01  4.29675E-01  2.55062E-08  9.92888E-05
  7.72708E+21  1.88024E+03  3.47803E-02  4.82414E-01  5.77759E-10  9.91112E-05
  9.45783E+21  1.92747E+03  5.75470E-03  4.96920E-01  6.14123E-12  9.77852E-05
  1.15762E+22  1.79092E+03  7.60021E-04  4.99321E-01  1.99919E-12  6.85376E-05
  1.41692E+22  1.38828E+03  7.01860E-05  4.99453E-01  1.25983E-13  3.45612E-06
  1.73428E+22  1.17542E+03  3.47627E-06  4.99472E-01  1.01547E-13  7.51078E-07
  2.12274E+22  8.44800E+02  1.13040E-06  4.99482E-01  1.71767E-11  2.38799E-06
  2.59820E+22  6.51982E+02  1.08543E-06  4.99610E-01  4.55743E-09  3.04295E-05
  3.18016E+22  5.24662E+02  1.03619E-06  4.99733E-01  1.61489E-08  6.22099E-05
