     NH               Temp.Gaz         Td.01            Td.02            Td.03            Td.04            Td.05            Td.06            Td.07            Td.08            Td.09            Td.10            Td.11            Td.12            Ionisation       Pd.h2            Pd.co            FH2chi           DH2chi           FH2grain         DH2phot          FH2.ElRi         Cho.Ph.Gr        Cho.H2.Gr        Cho.photons      Cho.RC           Cho.ph.sec       Cho.eq.chi       Cho.total        Ref.C.tot        Ref.O.tot        Ref.S.tot        Ref.C+.tot       Ref.CO.tot       Ref.C*O.tot      Ref.H2O.tot      Ref.CS.tot       Ref.total        Cho.casc.H2      Ref.casc.H2      Cho.gas.gr       Ref.gas.gr    
   1.32208021E+22  5.83843354E+001  4.79171324E+001  4.85892396E+001  4.98505682E+001  5.18088333E+001  5.46128030E+001  5.85424857E+001  6.38842471E+001  7.08599668E+001  7.87777448E+001  8.45386388E+001  8.42524907E+001  8.30226127E+001  1.05427412E-007  8.10786382E-022  8.99852441E-018  2.67041041E-011  8.07122419E-011  4.60179836E-025  1.28051550E-016  5.40082657E-011  9.84321818E-024  5.23538178E-023  2.74736474E-019  2.21332799E-022  4.46191236E-023  5.18996951E-022  3.01499783E-019  5.43575545E-025  1.05546514E-019 -6.11016693E-024  4.11132752E-025  1.48879011E-019  7.86127202E-021  1.34867071E-020  8.27563375E-022  3.01447228E-019  1.40287691E-021  0.00000000E+000  2.45071761E-020  0.00000000E+000
   1.32626336E+22  5.82070806E+001  4.79171326E+001  4.85892398E+001  4.98505683E+001  5.18088335E+001  5.46128032E+001  5.85424859E+001  6.38842473E+001  7.08599670E+001  7.87777449E+001  8.45386389E+001  8.42524907E+001  8.30226128E+001  1.05797695E-007  9.64996283E-022  1.06982259E-017  2.66889658E-011  8.09670114E-011  4.80746380E-025  1.52405307E-016  5.42781978E-011  1.07361974E-023  5.26141527E-023  2.76047649E-019  2.21335397E-022  4.36330136E-023  5.18358862E-022  3.02994772E-019  5.54566268E-025  1.07250712E-019 -6.63322925E-024  4.17763438E-025  1.48699492E-019  7.81958534E-021  1.37054517E-020  8.50384816E-022  3.02939969E-019  1.40850611E-021  0.00000000E+000  2.46853062E-020  0.00000000E+000
   1.33044651E+22  5.80244873E+001  4.79171327E+001  4.85892400E+001  4.98505685E+001  5.18088336E+001  5.46128034E+001  5.85424860E+001  6.38842475E+001  7.08599671E+001  7.87777450E+001  8.45386390E+001  8.42524908E+001  8.30226128E+001  1.06209295E-007  1.14877545E-021  1.27225736E-017  2.66729444E-011  8.12354873E-011  5.03094444E-025  1.81428456E-016  5.45627241E-011  1.17122554E-023  5.28885806E-023  2.77477056E-019  2.21338212E-022  4.25661520E-023  5.17691223E-022  3.04612746E-019  5.67426081E-025  1.09086943E-019 -7.24671860E-024  4.25288336E-025  1.48505654E-019  7.77669736E-021  1.39361105E-020  8.76380884E-022  3.04555794E-019  1.41416547E-021  0.00000000E+000  2.48680810E-020  0.00000000E+000
   1.33462966E+22  5.78374783E+001  4.79171329E+001  4.85892401E+001  4.98505687E+001  5.18088338E+001  5.46128036E+001  5.85424862E+001  6.38842477E+001  7.08599673E+001  7.87777451E+001  8.45386391E+001  8.42524909E+001  8.30226129E+001  1.06667033E-007  1.36784128E-021  1.51344079E-017  2.66560782E-011  8.15166787E-011  5.27278582E-025  2.16023766E-016  5.48608163E-011  1.27793652E-023  5.31761100E-023  2.79035161E-019  2.21341251E-022  4.14168656E-023  5.16997895E-022  3.06363172E-019  5.82498042E-025  1.11056407E-019 -7.96940166E-024  4.33824220E-025  1.48305549E-019  7.73283038E-021  1.41772789E-020  9.06012619E-022  3.06304225E-019  1.41981327E-021  0.00000000E+000  2.50545171E-020  0.00000000E+000
   1.33881281E+22  5.76472169E+001  4.79171331E+001  4.85892403E+001  4.98505689E+001  5.18088340E+001  5.46128038E+001  5.85424864E+001  6.38842479E+001  7.08599675E+001  7.87777453E+001  8.45386392E+001  8.42524910E+001  8.30226130E+001  1.07176322E-007  1.62902655E-021  1.80088401E-017  2.66384264E-011  8.18092575E-011  5.53315159E-025  2.57270109E-016  5.51710882E-011  1.39462958E-023  5.34754045E-023  2.80733329E-019  2.21344514E-022  4.01846878E-023  5.16283801E-022  3.08256198E-019  6.00192529E-025  1.13159181E-019 -8.82443541E-024  4.43502715E-025  1.48109134E-019  7.68826172E-021  1.44270548E-020  9.39805155E-022  3.08195467E-019  1.42540314E-021  0.00000000E+000  2.52434065E-020  0.00000000E+000
   1.34299597E+22  5.74551178E+001  4.79171333E+001  4.85892406E+001  4.98505691E+001  5.18088342E+001  5.46128040E+001  5.85424866E+001  6.38842481E+001  7.08599677E+001  7.87777454E+001  8.45386393E+001  8.42524910E+001  8.30226131E+001  1.07743233E-007  1.94049909E-021  2.14357371E-017  2.66200714E-011  8.21115592E-011  5.81169308E-025  3.06457141E-016  5.54917941E-011  1.52226958E-023  5.37847817E-023  2.82583949E-019  2.21348000E-022  3.88706162E-023  5.15554922E-022  3.10302767E-019  6.21001106E-025  1.15394268E-019 -9.84044008E-024  4.54472178E-025  1.47928358E-019  7.64332522E-021  1.46830038E-020  9.78352404E-022  3.10240534E-019  1.43088478E-021  0.00000000E+000  2.54333120E-020  0.00000000E+000
   1.34717912E+22  5.72628494E+001  4.79171336E+001  4.85892408E+001  4.98505693E+001  5.18088345E+001  5.46128042E+001  5.85424869E+001  6.38842483E+001  7.08599680E+001  7.87777456E+001  8.45386394E+001  8.42524911E+001  8.30226132E+001  1.08374580E-007  2.31202513E-021  2.55232817E-017  2.66011204E-011  8.24216016E-011  6.10740558E-025  3.65126888E-016  5.58208462E-011  1.66191859E-023  5.41022299E-023  2.84600587E-019  2.21351703E-022  3.74773611E-023  5.14818223E-022  3.12514784E-019  6.45513401E-025  1.17759743E-019 -1.10528056E-023  4.66899934E-025  1.47777185E-019  7.59841182E-021  1.49421452E-020  1.02231914E-021  3.12451408E-019  1.43620487E-021  0.00000000E+000  2.56225709E-020  0.00000000E+000
   1.35136227E+22  5.70723279E+001  4.79171338E+001  4.85892410E+001  4.98505696E+001  5.18088347E+001  5.46128045E+001  5.85424871E+001  6.38842486E+001  7.08599682E+001  7.87777458E+001  8.45386395E+001  8.42524912E+001  8.30226133E+001  1.09078014E-007  2.75528513E-021  3.04010289E-017  2.65817071E-011  8.27371248E-011  6.41847857E-025  4.35123607E-016  5.61558526E-011  1.81474614E-023  5.44254450E-023  2.86798177E-019  2.21355611E-022  3.60095686E-023  5.14081507E-022  3.14905316E-019  6.74437528E-025  1.20252998E-019 -1.25052467E-023  4.80974993E-025  1.47671568E-019  7.55396713E-021  1.52009625E-020  1.07243821E-021  3.14841247E-019  1.44130816E-021  0.00000000E+000  2.58093061E-020  0.00000000E+000
   1.35554542E+22  5.68857034E+001  4.79171341E+001  4.85892413E+001  4.98505698E+001  5.18088350E+001  5.46128047E+001  5.85424874E+001  6.38842488E+001  7.08599685E+001  7.87777460E+001  8.45386396E+001  8.42524914E+001  8.30226134E+001  1.09862127E-007  3.28425265E-021  3.62243366E-017  2.65619920E-011  8.30556495E-011  6.74215009E-025  5.18653618E-016  5.64941759E-011  1.98204070E-023  5.47518874E-023  2.89193256E-019  2.21359708E-022  3.44740020E-023  5.13353185E-022  3.17488852E-019  7.08624628E-025  1.22871072E-019 -1.42515844E-023  4.96911396E-025  1.47629369E-019  7.51048773E-021  1.54554429E-020  1.12949929E-021  3.17424643E-019  1.44613855E-021  0.00000000E+000  2.59914460E-020  0.00000000E+000
   1.35972857E+22  5.67053372E+001  4.79171343E+001  4.85892416E+001  4.98505701E+001  5.18088353E+001  5.46128050E+001  5.85424877E+001  6.38842491E+001  7.08599688E+001  7.87777462E+001  8.45386397E+001  8.42524915E+001  8.30226135E+001  1.10736568E-007  3.91564905E-021  4.31803897E-017  2.65421619E-011  8.33745537E-011  7.07457883E-025  6.18357108E-016  5.68330100E-011  2.16522236E-023  5.50788565E-023  2.91804243E-019  2.21363971E-022  3.28796661E-023  5.12641964E-022  3.20281606E-019  7.49097812E-025  1.25611067E-019 -1.63576585E-023  5.14952321E-025  1.47670230E-019  7.46851570E-021  1.57011472E-020  1.19432370E-021  3.20217930E-019  1.45064014E-021  0.00000000E+000  2.61667487E-020  0.00000000E+000
   1.36391172E+22  5.65337744E+001  4.79171347E+001  4.85892419E+001  4.98505704E+001  5.18088356E+001  5.46128053E+001  5.85424880E+001  6.38842494E+001  7.08599691E+001  7.87777464E+001  8.45386399E+001  8.42524916E+001  8.30226137E+001  1.11712181E-007  4.66948938E-021  5.14941164E-017  2.65224271E-011  8.36911627E-011  7.41074988E-025  7.37394341E-016  5.71694728E-011  2.36585705E-023  5.54035803E-023  2.94651743E-019  2.21368371E-022  3.12378639E-023  5.11956446E-022  3.23301860E-019  7.97085125E-025  1.28470618E-019 -1.89031299E-023  5.35375023E-025  1.47815443E-019  7.42863227E-021  1.59333086E-020  1.26771728E-021  3.23239523E-019  1.45475802E-021  0.00000000E+000  2.63328313E-020  0.00000000E+000
   1.36809486E+22  5.63737127E+001  4.79171350E+001  4.85892422E+001  4.98505707E+001  5.18088359E+001  5.46128056E+001  5.85424883E+001  6.38842498E+001  7.08599694E+001  7.87777467E+001  8.45386400E+001  8.42524918E+001  8.30226138E+001  1.12801143E-007  5.56973796E-021  6.14352937E-017  2.65030166E-011  8.40028458E-011  7.74443255E-025  8.79549202E-016  5.75007086E-011  2.58567236E-023  5.57233139E-023  2.97758879E-019  2.21372875E-022  2.95621766E-023  5.11304655E-022  3.26570319E-019  8.54054929E-025  1.31448402E-019 -2.19826872E-023  5.58496456E-025  1.48087804E-019  7.39145094E-021  1.61469575E-020  1.35039002E-021  3.26510286E-019  1.45843880E-021  0.00000000E+000  2.64871991E-020  0.00000000E+000
   1.37227801E+22  5.62279680E+001  4.79171353E+001  4.85892426E+001  4.98505711E+001  5.18088363E+001  5.46128060E+001  5.85424887E+001  6.38842501E+001  7.08599698E+001  7.87777469E+001  8.45386402E+001  8.42524919E+001  8.30226140E+001  1.14017105E-007  6.64509619E-021  7.33297601E-017  2.64841678E-011  8.43071132E-011  8.06821206E-025  1.04935363E-015  5.78239946E-011  2.82657518E-023  5.60354433E-023  3.01151614E-019  2.21377442E-022  2.78683536E-023  5.10693510E-022  3.30110466E-019  9.21749888E-025  1.34544633E-019 -2.57057870E-023  5.84679031E-025  1.48511489E-019  7.35761052E-021  1.63370690E-020  1.44282919E-021  3.30053879E-019  1.46163078E-021  0.00000000E+000  2.66272752E-020  0.00000000E+000
   1.37646116E+22  5.60994354E+001  4.79171357E+001  4.85892429E+001  4.98505715E+001  5.18088366E+001  5.46128064E+001  5.85424891E+001  6.38842505E+001  7.08599701E+001  7.87777472E+001  8.45386404E+001  8.42524921E+001  8.30226142E+001  1.15375313E-007  7.92994945E-021  8.75699031E-017  2.64661091E-011  8.46017061E-011  8.37362023E-025  1.25223719E-015  5.81368490E-011  3.09067147E-023  5.63375891E-023  3.04859003E-019  2.21382028E-022  2.61740882E-023  5.10128278E-022  3.33948841E-019  1.00221219E-024  1.37761562E-019 -3.01935359E-023  6.14335233E-025  1.49111924E-019  7.32776763E-021  1.64987325E-020  1.54511221E-021  3.33897044E-019  1.46428380E-021  0.00000000E+000  2.67504322E-020  0.00000000E+000
   1.38064431E+22  5.59910551E+001  4.79171361E+001  4.85892433E+001  4.98505719E+001  5.18088371E+001  5.46128068E+001  5.85424895E+001  6.38842509E+001  7.08599706E+001  7.87777475E+001  8.45386406E+001  8.42524923E+001  8.30226143E+001  1.16892677E-007  9.46550606E-021  1.04630502E-016  2.64490324E-011  8.48846728E-011  8.65136674E-025  1.49470701E-015  5.84371350E-011  3.38028840E-023  5.66277073E-023  3.08913296E-019  2.21386584E-022  2.44986283E-023  5.09612071E-022  3.38115159E-019  1.09778900E-024  1.41104140E-019 -3.55707810E-023  6.47929065E-025  1.49915324E-019  7.30259108E-021  1.66273564E-020  1.65665474E-021  3.38069716E-019  1.46634856E-021  0.00000000E+000  2.68540153E-020  0.00000000E+000
   1.38482746E+22  5.59056883E+001  4.79171366E+001  4.85892438E+001  4.98505723E+001  5.18088375E+001  5.46128072E+001  5.85424899E+001  6.38842514E+001  7.08599710E+001  7.87777479E+001  8.45386408E+001  8.42524925E+001  8.30226145E+001  1.18587731E-007  1.13011673E-020  1.25084238E-016  2.64330517E-011  8.51544248E-011  8.89185113E-025  1.78456420E-015  5.87231575E-011  3.69799907E-023  5.69041813E-023  3.13349967E-019  2.21391059E-022  2.28621431E-023  5.09145481E-022  3.42642409E-019  1.21110252E-024  1.44579855E-019 -4.19499465E-023  6.85969312E-025  1.50949274E-019  7.28273568E-021  1.67187953E-020  1.77590914E-021  3.42605092E-019  1.46776038E-021  0.00000000E+000  2.69354494E-020  0.00000000E+000
   1.38911485E+22  5.58473729E+001  4.79171370E+001  4.85892443E+001  4.98505728E+001  5.18088380E+001  5.46128077E+001  5.85424904E+001  6.38842519E+001  7.08599715E+001  7.87777482E+001  8.45386411E+001  8.42524927E+001  8.30226148E+001  1.20530923E-007  1.35560400E-020  1.50296763E-016  2.64177901E-011  8.54159676E-011  9.08525069E-025  2.14061739E-015  5.90003180E-011  4.05575926E-023  5.71722816E-023  3.18328929E-019  2.21395514E-022  2.12463942E-023  5.08716970E-022  3.47687089E-019  1.34863366E-024  1.48311215E-019 -4.96060284E-023  7.30183720E-025  1.52249244E-019  7.26907561E-021  1.67692362E-020  1.90314552E-021  3.47660427E-019  1.46843118E-021  0.00000000E+000  2.69910344E-020  0.00000000E+000
   1.39340223E+22  5.57959553E+001  4.79171376E+001  4.85892448E+001  4.98505733E+001  5.18088385E+001  5.46128083E+001  5.85424910E+001  6.38842524E+001  7.08599720E+001  7.87777486E+001  8.45386413E+001  8.42524929E+001  8.30226150E+001  1.22699081E-007  1.62649821E-020  1.80680815E-016  2.64034820E-011  8.56612566E-011  9.26333314E-025  2.56836875E-015  5.92603427E-011  4.44942713E-023  5.74238292E-023  3.23840452E-019  2.21399738E-022  1.97126402E-023  5.08331700E-022  3.53259276E-019  1.51052354E-024  1.51918744E-019 -5.84851194E-023  7.79723297E-025  1.53715113E-019  7.25708264E-021  1.67628614E-020  2.02999823E-021  3.52712418E-019  1.46898519E-021  0.00000000E+000  2.70399914E-020  0.00000000E+000
   1.39768962E+22  5.57954284E+001  4.79171381E+001  4.85892453E+001  4.98505739E+001  5.18088391E+001  5.46128088E+001  5.85424915E+001  6.38842530E+001  7.08599726E+001  7.87777491E+001  8.45386416E+001  8.42524932E+001  8.30226153E+001  1.25128200E-007  1.95212942E-020  2.17383214E-016  2.63895721E-011  8.58904091E-011  9.32417773E-025  3.08256032E-015  5.95039198E-011  4.88276544E-023  5.76598534E-023  3.29825755E-019  2.21403788E-022  1.82781162E-023  5.08014996E-022  3.59257146E-019  1.70047471E-024  1.55963875E-019 -6.83959011E-023  8.36026040E-025  1.55656026E-019  7.25688540E-021  1.67228798E-020  2.15243063E-021  3.58700116E-019  1.46820412E-021  0.00000000E+000  2.70406060E-020  0.00000000E+000
   1.40197701E+22  5.58488907E+001  4.79171387E+001  4.85892460E+001  4.98505745E+001  5.18088397E+001  5.46128094E+001  5.85424921E+001  6.38842536E+001  7.08599732E+001  7.87777495E+001  8.45386419E+001  8.42524935E+001  8.30226156E+001  1.27839706E-007  2.34357809E-020  2.61737572E-016  2.63753055E-011  8.61030842E-011  9.29337089E-025  3.70069118E-015  5.97314796E-011  5.35996820E-023  5.78808018E-023  3.36365011E-019  2.21407606E-022  1.69546773E-023  5.07704622E-022  3.65757665E-019  1.92137645E-024  1.60516896E-019 -7.91066380E-023  8.99560651E-025  1.58112612E-019  7.26924448E-021  1.66502864E-020  2.26362264E-021  3.65731872E-019  1.46600107E-021  0.00000000E+000  2.69899984E-020  0.00000000E+000
   1.40626439E+22  5.59160529E+001  4.79171394E+001  4.85892466E+001  4.98505752E+001  5.18088403E+001  5.46128101E+001  5.85424928E+001  6.38842542E+001  7.08599739E+001  7.87777500E+001  8.45386423E+001  8.42524938E+001  8.30226159E+001  1.30850238E-007  2.81424824E-020  3.15321544E-016  2.63598738E-011  8.62990400E-011  9.23069556E-025  4.44392476E-015  5.99436104E-011  5.88571558E-023  5.80869159E-023  3.43573858E-019  2.21411118E-022  1.57476647E-023  5.07420000E-022  3.72915601E-019  2.17508252E-024  1.65035572E-019 -9.04596792E-023  9.69669936E-025  1.60778812E-019  7.28488686E-021  1.65231153E-020  2.35443904E-021  3.72883100E-019  1.46347806E-021  0.00000000E+000  2.69262825E-020  0.00000000E+000
   1.41055178E+22  5.60170978E+001  4.79171401E+001  4.85892473E+001  4.98505759E+001  5.18088410E+001  5.46128108E+001  5.85424935E+001  6.38842550E+001  7.08599746E+001  7.87777506E+001  8.45386426E+001  8.42524941E+001  8.30226162E+001  1.34192186E-007  3.38051991E-020  3.80147269E-016  2.63421787E-011  8.64787242E-011  9.10073503E-025  5.33813558E-015  6.01418838E-011  6.46519622E-023  5.82798870E-023  3.51464318E-019  2.21414367E-022  1.46570305E-023  5.07158774E-022  3.80722687E-019  2.46439029E-024  1.69832363E-019 -1.02003446E-022  1.04695158E-024  1.63830197E-019  7.30852128E-021  1.63572302E-020  2.41994268E-021  3.80674657E-019  1.46004866E-021  0.00000000E+000  2.68301552E-020  0.00000000E+000
   1.41483917E+22  5.61521691E+001  4.79171408E+001  4.85892481E+001  4.98505766E+001  5.18088418E+001  5.46128116E+001  5.85424943E+001  6.38842557E+001  7.08599753E+001  7.87777512E+001  8.45386430E+001  8.42524945E+001  8.30226166E+001  1.37895683E-007  4.06199071E-020  4.58619451E-016  2.63211956E-011  8.66424440E-011  8.90692204E-025  6.41427735E-015  6.03276628E-011  7.10419687E-023  5.84610394E-023  3.60093434E-019  2.21417369E-022  1.36774847E-023  5.06920158E-022  3.89235186E-019  2.79183333E-024  1.74954390E-019 -1.13322372E-022  1.13142138E-024  1.67285670E-019  7.34022421E-021  1.61574605E-020  2.45560776E-021  3.89172237E-019  1.45566510E-021  0.00000000E+000  2.67012460E-020  0.00000000E+000
   1.41912656E+22  5.63209013E+001  4.79171417E+001  4.85892489E+001  4.98505774E+001  5.18088426E+001  5.46128124E+001  5.85424952E+001  6.38842566E+001  7.08599762E+001  7.87777518E+001  8.45386435E+001  8.42524949E+001  8.30226170E+001  1.41994670E-007  4.88240500E-020  5.53699055E-016  2.62960197E-011  8.67905249E-011  8.65530665E-025  7.70985413E-015  6.05022153E-011  7.80916870E-023  5.86316004E-023  3.69526319E-019  2.21420151E-022  1.28002829E-023  5.06704811E-022  3.98517859E-019  3.16030983E-024  1.80448646E-019 -1.24017861E-022  1.22299728E-024  1.71161762E-019  7.37995092E-021  1.59287217E-020  2.45929423E-021  3.98440856E-019  1.45027949E-021  0.00000000E+000  2.65395941E-020  0.00000000E+000
   1.42341395E+22  5.65229360E+001  4.79171425E+001  4.85892498E+001  4.98505783E+001  5.18088435E+001  5.46128133E+001  5.85424961E+001  6.38842575E+001  7.08599771E+001  7.87777525E+001  8.45386440E+001  8.42524953E+001  8.30226174E+001  1.46528070E-007  5.87048387E-020  6.69010621E-016  2.62659241E-011  8.69232924E-011  8.35297980E-025  9.27023168E-015  6.06666387E-011  8.58730924E-023  5.87926324E-023  3.79836564E-019  2.21422742E-022  1.20148660E-023  5.06514836E-022  4.08643912E-019  3.57339614E-024  1.86366062E-019 -1.33738438E-022  1.32155699E-024  1.75476825E-019  7.42765455E-021  1.56757499E-020  2.43147443E-021  4.08553726E-019  1.44383009E-021  0.00000000E+000  2.63451616E-020  0.00000000E+000
   1.42770133E+22  5.67580942E+001  4.79171435E+001  4.85892507E+001  4.98505793E+001  5.18088445E+001  5.46128143E+001  5.85424970E+001  6.38842585E+001  7.08599781E+001  7.87777533E+001  8.45386445E+001  8.42524958E+001  8.30226179E+001  1.51540607E-007  7.06098823E-020  8.08974749E-016  2.62303770E-011  8.70410641E-011  8.00746121E-025  1.11503171E-014  6.08218375E-011  9.44665557E-023  5.89450118E-023  3.91106920E-019  2.21425171E-022  1.13101848E-023  5.06353335E-022  4.19695518E-019  4.03565543E-024  1.92761892E-019 -1.42193042E-022  1.42698546E-024  1.80252629E-019  7.48332758E-021  1.54028025E-020  2.37400016E-021  4.19592959E-019  1.43623605E-021  0.00000000E+000  2.61176691E-020  0.00000000E+000
   1.43198872E+22  5.70264257E+001  4.79171445E+001  4.85892518E+001  4.98505803E+001  5.18088455E+001  5.46128153E+001  5.85424981E+001  6.38842595E+001  7.08599791E+001  7.87777541E+001  8.45386451E+001  8.42524963E+001  8.30226185E+001  1.57083408E-007  8.49601567E-020  9.79033898E-016  2.61890274E-011  8.71441488E-011  7.62638171E-025  1.34166075E-014  6.09685381E-011  1.03961903E-022  5.90894442E-023  4.03429568E-019  2.21427467E-022  1.06755878E-023  5.06224158E-022  4.31764036E-019  4.55296342E-024  1.99695417E-019 -1.49150119E-022  1.53921394E-024  1.85515064E-019  7.54701577E-021  1.51134748E-020  2.29007120E-021  4.31649848E-019  1.42739468E-021  0.00000000E+000  2.58565453E-020  0.00000000E+000
   1.43627611E+22  5.73282157E+001  4.79171457E+001  4.85892529E+001  4.98505815E+001  5.18088467E+001  5.46128165E+001  5.85424993E+001  6.38842607E+001  7.08599803E+001  7.87777550E+001  8.45386457E+001  8.42524969E+001  8.30226190E+001  1.63214449E-007  1.02265837E-019  1.18584484E-015  2.61416742E-011  8.72328486E-011  7.21729028E-025  1.61496920E-014  6.11073241E-011  1.14459624E-022  5.92264989E-023  4.16905985E-019  2.21429656E-022  1.01013203E-023  5.06131815E-022  4.44949856E-019  5.13286726E-024  2.07229892E-019 -1.54427791E-022  1.65824988E-024  1.91294548E-019  7.61882240E-021  1.48106373E-020  2.18378628E-021  4.44824737E-019  1.41717895E-021  0.00000000E+000  2.55609152E-020  0.00000000E+000
   1.44056350E+22  5.76639542E+001  4.79171469E+001  4.85892541E+001  4.98505827E+001  5.18088479E+001  5.46128177E+001  5.85425005E+001  6.38842619E+001  7.08599815E+001  7.87777560E+001  8.45386464E+001  8.42524975E+001  8.30226197E+001  1.69998955E-007  1.23145645E-019  1.43763187E-015  2.60882293E-011  8.73074606E-011  6.78755013E-025  1.94473078E-014  6.12386787E-011  1.26072241E-022  5.93566492E-023  4.31646587E-019  2.21431762E-022  9.57874175E-024  5.06081580E-022  4.59362046E-019  5.78503282E-024  2.15432469E-019 -1.57880235E-022  1.78420149E-024  1.97626150E-019  7.69890362E-021  1.44964562E-020  2.05978114E-021  4.59226673E-019  1.40543539E-021  0.00000000E+000  2.52296224E-020  0.00000000E+000
   1.44485090E+22  5.80343062E+001  4.79171482E+001  4.85892554E+001  4.98505840E+001  5.18088492E+001  5.46128191E+001  5.85425018E+001  6.38842633E+001  7.08599829E+001  7.87777571E+001  8.45386471E+001  8.42524982E+001  8.30226204E+001  1.77509792E-007  1.48350528E-019  1.74450205E-015  2.60286813E-011  8.73682807E-011  6.34424358E-025  2.34280816E-014  6.13630280E-011  1.38925885E-022  5.94803145E-023  4.47770156E-019  2.21433804E-022  9.10036862E-024  5.06079674E-022  4.75117790E-019  6.52180050E-024  2.24374427E-019 -1.59383174E-022  1.91729787E-024  2.04549734E-019  7.78746369E-021  1.41724748E-020  1.92224063E-021  4.74972848E-019  1.39198121E-021  0.00000000E+000  2.48612491E-020  0.00000000E+000
   1.44913829E+22  5.84399893E+001  4.79171496E+001  4.85892569E+001  4.98505854E+001  5.18088507E+001  5.46128205E+001  5.85425033E+001  6.38842647E+001  7.08599843E+001  7.87777582E+001  8.45386479E+001  8.42524989E+001  8.30226211E+001  1.85827824E-007  1.78792656E-019  2.11891215E-015  2.59630645E-011  8.74156055E-011  5.89418751E-025  2.82361110E-014  6.14807776E-011  1.53162078E-022  5.95978949E-023  4.65403318E-019  2.21435802E-022  8.65982082E-024  5.06133517E-022  4.92341964E-019  7.35891336E-024  2.34129797E-019 -1.58821562E-022  2.05790287E-024  2.12109225E-019  7.88472764E-021  1.38396803E-020  1.77668633E-021  4.92188183E-019  1.37660432E-021  0.00000000E+000  2.44542304E-020  0.00000000E+000
   1.45342568E+22  5.88817776E+001  4.79171512E+001  4.85892584E+001  4.98505870E+001  5.18088522E+001  5.46128221E+001  5.85425049E+001  6.38842663E+001  7.08599859E+001  7.87777595E+001  8.45386488E+001  8.42524997E+001  8.30226220E+001  1.95042386E-007  2.15581030E-019  2.57634024E-015  2.58914317E-011  8.74497379E-011  5.44376944E-025  3.40465898E-014  6.15923531E-011  1.68939782E-022  5.97098102E-023  4.84679611E-019  2.21437771E-022  8.25172366E-024  5.06252058E-022  5.11166181E-019  8.31650601E-024  2.44776147E-019 -1.56077275E-022  2.20653243E-024  2.20352994E-019  7.99094308E-021  1.34986477E-020  1.62768818E-021  5.11004344E-019  1.35905874E-021  0.00000000E+000  2.40068432E-020  0.00000000E+000
   1.45771307E+22  5.93604126E+001  4.79171529E+001  4.85892601E+001  4.98505887E+001  5.18088539E+001  5.46128238E+001  5.85425066E+001  6.38842680E+001  7.08599876E+001  7.87777609E+001  8.45386498E+001  8.42525006E+001  8.30226229E+001  2.05251703E-007  2.60065207E-019  3.13588881E-015  2.58138337E-011  8.74709921E-011  4.99889675E-025  4.10727166E-014  6.16982314E-011  1.86437749E-022  5.98165296E-023  5.05738579E-019  2.21439728E-022  7.87159484E-024  5.06446047E-022  5.31727966E-019  9.42039646E-024  2.56393545E-019 -1.51019635E-022  2.36386815E-024  2.29333323E-019  8.10635914E-021  1.31496413E-020  1.47917529E-021  5.31558463E-019  1.33906305E-021  0.00000000E+000  2.35172924E-020  0.00000000E+000
   1.46200047E+22  5.98764711E+001  4.79171547E+001  4.85892619E+001  4.98505905E+001  5.18088557E+001  5.46128256E+001  5.85425085E+001  6.38842699E+001  7.08599895E+001  7.87777624E+001  8.45386509E+001  8.42525016E+001  8.30226239E+001  2.16563298E-007  3.13889120E-019  3.82127256E-015  2.57303031E-011  8.74797004E-011  4.56496181E-025  4.95741973E-014  6.17989716E-011  2.05857204E-022  5.99186005E-023  5.28724782E-019  2.21441687E-022  7.51572807E-024  5.06728335E-022  5.54169889E-019  1.07038780E-023  2.69062338E-019 -1.43498709E-022  2.53077012E-024  2.39105308E-019  8.23119380E-021  1.27926955E-020  1.33450802E-021  5.53989813E-019  1.31630131E-021  0.00000000E+000  2.29838458E-020  0.00000000E+000
   1.46628786E+22  6.04305610E+001  4.79171566E+001  4.85892639E+001  4.98505925E+001  5.18088577E+001  5.46128276E+001  5.85425105E+001  6.38842719E+001  7.08599915E+001  7.87777640E+001  8.45386520E+001  8.42525027E+001  8.30226250E+001  2.29094661E-007  3.79057517E-019  4.66210502E-015  2.56408417E-011  8.74762228E-011  4.14653353E-025  5.98677422E-014  6.18952490E-011  2.27424942E-022  6.00166834E-023  5.53785904E-019  2.21443663E-022  7.18108814E-024  5.07114227E-022  5.78637450E-019  1.22102428E-023  2.82867237E-019 -1.33329386E-022  2.70831237E-024  2.49737085E-019  8.36614319E-021  1.24278262E-020  1.19641002E-021  5.78455061E-019  1.29040135E-021  0.00000000E+000  2.24046347E-020  0.00000000E+000
   1.47062590E+22  6.10324264E+001  4.79171588E+001  4.85892661E+001  4.98505947E+001  5.18088599E+001  5.46128298E+001  5.85425127E+001  6.38842741E+001  7.08599937E+001  7.87777658E+001  8.45386533E+001  8.42525039E+001  8.30226262E+001  2.43148252E-007  4.59048103E-019  5.70890230E-015  2.55442353E-011  8.74607145E-011  3.74153415E-025  7.25027442E-014  6.19889819E-011  2.51695523E-022  6.01127225E-023  5.81403404E-019  2.21445699E-022  6.86161354E-024  5.07628820E-022  6.05599665E-019  1.40195462E-023  2.98104107E-019 -1.20069084E-022  2.90024838E-024  2.61387009E-019  8.51338572E-021  1.20508689E-020  1.06546470E-021  6.05414145E-019  1.26048705E-021  0.00000000E+000  2.17679608E-020  0.00000000E+000
