     NH               Temp.Gaz         Td.01            Td.02            Td.03            Td.04            Td.05            Td.06            Td.07            Td.08            Td.09            Td.10            Td.11            Td.12            Ionisation       Pd.h2            Pd.co            FH2chi           DH2chi           FH2grain         DH2phot          FH2.ElRi         Cho.Ph.Gr        Cho.H2.Gr        Cho.photons      Cho.RC           Cho.ph.sec       Cho.eq.chi       Cho.total        Ref.C.tot        Ref.O.tot        Ref.S.tot        Ref.C+.tot       Ref.CO.tot       Ref.C*O.tot      Ref.H2O.tot      Ref.CS.tot       Ref.total        Cho.casc.H2      Ref.casc.H2      Cho.gas.gr       Ref.gas.gr    
   1.54243304E+21  3.64298404E+002  4.92251353E+001  4.99009959E+001  5.11696692E+001  5.31387931E+001  5.59589909E+001  5.99086496E+001  6.52673779E+001  7.22424946E+001  8.00396484E+001  8.55434034E+001  8.51850350E+001  8.39722399E+001  8.42064766E-005  2.78753290E-013  9.60242356E-009  1.04517709E-007  3.17150492E-007  8.29310323E-022  4.31183900E-008  2.55751174E-007  1.65774518E-017  2.58718592E-019  5.25651677E-018  2.20807451E-022  1.63156205E-024  1.15634546E-018  2.32492551E-017  3.65600294E-021  1.73488037E-017  1.40796708E-021  4.00621200E-019  5.22753777E-020  6.24602029E-022  3.37690640E-023  1.09801175E-023  2.32479638E-017  0.00000000E+000  2.90861827E-018  0.00000000E+000  9.03280582E-019
   1.58581345E+21  3.50813921E+002  4.91182086E+001  4.97936826E+001  5.10616177E+001  5.30296378E+001  5.58482559E+001  5.97959379E+001  6.51527043E+001  7.21270290E+001  7.99306207E+001  8.54518364E+001  8.50994567E+001  8.38854518E+001  8.43637157E-005  2.13510137E-013  8.03235331E-009  7.67958697E-008  2.41683468E-007  5.40124186E-022  3.31717463E-008  1.98059345E-007  1.56424133E-017  1.99988645E-019  5.24372305E-018  2.20950299E-022  1.61777692E-024  9.98505479E-019  2.20848531E-017  3.60942252E-021  1.66886421E-017  1.52130610E-021  3.99887120E-019  5.04741168E-020  6.05891984E-022  2.13003187E-023  1.14377149E-023  2.20835666E-017  0.00000000E+000  2.55343832E-018  0.00000000E+000  8.36822780E-019
   1.60750365E+21  3.44159667E+002  4.90681073E+001  4.97434042E+001  5.10110006E+001  5.29785143E+001  5.57964058E+001  5.97431801E+001  6.50990560E+001  7.20730544E+001  7.98797936E+001  8.54093522E+001  8.50597842E+001  8.38452014E+001  8.43563781E-005  1.87605627E-013  7.34643333E-009  6.59280825E-008  2.11312109E-007  4.37646519E-022  2.91997010E-008  1.74583728E-007  1.51745539E-017  1.76123958E-019  5.23844557E-018  2.21009154E-022  1.61877196E-024  9.34140660E-019  2.15234867E-017  3.60785462E-021  1.63679527E-017  1.58110065E-021  3.99127512E-019  4.96418586E-020  5.97329551E-022  1.69022302E-023  1.16262843E-023  2.15228356E-017  0.00000000E+000  2.38565153E-018  0.00000000E+000  8.05519142E-019
   1.62919385E+21  3.37588109E+002  4.90201231E+001  4.96952529E+001  5.09625290E+001  5.29295645E+001  5.57467682E+001  5.96926846E+001  6.50477250E+001  7.20214379E+001  7.98312729E+001  8.53689215E+001  8.50220493E+001  8.38069064E+001  8.43013335E-005  1.64576626E-013  6.71894292E-009  5.64894204E-008  1.84512027E-007  3.53796411E-022  2.56568913E-008  1.53679498E-007  1.47092761E-017  1.54895871E-019  5.23373443E-018  2.21062161E-022  1.62319016E-024  8.76824748E-019  2.09749539E-017  3.61823290E-021  1.60500084E-017  1.64276385E-021  3.97990484E-019  4.88208900E-020  5.88885017E-022  1.34374157E-023  1.17809784E-023  2.09743314E-017  0.00000000E+000  2.22600238E-018  0.00000000E+000  7.75388160E-019
   1.66992409E+21  3.25456505E+002  4.89354307E+001  4.96102713E+001  5.08769929E+001  5.28432003E+001  5.56592100E+001  5.96036391E+001  6.49572475E+001  7.19305223E+001  7.97460229E+001  8.52981939E+001  8.49560858E+001  8.37399382E+001  8.40586907E-005  1.28549837E-013  5.68135728E-009  4.21252459E-008  1.42695391E-007  2.36574899E-022  2.00924256E-008  1.20677574E-007  1.38449465E-017  1.21430608E-019  5.22608962E-018  2.21147221E-022  1.64340873E-024  7.86006193E-019  1.99786957E-017  3.67262383E-021  1.54618644E-017  1.76306549E-021  3.94969310E-019  4.72822552E-020  5.73016408E-022  8.82947442E-024  1.19717859E-023  1.99776377E-017  0.00000000E+000  1.94719534E-018  0.00000000E+000  7.21688101E-019
   1.71065433E+21  3.13587571E+002  4.88573391E+001  4.95319200E+001  5.07981422E+001  5.27636047E+001  5.55785363E+001  5.95216252E+001  6.48739621E+001  7.18469089E+001  7.96678719E+001  8.52337185E+001  8.48960079E+001  8.36789156E+001  8.35950709E-005  1.00846959E-013  4.80353469E-009  3.15141796E-008  1.10678596E-007  1.59243398E-022  1.57947984E-008  9.49707565E-008  1.29959647E-017  9.54077520E-020  5.21949279E-018  2.21214890E-022  1.68534332E-024  7.14235444E-019  1.90253236E-017  3.78193365E-021  1.48867243E-017  1.88820671E-021  3.90810424E-019  4.58445522E-020  5.58312422E-022  5.96959074E-024  1.20577555E-023  1.90243962E-017  0.00000000E+000  1.69481181E-018  0.00000000E+000  6.71412965E-019
   1.75138458E+21  3.02048700E+002  4.87853350E+001  4.94596824E+001  5.07254547E+001  5.26902466E+001  5.55042038E+001  5.94460840E+001  6.47972912E+001  7.17700014E+001  7.95962153E+001  8.51749237E+001  8.48412701E+001  8.36232910E+001  8.29121145E-005  7.93329777E-014  4.06082392E-009  2.36195806E-008  8.59650257E-008  1.07601588E-022  1.24456456E-008  7.47996985E-008  1.21687285E-017  7.50247152E-020  5.21344689E-018  2.21269335E-022  1.74874246E-024  6.56299711E-019  1.81137228E-017  3.94532665E-021  1.43222732E-017  2.01693801E-021  3.85449076E-019  4.44751959E-020  5.44372041E-022  4.22181370E-024  1.20402184E-023  1.81129257E-017  0.00000000E+000  1.46977642E-018  0.00000000E+000  6.24406156E-019
   1.79211483E+21  2.90896765E+002  4.87189437E+001  4.93930811E+001  5.06584476E+001  5.26226353E+001  5.54357112E+001  5.93765002E+001  6.47267030E+001  7.16992523E+001  7.95305006E+001  8.51212915E+001  8.47913790E+001  8.35725686E+001  8.20045009E-005  6.26261583E-014  3.43238991E-009  1.77560927E-008  6.69039082E-008  7.30591024E-023  9.83761850E-009  5.89916740E-008  1.13679140E-017  5.90783072E-020  5.20754259E-018  2.21313241E-022  1.83466303E-024  6.08606246E-019  1.72433643E-017  4.16365259E-021  1.37686817E-017  2.14804859E-021  3.78880633E-019  4.31827474E-020  5.31268185E-022  3.16400372E-024  1.19335138E-023  1.72426968E-017  0.00000000E+000  1.27147974E-018  0.00000000E+000  5.80568145E-019
   1.83284508E+21  2.80185720E+002  4.86577262E+001  4.93316745E+001  5.05966749E+001  5.25603179E+001  5.53725959E+001  5.93123988E+001  6.46617079E+001  7.16341587E+001  7.94702227E+001  8.50723524E+001  8.47458881E+001  8.35262996E+001  8.08721999E-005  4.96285712E-014  2.90067471E-009  1.33980474E-008  5.21888185E-008  4.98625326E-023  7.80412390E-009  4.65993063E-008  1.05974008E-017  4.65988285E-020  5.20145069E-018  2.21348810E-022  1.94348171E-024  5.68282789E-019  1.64139564E-017  4.43645080E-021  1.32269001E-017  2.28046048E-021  3.71132133E-019  4.19766969E-020  5.19126889E-022  2.52552551E-024  1.17528795E-023  1.64134100E-017  0.00000000E+000  1.09855585E-018  0.00000000E+000  5.39827587E-019
   1.87357533E+21  2.69961112E+002  4.86012771E+001  4.92750551E+001  5.05397247E+001  5.25028761E+001  5.53144312E+001  5.92533424E+001  6.46018557E+001  7.15742591E+001  7.94149199E+001  8.50276809E+001  8.47043938E+001  8.34840777E+001  7.95193591E-005  3.94838704E-014  2.45076141E-009  1.01511101E-008  4.08058484E-008  3.42016620E-023  6.21414656E-009  3.68719345E-008  9.86020030E-018  3.68195059E-020  5.19490998E-018  2.21377804E-022  2.07502860E-024  5.33103573E-019  1.56252568E-017  4.76223628E-021  1.26983871E-017  2.41332121E-021  3.62255168E-019  4.08606551E-020  5.07990650E-022  2.13952687E-024  1.15133186E-023  1.56248175E-017  0.00000000E+000  9.49073281E-019  0.00000000E+000  5.02112630E-019
   1.91430559E+21  2.60256955E+002  4.85492221E+001  4.92228463E+001  5.04872170E+001  5.24499245E+001  5.52608241E+001  5.91989281E+001  6.45467323E+001  7.15191296E+001  7.93641706E+001  8.49868910E+001  8.46665306E+001  8.34455350E+001  7.79534853E-005  3.15341580E-014  2.07005847E-009  7.72427265E-009  3.19797918E-008  2.35683097E-023  4.96640441E-009  2.92239883E-008  9.15846973E-018  2.91432800E-020  5.18771559E-018  2.21401607E-022  2.22869922E-024  5.01397181E-019  1.48769494E-017  5.13870743E-021  1.21848332E-017  2.54606700E-021  3.52320013E-019  3.98375521E-020  4.97891131E-022  1.90625706E-024  1.12295328E-023  1.48766024E-017  0.00000000E+000  8.20760256E-019  0.00000000E+000  4.67334533E-019
   1.95503585E+21  2.51094694E+002  4.85012155E+001  4.91747011E+001  5.04388013E+001  5.24011077E+001  5.52114124E+001  5.91487849E+001  6.44959570E+001  7.14683815E+001  7.93175895E+001  8.49496330E+001  8.46319677E+001  8.34103381E+001  7.61851256E-005  2.52781883E-014  1.74799563E-009  5.90449445E-009  2.51220959E-008  1.63108667E-023  3.98336273E-009  2.32023330E-008  8.49357267E-018  2.31089041E-020  5.17970898E-018  2.21421292E-022  2.40351351E-024  4.71949400E-019  1.41685638E-017  5.56282782E-021  1.16879303E-017  2.67845633E-021  3.41412382E-019  3.89124326E-020  4.88889842E-022  1.76723583E-024  1.09161662E-023  1.41682962E-017  0.00000000E+000  7.11207851E-019  0.00000000E+000  4.35381095E-019
   1.99576611E+21  2.42483757E+002  4.84569389E+001  4.91302993E+001  5.03941545E+001  5.23560982E+001  5.51658626E+001  5.91025718E+001  6.44491798E+001  7.14216579E+001  7.92748243E+001  8.49155895E+001  8.46004058E+001  8.33781849E+001  7.42278984E-005  2.03342090E-014  1.47556802E-009  4.53578785E-009  1.97852936E-008  1.13353506E-023  3.20574799E-009  1.84561413E-008  7.86618089E-018  1.83598820E-020  5.17076994E-018  2.21437689E-022  2.59812841E-024  4.43913225E-019  1.34994480E-017  6.03081272E-021  1.12092071E-017  2.81057709E-021  3.29632147E-019  3.80965571E-020  4.81130925E-022  1.68843512E-024  1.05877015E-023  1.34992451E-017  0.00000000E+000  6.18028641E-019  0.00000000E+000  4.06117137E-019
   2.03649637E+21  2.34422863E+002  4.84160984E+001  4.90893455E+001  5.03529789E+001  5.23145943E+001  5.51238675E+001  5.90599748E+001  6.44060791E+001  7.13786314E+001  7.92355534E+001  8.48844727E+001  8.45715735E+001  8.33488018E+001  7.20966184E-005  1.64128077E-014  1.24513920E-009  3.50445825E-009  1.56316755E-008  7.91466094E-024  2.58849182E-009  1.47157091E-008  7.27635784E-018  1.46225808E-020  5.16080771E-018  2.21451432E-022  2.81091733E-024  4.16737034E-019  1.28687494E-017  6.53850116E-021  1.07499118E-017  2.94281051E-021  3.17082615E-019  3.74296751E-020  4.75125916E-022  1.65014392E-024  1.02643073E-023  1.28685982E-017  0.00000000E+000  5.38962985E-019  0.00000000E+000  3.79388763E-019
   2.07722664E+21  2.26903958E+002  4.83784233E+001  4.90515680E+001  5.03150002E+001  5.22763182E+001  5.50851447E+001  5.90207052E+001  6.43663594E+001  7.13390019E+001  7.91994829E+001  8.48560215E+001  8.45452250E+001  8.33219406E+001  6.98156542E-005  1.32864770E-014  1.05024503E-009  2.72410724E-009  1.23894650E-008  5.55117947E-024  2.09607263E-009  1.17627297E-008  6.72369216E-018  1.16760784E-020  5.14976451E-018  2.21463047E-022  3.03975294E-024  3.90087578E-019  1.22754448E-017  7.07973776E-021  1.03110932E-017  3.07597658E-021  3.03912130E-019  3.68794564E-020  4.70478746E-022  1.64039045E-024  9.94420210E-024  1.22754372E-017  0.00000000E+000  4.71967990E-019  0.00000000E+000  3.55034872E-019
   2.11795690E+21  2.19907292E+002  4.83436641E+001  4.90167161E+001  5.02799657E+001  5.22410142E+001  5.50494340E+001  5.89844975E+001  6.43297493E+001  7.13024938E+001  7.91663440E+001  8.48299987E+001  8.45211376E+001  8.32973762E+001  6.74036788E-005  1.07870435E-014  8.85410978E-010  2.13020567E-009  9.85309806E-009  3.90873284E-024  1.70218982E-009  9.42508222E-009  6.20738334E-018  9.34654690E-021  5.13760891E-018  2.21472955E-022  3.28216725E-024  3.63814689E-019  1.17183782E-017  7.64939856E-021  9.89318506E-018  3.21086873E-021  2.90234702E-019  3.65102018E-020  4.68027358E-022  1.65253811E-024  9.64979452E-024  1.17183625E-017  0.00000000E+000  4.15181011E-019  0.00000000E+000  3.32872312E-019
   2.15868717E+21  2.13412826E+002  4.83115910E+001  4.89845591E+001  5.02476429E+001  5.22084469E+001  5.50164963E+001  5.89511076E+001  6.42959993E+001  7.12688545E+001  7.91358912E+001  8.48061893E+001  8.44991094E+001  8.32749043E+001  6.48855853E-005  8.78110664E-015  7.46034766E-010  1.67964886E-009  7.87604269E-009  2.77078783E-024  1.38593901E-009  7.58233283E-009  5.72623158E-018  7.51235363E-021  5.12430435E-018  2.21481424E-022  3.53600019E-024  3.37907938E-019  1.11961812E-017  8.24110720E-021  9.49658158E-018  3.34876763E-021  2.76191916E-019  3.63372157E-020  4.67994376E-022  1.68254273E-024  9.38788666E-024  1.11961727E-017  0.00000000E+000  3.67014159E-019  0.00000000E+000  3.12733734E-019
   2.19941745E+21  2.07395636E+002  4.82819925E+001  4.89548844E+001  5.02178176E+001  5.21783998E+001  5.49861114E+001  5.89203110E+001  6.42648805E+001  7.12378520E+001  7.91079000E+001  8.47843977E+001  8.44789571E+001  8.32543396E+001  6.22858888E-005  7.16590936E-015  6.28191661E-010  1.33555335E-009  6.32938996E-009  1.97707621E-024  1.13120050E-009  6.12503711E-009  5.27886989E-018  6.06341919E-021  5.10984633E-018  2.21488729E-022  3.79848350E-024  3.12433218E-019  1.07074381E-017  8.84853614E-021  9.12126959E-018  3.49105440E-021  2.61918063E-019  3.63964835E-020  4.70874324E-022  1.72819608E-024  9.16833114E-024  1.07074333E-017  0.00000000E+000  3.26093978E-019  0.00000000E+000  2.94448649E-019
   2.24014772E+21  2.01828323E+002  4.82546737E+001  4.89274966E+001  5.01902927E+001  5.21506736E+001  5.49580771E+001  5.88919015E+001  6.42361824E+001  7.12092737E+001  7.90821654E+001  8.47644464E+001  8.44605144E+001  8.32355139E+001  5.96289793E-005  5.86141317E-015  5.28567567E-010  1.07235417E-009  5.11986806E-009  1.42258727E-024  9.25402920E-010  4.97347995E-009  4.86372682E-018  4.91962384E-021  5.09422628E-018  2.21495064E-022  4.06706708E-024  2.87517563E-019  1.02506159E-017  9.46538027E-021  8.76697054E-018  3.63925331E-021  2.47541807E-019  3.67339506E-020  4.77299143E-022  1.78843034E-024  9.00109346E-024  1.02506155E-017  0.00000000E+000  2.91249791E-019  0.00000000E+000  2.77852832E-019
   2.29106057E+21  1.95470597E+002  4.82234593E+001  4.88962048E+001  5.01588469E+001  5.21190015E+001  5.49260574E+001  5.88594591E+001  6.42034210E+001  7.11766642E+001  7.90528862E+001  8.47418509E+001  8.44396368E+001  8.32141956E+001  5.62668340E-005  4.56913920E-015  4.25419382E-010  8.25150178E-010  3.96100026E-009  9.51487770E-025  7.21479363E-010  3.85772808E-009  4.38757266E-018  3.81256783E-021  5.07308145E-018  2.21501907E-022  4.40709299E-024  2.57391818E-019  9.72208442E-018  1.02393924E-020  8.35277641E-018  3.83611098E-021  2.29596597E-019  3.75790722E-020  4.90806010E-022  1.88399026E-024  8.86408481E-024  9.72208460E-018  0.00000000E+000  2.54822477E-019  0.00000000E+000  2.59281689E-019
   2.34197342E+21  1.89704200E+002  4.81952085E+001  4.88678853E+001  5.01303904E+001  5.20903442E+001  5.48970897E+001  5.88301143E+001  6.41737977E+001  7.11471927E+001  7.90265093E+001  8.47215966E+001  8.44209311E+001  8.31950884E+001  5.28969941E-005  3.57547315E-015  3.41817300E-010  6.45511047E-010  3.10207127E-009  6.46426349E-025  5.64639028E-010  3.02140031E-009  3.95577016E-018  2.98362503E-021  5.05012814E-018  2.21507739E-022  4.74784634E-024  2.28691378E-019  9.23779957E-018  1.10077062E-020  7.96946555E-018  4.04772520E-021  2.11931133E-019  3.90011011E-020  5.11875124E-022  2.00230193E-024  8.82462453E-024  9.23780075E-018  0.00000000E+000  2.24712391E-019  0.00000000E+000  2.42793129E-019
   2.39288627E+21  1.84485919E+002  4.81696336E+001  4.88422495E+001  5.01046325E+001  5.20644078E+001  5.48708757E+001  5.88035637E+001  6.41470040E+001  7.11205482E+001  7.90027382E+001  8.47034319E+001  8.44041626E+001  8.31779543E+001  4.95599712E-005  2.80551428E-015  2.74064819E-010  5.13320861E-010  2.46031629E-009  4.46175655E-025  4.43085591E-010  2.39017914E-009  3.56489319E-018  2.35857372E-021  5.02535545E-018  2.21512764E-022  5.08488920E-024  2.01688508E-019  8.79452233E-018  1.17594671E-020  7.61520362E-018  4.27837474E-021  1.94701740E-019  4.10878584E-020  5.41752652E-022  2.14514209E-024  8.88668830E-024  8.79452387E-018  0.00000000E+000  1.99733262E-019  0.00000000E+000  2.28165961E-019
   2.41834270E+21  1.82037740E+002  4.81577675E+001  4.88303554E+001  5.00926825E+001  5.20523761E+001  5.48587164E+001  5.87912498E+001  6.41345803E+001  7.11081977E+001  7.89917457E+001  8.46950624E+001  8.43964388E+001  8.31700601E+001  4.79125794E-005  2.49145552E-015  2.45181770E-010  4.60989642E-010  2.20375456E-009  3.73906210E-025  3.93499254E-010  2.13636995E-009  3.38376017E-018  2.10739855E-021  5.01228473E-018  2.21515006E-022  5.25097602E-024  1.88895807E-019  8.58727488E-018  1.21285136E-020  7.44870840E-018  4.39974076E-021  1.86343249E-019  4.24351963E-020  5.60761977E-022  2.22582831E-024  8.96224411E-024  8.58729605E-018  0.00000000E+000  1.88720822E-019  0.00000000E+000  2.21400921E-019
   2.43107091E+21  1.80860795E+002  4.81520514E+001  4.88246260E+001  5.00869263E+001  5.20465808E+001  5.48528599E+001  5.87853192E+001  6.41285974E+001  7.11022510E+001  7.89864592E+001  8.46910444E+001  8.43927314E+001  8.31662704E+001  4.70964124E-005  2.34824076E-015  2.31906513E-010  4.37497703E-010  2.08819856E-009  3.42820485E-025  3.70886113E-010  2.02171230E-009  3.29658391E-018  1.99396726E-021  5.00557737E-018  2.21516072E-022  5.33318805E-024  1.82684358E-019  8.48706646E-018  1.23104649E-020  7.36806984E-018  4.46289092E-021  1.82222713E-019  4.31760409E-020  5.71170571E-022  2.26883393E-024  9.01004008E-024  8.48727437E-018  0.00000000E+000  1.83583317E-019  0.00000000E+000  2.18170873E-019
   2.44379913E+21  1.79723643E+002  4.81464751E+001  4.88190367E+001  5.00813110E+001  5.20409275E+001  5.48471471E+001  5.87795343E+001  6.41227620E+001  7.10964515E+001  7.89813074E+001  8.46871334E+001  8.43891231E+001  8.31625818E+001  4.62867769E-005  2.21183237E-015  2.19253808E-010  4.15394075E-010  1.97942488E-009  3.14241542E-025  3.49347017E-010  1.91348669E-009  3.21159910E-018  1.88692646E-021  4.99874945E-018  2.21517109E-022  5.41466628E-024  1.76599661E-019  8.38906207E-018  1.24892278E-020  7.28870548E-018  4.52854807E-021  1.78122437E-019  4.39708582E-020  5.82301655E-022  2.31392683E-024  9.06159487E-024  8.38926347E-018  0.00000000E+000  1.78715997E-019  0.00000000E+000  2.15063682E-019
   2.48563073E+21  1.76206915E+002  4.81290902E+001  4.88016119E+001  5.00638057E+001  5.20233049E+001  5.48293400E+001  5.87615038E+001  6.41045771E+001  7.10783821E+001  7.89652827E+001  8.46749980E+001  8.43779290E+001  8.31511367E+001  4.36716628E-005  1.81574370E-015  1.82214913E-010  3.52411445E-010  1.66875736E-009  2.37308581E-025  2.86800290E-010  1.60322181E-009  2.94713233E-018  1.58018980E-021  4.97546808E-018  2.21520294E-022  5.67732937E-024  1.57516731E-019  8.08192453E-018  1.30587341E-020  7.03824491E-018  4.75910957E-021  1.64924006E-019  4.69559846E-020  6.23919680E-022  2.47643983E-024  9.27517526E-024  8.08192551E-018  0.00000000E+000  1.64240819E-019  0.00000000E+000  2.05540325E-019
   2.52746233E+21  1.72933610E+002  4.81130604E+001  4.87855457E+001  5.00476661E+001  5.20070586E+001  5.48129251E+001  5.87448851E+001  6.40878200E+001  7.10617366E+001  7.89505581E+001  8.46638889E+001  8.43676845E+001  8.31406601E+001  4.11307831E-005  1.49517708E-015  1.51129169E-010  3.02161181E-010  1.42018160E-009  1.81708873E-025  2.36175246E-010  1.35423652E-009  2.70414301E-018  1.33416944E-021  4.95089117E-018  2.21523143E-022  5.93136764E-024  1.39863872E-019  7.79645969E-018  1.36051117E-020  6.80402857E-018  5.00734186E-021  1.52294394E-019  5.06511744E-020  6.75185208E-022  2.66050757E-024  9.56665458E-024  7.79646482E-018  0.00000000E+000  1.51525718E-019  0.00000000E+000  1.96793750E-019
   2.56929394E+21  1.69908252E+002  4.80982771E+001  4.87707294E+001  5.00327830E+001  5.19920783E+001  5.47977907E+001  5.87295645E+001  6.40723754E+001  7.10463992E+001  7.89370247E+001  8.46537160E+001  8.43583062E+001  8.31310669E+001  3.86755010E-005  1.23282657E-015  1.24986455E-010  2.61467761E-010  1.21891594E-009  1.40768218E-025  1.94741141E-010  1.15227792E-009  2.48099235E-018  1.13472216E-021  4.92496524E-018  2.21525704E-022  6.17525307E-024  1.23647071E-019  7.53096709E-018  1.41221442E-020  6.58429801E-018  5.27792832E-021  1.40221520E-019  5.51890334E-020  7.37937560E-022  2.86918260E-024  9.93388667E-024  7.53105518E-018  0.00000000E+000  1.40402013E-019  0.00000000E+000  1.88811246E-019
   2.61112555E+21  1.67104977E+002  4.80846410E+001  4.87570633E+001  5.00190559E+001  5.19782628E+001  5.47838342E+001  5.87154377E+001  6.40581374E+001  7.10322639E+001  7.89245832E+001  8.46443975E+001  8.43497179E+001  8.31222800E+001  3.63139696E-005  1.01768315E-015  1.03132536E-010  2.28022457E-010  1.05408590E-009  1.10179139E-025  1.60760785E-010  9.86873901E-010  2.27615411E-018  9.71456234E-022  4.89764864E-018  2.21528012E-022  6.40791136E-024  1.08852230E-019  7.28385438E-018  1.46072513E-020  6.37776371E-018  5.57284885E-021  1.28732216E-019  6.06224356E-020  8.12979472E-022  3.10515792E-024  1.03720671E-023  7.28396308E-018  0.00000000E+000  1.30615018E-019  0.00000000E+000  1.81502397E-019
   2.65295715E+21  1.64501060E+002  4.80720606E+001  4.87444555E+001  5.00063925E+001  5.19655189E+001  5.47709613E+001  5.87024091E+001  6.40450090E+001  7.10192336E+001  7.89131427E+001  8.46358592E+001  8.43418506E+001  8.31142289E+001  3.40509987E-005  8.41001570E-016  8.48470915E-011  2.00288204E-010  9.18116170E-010  8.71316470E-026  1.32853911E-010  8.50709173E-010  2.08818798E-018  8.37112933E-022  4.86887948E-018  2.21530086E-022  6.62834229E-024  9.54373112E-020  7.05357005E-018  1.50577334E-020  6.18317768E-018  5.89406258E-021  1.17838198E-019  6.71337980E-020  9.02861317E-022  3.37139444E-024  1.08828089E-023  7.05369097E-018  0.00000000E+000  1.21957583E-019  0.00000000E+000  1.74789472E-019
   2.69478876E+21  1.62074384E+002  4.80604520E+001  4.87328220E+001  4.99947082E+001  5.19537613E+001  5.47590855E+001  5.86903908E+001  6.40329013E+001  7.10072193E+001  7.89026201E+001  8.46280332E+001  8.43346416E+001  8.31068500E+001  3.18898807E-005  6.95691907E-016  6.95683446E-011  1.77030267E-010  8.04903867E-010  6.95744870E-026  1.09901349E-010  7.37789657E-010  1.91575099E-018  7.25750936E-022  4.83859227E-018  2.21531944E-022  6.83565958E-024  8.33439512E-020  6.83864133E-018  1.54711032E-020  5.99928469E-018  6.24333916E-021  1.07544421E-019  7.49042080E-020  1.01014443E-021  3.67121229E-024  1.14643930E-023  6.83876785E-018  0.00000000E+000  1.14253740E-019  0.00000000E+000  1.68599951E-019
   2.73662037E+21  1.59804853E+002  4.80497380E+001  4.87220854E+001  4.99839253E+001  5.19429114E+001  5.47481273E+001  5.86793023E+001  6.40217325E+001  7.09961392E+001  7.88929396E+001  8.46208582E+001  8.43280337E+001  8.31000850E+001  2.98329638E-005  5.76030950E-016  5.69208027E-011  1.57348024E-010  7.09892646E-010  5.60792966E-026  9.09995400E-011  6.43586559E-010  1.75759633E-018  6.32883314E-022  4.80672759E-018  2.21533600E-022  7.02925289E-024  7.25047356E-020  6.63769011E-018  1.58455958E-020  5.82496163E-018  6.62214692E-021  9.78522501E-020  8.40286879E-020  1.13625591E-021  4.00852500E-024  1.21167949E-023  6.63781731E-018  0.00000000E+000  1.07357587E-019  0.00000000E+000  1.62869680E-019
   2.77845199E+21  1.57672016E+002  4.80398479E+001  4.87121747E+001  4.99739722E+001  5.19328973E+001  5.47380140E+001  5.86690695E+001  6.40114277E+001  7.09859184E+001  7.88840317E+001  8.46142780E+001  8.43219751E+001  8.30938811E+001  2.78801027E-005  4.77348219E-016  4.64075162E-011  1.40459531E-010  6.29195707E-010  4.55548991E-026  7.54110537E-011  5.64170793E-010  1.61256192E-018  5.54622150E-022  4.77320025E-018  2.21535063E-022  7.20830721E-024  6.28357937E-020  6.44938133E-018  1.61786027E-020  5.65894046E-018  7.03215550E-021  8.87523881E-020  9.47781982E-020  1.28503155E-021  4.38745190E-024  1.28321510E-023  6.44950551E-018  0.00000000E+000  1.01141382E-019  0.00000000E+000  1.57536312E-019
   2.82028360E+21  1.55657018E+002  4.80307166E+001  4.87030245E+001  4.99647832E+001  5.19236527E+001  5.47286784E+001  5.86596244E+001  6.40019180E+001  7.09764883E+001  7.88758328E+001  8.46082416E+001  8.43164183E+001  8.30881900E+001  2.60305555E-005  3.95882605E-016  3.77082160E-011  1.25870134E-010  5.60204429E-010  3.72916946E-026  6.25419776E-011  4.96888950E-010  1.47957448E-018  4.88340823E-022  4.73793388E-018  2.21536339E-022  7.37210357E-024  5.42528191E-020  6.27247844E-018  1.64677167E-020  5.50004974E-018  7.47387381E-021  8.02336982E-020  1.07388774E-019  1.45988637E-021  4.81268513E-024  1.36091840E-023  6.27259695E-018  0.00000000E+000  9.54979495E-020  0.00000000E+000  1.52543969E-019
   2.86211521E+21  1.53742163E+002  4.80222841E+001  4.86945748E+001  4.99562982E+001  5.19151168E+001  5.47200591E+001  5.86509048E+001  6.39931403E+001  7.09677857E+001  7.88682848E+001  8.46027025E+001  8.43113204E+001  8.30829680E+001  2.42827602E-005  3.28557233E-016  3.05452778E-011  1.13163445E-010  5.00756897E-010  3.07457616E-026  5.19064123E-011  4.39506391E-010  1.35764297E-018  4.31829240E-022  4.70085024E-018  2.21537430E-022  7.51998375E-024  4.66690331E-020  6.10582313E-018  1.67106284E-020  5.34718307E-018  7.94756861E-021  7.22824998E-020  1.22081091E-019  1.66408369E-021  5.28958368E-024  1.44429251E-023  6.10593417E-018  0.00000000E+000  9.03363443E-020  0.00000000E+000  1.47841706E-019
   2.90394683E+21  1.51910681E+002  4.80144955E+001  4.86867706E+001  4.99484616E+001  5.19072338E+001  5.47120996E+001  5.86428531E+001  6.39850367E+001  7.09597528E+001  7.88613343E+001  8.45976183E+001  8.43066421E+001  8.30781750E+001  2.26343838E-005  2.72862352E-016  2.46727601E-011  1.02018268E-010  4.49171422E-010  2.55183124E-026  4.31079924E-011  3.90264270E-010  1.24585336E-018  3.83348580E-022  4.66187007E-018  2.21538338E-022  7.65126584E-024  3.99976349E-020  5.94833361E-018  1.69048838E-020  5.19927397E-018  8.45277288E-021  6.48826742E-020  1.39089379E-019  1.90113968E-021  5.82418426E-024  1.53273112E-023  5.94843594E-018  0.00000000E+000  8.55787284E-020  0.00000000E+000  1.43382643E-019
