     NH               Temp.Gaz         Ab..h            Ab..h2           Ab..c            Ab..co        
   1.44286150E+22  1.01738786E+001  4.62284100E+000  4.97686405E+002  1.47282402E-004  9.96904611E-002
   1.45237485E+22  1.01841135E+001  4.62028122E+000  4.97687684E+002  1.47286207E-004  9.96904565E-002
   1.46188821E+22  1.01941222E+001  4.61779434E+000  4.97688927E+002  1.47292131E-004  9.96904504E-002
   1.47140156E+22  1.02039061E+001  4.61537791E+000  4.97690135E+002  1.47299847E-004  9.96904432E-002
   1.48091491E+22  1.02134668E+001  4.61302969E+000  4.97691308E+002  1.47309065E-004  9.96904349E-002
   1.49042827E+22  1.02228056E+001  4.61074761E+000  4.97692449E+002  1.47319525E-004  9.96904259E-002
   1.49994162E+22  1.02319241E+001  4.60852978E+000  4.97693557E+002  1.47330994E-004  9.96904161E-002
   1.50945498E+22  1.02408236E+001  4.60637443E+000  4.97694634E+002  1.47343266E-004  9.96904059E-002
   1.51896833E+22  1.02495058E+001  4.60427995E+000  4.97695681E+002  1.47356157E-004  9.96903954E-002
   1.52848168E+22  1.02579719E+001  4.60224486E+000  4.97696698E+002  1.47369504E-004  9.96903845E-002
   1.53799504E+22  1.02662234E+001  4.60026776E+000  4.97697686E+002  1.47383162E-004  9.96903736E-002
   1.54750839E+22  1.02742617E+001  4.59834740E+000  4.97698646E+002  1.47396999E-004  9.96903625E-002
   1.55702175E+22  1.02820882E+001  4.59648258E+000  4.97699577E+002  1.47410902E-004  9.96903515E-002
   1.56653510E+22  1.02897041E+001  4.59467222E+000  4.97700482E+002  1.47424770E-004  9.96903406E-002
   1.57604845E+22  1.02971108E+001  4.59291530E+000  4.97701360E+002  1.47438510E-004  9.96903299E-002
   1.58556181E+22  1.03043095E+001  4.59121089E+000  4.97702212E+002  1.47452045E-004  9.96903193E-002
   1.59507516E+22  1.03113014E+001  4.58955811E+000  4.97703038E+002  1.47465304E-004  9.96903091E-002
   1.60458851E+22  1.03180877E+001  4.58795615E+000  4.97703838E+002  1.47478224E-004  9.96902991E-002
   1.61410187E+22  1.03258207E+001  4.58621731E+000  4.97704707E+002  1.47495929E-004  9.96902856E-002
   1.62361522E+22  1.03330479E+001  4.58451293E+000  4.97705559E+002  1.47511743E-004  9.96902734E-002
   1.63312858E+22  1.03400531E+001  4.58287388E+000  4.97706378E+002  1.47526997E-004  9.96902617E-002
   1.64264193E+22  1.03468398E+001  4.58128798E+000  4.97707170E+002  1.47541653E-004  9.96902505E-002
   1.65215528E+22  1.03534085E+001  4.57975389E+000  4.97707937E+002  1.47555678E-004  9.96902399E-002
   1.66166864E+22  1.03597600E+001  4.57827109E+000  4.97708678E+002  1.47569043E-004  9.96902297E-002
   1.67118199E+22  1.03658947E+001  4.57683913E+000  4.97709394E+002  1.47581724E-004  9.96902202E-002
   1.68069534E+22  1.03718133E+001  4.57545760E+000  4.97710084E+002  1.47593699E-004  9.96902112E-002
   1.69020870E+22  1.03775164E+001  4.57412611E+000  4.97710749E+002  1.47604951E-004  9.96902027E-002
   1.69972205E+22  1.03830044E+001  4.57284430E+000  4.97711390E+002  1.47615465E-004  9.96901949E-002
   1.70923541E+22  1.03882780E+001  4.57161183E+000  4.97712006E+002  1.47625229E-004  9.96901877E-002
   1.71874876E+22  1.03933377E+001  4.57042838E+000  4.97712597E+002  1.47634233E-004  9.96901811E-002
   1.72826211E+22  1.03981839E+001  4.56929367E+000  4.97713164E+002  1.47642468E-004  9.96901751E-002
   1.73777547E+22  1.04028172E+001  4.56820743E+000  4.97713707E+002  1.47649928E-004  9.96901697E-002
   1.74728882E+22  1.04072379E+001  4.56716939E+000  4.97714226E+002  1.47656609E-004  9.96901650E-002
   1.75680217E+22  1.04114465E+001  4.56617933E+000  4.97714720E+002  1.47662508E-004  9.96901609E-002
   1.76631553E+22  1.04154435E+001  4.56523702E+000  4.97715191E+002  1.47667622E-004  9.96901574E-002
   1.77582888E+22  1.04192293E+001  4.56434227E+000  4.97715638E+002  1.47671951E-004  9.96901546E-002
   1.78534223E+22  1.04228041E+001  4.56349488E+000  4.97716062E+002  1.47675495E-004  9.96901524E-002
   1.79485559E+22  1.04261684E+001  4.56269469E+000  4.97716461E+002  1.47678256E-004  9.96901508E-002
   1.80436894E+22  1.04293226E+001  4.56194152E+000  4.97716838E+002  1.47680234E-004  9.96901499E-002
   1.81388229E+22  1.04322668E+001  4.56123525E+000  4.97717191E+002  1.47681434E-004  9.96901496E-002
   1.82339565E+22  1.04350017E+001  4.56057571E+000  4.97717520E+002  1.47681858E-004  9.96901499E-002
   1.83290900E+22  1.04375273E+001  4.55996279E+000  4.97717827E+002  1.47681511E-004  9.96901509E-002
   1.84242236E+22  1.04398439E+001  4.55939640E+000  4.97718110E+002  1.47680395E-004  9.96901524E-002
   1.85193571E+22  1.04419518E+001  4.55887644E+000  4.97718369E+002  1.47678516E-004  9.96901546E-002
   1.86144906E+22  1.04438510E+001  4.55840282E+000  4.97718606E+002  1.47675879E-004  9.96901574E-002
   1.87096242E+22  1.04455420E+001  4.55797548E+000  4.97718819E+002  1.47672488E-004  9.96901608E-002
   1.88047577E+22  1.04470247E+001  4.55759435E+000  4.97719010E+002  1.47668350E-004  9.96901649E-002
   1.88998912E+22  1.04482995E+001  4.55725937E+000  4.97719177E+002  1.47663470E-004  9.96901695E-002
   1.89950248E+22  1.04493664E+001  4.55697051E+000  4.97719322E+002  1.47657854E-004  9.96901747E-002
   1.90901583E+22  1.04502255E+001  4.55672772E+000  4.97719443E+002  1.47651507E-004  9.96901805E-002
   1.91852918E+22  1.04508771E+001  4.55653099E+000  4.97719541E+002  1.47644437E-004  9.96901869E-002
   1.92804254E+22  1.04513212E+001  4.55638026E+000  4.97719616E+002  1.47636649E-004  9.96901939E-002
   1.93755589E+22  1.04515582E+001  4.55627553E+000  4.97719669E+002  1.47628151E-004  9.96902014E-002
   1.94706925E+22  1.04515877E+001  4.55621682E+000  4.97719698E+002  1.47618947E-004  9.96902095E-002
   1.95658260E+22  1.04491510E+001  4.56285763E+000  4.97716378E+002  1.47617289E-004  9.96902187E-002
   1.96609595E+22  1.04510459E+001  4.55673668E+000  4.97719438E+002  1.47599462E-004  9.96902272E-002
   1.97560931E+22  1.04510321E+001  4.56300115E+000  4.97716306E+002  1.47595426E-004  9.96902377E-002
   1.98512266E+22  1.04502567E+001  4.56346876E+000  4.97716072E+002  1.47584289E-004  9.96902478E-002
   1.99463601E+22  1.04492448E+001  4.56366092E+000  4.97715976E+002  1.47571669E-004  9.96902587E-002
   2.00414937E+22  1.04480238E+001  4.56388165E+000  4.97715866E+002  1.47558335E-004  9.96902701E-002
