     NH               Temp.Gaz         Ab..h            Ab..h2           Ab..c            Ab..co        
   3.15494369E+19  1.36547647E+003  3.15996080E+005  1.13035935E+000  1.87067151E-003  6.76965492E-007
   4.07301459E+19  1.39001216E+003  3.15995914E+005  1.20056532E+000  1.99385389E-003  7.68977408E-007
   5.70221998E+19  1.43224653E+003  3.15995620E+005  1.32786359E+000  2.21024564E-003  9.47491298E-007
   6.92412389E+19  1.46330773E+003  3.15995397E+005  1.42701129E+000  2.37310043E-003  1.09703923E-006
   8.14602772E+19  1.49461777E+003  3.15995165E+005  1.53147895E+000  2.53911170E-003  1.26326184E-006
   9.83312471E+19  1.53898348E+003  3.15994825E+005  1.68744261E+000  2.77576766E-003  1.52578883E-006
   1.15202215E+20  1.58519741E+003  3.15994452E+005  1.86061306E+000  3.02241521E-003  1.83448709E-006
   1.27131791E+20  1.61954683E+003  3.15994162E+005  1.99645622E+000  3.20375975E-003  2.08652871E-006
   1.39061365E+20  1.65549841E+003  3.15993846E+005  2.14577790E+000  3.39112826E-003  2.37170845E-006
   1.50990939E+20  1.69333893E+003  3.15993496E+005  2.31140355E+000  3.58488515E-003  2.69582835E-006
   1.62920513E+20  1.73328923E+003  3.15993107E+005  2.49670991E+000  3.78534368E-003  3.06605135E-006
   1.83285566E+20  1.80687527E+003  3.15992325E+005  2.87104276E+000  4.14421112E-003  3.83172860E-006
   1.98559355E+20  1.86663174E+003  3.15991611E+005  3.21417464E+000  4.42883848E-003  4.54986081E-006
   2.10014696E+20  1.91376758E+003  3.15990984E+005  3.51626968E+000  4.65223566E-003  5.19440819E-006
   2.21470036E+20  1.96269298E+003  3.15990258E+005  3.86599096E+000  4.88587295E-003  5.95398405E-006
   2.32925374E+20  2.01283742E+003  3.15989415E+005  4.27234103E+000  5.13157314E-003  6.85641925E-006
   2.44380712E+20  2.06352710E+003  3.15988432E+005  4.74590710E+000  5.39180698E-003  7.93692664E-006
   2.62159054E+20  2.14133564E+003  3.15986568E+005  5.64414284E+000  5.83223456E-003  1.00724568E-005
   2.75492807E+20  2.19794723E+003  3.15984841E+005  6.47531281E+000  6.19815771E-003  1.21568560E-005
   2.88826558E+20  2.25183946E+003  3.15982760E+005  7.47644666E+000  6.60373525E-003  1.47928056E-005
   3.02160305E+20  2.30242481E+003  3.15980248E+005  8.68358605E+000  7.05750782E-003  1.81467048E-005
   3.15494047E+20  2.34894709E+003  3.15977216E+005  1.01404779E+001  7.57026123E-003  2.24295845E-005
   3.26969901E+20  2.38547353E+003  3.15974117E+005  1.16287668E+001  8.06734778E-003  2.70641841E-005
   3.38445750E+20  2.41917530E+003  3.15970455E+005  1.33882847E+001  8.62795973E-003  3.28255626E-005
   3.47052633E+20  2.44244075E+003  3.15967299E+005  1.49046455E+001  9.09574921E-003  3.80365996E-005
   3.55659513E+20  2.46368336E+003  3.15963751E+005  1.66107452E+001  9.60972182E-003  4.41541440E-005
   3.68569824E+20  2.49300538E+003  3.15957537E+005  1.96008326E+001  1.04835957E-002  5.54370324E-005
   3.81480126E+20  2.51773471E+003  3.15950135E+005  2.31661276E+001  1.14997219E-002  6.97980393E-005
   3.94390416E+20  2.53881288E+003  3.15941244E+005  2.74556565E+001  1.26919698E-002  8.81446712E-005
   4.07300692E+20  2.55589015E+003  3.15930594E+005  3.26027842E+001  1.40960080E-002  1.11537453E-004
   4.17483140E+20  2.56591844E+003  3.15920720E+005  3.73830830E+001  1.53819708E-002  1.34423049E-004
   4.27665577E+20  2.57322426E+003  3.15909263E+005  4.29391288E+001  1.68575308E-002  1.62175982E-004
   4.39545073E+20  2.57833595E+003  3.15893555E+005  5.05711755E+001  1.88623231E-002  2.02099251E-004
   4.51424551E+20  2.57952653E+003  3.15874757E+005  5.97241650E+001  2.12375580E-002  2.52197664E-004
   4.58849215E+20  2.57799876E+003  3.15861174E+005  6.63492392E+001  2.29431274E-002  2.89778548E-004
   4.66273871E+20  2.57501224E+003  3.15845958E+005  7.37807499E+001  2.48466421E-002  3.33105848E-004
   4.73698519E+20  2.57015700E+003  3.15828816E+005  8.21644581E+001  2.69787228E-002  3.83161787E-004
   4.81123157E+20  2.56353759E+003  3.15809442E+005  9.16527067E+001  2.93751654E-002  4.41122408E-004
   4.92260097E+20  2.55014630E+003  3.15775318E+005  1.08391453E+002  3.35647671E-002  5.46116843E-004
   4.97828558E+20  2.54183074E+003  3.15755564E+005  1.18095815E+002  3.59715102E-002  6.08235882E-004
   5.03397012E+20  2.53212533E+003  3.15733602E+005  1.28895343E+002  3.86293216E-002  6.78142772E-004
   5.11749682E+20  2.51498562E+003  3.15695809E+005  1.47501390E+002  4.31633432E-002  8.00124739E-004
   5.20102335E+20  2.49476940E+003  3.15650991E+005  1.69597613E+002  4.84797110E-002  9.46807761E-004
   5.26366814E+20  2.47726147E+003  3.15611553E+005  1.89064670E+002  5.30978962E-002  1.07683407E-003
   5.32631283E+20  2.45738381E+003  3.15565888E+005  2.11628124E+002  5.83815092E-002  1.22797300E-003
   5.38895741E+20  2.43513843E+003  3.15512795E+005  2.37888441E+002  6.44459989E-002  1.40402528E-003
   5.45160187E+20  2.41022947E+003  3.15450286E+005  2.68836276E+002  7.14757431E-002  1.61075767E-003
   5.51424620E+20  2.38232048E+003  3.15376110E+005  3.05595842E+002  7.96816866E-002  1.85480007E-003
   5.57689040E+20  2.35083520E+003  3.15286536E+005  3.50029049E+002  8.93822053E-002  2.14588724E-003
   5.63953445E+20  2.31510953E+003  3.15176594E+005  4.04617463E+002  1.01001677E-001  2.49673843E-003
   5.70217834E+20  2.27447233E+003  3.15039328E+005  4.72836834E+002  1.15106994E-001  2.92396379E-003
   5.75308881E+20  2.23708345E+003  3.14900336E+005  5.41971848E+002  1.28963981E-001  3.34337653E-003
   5.80399916E+20  2.19573174E+003  3.14727147E+005  6.28181327E+002  1.45681171E-001  3.84695196E-003
   5.84218184E+20  2.16039687E+003  3.14567598E+005  7.07650999E+002  1.60625648E-001  4.29356613E-003
   5.88036444E+20  2.12162999E+003  3.14373255E+005  8.04503006E+002  1.78280844E-001  4.81539146E-003
   5.91854696E+20  2.07863411E+003  3.14133336E+005  9.24132301E+002  1.99342913E-001  5.42839519E-003
   5.95672941E+20  2.02948572E+003  3.13830467E+005  1.07522849E+003  2.24908352E-001  6.15648990E-003
   5.99491177E+20  1.97553824E+003  3.13442722E+005  1.26876333E+003  2.56298759E-001  7.02498599E-003
   6.03309405E+20  1.91576360E+003  3.12935161E+005  1.52222181E+003  2.95472412E-001  8.06759873E-003
   6.07127626E+20  1.84797061E+003  3.12255523E+005  1.86175828E+003  3.45128729E-001  9.32277291E-003
   6.10945841E+20  1.77383499E+003  3.11339363E+005  2.31963451E+003  4.08109750E-001  1.08140807E-002
   6.14127684E+20  1.70818178E+003  3.10341419E+005  2.81853175E+003  4.72576508E-001  1.22357015E-002
   6.17309526E+20  1.64050912E+003  3.09083584E+005  3.44748972E+003  5.48722764E-001  1.37967161E-002
   6.20491371E+20  1.57381254E+003  3.07556293E+005  4.21130676E+003  6.34691799E-001  1.54327436E-002
   6.23673221E+20  1.51040438E+003  3.05774463E+005  5.10251379E+003  7.27341956E-001  1.70771870E-002
   6.26855077E+20  1.45269859E+003  3.03801461E+005  6.08939769E+003  8.21714010E-001  1.86585445E-002
   6.30036941E+20  1.40188938E+003  3.01728183E+005  7.12646287E+003  9.13521234E-001  2.01375925E-002
   6.33218815E+20  1.35801088E+003  2.99616612E+005  8.18269077E+003  9.99867956E-001  2.14919181E-002
   6.36400696E+20  1.32055103E+003  2.97533753E+005  9.22454900E+003  1.07966807E+000  2.27321692E-002
   6.41969010E+20  1.26690304E+003  2.93982764E+005  1.10007408E+004  1.20529446E+000  2.46848522E-002
   6.47537345E+20  1.22632862E+003  2.90769693E+005  1.26078459E+004  1.31602404E+000  2.64758676E-002
   6.53105699E+20  1.19414702E+003  2.87782589E+005  1.41018862E+004  1.41624098E+000  2.81504086E-002
   6.58674070E+20  1.16782521E+003  2.84988618E+005  1.54992886E+004  1.51060149E+000  2.97839502E-002
   6.65170519E+20  1.14194682E+003  2.81888924E+005  1.70495567E+004  1.61634683E+000  3.16702598E-002
   6.71666984E+20  1.12006979E+003  2.78926497E+005  1.85311332E+004  1.72055322E+000  3.35836028E-002
   6.78163463E+20  1.10094683E+003  2.76081690E+005  1.99538577E+004  1.82241599E+000  3.54983206E-002
   6.84659955E+20  1.08394997E+003  2.73311312E+005  2.13393327E+004  1.92434029E+000  3.74507093E-002
   6.90073707E+20  1.07110778E+003  2.71055958E+005  2.24672255E+004  2.00943447E+000  3.91062988E-002
   6.95487465E+20  1.05918123E+003  2.68825316E+005  2.35827453E+004  2.09537970E+000  4.07969529E-002
   7.00901231E+20  1.04805014E+003  2.66620752E+005  2.46852115E+004  2.18208490E+000  4.25203585E-002
   7.06315002E+20  1.03758266E+003  2.64429606E+005  2.57809561E+004  2.27008146E+000  4.42846448E-002
   7.13082224E+20  1.02530168E+003  2.61728129E+005  2.71318926E+004  2.38047892E+000  4.65215364E-002
   7.19849455E+20  1.01384067E+003  2.59052865E+005  2.84697064E+004  2.49277167E+000  4.88200761E-002
   7.26616693E+20  1.00306402E+003  2.56403267E+005  2.97946729E+004  2.60663489E+000  5.11736140E-002
   7.33383937E+20  9.92859374E+002  2.53769127E+005  3.11118978E+004  2.72244770E+000  5.35887143E-002
   7.38459375E+20  9.85658984E+002  2.51838594E+005  3.20772724E+004  2.80948603E+000  5.54240791E-002
   7.43534816E+20  9.78615001E+002  2.49891982E+005  3.30506816E+004  2.89804845E+000  5.72981691E-002
   7.48610261E+20  9.71818290E+002  2.47958339E+005  3.40176001E+004  2.98743232E+000  5.92027287E-002
   7.53685708E+20  9.65240757E+002  2.46033303E+005  3.49802106E+004  3.07778360E+000  6.11403237E-002
   7.61298885E+20  9.55647324E+002  2.43140404E+005  3.64267910E+004  3.21518552E+000  6.41055626E-002
   7.68912068E+20  9.46573347E+002  2.40296041E+005  3.78490927E+004  3.35405445E+000  6.71373056E-002
   7.74621958E+20  9.40077287E+002  2.38191164E+005  3.89016148E+004  3.45948278E+000  6.94627493E-002
   7.80331852E+20  9.33688889E+002  2.36077477E+005  3.99585385E+004  3.56611798E+000  7.18265802E-002
   7.88896697E+20  9.24324774E+002  2.32897624E+005  4.15485777E+004  3.72833758E+000  7.54481702E-002
   7.97461549E+20  9.15397207E+002  2.29761354E+005  4.31168160E+004  3.89244219E+000  7.91566227E-002
   8.06026406E+20  9.06756441E+002  2.26634950E+005  4.46801141E+004  4.05889213E+000  8.29566436E-002
   8.14591268E+20  8.98371370E+002  2.23517590E+005  4.62388833E+004  4.22748307E+000  8.68449536E-002
   8.25135532E+20  8.88314998E+002  2.19675446E+005  4.81600565E+004  4.43794526E+000  9.17518139E-002
   8.35679802E+20  8.78570503E+002  2.15837904E+005  5.00789195E+004  4.65179692E+000  9.68025189E-002
   8.46977242E+20  8.68374974E+002  2.11719983E+005  5.21379714E+004  4.88261628E+000  1.02319281E-001
   8.58274688E+20  8.58392887E+002  2.07581166E+005  5.42074636E+004  5.11639420E+000  1.07980602E-001
   8.68765178E+20  8.49274671E+002  2.03714665E+005  5.61407857E+004  5.33546044E+000  1.13351926E-001
   8.79255673E+20  8.40237437E+002  1.99807438E+005  5.80944657E+004  5.55542386E+000  1.18800692E-001
   8.84938026E+20  8.35486274E+002  1.97709035E+005  5.91437008E+004  5.67478437E+000  1.21793285E-001
   8.90620381E+20  8.30620307E+002  1.95557167E+005  6.02196679E+004  5.79424467E+000  1.24791078E-001
   9.01985093E+20  8.20789336E+002  1.91166239E+005  6.24151954E+004  6.03272122E+000  1.30805605E-001
   9.12402750E+20  8.11878830E+002  1.87111422E+005  6.44426576E+004  6.25087125E+000  1.36372855E-001
   9.22820410E+20  8.02898905E+002  1.82972670E+005  6.65120847E+004  6.46683328E+000  1.41917504E-001
   9.28550125E+20  7.98009148E+002  1.80683337E+005  6.76567787E+004  6.58397627E+000  1.44943265E-001
   9.34279840E+20  7.92988472E+002  1.78335608E+005  6.88306696E+004  6.70034244E+000  1.47946308E-001
   9.40009557E+20  7.87932172E+002  1.75958095E+005  7.00194521E+004  6.81540650E+000  1.50920070E-001
   9.45739274E+20  7.82829285E+002  1.73547267E+005  7.12248912E+004  6.92891151E+000  1.53854459E-001
   9.50896021E+20  7.78212185E+002  1.71353249E+005  7.23219226E+004  7.02966137E+000  1.56460838E-001
   9.58631142E+20  7.71082629E+002  1.67966994E+005  7.40150835E+004  7.17671191E+000  1.60234502E-001
   9.66366265E+20  7.63916705E+002  1.64536174E+005  7.57305258E+004  7.32027671E+000  1.63917781E-001
   9.72167608E+20  7.58502302E+002  1.61928292E+005  7.70344905E+004  7.42503814E+000  1.66596808E-001
   9.77968952E+20  7.52944777E+002  1.59253228E+005  7.83720461E+004  7.52602560E+000  1.69145443E-001
   9.83407712E+20  7.47663138E+002  1.56703940E+005  7.96467121E+004  7.61744203E+000  1.71428786E-001
   9.88846474E+20  7.42281884E+002  1.54104988E+005  8.09462100E+004  7.70534087E+000  1.73591979E-001
   9.93945313E+20  7.37163010E+002  1.51628285E+005  8.21845822E+004  7.78424656E+000  1.75501941E-001
   9.99044154E+20  7.31947178E+002  1.49106031E+005  8.34457294E+004  7.85943593E+000  1.77282692E-001
   1.00541770E+21  7.25261525E+002  1.45877824E+005  8.50598585E+004  7.94728679E+000  1.79290366E-001
   1.01152569E+21  7.18753431E+002  1.42728807E+005  8.66343915E+004  8.02526298E+000  1.81001704E-001
   1.01737918E+21  7.12382852E+002  1.39649130E+005  8.81742537E+004  8.09354726E+000  1.82416163E-001
   1.02298878E+21  7.06150836E+002  1.36640206E+005  8.96787380E+004  8.15249211E+000  1.83544480E-001
   1.02836464E+21  7.00060584E+002  1.33704736E+005  9.11464948E+004  8.20257025E+000  1.84402600E-001
   1.03866838E+21  6.88244004E+002  1.28014754E+005  9.39915264E+004  8.28521513E+000  1.85621009E-001
   1.04575220E+21  6.79686819E+002  1.23963442E+005  9.60172107E+004  8.32327170E+000  1.85796987E-001
   1.05239328E+21  6.71574554E+002  1.20095147E+005  9.79513848E+004  8.34700569E+000  1.85568040E-001
   1.05861930E+21  6.63844439E+002  1.16423047E+005  9.97874601E+004  8.35841141E+000  1.85005244E-001
   1.06445619E+21  6.56502848E+002  1.12948253E+005  1.01524880E+005  8.35935134E+000  1.84173932E-001
   1.06992828E+21  6.49556377E+002  1.09672875E+005  1.03162590E+005  8.35167727E+000  1.83138392E-001
   1.08018844E+21  6.36385723E+002  1.03465138E+005  1.06266499E+005  8.31284853E+000  1.80487379E-001
   1.08916609E+21  6.24905505E+002  9.81223239E+004  1.08937939E+005  8.25973125E+000  1.77698926E-001
   1.09702153E+21  6.14976025E+002  9.35370267E+004  1.11230615E+005  8.20003276E+000  1.74979148E-001
   1.10389504E+21  6.06415383E+002  8.96092051E+004  1.13194549E+005  8.13845066E+000  1.72425491E-001
   1.11592369E+21  5.91812542E+002  8.29879342E+004  1.16505222E+005  8.01551784E+000  1.67787052E-001
   1.12494518E+21  5.81251341E+002  7.82111883E+004  1.18893621E+005  7.90696674E+000  1.64066296E-001
   1.13171130E+21  5.73684992E+002  7.48294158E+004  1.20584525E+005  7.82588185E+000  1.61444390E-001
   1.14186047E+21  5.62689344E+002  6.99581451E+004  1.23020186E+005  7.69604462E+000  1.57503092E-001
   1.15200965E+21  5.52343267E+002  6.54240343E+004  1.25287264E+005  7.56568349E+000  1.53822151E-001
   1.17369982E+21  5.31997362E+002  5.66535726E+004  1.29672536E+005  7.27826518E+000  1.46545804E-001
   1.19538999E+21  5.14277277E+002  4.92390714E+004  1.33379820E+005  7.00950878E+000  1.40732939E-001
   1.21708017E+21  4.98625420E+002  4.28995375E+004  1.36549614E+005  6.75425337E+000  1.36029784E-001
   1.23877035E+21  4.84699991E+002  3.74679542E+004  1.39265429E+005  6.51387461E+000  1.32303551E-001
   1.26046053E+21  4.72193248E+002  3.27985989E+004  1.41600125E+005  6.28811070E+000  1.29411252E-001
   1.28215072E+21  4.60869725E+002  2.88021688E+004  1.43598356E+005  6.08282267E+000  1.27356499E-001
   1.30384090E+21  4.50449660E+002  2.53075239E+004  1.45345692E+005  5.88321979E+000  1.25751299E-001
   1.31468600E+21  4.45546812E+002  2.37501600E+004  1.46124380E+005  5.79041696E+000  1.25180791E-001
   1.32553109E+21  4.40803700E+002  2.22850008E+004  1.46856966E+005  5.69844135E+000  1.24694459E-001
   1.34722128E+21  4.31761013E+002  1.96313666E+004  1.48183793E+005  5.52169034E+000  1.24016630E-001
   1.35806638E+21  4.27437922E+002  1.84481368E+004  1.48775413E+005  5.44066767E+000  1.23863932E-001
   1.36891147E+21  4.23223175E+002  1.73333617E+004  1.49332805E+005  5.36085398E+000  1.23774253E-001
   1.39060167E+21  4.15084078E+002  1.53035889E+004  1.50347700E+005  5.20720726E+000  1.23786500E-001
   1.41229186E+21  4.07264371E+002  1.35370595E+004  1.51230972E+005  5.06932673E+000  1.24134165E-001
   1.43398206E+21  3.99701675E+002  1.19876517E+004  1.52005683E+005  4.94455137E+000  1.24734846E-001
   1.45567225E+21  3.92344751E+002  1.06272951E+004  1.52685868E+005  4.83355229E+000  1.25561618E-001
   1.49905265E+21  3.78104740E+002  8.37344654E+003  1.53812804E+005  4.65350958E+000  1.27771678E-001
   1.54243304E+21  3.64298404E+002  6.63114551E+003  1.54683966E+005  4.53841310E+000  1.30680844E-001
   1.58581345E+21  3.50813921E+002  5.27046888E+003  1.55364314E+005  4.48879871E+000  1.34111824E-001
   1.60750365E+21  3.44159667E+002  4.70781469E+003  1.55645646E+005  4.49104919E+000  1.36018857E-001
   1.62919385E+21  3.37588109E+002  4.20383323E+003  1.55897641E+005  4.50839930E+000  1.37961179E-001
   1.66992409E+21  3.25456505E+002  3.39779557E+003  1.56300669E+005  4.58507065E+000  1.41632168E-001
   1.71065433E+21  3.13587571E+002  2.75622431E+003  1.56621464E+005  4.73112928E+000  1.45644062E-001
   1.75138458E+21  3.02048700E+002  2.24199218E+003  1.56878589E+005  4.94606187E+000  1.49907689E-001
   1.79211483E+21  2.90896765E+002  1.82955757E+003  1.57084815E+005  5.23140550E+000  1.54460743E-001
   1.83284508E+21  2.80185720E+002  1.49795392E+003  1.57250626E+005  5.58707402E+000  1.59319793E-001
   1.87357533E+21  2.69961112E+002  1.23035963E+003  1.57384433E+005  6.01169421E+000  1.64489631E-001
   1.91430559E+21  2.60256955E+002  1.01354454E+003  1.57492850E+005  6.50284509E+000  1.69974612E-001
   1.95503585E+21  2.51094694E+002  8.37220625E+002  1.57581021E+005  7.05714016E+000  1.75791408E-001
   1.99576611E+21  2.42483757E+002  6.93386449E+002  1.57652948E+005  7.67018987E+000  1.81993994E-001
   2.03649637E+21  2.34422863E+002  5.76113129E+002  1.57711594E+005  8.33705681E+000  1.88796445E-001
   2.07722664E+21  2.26903958E+002  4.79617895E+002  1.57759851E+005  9.05016933E+000  1.96076168E-001
   2.11795690E+21  2.19907292E+002  4.00566193E+002  1.57799386E+005  9.80318372E+000  2.04228897E-001
   2.15868717E+21  2.13412826E+002  3.35611820E+002  1.57831873E+005  1.05880383E+001  2.13433737E-001
   2.19941745E+21  2.07395636E+002  2.82222999E+002  1.57858576E+005  1.13966287E+001  2.24022507E-001
   2.24014772E+21  2.01828323E+002  2.38364729E+002  1.57880513E+005  1.22207767E+001  2.36436429E-001
   2.29106057E+21  1.95470597E+002  1.94034926E+002  1.57902688E+005  1.32599626E+001  2.54901839E-001
   2.34197342E+21  1.89704200E+002  1.59258874E+002  1.57920086E+005  1.42958644E+001  2.77877584E-001
   2.39288627E+21  1.84485919E+002  1.31805899E+002  1.57933821E+005  1.53144337E+001  3.06526299E-001
   2.41834270E+21  1.82037740E+002  1.20445748E+002  1.57939506E+005  1.58137170E+001  3.23652146E-001
   2.43107091E+21  1.80860795E+002  1.15231605E+002  1.57942115E+005  1.60601973E+001  3.32861257E-001
   2.44379913E+21  1.79723643E+002  1.10231861E+002  1.57944617E+005  1.63040398E+001  3.42555525E-001
   2.48563073E+21  1.76206915E+002  9.55432971E+001  1.57951968E+005  1.70866666E+001  3.78038409E-001
   2.52746233E+21  1.72933610E+002  8.34040786E+001  1.57958043E+005  1.78374641E+001  4.20756940E-001
   2.56929394E+21  1.69908252E+002  7.32466735E+001  1.57963128E+005  1.85512392E+001  4.72217463E-001
   2.61112555E+21  1.67104977E+002  6.46689742E+001  1.57967422E+005  1.92242818E+001  5.33436226E-001
   2.65295715E+21  1.64501060E+002  5.74001990E+001  1.57971062E+005  1.98527247E+001  6.06624576E-001
   2.69478876E+21  1.62074384E+002  5.12026777E+001  1.57974166E+005  2.04330180E+001  6.94140985E-001
   2.73662037E+21  1.59804853E+002  4.58954153E+001  1.57976824E+005  2.09625645E+001  7.97676420E-001
   2.77845199E+21  1.57672016E+002  4.13037514E+001  1.57979124E+005  2.14377187E+001  9.20727386E-001
   2.82028360E+21  1.55657018E+002  3.73191132E+001  1.57981121E+005  2.18551142E+001  1.06669722E+000
   2.86211521E+21  1.53742163E+002  3.38428320E+001  1.57982863E+005  2.22115355E+001  1.23907643E+000
   2.90394683E+21  1.51910681E+002  3.07957522E+001  1.57984391E+005  2.25035951E+001  1.44175660E+000
   2.94577844E+21  1.50146781E+002  2.81144465E+001  1.57985735E+005  2.27280375E+001  1.67863416E+000
   2.98761006E+21  1.48435815E+002  2.57475926E+001  1.57986922E+005  2.28813431E+001  1.95402598E+000
   3.02944168E+21  1.46762261E+002  2.36531628E+001  1.57987973E+005  2.29579390E+001  2.27461185E+000
   3.07127330E+21  1.45113501E+002  2.17973848E+001  1.57988905E+005  2.29537551E+001  2.64542030E+000
   3.11310492E+21  1.43476612E+002  2.01523200E+001  1.57989731E+005  2.28631522E+001  3.07324670E+000
   3.15493654E+21  1.41840592E+002  1.86952185E+001  1.57990463E+005  2.26814022E+001  3.56391433E+000
   3.19666721E+21  1.40197226E+002  1.74095099E+001  1.57991110E+005  2.24014324E+001  4.12520614E+000
   3.23839788E+21  1.38537164E+002  1.62763057E+001  1.57991681E+005  2.20217627E+001  4.76028337E+000
   3.28012855E+21  1.36856132E+002  1.52826339E+001  1.57992181E+005  2.15417178E+001  5.47085620E+000
   3.32185921E+21  1.35150093E+002  1.44169404E+001  1.57992618E+005  2.09593577E+001  6.26010722E+000
   3.36358989E+21  1.33419541E+002  1.36695342E+001  1.57992996E+005  2.02774907E+001  7.12635836E+000
   3.40532056E+21  1.31660342E+002  1.30308218E+001  1.57993320E+005  1.94909156E+001  8.07642217E+000
   3.44705123E+21  1.29876604E+002  1.24930789E+001  1.57993593E+005  1.86044290E+001  9.10675395E+000
   3.48878191E+21  1.28075903E+002  1.20493031E+001  1.57993819E+005  1.76268243E+001  1.02098257E+001
   3.53051258E+21  1.26276493E+002  1.16937541E+001  1.57994001E+005  1.65829711E+001  1.13617416E+001
   3.57224326E+21  1.24489595E+002  1.14197500E+001  1.57994142E+005  1.54874363E+001  1.25494453E+001
   3.61397393E+21  1.22731020E+002  1.12209699E+001  1.57994246E+005  1.43625295E+001  1.37520419E+001
   3.65570461E+21  1.21015274E+002  1.10907712E+001  1.57994315E+005  1.32293825E+001  1.49499235E+001
   3.69743529E+21  1.19355697E+002  1.10222213E+001  1.57994353E+005  1.21080995E+001  1.61245342E+001
   3.73916597E+21  1.17763212E+002  1.10080513E+001  1.57994364E+005  1.10153568E+001  1.72607426E+001
   3.78089666E+21  1.16245290E+002  1.10406951E+001  1.57994352E+005  9.96185380E+000  1.83493557E+001
   3.82262734E+21  1.14812195E+002  1.11127652E+001  1.57994319E+005  8.96438411E+000  1.93748552E+001
   3.86435802E+21  1.13469606E+002  1.12167396E+001  1.57994270E+005  8.03179553E+000  2.03296141E+001
   3.90608871E+21  1.12221439E+002  1.13452994E+001  1.57994209E+005  7.17013610E+000  2.12086575E+001
   3.94781939E+21  1.11070145E+002  1.14915084E+001  1.57994139E+005  6.38340702E+000  2.20089048E+001
   3.98955008E+21  1.10016010E+002  1.16489413E+001  1.57994062E+005  5.67202284E+000  2.27307284E+001
   4.03128076E+21  1.09057610E+002  1.18118333E+001  1.57993983E+005  5.03375241E+000  2.33770149E+001
