# NH                 T_gas  H            H2           C            CO
  1.5900e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4422e-19
  1.6498e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4430e-19
  1.7118e+14     626.0177   1.0000e+00   1.6411e-09   6.7469e-11   7.4437e-19
  1.7762e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4445e-19
  1.8430e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4452e-19
  1.9123e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4460e-19
  1.9842e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4467e-19
  2.0588e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4475e-19
  2.1363e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4482e-19
  2.2166e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4490e-19
  2.2999e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4497e-19
  2.3864e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4505e-19
  2.4762e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4513e-19
  2.5693e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4520e-19
  2.6659e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4528e-19
  2.7662e+14     626.0236   1.0000e+00   1.6411e-09   6.7468e-11   7.4535e-19
  2.8702e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4543e-19
  2.9781e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4550e-19
  3.0901e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4558e-19
  3.2063e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4565e-19
  3.3269e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4573e-19
  3.4520e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4581e-19
  3.5818e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4588e-19
  3.7165e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4596e-19
  3.8563e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4603e-19
  4.0013e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4611e-19
  4.1517e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4618e-19
  4.3079e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4626e-19
  4.4699e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4633e-19
  4.6380e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4641e-19
  4.8124e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4649e-19
  4.9933e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4656e-19
  5.1811e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4664e-19
  5.3760e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4671e-19
  5.5781e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4679e-19
  5.7879e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4686e-19
  6.0055e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4694e-19
  6.2314e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4702e-19
  6.4657e+14     626.0176   1.0000e+00   1.6411e-09   6.7469e-11   7.4709e-19
  6.7088e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4717e-19
  6.9611e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4724e-19
  7.2229e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4732e-19
  7.4945e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4739e-19
  7.7764e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4747e-19
  8.0688e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4755e-19
  8.3722e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4762e-19
  8.6870e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4770e-19
  9.0137e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4777e-19
  9.3527e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4785e-19
  9.7044e+14     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4792e-19
  1.0069e+15     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4800e-19
  1.0448e+15     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4808e-19
  1.0841e+15     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4815e-19
  1.1249e+15     626.0175   1.0000e+00   1.6411e-09   6.7469e-11   7.4823e-19
  1.1672e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4830e-19
  1.2110e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4838e-19
  1.2566e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4846e-19
  1.3038e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4853e-19
  1.3529e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4861e-19
  1.4037e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4868e-19
  1.4565e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4876e-19
  1.5113e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4884e-19
  1.5681e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4891e-19
  1.6271e+15     626.0174   1.0000e+00   1.6411e-09   6.7469e-11   7.4899e-19
  1.6883e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4906e-19
  1.7518e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4914e-19
  1.8177e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4922e-19
  1.8860e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4929e-19
  1.9569e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4937e-19
  2.0305e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4944e-19
  2.1069e+15     626.0173   1.0000e+00   1.6411e-09   6.7469e-11   7.4952e-19
  2.1861e+15     626.0172   1.0000e+00   1.6411e-09   6.7469e-11   7.4960e-19
  2.2683e+15     626.0172   1.0000e+00   1.6411e-09   6.7469e-11   7.4967e-19
  2.3536e+15     626.0172   1.0000e+00   1.6411e-09   6.7469e-11   7.4975e-19
  2.4421e+15     626.0172   1.0000e+00   1.6411e-09   6.7469e-11   7.4982e-19
  2.5340e+15     626.0172   1.0000e+00   1.6411e-09   6.7469e-11   7.4990e-19
  2.6293e+15     626.0172   1.0000e+00   1.6411e-09   6.7469e-11   7.4998e-19
  2.7281e+15     626.0171   1.0000e+00   1.6411e-09   6.7469e-11   7.5005e-19
  2.8307e+15     626.0171   1.0000e+00   1.6411e-09   6.7469e-11   7.5013e-19
  2.9372e+15     626.0171   1.0000e+00   1.6411e-09   6.7469e-11   7.5021e-19
  3.0476e+15     626.0171   1.0000e+00   1.6411e-09   6.7469e-11   7.5028e-19
  3.1622e+15     626.0171   1.0000e+00   1.6411e-09   6.7469e-11   7.5036e-19
  3.2812e+15     626.0170   1.0000e+00   1.6411e-09   6.7469e-11   7.5043e-19
  3.4045e+15     626.0170   1.0000e+00   1.6411e-09   6.7469e-11   7.5051e-19
  3.5326e+15     626.0170   1.0000e+00   1.6411e-09   6.7469e-11   7.5059e-19
  3.6654e+15     626.0170   1.0000e+00   1.6411e-09   6.7469e-11   7.5066e-19
  3.8032e+15     626.0169   1.0000e+00   1.6411e-09   6.7469e-11   7.5074e-19
  3.9463e+15     626.0169   1.0000e+00   1.6411e-09   6.7470e-11   7.5082e-19
  4.0947e+15     626.0169   1.0000e+00   1.6411e-09   6.7470e-11   7.5089e-19
  4.2486e+15     626.0168   1.0000e+00   1.6411e-09   6.7470e-11   7.5097e-19
  4.4084e+15     626.0168   1.0000e+00   1.6411e-09   6.7470e-11   7.5105e-19
  4.5742e+15     626.0168   1.0000e+00   1.6411e-09   6.7470e-11   7.5112e-19
  4.7462e+15     626.0167   1.0000e+00   1.6411e-09   6.7470e-11   7.5120e-19
  4.9247e+15     626.0167   1.0000e+00   1.6411e-09   6.7470e-11   7.5128e-19
  5.1099e+15     626.0167   1.0000e+00   1.6411e-09   6.7470e-11   7.5135e-19
  5.3020e+15     626.0166   1.0000e+00   1.6411e-09   6.7470e-11   7.5143e-19
  5.5014e+15     626.0166   1.0000e+00   1.6411e-09   6.7470e-11   7.5150e-19
  5.7083e+15     626.0165   1.0000e+00   1.6411e-09   6.7470e-11   7.5158e-19
  5.9230e+15     626.0165   1.0000e+00   1.6411e-09   6.7470e-11   7.5166e-19
  6.1457e+15     626.0165   1.0000e+00   1.6411e-09   6.7470e-11   7.5173e-19
  6.3768e+15     626.0164   1.0000e+00   1.6411e-09   6.7470e-11   7.5181e-19
  6.6166e+15     626.0164   1.0000e+00   1.6411e-09   6.7470e-11   7.5189e-19
  6.8654e+15     626.0163   1.0000e+00   1.6411e-09   6.7470e-11   7.5197e-19
  7.1236e+15     626.0163   1.0000e+00   1.6411e-09   6.7470e-11   7.5204e-19
  7.3915e+15     626.0162   1.0000e+00   1.6411e-09   6.7470e-11   7.5212e-19
  7.6694e+15     626.0162   1.0000e+00   1.6411e-09   6.7470e-11   7.5220e-19
  7.9579e+15     626.0161   1.0000e+00   1.6411e-09   6.7470e-11   7.5227e-19
  8.2571e+15     626.0160   1.0000e+00   1.6411e-09   6.7470e-11   7.5235e-19
  8.5676e+15     626.0160   1.0000e+00   1.6411e-09   6.7471e-11   7.5243e-19
  8.8898e+15     626.0159   1.0000e+00   1.6411e-09   6.7471e-11   7.5250e-19
  9.2241e+15     626.0158   1.0000e+00   1.6411e-09   6.7471e-11   7.5258e-19
  9.5710e+15     626.0158   1.0000e+00   1.6411e-09   6.7471e-11   7.5266e-19
  9.9309e+15     626.0157   1.0000e+00   1.6411e-09   6.7471e-11   7.5274e-19
  1.0304e+16     626.0156   1.0000e+00   1.6411e-09   6.7471e-11   7.5281e-19
  1.0692e+16     626.0156   1.0000e+00   1.6411e-09   6.7471e-11   7.5289e-19
  1.1094e+16     626.0155   1.0000e+00   1.6411e-09   6.7471e-11   7.5297e-19
  1.1511e+16     626.0154   1.0000e+00   1.6411e-09   6.7471e-11   7.5304e-19
  1.1944e+16     626.0153   1.0000e+00   1.6411e-09   6.7471e-11   7.5312e-19
  1.2393e+16     626.0152   1.0000e+00   1.6411e-09   6.7471e-11   7.5320e-19
  1.2859e+16     626.0151   1.0000e+00   1.6411e-09   6.7471e-11   7.5328e-19
  1.3343e+16     626.0150   1.0000e+00   1.6411e-09   6.7472e-11   7.5335e-19
  1.3844e+16     626.0149   1.0000e+00   1.6411e-09   6.7472e-11   7.5343e-19
  1.4365e+16     626.0157   1.0000e+00   1.6411e-09   6.7472e-11   7.5351e-19
  1.4905e+16     626.0147   1.0000e+00   1.6412e-09   6.7472e-11   7.5359e-19
  1.5466e+16     626.0146   1.0000e+00   1.6412e-09   6.7472e-11   7.5366e-19
  1.6047e+16     626.0145   1.0000e+00   1.6412e-09   6.7472e-11   7.5374e-19
  1.6651e+16     626.0144   1.0000e+00   1.6412e-09   6.7472e-11   7.5382e-19
  1.7277e+16     626.0142   1.0000e+00   1.6412e-09   6.7472e-11   7.5390e-19
  1.7927e+16     626.0141   1.0000e+00   1.6412e-09   6.7472e-11   7.5398e-19
  1.8601e+16     626.0140   1.0000e+00   1.6412e-09   6.7473e-11   7.5405e-19
  1.9300e+16     626.0138   1.0000e+00   1.6412e-09   6.7473e-11   7.5413e-19
  2.0026e+16     626.0137   1.0000e+00   1.6412e-09   6.7473e-11   7.5421e-19
  2.0779e+16     626.0136   1.0000e+00   1.6412e-09   6.7473e-11   7.5429e-19
  2.1561e+16     626.0137   1.0000e+00   1.6412e-09   6.7473e-11   7.5437e-19
  2.2371e+16     626.0132   1.0000e+00   1.6412e-09   6.7473e-11   7.5445e-19
  2.3213e+16     626.0131   1.0000e+00   1.6412e-09   6.7474e-11   7.5453e-19
  2.4086e+16     626.0129   1.0000e+00   1.6412e-09   6.7474e-11   7.5460e-19
  2.4991e+16     626.0135   1.0000e+00   1.6412e-09   6.7474e-11   7.5468e-19
  2.5931e+16     626.0125   1.0000e+00   1.6412e-09   6.7474e-11   7.5476e-19
  2.6906e+16     626.0123   1.0000e+00   1.6412e-09   6.7474e-11   7.5484e-19
  2.7918e+16     626.0121   1.0000e+00   1.6412e-09   6.7475e-11   7.5492e-19
  2.8968e+16     626.0119   1.0000e+00   1.6412e-09   6.7475e-11   7.5500e-19
  3.0057e+16     626.0117   1.0000e+00   1.6412e-09   6.7475e-11   7.5508e-19
  3.1188e+16     626.0115   1.0000e+00   1.6412e-09   6.7475e-11   7.5516e-19
  3.2360e+16     626.0113   1.0000e+00   1.6412e-09   6.7476e-11   7.5524e-19
  3.3577e+16     626.0110   1.0000e+00   1.6412e-09   6.7476e-11   7.5532e-19
  3.4840e+16     626.0108   1.0000e+00   1.6412e-09   6.7476e-11   7.5540e-19
  3.6150e+16     626.0105   1.0000e+00   1.6412e-09   6.7476e-11   7.5548e-19
  3.7510e+16     626.0102   1.0000e+00   1.6412e-09   6.7477e-11   7.5556e-19
  3.8920e+16     626.0100   1.0000e+00   1.6412e-09   6.7477e-11   7.5564e-19
  4.0384e+16     626.0097   1.0000e+00   1.6413e-09   6.7477e-11   7.5572e-19
  4.1902e+16     626.0094   1.0000e+00   1.6413e-09   6.7478e-11   7.5580e-19
  4.3478e+16     626.0090   1.0000e+00   1.6413e-09   6.7478e-11   7.5588e-19
  4.5113e+16     626.0087   1.0000e+00   1.6413e-09   6.7478e-11   7.5596e-19
  4.6810e+16     626.0084   1.0000e+00   1.6413e-09   6.7479e-11   7.5604e-19
  4.8570e+16     626.0080   1.0000e+00   1.6413e-09   6.7479e-11   7.5612e-19
  5.0396e+16     626.0077   1.0000e+00   1.6413e-09   6.7479e-11   7.5620e-19
  5.2292e+16     626.0073   1.0000e+00   1.6413e-09   6.7480e-11   7.5628e-19
  5.4258e+16     626.0069   1.0000e+00   1.6413e-09   6.7480e-11   7.5637e-19
  5.6298e+16     626.0065   1.0000e+00   1.6413e-09   6.7481e-11   7.5645e-19
  5.8415e+16     626.0061   1.0000e+00   1.6413e-09   6.7481e-11   7.5653e-19
  6.0612e+16     626.0056   1.0000e+00   1.6413e-09   6.7481e-11   7.5661e-19
  6.2891e+16     626.0052   1.0000e+00   1.6413e-09   6.7482e-11   7.5670e-19
  6.5256e+16     626.0047   1.0000e+00   1.6413e-09   6.7482e-11   7.5678e-19
  6.7710e+16     626.0042   1.0000e+00   1.6414e-09   6.7483e-11   7.5686e-19
  7.0257e+16     626.0037   1.0000e+00   1.6414e-09   6.7483e-11   7.5694e-19
  7.2899e+16     626.0032   1.0000e+00   1.6414e-09   6.7484e-11   7.5703e-19
  7.5640e+16     626.0027   1.0000e+00   1.6414e-09   6.7485e-11   7.5711e-19
  7.8484e+16     626.0021   1.0000e+00   1.6414e-09   6.7485e-11   7.5720e-19
  8.1436e+16     626.0015   1.0000e+00   1.6414e-09   6.7486e-11   7.5728e-19
  8.4498e+16     626.0009   1.0000e+00   1.6414e-09   6.7486e-11   7.5737e-19
  8.7676e+16     626.0003   1.0000e+00   1.6414e-09   6.7487e-11   7.5745e-19
  9.0973e+16     625.9996   1.0000e+00   1.6414e-09   6.7488e-11   7.5754e-19
  9.4394e+16     625.9989   1.0000e+00   1.6415e-09   6.7489e-11   7.5762e-19
  9.7944e+16     625.9982   1.0000e+00   1.6415e-09   6.7489e-11   7.5771e-19
  1.0163e+17     625.9975   1.0000e+00   1.6415e-09   6.7490e-11   7.5779e-19
  1.0545e+17     625.9967   1.0000e+00   1.6415e-09   6.7491e-11   7.5788e-19
  1.0941e+17     625.9959   1.0000e+00   1.6415e-09   6.7492e-11   7.5797e-19
  1.1353e+17     625.9951   1.0000e+00   1.6415e-09   6.7493e-11   7.5806e-19
  1.1780e+17     625.9943   1.0000e+00   1.6416e-09   6.7493e-11   7.5814e-19
  1.2223e+17     625.9934   1.0000e+00   1.6416e-09   6.7494e-11   7.5823e-19
  1.2682e+17     625.9925   1.0000e+00   1.6416e-09   6.7495e-11   7.5832e-19
  1.3159e+17     625.9915   1.0000e+00   1.6416e-09   6.7496e-11   7.5841e-19
  1.3654e+17     625.9906   1.0000e+00   1.6416e-09   6.7497e-11   7.5850e-19
  1.4168e+17     625.9895   1.0000e+00   1.6416e-09   6.7498e-11   7.5859e-19
  1.4700e+17     625.9885   1.0000e+00   1.6417e-09   6.7500e-11   7.5868e-19
  1.5253e+17     625.9874   1.0000e+00   1.6417e-09   6.7501e-11   7.5877e-19
  1.5827e+17     625.9862   1.0000e+00   1.6417e-09   6.7502e-11   7.5887e-19
  1.6422e+17     625.9850   1.0000e+00   1.6417e-09   6.7503e-11   7.5896e-19
  1.7040e+17     625.9838   1.0000e+00   1.6418e-09   6.7504e-11   7.5905e-19
  1.7680e+17     625.9825   1.0000e+00   1.6418e-09   6.7506e-11   7.5914e-19
  1.8345e+17     625.9872   1.0000e+00   1.6354e-09   6.7352e-11   7.5910e-19
  1.9035e+17     625.9799   1.0000e+00   1.6418e-09   6.7509e-11   7.5933e-19
  1.9751e+17     625.9784   1.0000e+00   1.6419e-09   6.7510e-11   7.5943e-19
  2.0494e+17     625.9769   1.0000e+00   1.6419e-09   6.7512e-11   7.5953e-19
  2.1264e+17     625.9754   1.0000e+00   1.6419e-09   6.7513e-11   7.5962e-19
  2.2064e+17     625.9738   1.0000e+00   1.6420e-09   6.7515e-11   7.5972e-19
  2.2894e+17     625.9722   1.0000e+00   1.6420e-09   6.7517e-11   7.5982e-19
  2.3754e+17     625.9705   1.0000e+00   1.6420e-09   6.7518e-11   7.5992e-19
  2.4648e+17     625.9687   1.0000e+00   1.6421e-09   6.7520e-11   7.6002e-19
  2.5575e+17     625.9668   1.0000e+00   1.6421e-09   6.7522e-11   7.6012e-19
  2.6536e+17     625.9649   1.0000e+00   1.6421e-09   6.7524e-11   7.6022e-19
  2.7534e+17     625.9629   1.0000e+00   1.6422e-09   6.7526e-11   7.6033e-19
  2.8570e+17     625.9609   1.0000e+00   1.6422e-09   6.7528e-11   7.6043e-19
  2.9644e+17     625.9587   1.0000e+00   1.6422e-09   6.7531e-11   7.6054e-19
  3.0759e+17     625.9565   1.0000e+00   1.6423e-09   6.7533e-11   7.6064e-19
  3.1916e+17     625.9542   1.0000e+00   1.6423e-09   6.7535e-11   7.6075e-19
  3.3116e+17     625.9518   1.0000e+00   1.6424e-09   6.7538e-11   7.6086e-19
  3.4361e+17     625.9494   1.0000e+00   1.6424e-09   6.7541e-11   7.6097e-19
  3.5653e+17     625.9468   1.0000e+00   1.6425e-09   6.7543e-11   7.6108e-19
  3.6994e+17     625.9441   1.0000e+00   1.6425e-09   6.7546e-11   7.6119e-19
