# NH	T	H	H2	C	CO 
  5.697E+13  2.069E+02  9.803E-01  9.551E-03  7.790E-05  1.658E-06
  7.641E+13  2.070E+02  9.803E-01  9.549E-03  7.784E-05  1.768E-06
  1.025E+14  2.067E+02  9.803E-01  9.551E-03  7.785E-05  1.764E-06
  1.375E+14  2.071E+02  9.803E-01  9.554E-03  7.784E-05  1.768E-06
  1.844E+14  2.069E+02  9.803E-01  9.559E-03  7.784E-05  1.767E-06
  2.473E+14  2.070E+02  9.803E-01  9.565E-03  7.784E-05  1.767E-06
  3.316E+14  2.067E+02  9.803E-01  9.574E-03  7.785E-05  1.766E-06
  4.448E+14  2.067E+02  9.803E-01  9.586E-03  7.785E-05  1.765E-06
  5.966E+14  2.066E+02  9.802E-01  9.603E-03  7.786E-05  1.765E-06
  8.002E+14  2.062E+02  9.802E-01  9.625E-03  7.787E-05  1.762E-06
  1.073E+15  2.061E+02  9.801E-01  9.656E-03  7.788E-05  1.761E-06
  1.439E+15  2.059E+02  9.800E-01  9.698E-03  7.788E-05  1.761E-06
  1.931E+15  2.053E+02  9.799E-01  9.754E-03  7.791E-05  1.755E-06
  2.589E+15  2.045E+02  9.798E-01  9.831E-03  7.794E-05  1.750E-06
  3.473E+15  2.038E+02  9.795E-01  9.937E-03  7.797E-05  1.745E-06
  4.658E+15  2.027E+02  9.793E-01  1.008E-02  7.801E-05  1.738E-06
  6.248E+15  2.013E+02  9.788E-01  1.029E-02  7.807E-05  1.729E-06
  8.380E+15  1.992E+02  9.782E-01  1.059E-02  7.816E-05  1.715E-06
  1.124E+16  1.965E+02  9.774E-01  1.103E-02  7.827E-05  1.698E-06
  1.507E+16  1.930E+02  9.760E-01  1.170E-02  7.842E-05  1.677E-06
  2.022E+16  1.881E+02  9.739E-01  1.277E-02  7.863E-05  1.649E-06
  2.712E+16  1.828E+02  9.701E-01  1.465E-02  7.888E-05  1.624E-06
  3.637E+16  1.775E+02  9.631E-01  1.817E-02  7.915E-05  1.610E-06
  4.878E+16  1.717E+02  9.487E-01  2.534E-02  7.949E-05  1.604E-06
  6.543E+16  1.656E+02  9.146E-01  4.243E-02  7.998E-05  1.608E-06
  8.776E+16  1.554E+02  8.268E-01  8.636E-02  8.095E-05  1.572E-06
  1.177E+17  1.341E+02  6.392E-01  1.802E-01  8.258E-05  1.443E-06
  1.579E+17  1.124E+02  4.306E-01  2.846E-01  8.375E-05  1.352E-06
  2.118E+17  9.941E+01  3.064E-01  3.467E-01  8.421E-05  1.329E-06
  2.841E+17  9.105E+01  2.342E-01  3.828E-01  8.444E-05  1.331E-06
  3.810E+17  8.423E+01  1.773E-01  4.113E-01  8.460E-05  1.337E-06
  5.111E+17  7.805E+01  1.296E-01  4.352E-01  8.474E-05  1.347E-06
  6.855E+17  7.369E+01  9.817E-02  4.509E-01  8.484E-05  1.364E-06
  9.194E+17  7.050E+01  7.812E-02  4.609E-01  8.492E-05  1.388E-06
  1.233E+18  6.800E+01  6.424E-02  4.679E-01  8.499E-05  1.418E-06
  1.654E+18  6.602E+01  5.380E-02  4.731E-01  8.505E-05  1.455E-06
  2.219E+18  6.441E+01  4.545E-02  4.773E-01  8.509E-05  1.498E-06
  2.976E+18  6.289E+01  3.843E-02  4.808E-01  8.514E-05  1.549E-06
  3.991E+18  6.165E+01  3.256E-02  4.837E-01  8.518E-05  1.608E-06
  5.353E+18  6.058E+01  2.755E-02  4.862E-01  8.522E-05  1.676E-06
  7.180E+18  5.968E+01  2.329E-02  4.883E-01  8.526E-05  1.756E-06
  9.630E+18  5.888E+01  1.963E-02  4.902E-01  8.530E-05  1.850E-06
  1.292E+19  5.818E+01  1.651E-02  4.917E-01  8.535E-05  1.961E-06
  1.732E+19  5.763E+01  1.385E-02  4.931E-01  8.542E-05  2.092E-06
  2.324E+19  5.709E+01  1.157E-02  4.942E-01  8.552E-05  2.248E-06
  3.116E+19  5.664E+01  9.625E-03  4.952E-01  8.564E-05  2.436E-06
  4.180E+19  5.619E+01  7.971E-03  4.960E-01  8.581E-05  2.667E-06
  5.606E+19  5.575E+01  6.566E-03  4.967E-01  8.603E-05  2.956E-06
  7.335E+19  5.531E+01  5.463E-03  4.973E-01  8.627E-05  3.329E-06
  9.064E+19  5.488E+01  4.700E-03  4.976E-01  8.643E-05  3.785E-06
  1.079E+20  5.453E+01  4.134E-03  4.979E-01  8.654E-05  4.265E-06
  1.252E+20  5.415E+01  3.692E-03  4.982E-01  8.658E-05  4.782E-06
  1.425E+20  5.380E+01  3.334E-03  4.983E-01  8.655E-05  5.346E-06
  1.598E+20  5.347E+01  3.037E-03  4.985E-01  8.644E-05  5.964E-06
  1.771E+20  5.313E+01  2.784E-03  4.986E-01  8.623E-05  6.644E-06
  1.944E+20  5.275E+01  2.566E-03  4.987E-01  8.594E-05  7.397E-06
  2.117E+20  5.242E+01  2.374E-03  4.988E-01  8.554E-05  8.229E-06
  2.290E+20  5.205E+01  2.205E-03  4.989E-01  8.502E-05  9.153E-06
  2.463E+20  5.164E+01  2.054E-03  4.990E-01  8.439E-05  1.018E-05
  2.635E+20  5.127E+01  1.918E-03  4.990E-01  8.363E-05  1.131E-05
  2.808E+20  5.087E+01  1.795E-03  4.991E-01  8.274E-05  1.254E-05
