# NH	T	H	H2	C	CO 
  5.643E+13  6.152E+03  9.901E-01  1.405E-10  3.186E-11  5.230E-20
  7.569E+13  6.154E+03  9.901E-01  1.405E-10  3.188E-11  5.160E-20
  1.015E+14  6.155E+03  9.901E-01  1.405E-10  3.188E-11  5.161E-20
  1.362E+14  6.155E+03  9.901E-01  1.405E-10  3.188E-11  5.161E-20
  1.826E+14  6.152E+03  9.901E-01  1.405E-10  3.187E-11  5.160E-20
  2.449E+14  6.154E+03  9.901E-01  1.405E-10  3.188E-11  5.160E-20
  3.285E+14  6.154E+03  9.901E-01  1.405E-10  3.188E-11  5.161E-20
  4.406E+14  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  5.910E+14  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  7.927E+14  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  1.063E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  1.426E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  1.913E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  2.565E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  3.441E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  4.615E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  6.189E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  8.301E+15  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  1.113E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  1.493E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  2.003E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  2.686E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  3.603E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.162E-20
  4.833E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.163E-20
  6.482E+16  6.157E+03  9.901E-01  1.405E-10  3.189E-11  5.163E-20
  8.694E+16  6.157E+03  9.901E-01  1.405E-10  3.190E-11  5.164E-20
  1.166E+17  6.157E+03  9.901E-01  1.405E-10  3.190E-11  5.165E-20
  1.564E+17  6.157E+03  9.901E-01  1.405E-10  3.190E-11  5.166E-20
  2.098E+17  6.164E+03  9.900E-01  1.406E-10  3.194E-11  5.170E-20
  2.813E+17  6.154E+03  9.901E-01  1.406E-10  3.189E-11  5.168E-20
  3.773E+17  6.155E+03  9.901E-01  1.407E-10  3.190E-11  5.171E-20
  5.061E+17  6.153E+03  9.901E-01  1.407E-10  3.189E-11  5.173E-20
  6.788E+17  6.155E+03  9.901E-01  1.408E-10  3.191E-11  5.178E-20
  9.104E+17  6.153E+03  9.901E-01  1.409E-10  3.191E-11  5.183E-20
  1.221E+18  6.155E+03  9.901E-01  1.411E-10  3.194E-11  5.192E-20
  1.638E+18  6.153E+03  9.901E-01  1.413E-10  3.195E-11  5.202E-20
  2.197E+18  6.155E+03  9.901E-01  1.416E-10  3.199E-11  5.217E-20
  2.946E+18  6.153E+03  9.901E-01  1.419E-10  3.201E-11  5.235E-20
  3.952E+18  6.155E+03  9.901E-01  1.424E-10  3.207E-11  5.267E-20
  5.300E+18  6.153E+03  9.901E-01  1.431E-10  3.213E-11  5.311E-20
  7.109E+18  6.155E+03  9.901E-01  1.440E-10  3.223E-11  5.369E-20
  9.535E+18  6.155E+03  9.901E-01  1.451E-10  3.235E-11  5.444E-20
  1.279E+19  6.158E+03  9.901E-01  1.467E-10  3.253E-11  5.542E-20
  1.715E+19  6.158E+03  9.901E-01  1.488E-10  3.276E-11  5.670E-20
  2.301E+19  6.158E+03  9.901E-01  1.515E-10  3.306E-11  5.839E-20
  3.086E+19  6.158E+03  9.901E-01  1.551E-10  3.348E-11  6.069E-20
  4.139E+19  6.161E+03  9.901E-01  1.599E-10  3.406E-11  6.381E-20
  5.551E+19  6.163E+03  9.901E-01  1.660E-10  3.485E-11  6.813E-20
  7.263E+19  6.166E+03  9.902E-01  1.733E-10  3.582E-11  7.361E-20
  8.975E+19  6.168E+03  9.902E-01  1.804E-10  3.682E-11  7.943E-20
  1.069E+20  6.175E+03  9.902E-01  1.875E-10  3.788E-11  8.564E-20
  1.240E+20  6.177E+03  9.902E-01  1.945E-10  3.893E-11  9.219E-20
  1.411E+20  6.180E+03  9.903E-01  2.016E-10  4.001E-11  9.919E-20
  1.582E+20  6.182E+03  9.903E-01  2.087E-10  4.112E-11  1.067E-19
  1.754E+20  6.185E+03  9.903E-01  2.160E-10  4.225E-11  1.147E-19
  1.925E+20  6.186E+03  9.904E-01  2.234E-10  4.340E-11  1.232E-19
  2.096E+20  6.189E+03  9.904E-01  2.309E-10  4.459E-11  1.324E-19
  2.267E+20  6.191E+03  9.904E-01  2.386E-10  4.579E-11  1.422E-19
  2.439E+20  6.193E+03  9.904E-01  2.465E-10  4.703E-11  1.527E-19
  2.610E+20  6.193E+03  9.905E-01  2.545E-10  4.828E-11  1.640E-19
  2.781E+20  6.193E+03  9.905E-01  2.628E-10  4.955E-11  1.760E-19
  2.952E+20  6.194E+03  9.906E-01  2.712E-10  5.086E-11  1.890E-19
  3.124E+20  6.192E+03  9.906E-01  2.799E-10  5.217E-11  2.028E-19
  3.295E+20  6.192E+03  9.907E-01  2.889E-10  5.354E-11  2.178E-19
  3.466E+20  6.191E+03  9.907E-01  2.980E-10  5.490E-11  2.337E-19
  3.637E+20  6.191E+03  9.907E-01  3.074E-10  5.631E-11  2.509E-19
  3.809E+20  6.191E+03  9.908E-01  3.171E-10  5.775E-11  2.693E-19
  3.980E+20  6.186E+03  9.908E-01  3.270E-10  5.917E-11  2.889E-19
  4.151E+20  6.186E+03  9.909E-01  3.372E-10  6.066E-11  3.101E-19
  4.323E+20  6.181E+03  9.910E-01  3.477E-10  6.214E-11  3.327E-19
  4.494E+20  6.176E+03  9.910E-01  3.585E-10  6.364E-11  3.568E-19
  4.665E+20  6.176E+03  9.911E-01  3.696E-10  6.521E-11  3.831E-19
  4.837E+20  6.171E+03  9.911E-01  3.810E-10  6.677E-11  4.110E-19
  5.008E+20  6.166E+03  9.912E-01  3.928E-10  6.835E-11  4.409E-19
  5.180E+20  6.161E+03  9.913E-01  4.049E-10  6.996E-11  4.730E-19
  5.351E+20  6.157E+03  9.913E-01  4.173E-10  7.159E-11  5.074E-19
  5.522E+20  6.147E+03  9.914E-01  4.302E-10  7.319E-11  5.438E-19
  5.694E+20  6.142E+03  9.915E-01  4.434E-10  7.488E-11  5.835E-19
