# NH	T	H	H2	C	CO 
  5.699E+13  5.586E+03  9.997E-01  2.393E-08  1.330E-09  1.421E-13
  7.643E+13  5.641E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  1.025E+14  5.641E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  1.375E+14  5.639E+03  9.997E-01  2.357E-08  1.339E-09  1.358E-13
  1.844E+14  5.641E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  2.473E+14  5.643E+03  9.997E-01  2.353E-08  1.339E-09  1.356E-13
  3.317E+14  5.643E+03  9.997E-01  2.354E-08  1.339E-09  1.356E-13
  4.449E+14  5.643E+03  9.997E-01  2.354E-08  1.339E-09  1.356E-13
  5.968E+14  5.644E+03  9.997E-01  2.353E-08  1.339E-09  1.356E-13
  8.004E+14  5.642E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  1.074E+15  5.643E+03  9.997E-01  2.354E-08  1.339E-09  1.356E-13
  1.440E+15  5.641E+03  9.997E-01  2.356E-08  1.339E-09  1.357E-13
  1.931E+15  5.643E+03  9.997E-01  2.353E-08  1.339E-09  1.356E-13
  2.590E+15  5.644E+03  9.997E-01  2.353E-08  1.339E-09  1.356E-13
  3.474E+15  5.642E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  4.660E+15  5.642E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  6.250E+15  5.642E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  8.382E+15  5.643E+03  9.997E-01  2.354E-08  1.339E-09  1.356E-13
  1.124E+16  5.645E+03  9.997E-01  2.352E-08  1.339E-09  1.355E-13
  1.508E+16  5.645E+03  9.997E-01  2.353E-08  1.339E-09  1.356E-13
  2.023E+16  5.641E+03  9.997E-01  2.355E-08  1.339E-09  1.357E-13
  2.713E+16  5.643E+03  9.997E-01  2.354E-08  1.339E-09  1.357E-13
  3.638E+16  5.643E+03  9.997E-01  2.355E-08  1.339E-09  1.363E-13
  4.880E+16  5.643E+03  9.997E-01  2.355E-08  1.339E-09  1.369E-13
  6.545E+16  5.638E+03  9.997E-01  2.357E-08  1.339E-09  1.376E-13
  8.779E+16  5.639E+03  9.997E-01  2.358E-08  1.339E-09  1.382E-13
  1.177E+17  5.637E+03  9.997E-01  2.360E-08  1.338E-09  1.390E-13
  1.579E+17  5.639E+03  9.997E-01  2.359E-08  1.338E-09  1.395E-13
  2.118E+17  5.637E+03  9.997E-01  2.361E-08  1.338E-09  1.402E-13
  2.841E+17  5.637E+03  9.997E-01  2.362E-08  1.338E-09  1.408E-13
  3.810E+17  5.633E+03  9.997E-01  2.366E-08  1.337E-09  1.416E-13
  5.110E+17  5.633E+03  9.997E-01  2.369E-08  1.337E-09  1.423E-13
  6.854E+17  5.628E+03  9.997E-01  2.373E-08  1.336E-09  1.431E-13
  9.193E+17  5.624E+03  9.997E-01  2.379E-08  1.335E-09  1.440E-13
  1.233E+18  5.619E+03  9.997E-01  2.387E-08  1.334E-09  1.449E-13
  1.654E+18  5.615E+03  9.997E-01  2.396E-08  1.333E-09  1.458E-13
  2.218E+18  5.606E+03  9.997E-01  2.411E-08  1.332E-09  1.471E-13
  2.975E+18  5.593E+03  9.997E-01  2.429E-08  1.330E-09  1.486E-13
  3.990E+18  5.584E+03  9.997E-01  2.451E-08  1.328E-09  1.501E-13
  5.352E+18  5.562E+03  9.997E-01  2.485E-08  1.326E-09  1.524E-13
  7.178E+18  5.540E+03  9.998E-01  2.527E-08  1.324E-09  1.551E-13
  9.628E+18  5.514E+03  9.998E-01  2.583E-08  1.321E-09  1.586E-13
  1.291E+19  5.479E+03  9.998E-01  2.657E-08  1.318E-09  1.631E-13
  1.732E+19  5.432E+03  9.998E-01  2.757E-08  1.315E-09  1.692E-13
  2.323E+19  5.376E+03  9.998E-01  2.890E-08  1.312E-09  1.772E-13
  3.116E+19  5.304E+03  9.998E-01  3.072E-08  1.311E-09  1.882E-13
  4.179E+19  5.217E+03  9.998E-01  3.317E-08  1.311E-09  2.032E-13
  5.605E+19  5.102E+03  9.998E-01  3.663E-08  1.314E-09  2.245E-13
  7.334E+19  4.977E+03  9.998E-01  4.091E-08  1.321E-09  2.512E-13
  9.062E+19  4.856E+03  9.998E-01  4.550E-08  1.332E-09  2.802E-13
  1.079E+20  4.741E+03  9.998E-01  5.039E-08  1.345E-09  3.115E-13
  1.252E+20  4.633E+03  9.998E-01  5.553E-08  1.360E-09  3.450E-13
  1.425E+20  4.527E+03  9.999E-01  6.110E-08  1.378E-09  3.815E-13
  1.598E+20  4.427E+03  9.999E-01  6.705E-08  1.397E-09  4.210E-13
  1.771E+20  4.330E+03  9.999E-01  7.345E-08  1.419E-09  4.638E-13
  1.943E+20  4.234E+03  9.999E-01  8.035E-08  1.443E-09  5.103E-13
  2.116E+20  4.144E+03  9.999E-01  8.766E-08  1.468E-09  5.600E-13
  2.289E+20  4.056E+03  9.999E-01  9.560E-08  1.496E-09  6.145E-13
  2.462E+20  3.970E+03  9.999E-01  1.042E-07  1.525E-09  6.752E-13
  2.635E+20  3.889E+03  9.999E-01  1.133E-07  1.557E-09  7.407E-13
  2.808E+20  3.809E+03  9.999E-01  1.232E-07  1.591E-09  8.114E-13
  2.981E+20  3.731E+03  9.999E-01  1.338E-07  1.627E-09  8.880E-13
  3.154E+20  3.658E+03  9.999E-01  1.450E-07  1.665E-09  9.698E-13
  3.327E+20  3.586E+03  9.999E-01  1.571E-07  1.705E-09  1.058E-12
