# NH	T	H	H2	C	CO 
  5.700E+13  9.452E+01  9.999E-01  2.976E-05  3.593E-07  1.648E-11
  7.645E+13  9.456E+01  9.999E-01  2.976E-05  3.592E-07  1.647E-11
  1.025E+14  9.459E+01  9.999E-01  2.976E-05  3.592E-07  1.647E-11
  1.375E+14  9.459E+01  9.999E-01  2.976E-05  3.592E-07  1.653E-11
  1.845E+14  9.459E+01  9.999E-01  2.976E-05  3.592E-07  1.659E-11
  2.474E+14  9.459E+01  9.999E-01  2.976E-05  3.592E-07  1.666E-11
  3.318E+14  9.460E+01  9.999E-01  2.976E-05  3.592E-07  1.673E-11
  4.451E+14  9.458E+01  9.999E-01  2.976E-05  3.592E-07  1.681E-11
  5.969E+14  9.457E+01  9.999E-01  2.976E-05  3.592E-07  1.689E-11
  8.006E+14  9.457E+01  9.999E-01  2.976E-05  3.592E-07  1.697E-11
  1.074E+15  9.457E+01  9.999E-01  2.976E-05  3.592E-07  1.705E-11
  1.440E+15  9.458E+01  9.999E-01  2.976E-05  3.592E-07  1.712E-11
  1.932E+15  9.462E+01  9.999E-01  2.976E-05  3.591E-07  1.719E-11
  2.591E+15  9.462E+01  9.999E-01  2.976E-05  3.592E-07  1.727E-11
  3.475E+15  9.455E+01  9.999E-01  2.976E-05  3.593E-07  1.734E-11
  4.661E+15  9.458E+01  9.999E-01  2.976E-05  3.592E-07  1.741E-11
  6.251E+15  9.458E+01  9.999E-01  2.976E-05  3.592E-07  1.748E-11
  8.385E+15  9.458E+01  9.999E-01  2.976E-05  3.592E-07  1.754E-11
  1.125E+16  9.458E+01  9.999E-01  2.976E-05  3.592E-07  1.759E-11
  1.508E+16  9.459E+01  9.999E-01  2.976E-05  3.592E-07  1.763E-11
  2.023E+16  9.457E+01  9.999E-01  2.977E-05  3.593E-07  1.768E-11
  2.713E+16  9.459E+01  9.999E-01  2.977E-05  3.592E-07  1.771E-11
  3.639E+16  9.457E+01  9.999E-01  2.977E-05  3.593E-07  1.774E-11
  4.881E+16  9.457E+01  9.999E-01  2.978E-05  3.593E-07  1.776E-11
  6.547E+16  9.458E+01  9.999E-01  2.979E-05  3.593E-07  1.777E-11
  8.781E+16  9.461E+01  9.999E-01  2.981E-05  3.592E-07  1.776E-11
  1.178E+17  9.454E+01  9.999E-01  2.984E-05  3.594E-07  1.776E-11
  1.580E+17  9.457E+01  9.999E-01  2.987E-05  3.594E-07  1.774E-11
  2.119E+17  9.460E+01  9.999E-01  2.992E-05  3.593E-07  1.770E-11
