     120   number of z grid-points
      38   number of CO lines
        N<H>       Tdust        Tgas           H          H2          e-           O          C+           C          CO          CH         CH4          OH         H2O
       1   6.0508601e-07
       2   5.0252209e-06
       3   1.6097420e-05
       4   3.4504584e-05
       5   5.9481135e-05
       6   8.9279926e-05
       7   0.00012299907
       8   0.00016048559
       9   0.00020149745
      10   0.00024330390
      11   0.00028291841
      12   0.00031908520
      13   0.00034194061
      14   0.00035751242
      15   0.00035630230
      16   0.00031913087
      17   0.00024711694
      18   0.00014759888
      19   5.7821207e-05
      20   1.1897369e-05
      21   1.1856955e-06
      22   6.0154696e-07
      23   4.4838606e-07
      24   4.0194461e-07
      25   3.8274242e-07
      26   3.6952236e-07
      27   3.5623380e-07
      28   3.4093598e-07
      29   3.2340056e-07
      30   3.0339923e-07
      31   2.8232476e-07
      32   2.6026850e-07
      33   2.3695644e-07
      34   2.1252787e-07
      35   1.8588682e-07
      36   1.5780961e-07
      37   1.2865470e-07
      38   9.8508852e-08
