NH	T	H	H2	C	CO
1542100000000	882.8	0.844004448	0.1556721883	8.64575828535463E-005	1.15072604260495E-005
7707000000000	882.1	0.8438527868	0.1558237749	8.64891308293177E-005	1.14937373407632E-005
32375000000000	882.7	0.8438710298	0.1558058003	8.64791541548136E-005	1.15051256409652E-005
131030000000000	882.4	0.8438529819	0.1558238109	8.64775911950762E-005	1.15064555909075E-005
259320000000000	882.6	0.8438710298	0.1558058003	8.64791541548136E-005	1.15016581528275E-005
426000000000000	882.4	0.8438710298	0.1558058003	8.64791541548136E-005	1.15016581528275E-005
642800000000000	882.5	0.8438710298	0.1558058003	8.64791541548136E-005	1.15005023234482E-005
924500000000000	882.5	0.8438710298	0.1558058003	8.64791541548136E-005	1.1499346494069E-005
1291200000000000	882.5	0.8438709322	0.1558057823	8.64791441593001E-005	1.14981893356952E-005
1767400000000000	882.5	0.8438709322	0.1558057823	8.64791441593001E-005	1.14958776772039E-005
2385900000000000	882.6	0.8438709322	0.1558057823	8.64791441593001E-005	1.14947218479583E-005
3191300000000000	882.6	0.8438708347	0.1558057643	8.64791341637888E-005	1.14912530320287E-005
4237300000000000	882.6	0.8438888785	0.1557877579	8.64806967642143E-005	1.14864579064483E-005
5597200000000000	882.6	0.843888781	0.1557877399	8.648068676968E-005	1.14806781019645E-005
7366000000000000	882.8	0.8439862225	0.1556901454	8.6490672461222E-005	1.1477380429506E-005
9665000000000000	882.7	0.8440041554	0.1556721344	8.64922237319453E-005	1.14668071067392E-005
12651000000000000	883.1	0.8440039603	0.1556720984	8.65037606888773E-005	0.000011461
16536000000000000	882.9	0.8440217916	0.1556540736	8.64937446591413E-005	1.14400544038143E-005
21591000000000000	883.4	0.8441371526	0.1555384815	8.65168358850619E-005	1.14296517128242E-005
28153000000000000	883.2	0.8442522209	0.1554228356	8.65283414985211E-005	1.1399600545979E-005
30970000000000000	883.8	0.8444033468	0.1552713228	8.65314142537226E-005	1.13715448664805E-005
34071000000000000	883.7	0.8444030542	0.155271269	8.65313842630027E-005	1.13565221269068E-005
37480000000000000	884	0.8445183883	0.1551557039	8.65544701074572E-005	1.13438112918463E-005
41232000000000000	884	0.8445361537	0.1551377451	8.65444517001214E-005	1.13286363831165E-005
45352000000000000	884.4	0.8446514744	0.1550221935	8.65675348641101E-005	1.13147718707494E-005
