# AVeff	Tgas[K]	H (cm^-3)	H2(cm^-3)	C(cm^-3)	CO(cm^-3)	AV (perpendicular) for comparison
0.	839.902875567441	0.7292520931226457	0.1352364651385482	0.00003608843606926493	0.00006265201180276404	0.
3.912299539074706e-9	837.9782940821307	0.7271960470851623	0.13626470195449222	0.00003471933212913	0.00006406997129255956	1.7952360058652493e-10
1.114521838108539e-8	834.9740120998981	0.7240467237877363	0.13783926032207086	0.000034547461332777955	0.00006424924901385117	5.385708120618293e-10
2.494073559526927e-8	829.9769425451486	0.7186295975274354	0.14054757481352012	0.00003440009366379096	0.00006440465380443036	1.2566649782134908e-9
5.139208252470368e-8	821.5733020713504	0.7091216444968286	0.14530111941127086	0.00003425265509259449	0.00006456218967995079	2.692852349134243e-9
1.0217022959589909e-7	807.4694628756914	0.6920602831375755	0.15383112366766413	0.00003409496959984382	0.00006473333883864836	5.5652237782141595e-9
1.996156476026322e-7	783.9093825760806	0.6605937039216977	0.16956375678386032	0.00003391730054717852	0.0000649271550797757	1.1309957998196485e-8
3.864159572700933e-7	744.9810292566659	0.5997512596042262	0.19998551485464666	0.00003371608128993186	0.00006514080670365546	2.2799417775068924e-8
7.439655691526663e-7	683.1958264771605	0.47836529064733113	0.2606861879157403	0.00003354573618461486	0.0000652778473543779	4.57784669563415e-8
1.4271092185870286e-6	600.5009021398054	0.2767658532396661	0.3615232812422174	0.00003415443156821427	0.00006430490987029964	9.173822801931508e-8
2.7296952528970664e-6	519.465920245553	0.10957674920682767	0.44518743980797465	0.00003871741923394335	0.000056288740338118705	1.8366747702142738e-7
4.3950165524122985e-6	391.4289656290369	0.04691166799254715	0.47654381760484926	0.00003567196065087072	0.000010380032750386435	3.0625360693120995e-7
6.539820564280037e-6	213.09135742915583	0.02388700979959168	0.4880564343737117	0.000032103455694496095	1.2318386450909238e-6	4.6970484375559216e-7
0.000010670614568767466	143.06432997287087	0.013836459268776049	0.4930816944279748	0.000030337578024126164	1.4032532871789387e-6	7.966073441460045e-7
0.000018559435369752704	111.97213836350221	0.008698404978538955	0.49565070304533215	0.000029120610156002487	1.711403085978157e-6	1.4504123224138477e-6
0.00003351977689520793	95.52656516460651	0.006019170732032393	0.4969903034771234	0.000028477572418953555	2.010684450946129e-6	2.758022232079233e-6
0.0000617228708458205	84.2579531066985	0.004555182700031714	0.49772228469790825	0.000028224854735987516	2.2522519828248615e-6	5.373241973931265e-6
0.00011460556716825505	76.9398220533764	0.0036066622337011206	0.4981965372237054	0.000028020998029137255	2.4178750081202475e-6	0.000010603681344022907
0.00021323777246191162	70.85394123182904	0.0028881599652518858	0.4985557825419123	0.000027947026904105647	2.556611228930194e-6	0.000021064559940389676
0.000396167774692502	65.58601953965606	0.0022931084628985527	0.49885330306224707	0.000027992856819552197	2.6862497012151264e-6	0.000041986316899758924
0.0007333565579550668	61.04651627594191	0.0017949897208148192	0.49910235758657645	0.00002813692039970179	2.821164435001778e-6	0.00008382983039530451
0.0013506041521364708	57.22546822923389	0.0013898840626018674	0.4993049063723709	0.000028349924350530586	2.959253529362826e-6	0.00016751685663654535
0.0024717312498840857	54.09376309979957	0.0010725025947212448	0.4994635942988273	0.000028604645315925475	3.0996596498962335e-6	0.00033489090797029803
0.004490226578888084	51.57821112308619	0.0008312329408267877	0.4995842276148303	0.00002888988171195614	3.255380847903037e-6	0.0006696390092049569
0.008088869265458671	49.571195073433074	0.0006513922271233323	0.4996741475115621	0.000029210527104533046	3.463384156113507e-6	0.001339135210384516
0.014436315780817294	47.93600605852754	0.0005184226778223412	0.49974063254847356	0.000029602407933053875	3.796633866646799e-6	0.0026781276125599925
0.025506679102616	46.51348036183344	0.00041981253230241773	0.49978993841813973	0.000030122847692242898	4.395205624716246e-6	0.005356112419836586
0.04459871596440938	45.10676052692913	0.00034509704207613966	0.4998272975972854	0.00003083230847020995	5.570262756434569e-6	0.010712082045951112
0.07719235328716716	43.41319777152623	0.0002850911953789074	0.49985730335734313	0.00003170632249203841	8.170271826220986e-6	0.021424021339589625
0.13241109901598838	40.78586984994048	0.000228571659913502	0.49988557081403473	0.00003179833040941831	0.00001552739133269134	0.042847900112971356
0.2256455017179964	35.67202278488156	0.00014731386977062221	0.4999262319284991	0.00002435295212612469	0.00004260583370088677	0.08569565889830505
0.3335665830892129	31.88180859647412	0.00006972415219020269	0.49996507971274123	0.000013708992384378571	0.0000729333858665895	0.1428260088051338
0.4326141215107683	30.655878994607747	0.00003665956576589979	0.4999816394067469	9.51064930169211e-6	0.0000845630641572248	0.20056362736782965
0.5254305435758072	29.785228799708438	0.000022277701901220855	0.49998884242126146	7.84910849305824e-6	0.00008911688141012337	0.2583012483186738
0.6139020844381626	28.711714799039598	0.000014863280179128258	0.49999255553028604	7.197984098554893e-6	0.0000911208111008383	0.3160388703300163
0.699123116632066	27.852914603669216	0.000010591114879668575	0.49999469473864155	6.519075259976212e-6	0.00009248358893424926	0.37377649287070885
0.7817972431384239	26.896585456167298	7.917037762241761e-6	0.49999603352746735	6.019078934554899e-6	0.00009337205353011583	0.4315141156972928
0.8624089939768828	25.55967480895819	6.1415050036932796e-6	0.4999969222396162	5.892791552263587e-6	0.00009374256263562407	0.4892517386848
0.9413089579121106	25.250481673810285	4.958999538176155e-6	0.49999751413477656	4.836935731754491e-6	0.00009491458535605872	0.5469893617569009
1.0187604883901746	25.051529729263034	4.1283075868589525e-6	0.4999979298991439	3.937477975108837e-6	0.00009588639474932425	0.604726984889665
1.0949673109341456	24.7980888061411	3.5281493280421856e-6	0.4999982302333829	3.2667374684370186e-6	0.00009660592476520528	0.6624646080619929
1.170090806549867	24.490136039761953	3.086708603984718e-6	0.4999984510956132	2.7670001374432946e-6	0.00009713926785559619	0.7202022312579155
1.244261338292689	24.127781234976535	2.7557391522783565e-6	0.4999986166400912	2.396047210731345e-6	0.00009753382576468722	0.7779398544662209
1.3175859565459216	23.70886144766597	2.505495456122858e-6	0.49999874175866443	2.1230311325642045e-6	0.00009782374865242402	0.8356774776786421
1.390153806425692	23.228824127610313	2.311441630222682e-6	0.4999988387302012	1.925325488008305e-6	0.00009803381680723435	0.8934151008887056
1.4620400238401277	22.680239231028093	2.160102000291203e-6	0.49999891429748083	1.786236817504372e-6	0.00009818215268164223	0.9511527240909363
1.5333086067568553	22.05088027307778	2.037656811519089e-6	0.49999897536997195	1.6932537868132046e-6	0.0000982822260584486	1.0088903472802448
1.604014573125102	21.3231264687751	1.9383580030049883e-6	0.49999902481542174	1.6366847705424055e-6	0.00009834437048069627	1.0666279704513728
1.6742056107789198	20.467800530214937	1.8511019330863458e-6	0.49999906817026596	1.6084337699957378e-6	0.0000983770983907127	1.1243655935982355
1.7439233582167581	19.43748733221392	1.7724231630059614e-6	0.4999991071345038	1.6005428982561442e-6	0.00009838860065171328	1.1821032167128926
1.8132044123687023	18.142310321455128	1.6892244140946385e-6	0.4999991481767075	1.602112227387827e-6	0.00009838980044715295	1.2398408397834992
1.882081131208016	17.227592236390052	1.6250384414442685e-6	0.499999179799292	1.5667180741790375e-6	0.00009842636501367624	1.2975784627887827
1.950582280048785	16.99711515886895	1.590347696325102e-6	0.499999197018424	1.5128221582090865e-6	0.00009848060146569392	1.355316085739512
2.018733557060906	16.772433044099945	1.5621900968337836e-6	0.49999921096320243	1.4713586874522285e-6	0.00009852231978021852	1.4130537086761332
2.0865580243974042	16.53100202109947	1.5358645852483521e-6	0.4999992239755723	1.439169493106178e-6	0.00009855468856487433	1.4707913315970798
2.154076465001537	16.271677355278825	1.5118006604991683e-6	0.49999923583734607	1.4136928157426643e-6	0.00009858027580637102	1.528528954500427
2.2213076800067	15.993049974333323	1.4900647371986388e-6	0.4999992465111179	1.3928354667278833e-6	0.00009860117578031451	1.5862665773839015
