# AVeff	Tgas[K]	H (cm^-3)	H2(cm^-3)	C(cm^-3)	CO(cm^-3)	AV (perpendicular) for comparison
0.	417.40744694290134	0.04862779516864332	0.47554426870430244	0.000014462435748658607	0.00008526926449165795	0.
1.0411348998202116e-7	392.008495727102	0.033127369533499165	0.48334166619418234	0.000011360998124969303	0.0000884640805935694	5.6772356666251665e-9
2.936462572850063e-7	382.25905754398286	0.020760117101563204	0.48956856405562854	0.000012147414074988755	0.00008772173898974635	1.7032750788126856e-8
6.515379140770909e-7	372.0881040615027	0.010694805078671729	0.49463261212510207	0.000015754929358559377	0.00008409794611880177	3.974550303934566e-8
1.331305370105279e-6	349.0403565356314	0.004719323309331644	0.49763643255669093	0.000023076381558586437	0.00007663872657378084	8.517317890184437e-8
2.19978519553251e-6	293.6005069520001	0.0024224630766225123	0.49878859239432083	0.000037491487427985985	0.00006124448571928594	1.4574465847018605e-7
3.318897090527363e-6	221.90252063209954	0.0013997557721937418	0.49930003769008674	0.0000517188661612975	0.000045363504462983694	2.2650687573646733e-7
5.476772533458684e-6	155.86776752506975	0.0007916514881940012	0.49960409148050544	0.00005588411282002978	0.0000411434687173605	3.880313202404929e-7
9.605720555875077e-6	116.71114471521393	0.00047092912317847185	0.4997644459321432	0.000055126484770439855	0.00004209125642535432	7.110802058467715e-7
0.000017456556793547534	95.71496876514067	0.00030302742875664383	0.4998483964795884	0.000055678656832550926	0.00004158759855407829	1.3571779721282955e-6
0.000032305736174436044	83.60121860581779	0.00021491926609018875	0.4998924542731164	0.000057153342242537166	0.000040094718978732215	2.6493735093123992e-6
0.00006025821672414402	75.59507206185627	0.00016584274616172808	0.4999169979833779	0.00005904404073454859	0.00003814410821103219	5.233764607832767e-6
0.00011263060762059916	69.3939030300367	0.00013394997644120636	0.4999329506893701	0.00006111691111198874	0.0000359932825735859	0.00001040254686620884
0.00021027448032685282	64.07388287051273	0.00010940045209102532	0.4999452322386521	0.00006332358484722599	0.00003370177740518917	0.000020740111518869878
0.0003913440232403452	59.34229132725429	0.00008868663992735692	0.49995559607771717	0.00006559710244515101	0.00003134601858903731	0.0000414152411084156
0.000725095447138791	55.14855016704399	0.00007093306359388064	0.49996447965836227	0.00006769991611086386	0.000029186486681764226	0.00008276550085648171
0.0013360827653506153	51.50305730994599	0.00005615466899940681	0.49997187517821223	0.00006943904901401939	0.000027432498159834927	0.00016546602144060566
0.0024459526293478676	48.39340118228689	0.00004422349089620117	0.49997784640930926	0.00007064628532403327	0.00002626678878034316	0.00033086706459328156
0.004444455533017245	45.775487533720195	0.00003481509581526609	0.4999825555551093	0.00007116061011549402	0.00002586406812398727	0.0006616691544010461
0.008008040477610437	43.57550391432864	0.000027403647268475033	0.4999862657007887	0.00007077046794996188	0.00002645292124293062	0.0013232733401828476
0.014294800152113752	41.693277683883004	0.000021426517115288444	0.4999892584628732	0.00006919162912508637	0.00002834301035921394	0.0026464817229875206
