# AVeff	Tgas[K]	H (cm^-3)	H2(cm^-3)	C(cm^-3)	CO(cm^-3)	AV (perpendicular) for comparison
1.2333923376988745	36.26136546968404	0.0007294648029026988	0.49963488813397844	3.183487117487944e-6	4.250500622965643e-8	0.7694357624573825
1.2492845247072042	35.74341328172845	0.000717590874331901	0.4996408274281838	3.3323429453187873e-6	4.5360428867845236e-8	0.7818749469907715
1.2651378182721305	35.24009073010301	0.0007062933059646435	0.4996464788068452	3.4871694323937444e-6	4.8425282755268993e-8	0.7943141315820572
1.274631517922961	34.943110330908944	0.0006996106588201837	0.49964982181157225	3.5835661124588934e-6	5.039400193078775e-8	0.8017776423751263
1.290424521431744	34.46090252983466	0.0006895863832656874	0.49965483690001566	3.7487841665389954e-6	5.3771182432612526e-8	0.8142168270726261
1.3061810013388047	33.996087255910375	0.0006797957240263472	0.4996597353379891	3.918922470018902e-6	5.7419503369188585e-8	0.8266560118435774
1.3219018087266248	33.54350479879984	0.0006705100995671734	0.499664381411758	4.095721546238234e-6	6.132511591044994e-8	0.8390951966918515
1.337587763712644	33.10322034458249	0.0006617096390930172	0.4996687850284292	4.279155248451347e-6	6.550476500248273e-8	0.8515343816212735
1.353239656984962	32.674759373539295	0.0006533612782801657	0.49967296269778394	4.469390555460975e-6	6.997707604389999e-8	0.863973566634967
1.3688582512426255	32.2573771617344	0.0006454284791678213	0.4996769326711532	4.6667300624296385e-6	7.476252506889443e-8	0.8764127517355005
1.3844442825464103	31.850545929691663	0.0006381082569084182	0.4996805964123847	4.871332868779398e-6	7.988309006212666e-8	0.8888519369247398
1.3999984615882637	31.45412916037702	0.0006309775713850859	0.4996841654459835	5.0834010138733796e-6	8.53600119476009e-8	0.9012911222046095
1.4155214748824838	31.070393933384416	0.0006241879063966025	0.49968756398070935	5.30149163774167e-6	9.120997704971103e-8	0.9137303075763797
1.431013985886547	30.696364906832862	0.000617742029967056	0.4996907906426868	5.52707686313562e-6	9.746456934583597e-8	0.926169493040347
1.4464766360580892	30.331139698109947	0.0006116142851851975	0.4996938582551084	5.760645155107145e-6	1.0415255296187035e-7	0.9386086785970615
1.4619100458487349	29.974531407389378	0.0006058028610716344	0.49969676771295124	6.002285525186e-6	1.113022381650028e-7	0.9510478642469369
1.4773148156414242	29.626203710813826	0.0006002805822563184	0.4996995325963448	6.252171630168121e-6	1.1894400499751479e-7	0.9634870499901306
1.4926915266350398	29.285748920858133	0.000595033745360466	0.4997021597513423	6.5105460285564365e-6	1.2711021311694514e-7	0.9759262358266102
1.5080407416796984	28.953028062714292	0.0005900439073168392	0.49970465839227013	6.777452009531431e-6	1.3583374249775628e-7	0.9883654217562023
1.523363006065913	28.630006175159917	0.0005852849800676215	0.49970704153466927	7.051100001351558e-6	1.4513765682287142e-7	1.0008046077785548
1.5386588482702241	28.313705672473972	0.0005807553894080521	0.4997093099898393	7.333758457706552e-6	1.5507165231603957e-7	1.0132437938926067
1.5539287806629616	28.004363761656418	0.0005764463031432615	0.4997114681655155	7.625132948769641e-6	1.6567185926531245e-7	1.0256829800978964
1.5691733001758912	27.70126299528239	0.0005723225036032111	0.49971353367403193	7.925782398079595e-6	1.770029351422467e-7	1.0381221663937685
