# NH                 T_gas  H            H2           C            CO
  3.1800e+16    8040.3340   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  3.2996e+16    8040.3340   9.7550e-01   7.5702e-05   3.2942e-06   6.2467e-10
  3.4237e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2472e-10
  3.5524e+16    8040.3340   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  3.6860e+16    8040.3340   9.7550e-01   7.5702e-05   3.2942e-06   6.2470e-10
  3.8246e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2468e-10
  3.9684e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2470e-10
  4.1177e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2469e-10
  4.2725e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2469e-10
  4.4332e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2469e-10
  4.5999e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  4.7729e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2467e-10
  4.9524e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  5.1386e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2470e-10
  5.3318e+16    8040.3330   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  5.5323e+16    8040.3320   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  5.7404e+16    8040.3320   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  5.9562e+16    8040.3320   9.7550e-01   7.5702e-05   3.2942e-06   6.2473e-10
  6.1802e+16    8040.3320   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  6.4126e+16    8040.3320   9.7550e-01   7.5702e-05   3.2942e-06   6.2467e-10
  6.6538e+16    8040.3320   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  6.9040e+16    8040.3310   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  7.1636e+16    8040.3310   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  7.4330e+16    8040.3310   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  7.7125e+16    8040.3310   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  8.0026e+16    8040.3300   9.7550e-01   7.5702e-05   3.2942e-06   6.2468e-10
  8.3035e+16    8040.3300   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  8.6157e+16    8040.3300   9.7550e-01   7.5702e-05   3.2942e-06   6.2466e-10
  8.9397e+16    8040.3300   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  9.2759e+16    8040.3300   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  9.6247e+16    8040.3290   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  9.9867e+16    8040.3290   9.7550e-01   7.5702e-05   3.2942e-06   6.2464e-10
  1.0362e+17    8040.3290   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.0752e+17    8040.3290   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.1156e+17    8040.3280   9.7550e-01   7.5702e-05   3.2942e-06   6.2467e-10
  1.1576e+17    8040.3280   9.7550e-01   7.5702e-05   3.2942e-06   6.2468e-10
  1.2011e+17    8040.3280   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.2463e+17    8040.3270   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.2931e+17    8040.3270   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.3418e+17    8040.3270   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.3922e+17    8040.3260   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.4446e+17    8040.3260   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.4989e+17    8040.3250   9.7550e-01   7.5702e-05   3.2942e-06   6.2471e-10
  1.5553e+17    8040.3250   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.6138e+17    8040.3240   9.7550e-01   7.5702e-05   3.2942e-06   6.2470e-10
  1.6744e+17    8040.3240   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.7374e+17    8040.3230   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.8027e+17    8040.3230   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  1.8705e+17    8040.3220   9.7550e-01   7.5703e-05   3.2942e-06   6.2472e-10
  1.9409e+17    8040.3220   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  2.0139e+17    8040.3220   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  2.0896e+17    8040.3210   9.7550e-01   7.5702e-05   3.2942e-06   6.2466e-10
  2.1682e+17    8040.3210   9.7550e-01   7.5702e-05   3.2942e-06   6.2465e-10
  2.2497e+17    8040.3200   9.7550e-01   7.5703e-05   3.2942e-06   6.2467e-10
  2.3343e+17    8040.3190   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  2.4221e+17    8040.3180   9.7550e-01   7.5703e-05   3.2942e-06   6.2468e-10
  2.5132e+17    8040.3180   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  2.6077e+17    8040.3170   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  2.7057e+17    8040.3160   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  2.8075e+17    8040.3150   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  2.9131e+17    8040.3150   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  3.0226e+17    8040.3140   9.7550e-01   7.5703e-05   3.2942e-06   6.2469e-10
  3.1363e+17    8040.3130   9.7550e-01   7.5703e-05   3.2942e-06   6.2466e-10
  3.2542e+17    8040.3110   9.7550e-01   7.5703e-05   3.2942e-06   6.2469e-10
  3.3766e+17    8040.3110   9.7550e-01   7.5703e-05   3.2942e-06   6.2467e-10
  3.5036e+17    8040.3110   9.7550e-01   7.5703e-05   3.2942e-06   6.2467e-10
  3.6353e+17    8040.3090   9.7550e-01   7.5703e-05   3.2942e-06   6.2472e-10
  3.7720e+17    8040.3090   9.7550e-01   7.5703e-05   3.2942e-06   6.2467e-10
  3.9139e+17    8040.3070   9.7550e-01   7.5703e-05   3.2942e-06   6.2467e-10
  4.0611e+17    8040.3060   9.7550e-01   7.5703e-05   3.2942e-06   6.2473e-10
  4.2138e+17    8040.3050   9.7550e-01   7.5703e-05   3.2942e-06   6.2468e-10
  4.3722e+17    8040.3040   9.7550e-01   7.5703e-05   3.2942e-06   6.2468e-10
  4.5367e+17    8040.3030   9.7550e-01   7.5703e-05   3.2943e-06   6.2468e-10
  4.7073e+17    8040.3010   9.7550e-01   7.5703e-05   3.2943e-06   6.2468e-10
  4.8843e+17    8040.3000   9.7550e-01   7.5703e-05   3.2943e-06   6.2473e-10
  5.0679e+17    8040.2980   9.7550e-01   7.5703e-05   3.2943e-06   6.2472e-10
  5.2585e+17    8040.2970   9.7550e-01   7.5703e-05   3.2943e-06   6.2471e-10
  5.4563e+17    8040.2960   9.7550e-01   7.5703e-05   3.2943e-06   6.2474e-10
  5.6615e+17    8040.2940   9.7550e-01   7.5704e-05   3.2943e-06   6.2475e-10
  5.8744e+17    8040.2930   9.7550e-01   7.5704e-05   3.2943e-06   6.2472e-10
  6.0953e+17    8040.2900   9.7550e-01   7.5704e-05   3.2943e-06   6.2469e-10
  6.3245e+17    8040.2890   9.7550e-01   7.5704e-05   3.2943e-06   6.2470e-10
  6.5623e+17    8040.2870   9.7550e-01   7.5704e-05   3.2943e-06   6.2470e-10
  6.8091e+17    8040.2850   9.7550e-01   7.5704e-05   3.2943e-06   6.2476e-10
  7.0651e+17    8040.2840   9.7550e-01   7.5704e-05   3.2943e-06   6.2470e-10
  7.3308e+17    8040.2820   9.7550e-01   7.5704e-05   3.2943e-06   6.2475e-10
  7.6065e+17    8040.2800   9.7550e-01   7.5704e-05   3.2943e-06   6.2471e-10
  7.8925e+17    8040.2780   9.7550e-01   7.5704e-05   3.2943e-06   6.2471e-10
  8.1893e+17    8040.2750   9.7550e-01   7.5704e-05   3.2943e-06   6.2474e-10
  8.4973e+17    8040.2730   9.7550e-01   7.5704e-05   3.2943e-06   6.2472e-10
  8.8168e+17    8040.2710   9.7550e-01   7.5704e-05   3.2943e-06   6.2472e-10
  9.1484e+17    8040.2680   9.7550e-01   7.5705e-05   3.2943e-06   6.2483e-10
  9.4924e+17    8040.2660   9.7550e-01   7.5704e-05   3.2943e-06   6.2472e-10
  9.8494e+17    8040.2630   9.7550e-01   7.5705e-05   3.2943e-06   6.2480e-10
  1.0220e+18    8040.2600   9.7550e-01   7.5705e-05   3.2943e-06   6.2473e-10
  1.0604e+18    8040.2570   9.7550e-01   7.5705e-05   3.2943e-06   6.2474e-10
  1.1003e+18    8040.2540   9.7550e-01   7.5705e-05   3.2943e-06   6.2483e-10
  1.1417e+18    8040.2510   9.7550e-01   7.5705e-05   3.2943e-06   6.2481e-10
  1.1846e+18    8040.2480   9.7550e-01   7.5705e-05   3.2944e-06   6.2477e-10
  1.2291e+18    8040.2440   9.7550e-01   7.5705e-05   3.2944e-06   6.2487e-10
  1.2754e+18    8040.2410   9.7550e-01   7.5705e-05   3.2944e-06   6.2476e-10
  1.3233e+18    8040.2370   9.7550e-01   7.5705e-05   3.2944e-06   6.2476e-10
  1.3731e+18    8040.2340   9.7550e-01   7.5706e-05   3.2944e-06   6.2480e-10
  1.4247e+18    8040.2300   9.7550e-01   7.5706e-05   3.2944e-06   6.2477e-10
  1.4783e+18    8040.2260   9.7550e-01   7.5706e-05   3.2944e-06   6.2478e-10
  1.5339e+18    8040.2210   9.7550e-01   7.5706e-05   3.2944e-06   6.2480e-10
  1.5916e+18    8040.2170   9.7550e-01   7.5706e-05   3.2944e-06   6.2479e-10
  1.6514e+18    8040.2130   9.7550e-01   7.5706e-05   3.2944e-06   6.2479e-10
  1.7135e+18    8040.2090   9.7550e-01   7.5706e-05   3.2944e-06   6.2480e-10
  1.7780e+18    8040.2030   9.7550e-01   7.5707e-05   3.2944e-06   6.2481e-10
  1.8448e+18    8040.1980   9.7550e-01   7.5707e-05   3.2944e-06   6.2494e-10
  1.9142e+18    8040.1930   9.7550e-01   7.5707e-05   3.2944e-06   6.2482e-10
  1.9862e+18    8040.1880   9.7550e-01   7.5707e-05   3.2945e-06   6.2485e-10
  2.0609e+18    8040.1820   9.7550e-01   7.5707e-05   3.2945e-06   6.2483e-10
  2.1384e+18    8040.1760   9.7550e-01   7.5708e-05   3.2945e-06   6.2498e-10
