# NH                 T_gas  H            H2           C            CO
  3.1800e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   3.0783e-15
  3.2996e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   1.7246e-14
  3.4237e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   2.7374e-15
  3.5524e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   3.8446e-15
  3.6860e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   9.3282e-16
  3.8246e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   5.1860e-15
  3.9684e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   3.2246e-14
  4.1177e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   1.2080e-14
  4.2725e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   4.6976e-15
  4.4332e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   2.8844e-16
  4.5999e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   1.5581e-14
  4.7729e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   2.2656e-16
  4.9524e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   3.3951e-14
  5.1386e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   2.6399e-15
  5.3318e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   7.1317e-15
  5.5323e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   4.2091e-15
  5.7404e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   1.7958e-14
  5.9562e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   5.8896e-15
  6.1802e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   1.5538e-14
  6.4126e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   7.7411e-15
  6.6538e+16   11130.2500   5.7919e-01   7.1068e-06   3.7364e-07   3.6115e-15
