#Leid  depth	A_V(extentd)	A_V(point)	Te	H0	H2	Co	C+	Oo	CO	O2	CH	OH	e	He+	H+	H3+	N(H0)	N(H2)	N(Co)	N(C+)	N(Oo)	N(CO)	N(O2)	N(CH)	(OH)	N(e)	N(He+)	N(H+)	N(H3+)	H2(Sol)	H2(FrmGrn)	H2(photodiss)	G0(DB96)	rate(CO)	rate(C)	heat	cool	GrnP	Gr-Gas-Cool	Gr-Gas-Heat	COds	H2dH	H2vH	ChaT	CR H	MgI	SI	Si	Fe	Na	Al	C	C610	C370	C157	C63	C146
1.90906e+05	0.000e+00	6.507e-11	1.315e+01	2.174e+02	1.580e+05	3.676e-02	6.422e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.676e-02	1.720e-04	1.882e-04	2.797e-04	8.302e+07	6.033e+10	1.404e+04	2.452e+02	2.322e+07	1.156e+07	7.054e+05	6.200e+00	4.229e+03	1.022e+04	6.565e+01	7.186e+01	1.068e+02	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.296e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.801e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.077e-24	1.468e-24	3.412e-26	3.335e-25	2.512e-29
1.14543e+06	0.000e+00	3.254e-10	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.797e-04	4.151e+08	3.016e+11	7.016e+04	1.226e+03	1.161e+08	5.780e+07	3.528e+06	3.100e+01	2.115e+04	5.111e+04	3.282e+02	3.591e+02	5.339e+02	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.821e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.414e-26	3.337e-25	2.514e-29
4.96355e+06	0.000e+00	1.367e-09	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.796e-04	1.743e+09	1.267e+12	2.947e+05	5.151e+03	4.876e+08	2.428e+08	1.482e+07	1.302e+02	8.881e+04	2.147e+05	1.379e+03	1.508e+03	2.242e+03	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.296e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
2.02360e+07	0.000e+00	5.531e-09	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.796e-04	7.056e+09	5.128e+12	1.193e+06	2.085e+04	1.974e+09	9.826e+08	5.997e+07	5.269e+02	3.595e+05	8.689e+05	5.580e+03	6.105e+03	9.076e+03	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
4.83374e+07	0.000e+00	1.095e-08	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.796e-04	1.396e+10	1.015e+13	2.360e+06	4.125e+04	3.905e+09	1.944e+09	1.187e+08	1.043e+03	7.113e+05	1.719e+06	1.104e+04	1.208e+04	1.796e+04	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
8.48691e+07	0.000e+00	1.798e-08	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.796e-04	2.294e+10	1.667e+13	3.878e+06	6.778e+04	6.417e+09	3.195e+09	1.950e+08	1.713e+03	1.169e+06	2.825e+06	1.814e+04	1.985e+04	2.951e+04	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
1.32360e+08	0.000e+00	2.713e-08	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.796e-04	3.461e+10	2.515e+13	5.851e+06	1.023e+05	9.682e+09	4.820e+09	2.942e+08	2.585e+03	1.763e+06	4.262e+06	2.737e+04	2.995e+04	4.452e+04	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
1.94099e+08	0.000e+00	3.903e-08	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.796e-04	4.979e+10	3.618e+13	8.415e+06	1.471e+05	1.393e+10	6.934e+09	4.232e+08	3.718e+03	2.536e+06	6.131e+06	3.937e+04	4.307e+04	6.404e+04	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
2.74359e+08	0.000e+00	5.449e-08	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.797e-04	6.952e+10	5.052e+13	1.175e+07	2.054e+05	1.944e+10	9.681e+09	5.908e+08	5.191e+03	3.541e+06	8.560e+06	5.497e+04	6.014e+04	8.941e+04	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
3.78697e+08	0.000e+00	7.459e-08	1.315e+01	2.174e+02	1.580e+05	3.675e-02	6.424e-04	6.081e+01	3.028e+01	1.848e+00	1.624e-05	1.108e-02	2.677e-02	1.719e-04	1.881e-04	2.797e-04	9.516e+10	6.915e+13	1.608e+07	2.812e+05	2.662e+10	1.325e+10	8.088e+08	7.106e+03	4.848e+06	1.172e+07	7.525e+04	8.233e+04	1.224e+05	1.145e-24	3.440e-12	2.472e-52	2.472e-31	0.000e+00	1.410e-16	1.297e-19	1.297e-19	1.025e-19	1.820e-22	-0.000e+00	0.000e+00	4.205e-23	7.881e-30	2.260e-24	7.875e-23	0.000e+00	6.800e-21	2.523e-22	0.000e+00	0.000e+00	0.000e+00	8.990e-22	3.076e-24	1.467e-24	3.413e-26	3.336e-25	2.513e-29
