#Leid  depth	A_V(extentd)	A_V(point)	Te	H0	H2	Co	C+	Oo	CO	O2	CH	OH	e	He+	H+	H3+	N(H0)	N(H2)	N(Co)	N(C+)	N(Oo)	N(CO)	N(O2)	N(CH)	(OH)	N(e)	N(He+)	N(H+)	N(H3+)	H2(Sol)	H2(FrmGrn)	H2(photodiss)	G0(DB96)	rate(CO)	rate(C)	heat	cool	GrnP	Gr-Gas-Cool	Gr-Gas-Heat	COds	H2dH	H2vH	ChaT	CR H	MgI	SI	Si	Fe	Na	Al	C	C610	C370	C157	C63	C146
4.20916e+05	0.000e+00	1.435e-10	1.750e+02	6.757e+03	1.547e+05	7.391e+00	7.794e-02	7.170e+01	2.371e+01	1.253e+00	3.722e-02	2.862e-01	2.916e+00	2.435e-02	5.214e-02	8.356e-03	5.688e+09	1.303e+11	6.222e+06	6.561e+04	6.036e+07	1.996e+07	1.055e+06	3.133e+04	2.410e+05	2.454e+06	2.050e+04	4.389e+04	7.034e+03	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.411e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.665e-21	7.876e-23	0.000e+00	8.752e-19	5.512e-21	0.000e+00	0.000e+00	0.000e+00	9.225e-20	7.083e-22	5.225e-21	1.181e-21	8.246e-18	3.556e-19
2.52549e+06	0.000e+00	7.176e-10	1.750e+02	6.756e+03	1.547e+05	7.392e+00	7.788e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.863e-01	2.914e+00	2.436e-02	5.214e-02	8.359e-03	2.844e+10	6.513e+11	3.111e+07	3.279e+05	3.018e+08	9.981e+07	5.274e+06	1.567e+05	1.205e+06	1.227e+07	1.025e+05	2.194e+05	3.518e+04	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.411e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.645e-21	7.876e-23	0.000e+00	8.754e-19	5.512e-21	0.000e+00	0.000e+00	0.000e+00	9.225e-20	7.084e-22	5.226e-21	1.180e-21	8.246e-18	3.557e-19
1.09438e+07	0.000e+00	3.014e-09	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	1.194e+11	2.735e+12	1.307e+08	1.377e+06	1.268e+09	4.192e+08	2.215e+07	6.583e+05	5.060e+06	5.152e+07	4.306e+05	9.208e+05	1.478e+05	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.411e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
4.46170e+07	0.000e+00	1.220e-08	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	4.834e+11	1.107e+13	5.291e+08	5.573e+06	5.131e+09	1.697e+09	8.963e+07	2.665e+06	2.048e+07	2.085e+08	1.743e+06	3.726e+06	5.981e+05	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.411e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
1.06576e+08	0.000e+00	2.414e-08	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	9.565e+11	2.191e+13	1.047e+09	1.103e+07	1.015e+10	3.357e+09	1.774e+08	5.273e+06	4.052e+07	4.127e+08	3.449e+06	7.373e+06	1.184e+06	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.411e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
1.87122e+08	0.000e+00	3.966e-08	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	1.572e+12	3.600e+13	1.720e+09	1.812e+07	1.668e+10	5.516e+09	2.914e+08	8.663e+06	6.658e+07	6.780e+08	5.667e+06	1.211e+07	1.945e+06	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.411e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
2.91833e+08	0.000e+00	5.984e-08	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	2.371e+12	5.431e+13	2.595e+09	2.734e+07	2.517e+10	8.323e+09	4.397e+08	1.307e+07	1.005e+08	1.023e+09	8.550e+06	1.828e+07	2.934e+06	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.412e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
4.27956e+08	0.000e+00	8.608e-08	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	3.411e+12	7.813e+13	3.733e+09	3.932e+07	3.620e+10	1.197e+10	6.324e+08	1.880e+07	1.445e+08	1.471e+09	1.230e+07	2.629e+07	4.220e+06	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.412e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
6.04916e+08	0.000e+00	1.202e-07	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	4.762e+12	1.091e+14	5.212e+09	5.491e+07	5.054e+10	1.672e+10	8.830e+08	2.625e+07	2.017e+08	2.054e+09	1.717e+07	3.670e+07	5.892e+06	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.412e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
8.34965e+08	0.000e+00	1.645e-07	1.750e+02	6.755e+03	1.547e+05	7.394e+00	7.789e-02	7.170e+01	2.371e+01	1.253e+00	3.724e-02	2.862e-01	2.914e+00	2.436e-02	5.207e-02	8.359e-03	6.519e+12	1.493e+14	7.135e+09	7.516e+07	6.919e+10	2.288e+10	1.209e+09	3.593e+07	2.762e+08	2.812e+09	2.351e+07	5.024e+07	8.066e+06	1.145e-24	1.255e-11	2.472e-50	2.472e-29	0.000e+00	1.412e-14	1.348e-17	1.348e-17	1.026e-17	7.580e-20	-0.000e+00	0.000e+00	4.118e-23	2.449e-28	1.614e-21	7.876e-23	0.000e+00	8.753e-19	5.509e-21	0.000e+00	0.000e+00	0.000e+00	9.224e-20	7.086e-22	5.227e-21	1.180e-21	8.246e-18	3.557e-19
