#Leid  depth	A_V(extentd)	A_V(point)	Te	H0	H2	Co	C+	Oo	CO	O2	CH	OH	e	He+	H+	H3+	N(H0)	N(H2)	N(Co)	N(C+)	N(Oo)	N(CO)	N(O2)	N(CH)	(OH)	N(e)	N(He+)	N(H+)	N(H3+)	H2(Sol)	H2(FrmGrn)	H2(photodiss)	G0(DB96)	rate(CO)	rate(C)	heat	cool	GrnP	Gr-Gas-Cool	Gr-Gas-Heat	COds	H2dH	H2vH	ChaT	CR H	MgI	SI	Si	Fe	Na	Al	C	C610	C370	C157	C63	C146
3.43422e+14	0.000e+00	4.357e-04	7.130e+02	9.936e+02	8.965e-06	1.197e-07	1.000e-01	3.149e-01	6.337e-15	5.211e-16	2.340e-17	1.418e-11	6.674e+00	1.641e-04	6.437e+00	6.517e-16	6.824e+17	6.157e+09	8.224e+07	6.868e+13	2.163e+14	4.352e+00	3.579e-01	1.607e-02	9.738e+03	4.584e+15	1.127e+11	4.421e+15	4.477e-01	3.611e-06	8.011e-14	5.009e-17	5.009e+04	0.000e+00	1.688e-05	9.846e-21	9.853e-21	9.603e-21	1.205e-21	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.216e-22	6.263e-25	0.000e+00	5.562e-25	1.564e-24	0.000e+00	0.000e+00	0.000e+00	2.619e-24	1.244e-29	8.018e-29	4.808e-22	1.845e-21	1.246e-22
1.71778e+15	0.000e+00	1.744e-03	4.433e+02	9.949e+02	7.085e-06	1.386e-07	1.000e-01	3.153e-01	6.515e-15	2.502e-16	2.507e-17	1.600e-11	5.349e+00	1.503e-04	5.113e+00	4.028e-16	2.734e+18	2.077e+10	3.680e+08	2.749e+14	8.664e+14	1.779e+01	8.737e-01	6.776e-02	4.272e+04	1.561e+16	4.226e+11	1.496e+16	1.278e+00	3.606e-06	6.316e-14	5.002e-17	5.002e+04	0.000e+00	1.683e-05	9.950e-21	9.948e-21	9.749e-21	7.509e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.073e-22	5.856e-25	0.000e+00	5.941e-25	1.654e-24	0.000e+00	0.000e+00	0.000e+00	3.022e-24	1.485e-29	8.818e-29	1.078e-21	1.124e-21	6.688e-23
2.91522e+15	0.000e+00	1.955e-03	4.345e+02	9.949e+02	7.042e-06	1.399e-07	1.000e-01	3.153e-01	6.534e-15	2.429e-16	2.529e-17	1.612e-11	5.303e+00	1.497e-04	5.064e+00	3.965e-16	3.065e+18	2.311e+10	4.146e+08	3.082e+14	9.714e+14	1.996e+01	9.546e-01	7.618e-02	4.809e+04	1.738e+16	4.724e+11	1.665e+16	1.410e+00	3.592e-06	6.253e-14	4.983e-17	4.983e+04	0.000e+00	1.680e-05	9.962e-21	9.961e-21	9.765e-21	7.363e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.067e-22	5.841e-25	0.000e+00	5.961e-25	1.659e-24	0.000e+00	0.000e+00	0.000e+00	3.043e-24	1.501e-29	8.878e-29	1.119e-21	1.098e-21	6.493e-23
3.32741e+15	0.000e+00	2.267e-03	4.343e+02	9.949e+02	7.045e-06	1.400e-07	1.000e-01	3.153e-01	6.539e-15	2.429e-16	2.533e-17	1.614e-11	5.301e+00	1.497e-04	5.064e+00	3.968e-16	3.554e+18	2.657e+10	4.834e+08	3.573e+14	1.126e+15	2.317e+01	1.074e+00	8.863e-02	5.602e+04	1.998e+16	5.460e+11	1.914e+16	1.605e+00	3.589e-06	6.252e-14	4.979e-17	4.979e+04	0.000e+00	1.678e-05	9.962e-21	9.962e-21	9.764e-21	7.358e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.067e-22	5.840e-25	0.000e+00	5.960e-25	1.658e-24	0.000e+00	0.000e+00	0.000e+00	3.043e-24	1.502e-29	8.885e-29	1.121e-21	1.097e-21	6.489e-23
3.89251e+15	0.000e+00	2.672e-03	4.346e+02	9.949e+02	7.054e-06	1.402e-07	1.000e-01	3.153e-01	6.545e-15	2.434e-16	2.539e-17	1.615e-11	5.303e+00	1.497e-04	5.067e+00	3.976e-16	4.190e+18	3.108e+10	5.729e+08	4.212e+14	1.328e+15	2.736e+01	1.229e+00	1.048e-01	6.634e+04	2.337e+16	6.416e+11	2.237e+16	1.859e+00	3.586e-06	6.254e-14	4.975e-17	4.975e+04	0.000e+00	1.676e-05	9.964e-21	9.976e-21	9.767e-21	7.364e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.068e-22	5.841e-25	0.000e+00	5.959e-25	1.658e-24	0.000e+00	0.000e+00	0.000e+00	3.042e-24	1.503e-29	8.896e-29	1.122e-21	1.098e-21	6.496e-23
4.62714e+15	0.000e+00	3.199e-03	4.336e+02	9.949e+02	7.055e-06	1.405e-07	1.000e-01	3.153e-01	6.556e-15	2.428e-16	2.547e-17	1.618e-11	5.296e+00	1.497e-04	5.059e+00	3.974e-16	5.016e+18	3.694e+10	6.896e+08	5.042e+14	1.590e+15	3.280e+01	1.431e+00	1.260e-01	7.977e+04	2.777e+16	7.659e+11	2.658e+16	2.189e+00	3.582e-06	6.247e-14	4.969e-17	4.969e+04	0.000e+00	1.673e-05	9.963e-21	9.963e-21	9.766e-21	7.344e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.067e-22	5.839e-25	0.000e+00	5.959e-25	1.658e-24	0.000e+00	0.000e+00	0.000e+00	3.043e-24	1.507e-29	8.912e-29	1.123e-21	1.095e-21	6.474e-23
5.58216e+15	0.000e+00	3.884e-03	4.333e+02	9.949e+02	7.064e-06	1.408e-07	1.000e-01	3.153e-01	6.566e-15	2.429e-16	2.559e-17	1.620e-11	5.297e+00	1.496e-04	5.060e+00	3.979e-16	6.090e+18	4.456e+10	8.416e+08	6.122e+14	1.930e+15	3.989e+01	1.693e+00	1.536e-01	9.726e+04	3.349e+16	9.274e+11	3.204e+16	2.619e+00	3.576e-06	6.245e-14	4.961e-17	4.961e+04	0.000e+00	1.670e-05	9.970e-21	9.967e-21	9.774e-21	7.341e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.067e-22	5.839e-25	0.000e+00	5.961e-25	1.658e-24	0.000e+00	0.000e+00	0.000e+00	3.044e-24	1.511e-29	8.936e-29	1.124e-21	1.094e-21	6.468e-23
6.82368e+15	0.000e+00	4.774e-03	4.332e+02	9.949e+02	7.078e-06	1.412e-07	1.000e-01	3.153e-01	6.582e-15	2.433e-16	2.571e-17	1.623e-11	5.295e+00	1.496e-04	5.058e+00	3.990e-16	7.486e+18	5.450e+10	1.040e+09	7.525e+14	2.373e+15	4.913e+01	2.035e+00	1.897e-01	1.200e+05	4.092e+16	1.137e+12	3.914e+16	3.179e+00	3.569e-06	6.244e-14	4.951e-17	4.951e+04	0.000e+00	1.665e-05	9.969e-21	9.968e-21	9.773e-21	7.336e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.066e-22	5.838e-25	0.000e+00	5.957e-25	1.657e-24	0.000e+00	0.000e+00	0.000e+00	3.043e-24	1.515e-29	8.958e-29	1.125e-21	1.094e-21	6.465e-23
8.43766e+15	0.000e+00	5.932e-03	4.332e+02	9.949e+02	7.096e-06	1.416e-07	1.000e-01	3.153e-01	6.603e-15	2.438e-16	2.588e-17	1.627e-11	5.291e+00	1.497e-04	5.054e+00	4.003e-16	9.302e+18	6.744e+10	1.298e+09	9.350e+14	2.948e+15	6.117e+01	2.480e+00	2.369e-01	1.497e+05	5.057e+16	1.410e+12	4.836e+16	3.909e+00	3.559e-06	6.244e-14	4.938e-17	4.938e+04	0.000e+00	1.659e-05	9.967e-21	9.967e-21	9.772e-21	7.328e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.065e-22	5.837e-25	0.000e+00	5.951e-25	1.655e-24	0.000e+00	0.000e+00	0.000e+00	3.040e-24	1.520e-29	8.985e-29	1.125e-21	1.094e-21	6.463e-23
1.05358e+16	0.000e+00	7.437e-03	4.332e+02	9.949e+02	7.121e-06	1.422e-07	1.000e-01	3.153e-01	6.630e-15	2.447e-16	2.609e-17	1.633e-11	5.288e+00	1.498e-04	5.051e+00	4.023e-16	1.166e+19	8.434e+10	1.636e+09	1.172e+15	3.696e+15	7.690e+01	3.060e+00	2.988e-01	1.885e+05	6.311e+16	1.766e+12	6.034e+16	4.863e+00	3.547e-06	6.244e-14	4.921e-17	4.921e+04	0.000e+00	1.651e-05	9.968e-21	9.967e-21	9.773e-21	7.322e-22	-0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.063e-22	5.836e-25	0.000e+00	5.945e-25	1.653e-24	0.000e+00	0.000e+00	0.000e+00	3.037e-24	1.526e-29	9.022e-29	1.125e-21	1.094e-21	6.464e-23
