#Leid  depth	A_V(extentd)	A_V(point)	Te	H0	H2	Co	C+	Oo	CO	O2	CH	OH	e	He+	H+	H3+	N(H0)	N(H2)	N(Co)	N(C+)	N(Oo)	N(CO)	N(O2)	N(CH)	(OH)	N(e)	N(He+)	N(H+)	N(H3+)	H2(Sol)	H2(FrmGrn)	H2(photodiss)	G0(DB96)	rate(CO)	rate(C)	heat	cool	GrnP	Gr-Gas-Cool	Gr-Gas-Heat	COds	H2dH	H2vH	ChaT	CR H	MgI	SI	Si	Fe	Na	Al	C	C610	C370	C157	C63	C146
1.47359e+06	0.000e+00	5.911e-10	8.850e+01	3.088e+05	3.718e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.219e-06	1.470e+00	3.264e-04	1.669e+01	1.997e-05	1.377e-03	2.659e-09	9.101e+11	1.096e+10	4.452e+07	1.049e+07	2.636e+08	3.113e+07	2.422e+01	4.331e+06	9.620e+02	4.920e+07	5.884e+01	4.059e+03	7.836e-03	2.870e-10	8.925e-12	0.000e+00	5.009e+00	0.000e+00	1.689e-09	5.286e-18	5.284e-18	1.462e-19	5.756e-20	-0.000e+00	0.000e+00	5.956e-19	4.402e-18	0.000e+00	7.880e-23	0.000e+00	2.659e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.619e-20	1.564e-21	9.314e-21	4.147e-20	2.816e-18	3.594e-20
8.84155e+06	0.000e+00	2.956e-09	8.852e+01	3.088e+05	3.719e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.218e-06	1.470e+00	3.264e-04	1.669e+01	1.997e-05	1.378e-03	2.673e-09	4.550e+12	5.481e+10	2.226e+08	5.246e+07	1.318e+09	1.557e+08	1.211e+02	2.166e+07	4.810e+03	2.460e+08	2.942e+02	2.030e+04	3.935e-02	2.870e-10	8.925e-12	1.142e-26	5.009e+00	0.000e+00	1.689e-09	5.286e-18	5.286e-18	1.462e-19	5.758e-20	-0.000e+00	0.000e+00	5.956e-19	4.402e-18	0.000e+00	7.880e-23	0.000e+00	2.658e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.619e-20	1.564e-21	9.314e-21	4.147e-20	2.818e-18	3.596e-20
3.83134e+07	0.000e+00	1.241e-08	8.851e+01	3.088e+05	3.720e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.218e-06	1.470e+00	3.264e-04	1.669e+01	1.997e-05	1.378e-03	2.673e-09	1.911e+13	2.302e+11	9.350e+08	2.203e+08	5.535e+09	6.538e+08	5.086e+02	9.096e+07	2.020e+04	1.033e+09	1.236e+03	8.526e+04	1.654e-01	2.870e-10	8.925e-12	5.711e-26	5.009e+00	0.000e+00	1.689e-09	5.286e-18	5.285e-18	1.462e-19	5.757e-20	-0.000e+00	0.000e+00	5.956e-19	4.402e-18	0.000e+00	7.880e-23	0.000e+00	2.659e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.619e-20	1.564e-21	9.314e-21	4.147e-20	2.817e-18	3.595e-20
1.56201e+08	0.000e+00	5.024e-08	8.852e+01	3.088e+05	3.722e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.216e-06	1.470e+00	3.264e-04	1.669e+01	1.997e-05	1.378e-03	2.676e-09	7.735e+13	9.323e+11	3.784e+09	8.918e+08	2.240e+10	2.646e+09	2.058e+03	3.682e+08	8.177e+04	4.182e+09	5.002e+03	3.451e+05	6.702e-01	2.868e-10	8.926e-12	2.399e-25	5.009e+00	0.000e+00	1.689e-09	5.285e-18	5.287e-18	1.462e-19	5.759e-20	-0.000e+00	0.000e+00	5.955e-19	4.401e-18	0.000e+00	7.880e-23	0.000e+00	2.658e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.619e-20	1.564e-21	9.314e-21	4.147e-20	2.818e-18	3.597e-20
3.73113e+08	0.000e+00	9.943e-08	8.851e+01	3.088e+05	3.728e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.219e-06	1.470e+00	3.264e-04	1.669e+01	1.997e-05	1.377e-03	2.682e-09	1.531e+14	1.846e+12	7.489e+09	1.765e+09	4.433e+10	5.237e+09	4.074e+03	7.285e+08	1.618e+05	8.275e+09	9.898e+03	6.829e+05	1.328e+00	2.863e-10	8.925e-12	9.705e-25	5.009e+00	0.000e+00	1.689e-09	5.285e-18	5.285e-18	1.461e-19	5.757e-20	-0.000e+00	0.000e+00	5.957e-19	4.401e-18	0.000e+00	7.880e-23	0.000e+00	2.658e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.619e-20	1.564e-21	9.314e-21	4.147e-20	2.817e-18	3.595e-20
6.55100e+08	0.000e+00	1.634e-07	8.848e+01	3.088e+05	3.737e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.225e-06	1.470e+00	3.264e-04	1.669e+01	1.997e-05	1.377e-03	2.691e-09	2.515e+14	3.038e+12	1.230e+10	2.899e+09	7.284e+10	8.604e+09	6.696e+03	1.197e+09	2.659e+05	1.360e+10	1.626e+04	1.122e+06	2.186e+00	2.856e-10	8.924e-12	1.920e-24	5.009e+00	0.000e+00	1.689e-09	5.282e-18	5.280e-18	1.461e-19	5.752e-20	-0.000e+00	0.000e+00	5.958e-19	4.398e-18	0.000e+00	7.880e-23	0.000e+00	2.658e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.619e-20	1.564e-21	9.313e-21	4.146e-20	2.814e-18	3.590e-20
1.02168e+09	0.000e+00	2.465e-07	8.846e+01	3.087e+05	3.750e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.235e-06	1.469e+00	3.265e-04	1.669e+01	1.997e-05	1.376e-03	2.704e-09	3.794e+14	4.592e+12	1.856e+10	4.375e+09	1.099e+11	1.298e+10	1.011e+04	1.806e+09	4.011e+05	2.051e+10	2.454e+04	1.692e+06	3.306e+00	2.845e-10	8.923e-12	3.152e-24	5.009e+00	0.000e+00	1.689e-09	5.278e-18	5.276e-18	1.461e-19	5.749e-20	-0.000e+00	0.000e+00	5.961e-19	4.393e-18	0.000e+00	7.880e-23	0.000e+00	2.658e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.618e-20	1.565e-21	9.313e-21	4.145e-20	2.812e-18	3.587e-20
1.49824e+09	0.000e+00	3.545e-07	8.843e+01	3.087e+05	3.769e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.251e-06	1.469e+00	3.265e-04	1.669e+01	1.997e-05	1.376e-03	2.723e-09	5.457e+14	6.622e+12	2.670e+10	6.292e+09	1.581e+11	1.867e+10	1.455e+04	2.597e+09	5.770e+05	2.950e+10	3.529e+04	2.433e+06	4.773e+00	2.830e-10	8.921e-12	4.752e-24	5.009e+00	0.000e+00	1.689e-09	5.271e-18	5.270e-18	1.461e-19	5.743e-20	-0.000e+00	0.000e+00	5.964e-19	4.386e-18	0.000e+00	7.880e-23	0.000e+00	2.658e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.618e-20	1.565e-21	9.312e-21	4.145e-20	2.809e-18	3.582e-20
2.11776e+09	0.000e+00	4.950e-07	8.838e+01	3.086e+05	3.795e+03	1.511e+01	3.560e+00	8.944e+01	1.056e+01	8.273e-06	1.469e+00	3.266e-04	1.669e+01	1.997e-05	1.375e-03	2.748e-09	7.619e+14	9.280e+12	3.729e+10	8.785e+09	2.207e+11	2.606e+10	2.035e+04	3.626e+09	8.058e+05	4.119e+10	4.928e+04	3.396e+06	6.698e+00	2.811e-10	8.919e-12	6.828e-24	5.009e+00	0.000e+00	1.689e-09	5.261e-18	5.261e-18	1.461e-19	5.736e-20	-0.000e+00	0.000e+00	5.968e-19	4.376e-18	0.000e+00	7.880e-23	0.000e+00	2.657e-20	5.801e-20	0.000e+00	0.000e+00	0.000e+00	5.618e-20	1.565e-21	9.312e-21	4.143e-20	2.805e-18	3.575e-20
2.92315e+09	0.000e+00	6.776e-07	8.827e+01	3.086e+05	3.830e+03	1.511e+01	3.560e+00	8.945e+01	1.055e+01	8.303e-06	1.469e+00	3.266e-04	1.669e+01	1.997e-05	1.373e-03	2.783e-09	1.043e+15	1.277e+13	5.105e+10	1.203e+10	3.022e+11	3.567e+10	2.791e+04	4.963e+09	1.103e+06	5.639e+10	6.746e+04	4.646e+06	9.231e+00	2.784e-10	8.913e-12	9.520e-24	5.009e+00	0.000e+00	1.689e-09	5.245e-18	5.239e-18	1.461e-19	5.717e-20	-0.000e+00	0.000e+00	5.970e-19	4.360e-18	0.000e+00	7.880e-23	0.000e+00	2.657e-20	5.803e-20	0.000e+00	0.000e+00	0.000e+00	5.618e-20	1.566e-21	9.310e-21	4.140e-20	2.793e-18	3.557e-20
