     120   number of z grid-points
      38   number of CO lines
        N<H>       Tdust        Tgas           H          H2          e-           O          C+           C          CO          CH         CH4          OH         H2O
 5.17635E+18 2.00000E+01 7.64045E+03 9.48387E+02 2.29386E-02 5.64226E+01 2.87123E-01 2.81764E-02 7.00867E-02 4.48040E-08 7.96083E-08 8.67965E-25 5.07437E-06 8.69476E-12
 6.16104E+18 2.00000E+01 7.64140E+03 9.48386E+02 2.29226E-02 5.64230E+01 2.87123E-01 2.81762E-02 7.00869E-02 4.47758E-08 7.95742E-08 8.66153E-25 5.07062E-06 8.68215E-12
 7.33304E+18 2.00000E+01 7.64045E+03 9.48390E+02 2.29385E-02 5.64194E+01 2.87124E-01 2.81748E-02 7.00885E-02 4.48098E-08 7.96118E-08 8.68104E-25 5.07460E-06 8.69560E-12
 8.72799E+18 2.00000E+01 7.63949E+03 9.48393E+02 2.29545E-02 5.64155E+01 2.87124E-01 2.81732E-02 7.00902E-02 4.48445E-08 7.96498E-08 8.70075E-25 5.07861E-06 8.70915E-12
 1.03883E+19 2.00000E+01 7.64045E+03 9.48394E+02 2.29385E-02 5.64150E+01 2.87125E-01 2.81725E-02 7.00911E-02 4.48181E-08 7.96168E-08 8.68301E-25 5.07493E-06 8.69678E-12
 1.23644E+19 2.00000E+01 7.63949E+03 9.48398E+02 2.29544E-02 5.64102E+01 2.87126E-01 2.81705E-02 7.00933E-02 4.48544E-08 7.96557E-08 8.70309E-25 5.07901E-06 8.71056E-12
 1.47165E+19 2.00000E+01 7.64045E+03 9.48399E+02 2.29383E-02 5.64087E+01 2.87126E-01 2.81693E-02 7.00947E-02 4.48298E-08 7.96238E-08 8.68580E-25 5.07541E-06 8.69845E-12
 1.75160E+19 2.00000E+01 7.63949E+03 9.48405E+02 2.29542E-02 5.64027E+01 2.87127E-01 2.81667E-02 7.00977E-02 4.48683E-08 7.96641E-08 8.70642E-25 5.07957E-06 8.71255E-12
 2.08481E+19 2.00000E+01 7.63854E+03 9.48411E+02 2.29702E-02 5.63960E+01 2.87129E-01 2.81637E-02 7.01010E-02 4.49083E-08 7.97053E-08 8.72744E-25 5.08380E-06 8.72688E-12
 2.48139E+19 2.00000E+01 7.63949E+03 9.48414E+02 2.29540E-02 5.63920E+01 2.87130E-01 2.81612E-02 7.01038E-02 4.48881E-08 7.96759E-08 8.71113E-25 5.08037E-06 8.71538E-12
 2.95343E+19 2.00000E+01 7.63854E+03 9.48422E+02 2.29699E-02 5.63833E+01 2.87132E-01 2.81572E-02 7.01084E-02 4.49319E-08 7.97194E-08 8.73306E-25 5.08475E-06 8.73025E-12
 3.51525E+19 2.00000E+01 7.63758E+03 9.48431E+02 2.29858E-02 5.63732E+01 2.87134E-01 2.81525E-02 7.01137E-02 4.49781E-08 7.97643E-08 8.75563E-25 5.08923E-06 8.74550E-12
 4.18395E+19 2.00000E+01 7.63663E+03 9.48442E+02 2.30016E-02 5.63616E+01 2.87136E-01 2.81470E-02 7.01199E-02 4.50273E-08 7.98110E-08 8.77897E-25 5.09383E-06 8.76120E-12
 4.97986E+19 2.00000E+01 7.63567E+03 9.48454E+02 2.30174E-02 5.63481E+01 2.87139E-01 2.81405E-02 7.01272E-02 4.50801E-08 7.98598E-08 8.80320E-25 5.09858E-06 8.77741E-12
 5.92716E+19 2.00000E+01 7.63472E+03 9.48468E+02 2.30332E-02 5.63324E+01 2.87143E-01 2.81329E-02 7.01357E-02 4.51370E-08 7.99112E-08 8.82849E-25 5.10350E-06 8.79426E-12
 7.05468E+19 2.00000E+01 7.63376E+03 9.48485E+02 2.30489E-02 5.63141E+01 2.87147E-01 2.81240E-02 7.01458E-02 4.51989E-08 7.99654E-08 8.85504E-25 5.10862E-06 8.81184E-12
 8.39668E+19 2.00000E+01 7.63281E+03 9.48504E+02 2.30646E-02 5.62927E+01 2.87151E-01 2.81135E-02 7.01577E-02 4.52667E-08 8.00233E-08 8.88309E-25 5.11398E-06 8.83029E-12
 9.99396E+19 2.00000E+01 7.63185E+03 9.48527E+02 2.30802E-02 5.62676E+01 2.87157E-01 2.81011E-02 7.01718E-02 4.53416E-08 8.00853E-08 8.91292E-25 5.11963E-06 8.84979E-12
 1.18951E+20 2.00000E+01 7.63090E+03 9.48553E+02 2.30957E-02 5.62380E+01 2.87164E-01 2.80864E-02 7.01884E-02 4.54249E-08 8.01523E-08 8.94486E-25 5.12562E-06 8.87053E-12
 1.41579E+20 2.00000E+01 7.62804E+03 9.48588E+02 2.31435E-02 5.61995E+01 2.87172E-01 2.80680E-02 7.02091E-02 4.55813E-08 8.02976E-08 9.01842E-25 5.13984E-06 8.91944E-12
 1.68511E+20 2.00000E+01 7.62518E+03 9.48628E+02 2.31913E-02 5.61548E+01 2.87182E-01 2.80464E-02 7.02335E-02 4.57501E-08 8.04504E-08 9.09553E-25 5.15458E-06 8.97034E-12
 2.00567E+20 2.00000E+01 7.62232E+03 9.48675E+02 2.32390E-02 5.61027E+01 2.87193E-01 2.80210E-02 7.02622E-02 4.59337E-08 8.06118E-08 9.17683E-25 5.16993E-06 9.02359E-12
 2.38720E+20 2.00000E+01 7.61946E+03 9.48730E+02 2.32866E-02 5.60418E+01 2.87206E-01 2.79911E-02 7.02960E-02 4.61350E-08 8.07837E-08 9.26308E-25 5.18601E-06 9.07963E-12
 2.84131E+20 2.00000E+01 7.61470E+03 9.48798E+02 2.33669E-02 5.59668E+01 2.87223E-01 2.79548E-02 7.03370E-02 4.64216E-08 8.10412E-08 9.39613E-25 5.21090E-06 9.16646E-12
 3.38181E+20 2.00000E+01 7.60994E+03 9.48877E+02 2.34472E-02 5.58794E+01 2.87242E-01 2.79120E-02 7.03852E-02 4.67343E-08 8.13140E-08 9.53731E-25 5.23690E-06 9.25770E-12
 4.02513E+20 2.00000E+01 7.60328E+03 9.48972E+02 2.35606E-02 5.57737E+01 2.87265E-01 2.78607E-02 7.04432E-02 4.71436E-08 8.16793E-08 9.73068E-25 5.27225E-06 9.38234E-12
 4.79082E+20 2.00000E+01 7.59663E+03 9.49083E+02 2.36743E-02 5.56506E+01 2.87292E-01 2.78003E-02 7.05113E-02 4.75915E-08 8.20668E-08 9.93722E-25 5.30925E-06 9.51390E-12
 5.70217E+20 2.00000E+01 7.58618E+03 9.49220E+02 2.38554E-02 5.54996E+01 2.87325E-01 2.77270E-02 7.05938E-02 4.82196E-08 8.26321E-08 1.02493E-24 5.36463E-06 9.71205E-12
 6.78689E+20 2.00000E+01 7.57575E+03 9.49378E+02 2.40376E-02 5.53243E+01 2.87363E-01 2.76411E-02 7.06906E-02 4.89071E-08 8.32314E-08 1.05855E-24 5.42265E-06 9.92215E-12
 8.07794E+20 2.00000E+01 7.56344E+03 9.49565E+02 2.42551E-02 5.51168E+01 2.87409E-01 2.75390E-02 7.08055E-02 4.97352E-08 8.39484E-08 1.09990E-24 5.49222E-06 1.01770E-11
 9.61460E+20 2.00000E+01 7.54926E+03 9.49787E+02 2.45090E-02 5.48718E+01 2.87462E-01 2.74180E-02 7.09416E-02 5.07227E-08 8.47933E-08 1.15016E-24 5.57428E-06 1.04819E-11
 1.14436E+21 2.00000E+01 7.53063E+03 9.50051E+02 2.48490E-02 5.45785E+01 2.87526E-01 2.72731E-02 7.11043E-02 5.19930E-08 8.58892E-08 1.21839E-24 5.68201E-06 1.08887E-11
 1.36205E+21 2.00000E+01 7.50735E+03 9.50367E+02 2.52837E-02 5.42295E+01 2.87602E-01 2.71004E-02 7.12980E-02 5.35944E-08 8.72690E-08 1.30899E-24 5.81881E-06 1.14161E-11
 1.62114E+21 2.00000E+01 7.48180E+03 9.50735E+02 2.57725E-02 5.38216E+01 2.87692E-01 2.68967E-02 7.15262E-02 5.54800E-08 8.88554E-08 1.41921E-24 5.97610E-06 1.20384E-11
 1.92953E+21 2.00000E+01 7.44933E+03 9.51173E+02 2.64138E-02 5.33368E+01 2.87797E-01 2.66537E-02 7.17980E-02 5.79082E-08 9.08945E-08 1.57194E-24 6.18062E-06 1.28718E-11
 2.29658E+21 2.00000E+01 7.40772E+03 9.51694E+02 2.72703E-02 5.27604E+01 2.87923E-01 2.63633E-02 7.21219E-02 6.10897E-08 9.35593E-08 1.79139E-24 6.45138E-06 1.40173E-11
 2.73346E+21 2.00000E+01 7.35940E+03 9.52303E+02 2.83139E-02 5.20858E+01 2.88069E-01 2.60198E-02 7.25043E-02 6.50669E-08 9.68205E-08 2.09154E-24 6.78548E-06 1.54984E-11
 3.25344E+21 2.00000E+01 7.29993E+03 9.53021E+02 2.96776E-02 5.12918E+01 2.88242E-01 2.56113E-02 7.29579E-02 7.02844E-08 1.01037E-07 2.53704E-24 7.22317E-06 1.75507E-11
 3.87234E+21 2.00000E+01 7.22500E+03 9.53866E+02 3.15309E-02 5.03566E+01 2.88445E-01 2.51238E-02 7.34971E-02 7.73631E-08 1.06681E-07 3.24684E-24 7.81834E-06 2.05450E-11
 4.60896E+21 2.00000E+01 7.13470E+03 9.54852E+02 3.39847E-02 4.92660E+01 2.88681E-01 2.45455E-02 7.41345E-02 8.69218E-08 1.14117E-07 4.40821E-24 8.61499E-06 2.49216E-11
 5.48572E+21 2.00000E+01 7.01677E+03 9.56013E+02 3.76077E-02 4.79827E+01 2.88958E-01 2.39139E-02 7.48330E-02 1.01004E-07 1.24774E-07 6.63184E-24 9.79206E-06 3.21576E-11
 6.52926E+21 2.00000E+01 6.86442E+03 9.57371E+02 4.31217E-02 4.64801E+01 2.89281E-01 2.30842E-02 7.57380E-02 1.22509E-07 1.40884E-07 1.15014E-23 1.15966E-05 4.50356E-11
 7.77131E+21 2.00000E+01 6.67101E+03 9.58948E+02 5.18269E-02 4.47335E+01 2.89655E-01 2.20994E-02 7.68065E-02 1.57101E-07 1.66061E-07 2.41502E-23 1.44884E-05 7.01862E-11
 9.24963E+21 2.00000E+01 6.42054E+03 9.60775E+02 6.69836E-02 4.27037E+01 2.90085E-01 2.09205E-02 7.80774E-02 2.18612E-07 2.09528E-07 6.82837E-23 1.96196E-05 1.28509E-10
 1.10092E+22 2.00000E+01 6.08880E+03 9.62886E+02 9.74957E-02 4.03368E+01 2.90580E-01 1.94807E-02 7.96174E-02 3.45611E-07 2.96728E-07 3.15797E-22 3.02158E-05 3.04497E-10
 1.31034E+22 2.00000E+01 2.67741E+03 9.60128E+02 7.73487E+00 2.74671E+01 2.91793E-01 6.90437E-03 9.26715E-02 9.58131E-06 2.55564E-05 2.81878E-14 1.22268E-03 1.48833E-06
 1.55961E+22 2.00000E+01 2.43521E+03 9.59928E+02 8.99380E+00 2.49288E+01 2.92532E-01 6.41969E-03 9.32336E-02 8.90412E-06 2.71315E-05 4.89958E-14 1.08567E-03 1.51152E-06
 1.85629E+22 2.00000E+01 2.21463E+03 9.59682E+02 1.02988E+01 2.23311E+01 2.93248E-01 5.25151E-03 9.44777E-02 8.28541E-06 2.00986E-05 3.64189E-14 9.89369E-04 1.44066E-06
 2.20941E+22 2.00000E+01 2.00270E+03 9.58949E+02 1.18714E+01 1.96790E+01 2.93987E-01 4.24008E-03 9.55560E-02 7.67375E-06 1.38320E-05 2.35399E-14 8.88126E-04 1.35962E-06
 2.62970E+22 2.00000E+01 1.71271E+03 9.57121E+02 1.40736E+01 1.68518E+01 2.94917E-01 3.27452E-03 9.65833E-02 5.81918E-06 6.43167E-06 6.46847E-15 6.64508E-04 9.95114E-07
 3.12994E+22 2.00000E+01 1.45587E+03 9.54657E+02 1.65317E+01 1.41505E+01 2.95792E-01 2.71794E-03 9.71856E-02 4.29179E-06 2.38814E-06 1.06403E-15 4.74250E-04 7.03664E-07
 3.72534E+22 2.00000E+01 1.23491E+03 9.51376E+02 1.93032E+01 1.16436E+01 2.96565E-01 2.45769E-03 9.74782E-02 3.24950E-06 7.04282E-07 1.09900E-16 3.38996E-04 5.45449E-07
 4.43401E+22 2.00000E+01 1.05440E+03 9.46935E+02 2.25331E+01 9.39637E+00 2.97204E-01 2.35629E-03 9.76018E-02 2.79097E-06 1.80196E-07 1.23956E-17 2.68998E-04 5.65517E-07
 5.27748E+22 2.00000E+01 8.87254E+02 9.40708E+02 2.65435E+01 7.38906E+00 2.97741E-01 2.35062E-03 9.76223E-02 2.77094E-06 3.86316E-08 5.55372E-18 2.44072E-04 7.93025E-07
 6.28141E+22 2.00000E+01 7.32758E+02 9.32055E+02 3.16376E+01 5.65494E+00 2.98156E-01 2.38126E-03 9.76006E-02 3.46895E-06 1.51777E-08 1.03248E-17 2.76528E-04 1.42800E-06
 7.47631E+22 2.00000E+01 6.01886E+02 9.19849E+02 3.83711E+01 4.21260E+00 2.98413E-01 2.43849E-03 9.75476E-02 5.50987E-06 1.40558E-08 3.48551E-17 3.89548E-04 3.03758E-06
 8.89852E+22 2.00000E+01 4.93201E+02 9.02486E+02 4.75538E+01 3.04438E+00 2.98485E-01 2.58031E-03 9.74050E-02 1.01276E-05 1.57101E-08 1.57799E-16 6.12482E-04 7.16752E-06
 1.05913E+23 2.00000E+01 4.06656E+02 8.77177E+02 6.05963E+01 2.11446E+00 2.98297E-01 2.93117E-03 9.70455E-02 2.10418E-05 1.87733E-08 8.74351E-16 1.01919E-03 1.86104E-05
 1.26060E+23 2.00000E+01 3.37079E+02 8.38519E+02 8.02201E+01 1.38048E+00 2.97647E-01 3.76681E-03 9.61801E-02 5.19970E-05 2.43288E-08 6.07314E-15 1.78897E-03 5.34576E-05
 1.50040E+23 2.00000E+01 2.77585E+02 7.75569E+02 1.11913E+02 8.15786E-01 2.95910E-01 6.00805E-03 9.38162E-02 1.75315E-04 3.70866E-08 5.95683E-14 3.40462E-03 1.69790E-04
 1.78582E+23 2.00000E+01 2.24757E+02 6.74273E+02 1.62708E+02 4.25270E-01 2.91027E-01 1.25187E-02 8.64903E-02 9.89901E-04 7.96819E-08 9.27718E-13 7.03958E-03 5.42689E-04
 2.12554E+23 2.00000E+01 1.82943E+02 5.38477E+02 2.30685E+02 2.15900E-01 2.77134E-01 2.21512E-02 7.01618E-02 7.67599E-03 2.26414E-07 1.59333E-11 1.29187E-02 1.29597E-03
 2.52988E+23 2.00000E+01 1.56170E+02 4.00279E+02 2.99816E+02 1.26268E-01 2.52484E-01 2.12260E-02 5.16623E-02 2.70643E-02 5.10093E-07 1.39872E-10 1.64508E-02 1.89892E-03
 3.01113E+23 2.00000E+01 1.40117E+02 2.88172E+02 3.55886E+02 8.38862E-02 2.34042E-01 1.57899E-02 4.01862E-02 4.39267E-02 8.93217E-07 6.82852E-10 1.64344E-02 2.11435E-03
 3.58393E+23 2.00000E+01 1.29009E+02 2.04782E+02 3.97590E+02 6.17644E-02 2.26256E-01 1.17445E-02 3.55167E-02 5.25937E-02 1.39223E-06 2.35128E-09 1.42327E-02 2.06274E-03
 4.26570E+23 2.00000E+01 1.19946E+02 1.43956E+02 4.28008E+02 4.90439E-02 2.24123E-01 8.93047E-03 3.40978E-02 5.67848E-02 1.99593E-06 6.26163E-09 1.12306E-02 1.88669E-03
 5.07715E+23 2.00000E+01 1.11693E+02 1.00010E+02 4.49985E+02 4.10292E-02 2.24198E-01 6.78110E-03 3.39341E-02 5.90650E-02 2.65427E-06 1.35626E-08 8.32932E-03 1.68271E-03
 6.04297E+23 2.00000E+01 1.03865E+02 6.85377E+01 4.65724E+02 3.55886E-02 2.24785E-01 5.02739E-03 3.40183E-02 6.07145E-02 3.30112E-06 2.47991E-08 5.91813E-03 1.49518E-03
 7.19251E+23 2.00000E+01 9.64912E+01 4.62607E+01 4.76865E+02 3.16447E-02 2.25149E-01 3.57581E-03 3.38589E-02 6.23217E-02 3.88072E-06 3.95657E-08 4.07906E-03 1.33794E-03
 8.56073E+23 2.00000E+01 8.91060E+01 3.08913E+01 4.84551E+02 2.86963E-02 2.26010E-01 2.44249E-03 3.39625E-02 6.33639E-02 4.43370E-06 5.66220E-08 2.72192E-03 1.19280E-03
 1.01892E+24 2.00000E+01 8.21461E+01 2.04453E+01 4.89775E+02 2.61609E-02 2.26694E-01 1.56610E-03 3.39326E-02 6.42994E-02 4.96220E-06 7.62645E-08 1.79444E-03 1.08064E-03
 1.21275E+24 2.00000E+01 7.56576E+01 1.35278E+01 4.93234E+02 2.36650E-02 2.26553E-01 9.35586E-04 3.32966E-02 6.56003E-02 5.44678E-06 1.01251E-07 1.19556E-03 1.02924E-03
 1.44345E+24 2.00000E+01 6.97808E+01 9.07561E+00 4.95460E+02 2.10583E-02 2.24833E-01 5.38549E-04 3.15074E-02 6.78171E-02 5.81572E-06 1.36713E-07 8.30338E-04 1.09061E-03
 1.71803E+24 2.00000E+01 6.46664E+01 6.29732E+00 4.96850E+02 1.86251E-02 2.23020E-01 3.27034E-04 2.98532E-02 6.97064E-02 6.20240E-06 1.86159E-07 5.99562E-04 1.28055E-03
 2.04485E+24 2.00000E+01 6.06328E+01 4.58560E+00 4.97705E+02 1.66842E-02 2.22805E-01 2.21497E-04 2.96606E-02 7.00203E-02 6.77473E-06 2.46758E-07 4.42468E-04 1.50875E-03
 2.43384E+24 2.00000E+01 5.77614E+01 3.52747E+00 4.98234E+02 1.53126E-02 2.24071E-01 1.66754E-04 3.07704E-02 6.89746E-02 7.47110E-06 3.09598E-07 3.36763E-04 1.68847E-03
 2.89683E+24 2.00000E+01 5.59541E+01 2.87214E+00 4.98562E+02 1.44245E-02 2.25950E-01 1.37151E-04 3.24356E-02 6.73440E-02 8.11803E-06 3.64195E-07 2.68746E-04 1.80756E-03
 3.44789E+24 2.00000E+01 5.49897E+01 2.46927E+00 4.98763E+02 1.38855E-02 2.27731E-01 1.20841E-04 3.40232E-02 6.57749E-02 8.59627E-06 4.04085E-07 2.26760E-04 1.87834E-03
 4.10377E+24 2.00000E+01 5.46310E+01 2.22477E+00 4.98886E+02 1.35760E-02 2.29061E-01 1.11800E-04 3.52138E-02 6.45943E-02 8.88445E-06 4.29089E-07 2.01847E-04 1.91792E-03
 4.88442E+24 2.00000E+01 5.46651E+01 2.07843E+00 4.98959E+02 1.34079E-02 2.29891E-01 1.06796E-04 3.59598E-02 6.38538E-02 9.02260E-06 4.42733E-07 1.87665E-04 1.94024E-03
 5.81358E+24 2.00000E+01 5.49542E+01 1.99129E+00 4.99002E+02 1.33237E-02 2.30306E-01 1.04049E-04 3.63358E-02 6.34808E-02 9.05806E-06 4.48858E-07 1.80049E-04 1.95427E-03
 6.91949E+24 2.00000E+01 5.53825E+01 1.93928E+00 4.99028E+02 1.32870E-02 2.30436E-01 1.02564E-04 3.64586E-02 6.33599E-02 9.03317E-06 4.50540E-07 1.76309E-04 1.96441E-03
 8.23577E+24 2.00000E+01 5.58834E+01 1.90753E+00 4.99044E+02 1.32764E-02 2.30388E-01 1.01777E-04 3.64231E-02 6.33964E-02 8.97496E-06 4.49746E-07 1.74797E-04 1.97280E-03
 9.80244E+24 2.00000E+01 5.64064E+01 1.88732E+00 4.99054E+02 1.32792E-02 2.30243E-01 1.01368E-04 3.63010E-02 6.35191E-02 8.90184E-06 4.47723E-07 1.74504E-04 1.98028E-03
 1.16671E+25 2.00000E+01 5.69166E+01 1.87365E+00 4.99061E+02 1.32881E-02 2.30054E-01 1.01158E-04 3.61405E-02 6.36801E-02 8.82540E-06 4.45220E-07 1.74822E-04 1.98710E-03
 1.38866E+25 2.00000E+01 5.73958E+01 1.86367E+00 4.99066E+02 1.32991E-02 2.29854E-01 1.01047E-04 3.59694E-02 6.38515E-02 8.75174E-06 4.42640E-07 1.75409E-04 1.99334E-03
 1.65282E+25 2.00000E+01 5.78610E+01 1.85543E+00 4.99070E+02 1.33110E-02 2.29648E-01 1.00981E-04 3.57930E-02 6.40282E-02 8.67982E-06 4.40036E-07 1.76124E-04 1.99936E-03
 1.96723E+25 2.00000E+01 5.82757E+01 1.84867E+00 4.99074E+02 1.33218E-02 2.29460E-01 1.00937E-04 3.56316E-02 6.41898E-02 8.61609E-06 4.37691E-07 1.76818E-04 2.00475E-03
 2.34145E+25 2.00000E+01 5.86751E+01 1.84244E+00 4.99077E+02 1.33323E-02 2.29276E-01 1.00900E-04 3.54743E-02 6.43473E-02 8.55528E-06 4.35433E-07 1.77514E-04 2.00997E-03
 2.78686E+25 2.00000E+01 5.90405E+01 1.83689E+00 4.99079E+02 1.33418E-02 2.29107E-01 1.00868E-04 3.53297E-02 6.44921E-02 8.50027E-06 4.33377E-07 1.78162E-04 2.01478E-03
 3.31701E+25 2.00000E+01 5.93896E+01 1.83166E+00 4.99082E+02 1.33507E-02 2.28945E-01 1.00837E-04 3.51911E-02 6.46309E-02 8.44829E-06 4.31424E-07 1.78786E-04 2.01941E-03
 3.94799E+25 2.00000E+01 5.97037E+01 1.82701E+00 4.99084E+02 1.33587E-02 2.28799E-01 1.00809E-04 3.50664E-02 6.47558E-02 8.40204E-06 4.29679E-07 1.79350E-04 2.02360E-03
 4.69901E+25 2.00000E+01 6.00007E+01 1.82265E+00 4.99087E+02 1.33661E-02 2.28660E-01 1.00781E-04 3.49483E-02 6.48740E-02 8.35873E-06 4.28040E-07 1.79885E-04 2.02758E-03
 5.59290E+25 2.00000E+01 6.02616E+01 1.81884E+00 4.99088E+02 1.33725E-02 2.28539E-01 1.00757E-04 3.48445E-02 6.49779E-02 8.32103E-06 4.26607E-07 1.80357E-04 2.03110E-03
 6.65683E+25 2.00000E+01 6.05236E+01 1.81505E+00 4.99090E+02 1.33788E-02 2.28417E-01 1.00732E-04 3.47403E-02 6.50823E-02 8.28349E-06 4.25177E-07 1.80832E-04 2.03465E-03
 7.92314E+25 2.00000E+01 6.07489E+01 1.81181E+00 4.99092E+02 1.33842E-02 2.28312E-01 1.00710E-04 3.46507E-02 6.51720E-02 8.25147E-06 4.23953E-07 1.81241E-04 2.03772E-03
 9.43035E+25 2.00000E+01 6.09750E+01 1.80858E+00 4.99094E+02 1.33895E-02 2.28206E-01 1.00687E-04 3.45607E-02 6.52621E-02 8.21956E-06 4.22731E-07 1.81652E-04 2.04082E-03
 1.12243E+26 2.00000E+01 6.11638E+01 1.80589E+00 4.99095E+02 1.33940E-02 2.28118E-01 1.00668E-04 3.44856E-02 6.53373E-02 8.19310E-06 4.21714E-07 1.81996E-04 2.04341E-03
 1.33594E+26 2.00000E+01 6.13532E+01 1.80321E+00 4.99096E+02 1.33984E-02 2.28029E-01 1.00649E-04 3.44103E-02 6.54127E-02 8.16672E-06 4.20699E-07 1.82342E-04 2.04601E-03
 1.59008E+26 2.00000E+01 6.15239E+01 1.80080E+00 4.99097E+02 1.34023E-02 2.27950E-01 1.00631E-04 3.43423E-02 6.54807E-02 8.14306E-06 4.19786E-07 1.82654E-04 2.04837E-03

JIline[erg/s/cm^2/sr]
       1   5.5405521e-07
       2   4.1356639e-06
       3   1.2602895e-05
       4   2.6533733e-05
       5   4.5687978e-05
       6   6.9472669e-05
       7   9.6805542e-05
       8   0.00012597415
       9   0.00015632549
      10   0.00018437987
      11   0.00020559590
      12   0.00021084283
      13   0.00019976218
      14   0.00016769383
      15   0.00011014661
      16   4.8409621e-05
      17   1.1064665e-05
      18   2.0426705e-06
      19   5.2731827e-07
      20   1.6372553e-07
      21   4.2653529e-08
      22   3.6915704e-08
      23   3.5091381e-08
      24   3.4127847e-08
