# NH                 T_gas  H            H2           C            CO
  1.5900e+14    1209.6280   7.9033e-01   1.0468e-01   2.9615e-05   6.9286e-05
  1.6498e+14    1208.9240   7.8999e-01   1.0485e-01   2.9633e-05   6.9268e-05
  1.7118e+14    1208.1940   7.8964e-01   1.0502e-01   2.9652e-05   6.9249e-05
  1.7762e+14    1207.4370   7.8928e-01   1.0520e-01   2.9672e-05   6.9230e-05
  1.8430e+14    1206.6520   7.8891e-01   1.0539e-01   2.9693e-05   6.9210e-05
  1.9123e+14    1205.8370   7.8852e-01   1.0558e-01   2.9715e-05   6.9188e-05
  1.9842e+14    1204.9920   7.8811e-01   1.0578e-01   2.9738e-05   6.9167e-05
  2.0588e+14    1204.1160   7.8769e-01   1.0599e-01   2.9761e-05   6.9144e-05
  2.1363e+14    1203.2060   7.8725e-01   1.0621e-01   2.9786e-05   6.9120e-05
  2.2166e+14    1202.2630   7.8680e-01   1.0644e-01   2.9811e-05   6.9095e-05
  2.2999e+14    1201.2840   7.8632e-01   1.0668e-01   2.9838e-05   6.9069e-05
  2.3864e+14    1200.2690   7.8583e-01   1.0692e-01   2.9866e-05   6.9042e-05
  2.4762e+14    1199.2190   7.8532e-01   1.0718e-01   2.9894e-05   6.9014e-05
  2.5693e+14    1198.1300   7.8478e-01   1.0745e-01   2.9924e-05   6.8985e-05
  2.6659e+14    1197.0010   7.8423e-01   1.0772e-01   2.9955e-05   6.8955e-05
  2.7662e+14    1195.8300   7.8365e-01   1.0801e-01   2.9988e-05   6.8924e-05
  2.8702e+14    1194.6160   7.8305e-01   1.0831e-01   3.0021e-05   6.8891e-05
  2.9781e+14    1193.3560   7.8243e-01   1.0862e-01   3.0056e-05   6.8857e-05
  3.0901e+14    1192.0490   7.8178e-01   1.0895e-01   3.0092e-05   6.8821e-05
  3.2063e+14    1190.6940   7.8110e-01   1.0928e-01   3.0130e-05   6.8785e-05
  3.3269e+14    1189.2880   7.8040e-01   1.0963e-01   3.0169e-05   6.8746e-05
  3.4520e+14    1187.8310   7.7967e-01   1.1000e-01   3.0210e-05   6.8707e-05
  3.5818e+14    1186.3190   7.7891e-01   1.1038e-01   3.0252e-05   6.8665e-05
  3.7165e+14    1184.7520   7.7811e-01   1.1078e-01   3.0296e-05   6.8622e-05
  3.8563e+14    1183.1260   7.7729e-01   1.1119e-01   3.0342e-05   6.8578e-05
  4.0013e+14    1181.4400   7.7643e-01   1.1162e-01   3.0389e-05   6.8532e-05
  4.1517e+14    1179.6920   7.7553e-01   1.1206e-01   3.0438e-05   6.8484e-05
  4.3079e+14    1177.8790   7.7460e-01   1.1253e-01   3.0489e-05   6.8434e-05
  4.4699e+14    1175.9990   7.7363e-01   1.1302e-01   3.0542e-05   6.8382e-05
  4.6380e+14    1174.0500   7.7262e-01   1.1352e-01   3.0596e-05   6.8328e-05
  4.8124e+14    1172.0300   7.7156e-01   1.1405e-01   3.0653e-05   6.8273e-05
  4.9933e+14    1169.9340   7.7047e-01   1.1460e-01   3.0712e-05   6.8215e-05
  5.1811e+14    1167.7620   7.6932e-01   1.1517e-01   3.0773e-05   6.8155e-05
  5.3760e+14    1165.5100   7.6813e-01   1.1576e-01   3.0836e-05   6.8093e-05
  5.5781e+14    1163.1750   7.6688e-01   1.1638e-01   3.0901e-05   6.8029e-05
  5.7879e+14    1160.7540   7.6559e-01   1.1703e-01   3.0968e-05   6.7963e-05
  6.0055e+14    1158.2450   7.6423e-01   1.1771e-01   3.1037e-05   6.7895e-05
  6.2314e+14    1155.6440   7.6282e-01   1.1841e-01   3.1109e-05   6.7824e-05
  6.4657e+14    1152.9480   7.6135e-01   1.1915e-01   3.1183e-05   6.7751e-05
  6.7088e+14    1150.1530   7.5981e-01   1.1992e-01   3.1259e-05   6.7676e-05
  6.9611e+14    1147.2570   7.5821e-01   1.2072e-01   3.1338e-05   6.7599e-05
