#  J   Flux (erg s**-1 cm**-2)
   1   8.0425e-08
   2   3.9999e-07
   3   5.1610e-07
   4   1.7970e-07
   5   1.7103e-08
   6   7.6152e-10
   7   2.6239e-11
   8   1.1988e-12
   9   3.1410e-13
  10   1.4206e-13
  11   6.7167e-14
  12   3.2484e-14
  13   1.6248e-14
  14   7.5524e-15
  15   3.3031e-15
  16   1.5545e-15
  17   6.9932e-16
  18   3.1309e-16
  19   1.3729e-16
  20   6.0105e-17
