# NH                 T_gas  H            H2           C            CO
  1.5900e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7846e-11
  1.6498e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7850e-11
  1.7118e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7854e-11
  1.7762e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7857e-11
  1.8430e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7861e-11
  1.9123e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7865e-11
  1.9842e+14      92.7455   9.9975e-01   1.1154e-04   7.8286e-08   3.7869e-11
  2.0588e+14      92.7456   9.9975e-01   1.1154e-04   7.8286e-08   3.7873e-11
  2.1363e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7877e-11
  2.2166e+14      92.7455   9.9975e-01   1.1154e-04   7.8287e-08   3.7880e-11
  2.2999e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7884e-11
  2.3864e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7888e-11
  2.4762e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7892e-11
  2.5693e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7896e-11
  2.6659e+14      92.7450   9.9975e-01   1.1154e-04   7.8287e-08   3.7900e-11
  2.7662e+14      92.7452   9.9975e-01   1.1154e-04   7.8287e-08   3.7903e-11
  2.8702e+14      92.7448   9.9975e-01   1.1154e-04   7.8287e-08   3.7907e-11
  2.9781e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7911e-11
  3.0901e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7915e-11
  3.2063e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7919e-11
  3.3269e+14      92.7455   9.9975e-01   1.1155e-04   7.8287e-08   3.7923e-11
  3.4520e+14      92.7455   9.9975e-01   1.1155e-04   7.8287e-08   3.7927e-11
  3.5818e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7930e-11
  3.7165e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7934e-11
  3.8563e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7938e-11
  4.0013e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7942e-11
  4.1517e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7946e-11
  4.3079e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7950e-11
  4.4699e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7954e-11
  4.6380e+14      92.7455   9.9975e-01   1.1155e-04   7.8287e-08   3.7957e-11
  4.8124e+14      92.7448   9.9975e-01   1.1155e-04   7.8287e-08   3.7961e-11
  4.9933e+14      92.7448   9.9975e-01   1.1155e-04   7.8288e-08   3.7965e-11
  5.1811e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7969e-11
  5.3760e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7973e-11
  5.5781e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7977e-11
  5.7879e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7981e-11
  6.0055e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7984e-11
  6.2314e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7988e-11
  6.4657e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7992e-11
  6.7088e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.7996e-11
  6.9611e+14      92.7448   9.9975e-01   1.1156e-04   7.8288e-08   3.8000e-11
  7.2229e+14      92.7448   9.9975e-01   1.1157e-04   7.8288e-08   3.8004e-11
  7.4945e+14      92.7448   9.9975e-01   1.1157e-04   7.8288e-08   3.8008e-11
  7.7764e+14      92.7448   9.9975e-01   1.1157e-04   7.8288e-08   3.8011e-11
  8.0688e+14      92.7448   9.9975e-01   1.1157e-04   7.8288e-08   3.8015e-11
  8.3722e+14      92.7448   9.9975e-01   1.1157e-04   7.8288e-08   3.8019e-11
  8.6870e+14      92.7453   9.9975e-01   1.1157e-04   7.8288e-08   3.8023e-11
  9.0137e+14      92.7448   9.9975e-01   1.1157e-04   7.8288e-08   3.8027e-11
  9.3527e+14      92.7448   9.9975e-01   1.1158e-04   7.8288e-08   3.8031e-11
  9.7044e+14      92.7448   9.9975e-01   1.1158e-04   7.8288e-08   3.8035e-11
  1.0069e+15      92.7448   9.9975e-01   1.1158e-04   7.8288e-08   3.8038e-11
  1.0448e+15      92.7448   9.9975e-01   1.1158e-04   7.8288e-08   3.8042e-11
  1.0841e+15      92.7448   9.9975e-01   1.1158e-04   7.8288e-08   3.8046e-11
  1.1249e+15      92.7447   9.9975e-01   1.1159e-04   7.8289e-08   3.8050e-11
  1.1672e+15      92.7448   9.9975e-01   1.1159e-04   7.8289e-08   3.8054e-11
  1.2110e+15      92.7447   9.9975e-01   1.1159e-04   7.8289e-08   3.8058e-11
  1.2566e+15      92.7448   9.9975e-01   1.1159e-04   7.8289e-08   3.8062e-11
  1.3038e+15      92.7448   9.9975e-01   1.1159e-04   7.8289e-08   3.8065e-11
  1.3529e+15      92.7447   9.9975e-01   1.1160e-04   7.8289e-08   3.8069e-11
  1.4037e+15      92.7448   9.9975e-01   1.1160e-04   7.8289e-08   3.8073e-11
  1.4565e+15      92.7447   9.9975e-01   1.1160e-04   7.8289e-08   3.8077e-11
  1.5113e+15      92.7447   9.9975e-01   1.1160e-04   7.8289e-08   3.8081e-11
  1.5681e+15      92.7447   9.9975e-01   1.1161e-04   7.8289e-08   3.8085e-11
  1.6271e+15      92.7447   9.9975e-01   1.1161e-04   7.8289e-08   3.8089e-11
  1.6883e+15      92.7447   9.9975e-01   1.1161e-04   7.8289e-08   3.8093e-11
  1.7518e+15      92.7447   9.9975e-01   1.1162e-04   7.8289e-08   3.8096e-11
  1.8177e+15      92.7447   9.9975e-01   1.1162e-04   7.8289e-08   3.8100e-11
  1.8860e+15      92.7447   9.9975e-01   1.1162e-04   7.8289e-08   3.8104e-11
  1.9569e+15      92.7447   9.9975e-01   1.1163e-04   7.8289e-08   3.8108e-11
  2.0305e+15      92.7447   9.9975e-01   1.1163e-04   7.8290e-08   3.8112e-11
  2.1069e+15      92.7447   9.9975e-01   1.1163e-04   7.8290e-08   3.8116e-11
  2.1861e+15      92.7447   9.9975e-01   1.1164e-04   7.8290e-08   3.8120e-11
  2.2683e+15      92.7447   9.9975e-01   1.1164e-04   7.8290e-08   3.8123e-11
  2.3536e+15      92.7447   9.9975e-01   1.1165e-04   7.8290e-08   3.8127e-11
  2.4421e+15      92.7447   9.9975e-01   1.1165e-04   7.8290e-08   3.8131e-11
  2.5340e+15      92.7447   9.9975e-01   1.1165e-04   7.8290e-08   3.8135e-11
  2.6293e+15      92.7447   9.9975e-01   1.1166e-04   7.8290e-08   3.8139e-11
  2.7281e+15      92.7447   9.9975e-01   1.1166e-04   7.8290e-08   3.8143e-11
  2.8307e+15      92.7447   9.9975e-01   1.1167e-04   7.8290e-08   3.8147e-11
  2.9372e+15      92.7446   9.9975e-01   1.1167e-04   7.8290e-08   3.8151e-11
  3.0476e+15      92.7446   9.9975e-01   1.1168e-04   7.8290e-08   3.8155e-11
  3.1622e+15      92.7446   9.9975e-01   1.1168e-04   7.8291e-08   3.8158e-11
  3.2812e+15      92.7446   9.9975e-01   1.1169e-04   7.8291e-08   3.8162e-11
  3.4045e+15      92.7446   9.9975e-01   1.1170e-04   7.8291e-08   3.8166e-11
  3.5326e+15      92.7446   9.9975e-01   1.1170e-04   7.8291e-08   3.8170e-11
  3.6654e+15      92.7446   9.9975e-01   1.1171e-04   7.8291e-08   3.8174e-11
  3.8032e+15      92.7446   9.9975e-01   1.1172e-04   7.8291e-08   3.8178e-11
  3.9463e+15      92.7595   9.9975e-01   1.1173e-04   7.8285e-08   3.8179e-11
  4.0947e+15      92.7446   9.9975e-01   1.1173e-04   7.8291e-08   3.8186e-11
  4.2486e+15      92.7446   9.9975e-01   1.1174e-04   7.8291e-08   3.8190e-11
  4.4084e+15      92.7446   9.9975e-01   1.1175e-04   7.8292e-08   3.8193e-11
  4.5742e+15      92.7446   9.9975e-01   1.1175e-04   7.8292e-08   3.8197e-11
  4.7462e+15      92.7446   9.9975e-01   1.1176e-04   7.8292e-08   3.8201e-11
  4.9247e+15      92.7445   9.9975e-01   1.1177e-04   7.8292e-08   3.8205e-11
  5.1099e+15      92.7446   9.9975e-01   1.1178e-04   7.8292e-08   3.8209e-11
  5.3020e+15      92.7445   9.9975e-01   1.1179e-04   7.8292e-08   3.8213e-11
  5.5014e+15      92.7445   9.9975e-01   1.1180e-04   7.8292e-08   3.8217e-11
  5.7083e+15      92.7445   9.9975e-01   1.1181e-04   7.8292e-08   3.8221e-11
  5.9230e+15      92.7445   9.9975e-01   1.1182e-04   7.8292e-08   3.8225e-11
  6.1457e+15      92.7445   9.9975e-01   1.1183e-04   7.8293e-08   3.8229e-11
  6.3768e+15      92.7445   9.9975e-01   1.1184e-04   7.8293e-08   3.8233e-11
  6.6166e+15      92.7444   9.9975e-01   1.1185e-04   7.8293e-08   3.8236e-11
  6.8654e+15      92.7444   9.9975e-01   1.1187e-04   7.8293e-08   3.8240e-11
  7.1236e+15      92.7444   9.9975e-01   1.1188e-04   7.8293e-08   3.8244e-11
  7.3915e+15      92.7444   9.9975e-01   1.1189e-04   7.8293e-08   3.8248e-11
  7.6694e+15      92.7444   9.9975e-01   1.1190e-04   7.8293e-08   3.8252e-11
  7.9579e+15      92.7444   9.9975e-01   1.1192e-04   7.8294e-08   3.8256e-11
  8.2571e+15      92.7443   9.9975e-01   1.1193e-04   7.8294e-08   3.8260e-11
  8.5676e+15      92.7443   9.9975e-01   1.1195e-04   7.8294e-08   3.8264e-11
  8.8898e+15      92.7443   9.9975e-01   1.1196e-04   7.8294e-08   3.8268e-11
  9.2241e+15      92.7443   9.9975e-01   1.1198e-04   7.8294e-08   3.8272e-11
  9.5710e+15      92.7443   9.9975e-01   1.1200e-04   7.8294e-08   3.8276e-11
  9.9309e+15      92.7442   9.9975e-01   1.1202e-04   7.8295e-08   3.8280e-11
  1.0304e+16      92.7442   9.9975e-01   1.1203e-04   7.8295e-08   3.8284e-11
  1.0692e+16      92.7442   9.9975e-01   1.1205e-04   7.8295e-08   3.8288e-11
  1.1094e+16      92.7442   9.9975e-01   1.1207e-04   7.8295e-08   3.8292e-11
  1.1511e+16      92.7442   9.9975e-01   1.1209e-04   7.8295e-08   3.8295e-11
  1.1944e+16      92.7441   9.9975e-01   1.1211e-04   7.8296e-08   3.8299e-11
  1.2393e+16      92.7441   9.9975e-01   1.1214e-04   7.8296e-08   3.8303e-11
  1.2859e+16      92.7441   9.9975e-01   1.1216e-04   7.8296e-08   3.8307e-11
  1.3343e+16      92.7441   9.9975e-01   1.1218e-04   7.8296e-08   3.8311e-11
  1.3844e+16      92.7440   9.9975e-01   1.1221e-04   7.8297e-08   3.8315e-11
  1.4365e+16      92.7440   9.9975e-01   1.1223e-04   7.8297e-08   3.8319e-11
  1.4905e+16      92.7440   9.9975e-01   1.1226e-04   7.8297e-08   3.8323e-11
  1.5466e+16      92.7439   9.9975e-01   1.1229e-04   7.8297e-08   3.8327e-11
  1.6047e+16      92.7439   9.9975e-01   1.1231e-04   7.8297e-08   3.8331e-11
  1.6651e+16      92.7439   9.9975e-01   1.1234e-04   7.8298e-08   3.8335e-11
  1.7277e+16      92.7438   9.9975e-01   1.1238e-04   7.8298e-08   3.8339e-11
  1.7927e+16      92.7438   9.9975e-01   1.1241e-04   7.8298e-08   3.8343e-11
  1.8601e+16      92.7438   9.9975e-01   1.1244e-04   7.8298e-08   3.8347e-11
  1.9300e+16      92.7437   9.9975e-01   1.1247e-04   7.8299e-08   3.8351e-11
  2.0026e+16      92.7437   9.9975e-01   1.1251e-04   7.8299e-08   3.8355e-11
  2.0779e+16      92.7436   9.9975e-01   1.1255e-04   7.8299e-08   3.8359e-11
  2.1561e+16      92.7436   9.9975e-01   1.1259e-04   7.8300e-08   3.8363e-11
