#  J   Flux (erg s**-1 cm**-2)
   1   1.2604e-07
   2   7.0058e-07
   3   1.5180e-06
   4   2.2393e-06
   5   1.6921e-06
   6   3.5770e-07
   7   2.5792e-08
   8   1.0744e-09
   9   3.8585e-11
  10   1.4407e-12
  11   1.6003e-13
  12   3.8089e-14
  13   1.0059e-14
  14   2.5403e-15
  15   4.8205e-16
