# NH             T_dust     hc_photo     hc_h2vib     hc_h2form    hc_gasgrain  hc_OI        hc_CII       hc_CO        hc_CI
  2.5899e-06  1.2365e-05    
  4.9316e+16     122.2958   6.7377e-17   2.9537e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5135e-30  -9.8447e-25
  5.1171e+16     122.2957   6.7377e-17   2.9537e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5138e-30  -9.8447e-25
  5.3095e+16     122.2957   6.7376e-17   2.9538e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5141e-30  -9.8448e-25
  5.5092e+16     122.2956   6.7376e-17   2.9538e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5144e-30  -9.8449e-25
  5.7164e+16     122.2955   6.7376e-17   2.9538e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5147e-30  -9.8449e-25
  5.9313e+16     122.2954   6.7376e-17   2.9538e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5150e-30  -9.8450e-25
  6.1544e+16     122.2954   6.7376e-17   2.9538e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5153e-30  -9.8450e-25
  6.3858e+16     122.2953   6.7376e-17   2.9539e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5156e-30  -9.8451e-25
  6.6259e+16     122.2952   6.7376e-17   2.9539e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5159e-30  -9.8452e-25
  6.8751e+16     122.2951   6.7376e-17   2.9539e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5162e-30  -9.8453e-25
  7.1336e+16     122.2950   6.7376e-17   2.9539e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5165e-30  -9.8453e-25
  7.4019e+16     122.2949   6.7376e-17   2.9540e-18   1.3453e-18  -1.7453e-17  -4.0529e-17  -2.7148e-19  -2.5169e-30  -9.8454e-25
  7.6803e+16     122.2948   6.7376e-17   2.9540e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5172e-30  -9.8455e-25
  7.9691e+16     122.2947   6.7376e-17   2.9540e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5175e-30  -9.8456e-25
  8.2688e+16     122.2946   6.7375e-17   2.9540e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5178e-30  -9.8457e-25
  8.5797e+16     122.2945   6.7375e-17   2.9541e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5182e-30  -9.8458e-25
  8.9023e+16     122.2944   6.7375e-17   2.9541e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5185e-30  -9.8458e-25
  9.2371e+16     122.2943   6.7375e-17   2.9541e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5188e-30  -9.8459e-25
  9.5845e+16     122.2942   6.7375e-17   2.9542e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5192e-30  -9.8460e-25
  9.9449e+16     122.2941   6.7375e-17   2.9542e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5195e-30  -9.8461e-25
  1.0319e+17     122.2939   6.7375e-17   2.9542e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5198e-30  -9.8463e-25
  1.0707e+17     122.2938   6.7375e-17   2.9543e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5202e-30  -9.8464e-25
  1.1110e+17     122.2937   6.7374e-17   2.9543e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5205e-30  -9.8465e-25
  1.1527e+17     122.2935   6.7374e-17   2.9543e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5209e-30  -9.8466e-25
  1.1961e+17     122.2934   6.7374e-17   2.9544e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5213e-30  -9.8467e-25
  1.2411e+17     122.2932   6.7374e-17   2.9544e-18   1.3453e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5216e-30  -9.8468e-25
  1.2877e+17     122.2931   6.7374e-17   2.9545e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5220e-30  -9.8470e-25
  1.3362e+17     122.2929   6.7374e-17   2.9545e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5224e-30  -9.8471e-25
  1.3864e+17     122.2927   6.7373e-17   2.9545e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5227e-30  -9.8473e-25
  1.4385e+17     122.2925   6.7373e-17   2.9546e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5231e-30  -9.8474e-25
  1.4926e+17     122.2923   6.7373e-17   2.9546e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5235e-30  -9.8475e-25
  1.5488e+17     122.2922   6.7373e-17   2.9547e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5239e-30  -9.8477e-25
  1.6070e+17     122.2920   6.7373e-17   2.9548e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5243e-30  -9.8479e-25
  1.6674e+17     122.2917   6.7372e-17   2.9548e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5247e-30  -9.8480e-25
  1.7301e+17     122.2915   6.7372e-17   2.9549e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5251e-30  -9.8482e-25
  1.7952e+17     122.2913   6.7372e-17   2.9549e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5255e-30  -9.8484e-25
  1.8627e+17     122.2911   6.7372e-17   2.9550e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5259e-30  -9.8486e-25
  1.9328e+17     122.2908   6.7371e-17   2.9551e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5264e-30  -9.8488e-25
  2.0054e+17     122.2906   6.7371e-17   2.9551e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5268e-30  -9.8490e-25
  2.0809e+17     122.2903   6.7371e-17   2.9552e-18   1.3454e-18  -1.7452e-17  -4.0529e-17  -2.7148e-19  -2.5272e-30  -9.8492e-25
  2.1591e+17     122.2901   6.7371e-17   2.9553e-18   1.3454e-18  -1.7452e-17  -4.0528e-17  -2.7148e-19  -2.5277e-30  -9.8494e-25
  2.2403e+17     122.2898   6.7370e-17   2.9553e-18   1.3454e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5281e-30  -9.8496e-25
  2.3245e+17     122.2895   6.7370e-17   2.9554e-18   1.3454e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5286e-30  -9.8498e-25
  2.4120e+17     122.2892   6.7370e-17   2.9555e-18   1.3454e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5290e-30  -9.8501e-25
  2.5027e+17     122.2889   6.7369e-17   2.9556e-18   1.3454e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5295e-30  -9.8503e-25
  2.5968e+17     122.2885   6.7369e-17   2.9557e-18   1.3454e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5300e-30  -9.8506e-25
  2.6944e+17     122.2882   6.7369e-17   2.9558e-18   1.3454e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5305e-30  -9.8508e-25
  2.7957e+17     122.2879   6.7368e-17   2.9559e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5310e-30  -9.8511e-25
  2.9009e+17     122.2875   6.7368e-17   2.9560e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5315e-30  -9.8514e-25
  3.0100e+17     122.2871   6.7368e-17   2.9561e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5320e-30  -9.8517e-25
  3.1232e+17     122.2867   6.7367e-17   2.9562e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5325e-30  -9.8520e-25
  3.2406e+17     122.2863   6.7367e-17   2.9563e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5331e-30  -9.8523e-25
  3.3625e+17     122.2859   6.7366e-17   2.9564e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5336e-30  -9.8527e-25
  3.4889e+17     122.2855   6.7366e-17   2.9565e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5342e-30  -9.8530e-25
  3.6201e+17     122.2850   6.7365e-17   2.9566e-18   1.3455e-18  -1.7451e-17  -4.0528e-17  -2.7148e-19  -2.5348e-30  -9.8533e-25
  3.7563e+17     122.2845   6.7365e-17   2.9567e-18   1.3455e-18  -1.7450e-17  -4.0528e-17  -2.7148e-19  -2.5353e-30  -9.8537e-25
  3.8975e+17     122.2841   6.7364e-17   2.9569e-18   1.3455e-18  -1.7450e-17  -4.0528e-17  -2.7148e-19  -2.5359e-30  -9.8541e-25
  4.0441e+17     122.2836   6.7364e-17   2.9570e-18   1.3455e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5366e-30  -9.8545e-25
  4.1961e+17     122.2830   6.7363e-17   2.9572e-18   1.3455e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5372e-30  -9.8549e-25
  4.3539e+17     122.2825   6.7363e-17   2.9573e-18   1.3456e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5378e-30  -9.8553e-25
  4.5177e+17     122.2819   6.7362e-17   2.9575e-18   1.3456e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5385e-30  -9.8558e-25
  4.6876e+17     122.2813   6.7362e-17   2.9576e-18   1.3456e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5391e-30  -9.8562e-25
  4.8638e+17     122.2807   6.7361e-17   2.9578e-18   1.3456e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5398e-30  -9.8567e-25
  5.0467e+17     122.2801   6.7360e-17   2.9579e-18   1.3456e-18  -1.7450e-17  -4.0527e-17  -2.7148e-19  -2.5405e-30  -9.8572e-25
  5.2365e+17     122.2794   6.7360e-17   2.9581e-18   1.3456e-18  -1.7449e-17  -4.0527e-17  -2.7148e-19  -2.5412e-30  -9.8577e-25
  5.4334e+17     122.2788   6.7359e-17   2.9583e-18   1.3456e-18  -1.7449e-17  -4.0527e-17  -2.7148e-19  -2.5420e-30  -9.8582e-25
  5.6378e+17     122.2781   6.7358e-17   2.9585e-18   1.3456e-18  -1.7449e-17  -4.0527e-17  -2.7148e-19  -2.5427e-30  -9.8587e-25
  5.8498e+17     122.2773   6.7358e-17   2.9587e-18   1.3457e-18  -1.7449e-17  -4.0526e-17  -2.7148e-19  -2.5435e-30  -9.8593e-25
  6.0698e+17     122.2766   6.7357e-17   2.9589e-18   1.3457e-18  -1.7449e-17  -4.0526e-17  -2.7148e-19  -2.5443e-30  -9.8599e-25
  6.2980e+17     122.2758   6.7356e-17   2.9591e-18   1.3457e-18  -1.7449e-17  -4.0526e-17  -2.7148e-19  -2.5451e-30  -9.8605e-25
  6.5349e+17     122.2750   6.7355e-17   2.9593e-18   1.3457e-18  -1.7449e-17  -4.0526e-17  -2.7148e-19  -2.5459e-30  -9.8611e-25
  6.7806e+17     122.2741   6.7354e-17   2.9596e-18   1.3457e-18  -1.7448e-17  -4.0526e-17  -2.7148e-19  -2.5468e-30  -9.8618e-25
  7.0356e+17     122.2733   6.7353e-17   2.9598e-18   1.3457e-18  -1.7448e-17  -4.0526e-17  -2.7148e-19  -2.5476e-30  -9.8624e-25
  7.3002e+17     122.2723   6.7352e-17   2.9600e-18   1.3458e-18  -1.7448e-17  -4.0526e-17  -2.7148e-19  -2.5485e-30  -9.8631e-25
  7.5747e+17     122.2714   6.7351e-17   2.9603e-18   1.3458e-18  -1.7448e-17  -4.0526e-17  -2.7148e-19  -2.5494e-30  -9.8639e-25
  7.8595e+17     122.2704   6.7350e-17   2.9606e-18   1.3458e-18  -1.7448e-17  -4.0525e-17  -2.7148e-19  -2.5504e-30  -9.8646e-25
  8.1551e+17     122.2694   6.7349e-17   2.9608e-18   1.3458e-18  -1.7447e-17  -4.0525e-17  -2.7148e-19  -2.5514e-30  -9.8654e-25
  8.4617e+17     122.2683   6.7348e-17   2.9611e-18   1.3458e-18  -1.7447e-17  -4.0525e-17  -2.7148e-19  -2.5524e-30  -9.8662e-25
  8.7800e+17     122.2672   6.7347e-17   2.9614e-18   1.3459e-18  -1.7447e-17  -4.0525e-17  -2.7148e-19  -2.5534e-30  -9.8670e-25
  9.1101e+17     122.2661   6.7346e-17   2.9617e-18   1.3459e-18  -1.7447e-17  -4.0525e-17  -2.7148e-19  -2.5545e-30  -9.8679e-25
  9.4527e+17     122.2649   6.7345e-17   2.9620e-18   1.3459e-18  -1.7447e-17  -4.0525e-17  -2.7148e-19  -2.5555e-30  -9.8688e-25
  9.8082e+17     122.2637   6.7343e-17   2.9624e-18   1.3459e-18  -1.7446e-17  -4.0524e-17  -2.7148e-19  -2.5567e-30  -9.8697e-25
  1.0177e+18     122.2624   6.7342e-17   2.9627e-18   1.3459e-18  -1.7446e-17  -4.0524e-17  -2.7148e-19  -2.5578e-30  -9.8707e-25
  1.0560e+18     122.2611   6.7341e-17   2.9631e-18   1.3460e-18  -1.7446e-17  -4.0524e-17  -2.7148e-19  -2.5590e-30  -9.8717e-25
  1.0957e+18     122.2597   6.7339e-17   2.9634e-18   1.3460e-18  -1.7445e-17  -4.0524e-17  -2.7148e-19  -2.5602e-30  -9.8728e-25
  1.1369e+18     122.2583   6.7338e-17   2.9638e-18   1.3460e-18  -1.7445e-17  -4.0524e-17  -2.7148e-19  -2.5615e-30  -9.8738e-25
  1.1796e+18     122.2568   6.7336e-17   2.9642e-18   1.3461e-18  -1.7445e-17  -4.0523e-17  -2.7148e-19  -2.5628e-30  -9.8750e-25
  1.2240e+18     122.2553   6.7335e-17   2.9646e-18   1.3461e-18  -1.7445e-17  -4.0523e-17  -2.7148e-19  -2.5641e-30  -9.8761e-25
  1.2700e+18     122.2537   6.7333e-17   2.9651e-18   1.3461e-18  -1.7444e-17  -4.0523e-17  -2.7148e-19  -2.5655e-30  -9.8773e-25
  1.3178e+18     122.2521   6.7331e-17   2.9655e-18   1.3461e-18  -1.7444e-17  -4.0523e-17  -2.7148e-19  -2.5669e-30  -9.8786e-25
  1.3673e+18     122.2504   6.7330e-17   2.9660e-18   1.3462e-18  -1.7444e-17  -4.0522e-17  -2.7148e-19  -2.5684e-30  -9.8799e-25
  1.4188e+18     122.2486   6.7328e-17   2.9664e-18   1.3462e-18  -1.7443e-17  -4.0522e-17  -2.7148e-19  -2.5699e-30  -9.8812e-25
  1.4721e+18     122.2468   6.7326e-17   2.9669e-18   1.3462e-18  -1.7443e-17  -4.0522e-17  -2.7148e-19  -2.5715e-30  -9.8826e-25
  1.5275e+18     122.2449   6.7324e-17   2.9675e-18   1.3463e-18  -1.7442e-17  -4.0521e-17  -2.7148e-19  -2.5731e-30  -9.8841e-25
  1.5849e+18     122.2429   6.7322e-17   2.9680e-18   1.3463e-18  -1.7442e-17  -4.0521e-17  -2.7148e-19  -2.5747e-30  -9.8856e-25
  1.6445e+18     122.2408   6.7320e-17   2.9685e-18   1.3464e-18  -1.7442e-17  -4.0521e-17  -2.7148e-19  -2.5765e-30  -9.8871e-25
  1.7064e+18     122.2387   6.7318e-17   2.9691e-18   1.3464e-18  -1.7441e-17  -4.0520e-17  -2.7148e-19  -2.5782e-30  -9.8887e-25
  1.7705e+18     122.2365   6.7315e-17   2.9697e-18   1.3464e-18  -1.7441e-17  -4.0520e-17  -2.7148e-19  -2.5801e-30  -9.8904e-25
  1.8371e+18     122.2342   6.7313e-17   2.9703e-18   1.3465e-18  -1.7440e-17  -4.0520e-17  -2.7148e-19  -2.5820e-30  -9.8921e-25
  1.9062e+18     122.2318   6.7310e-17   2.9710e-18   1.3465e-18  -1.7440e-17  -4.0519e-17  -2.7148e-19  -2.5839e-30  -9.8939e-25
  1.9779e+18     122.2294   6.7308e-17   2.9717e-18   1.3466e-18  -1.7439e-17  -4.0519e-17  -2.7148e-19  -2.5859e-30  -9.8958e-25
  2.0522e+18     122.2268   6.7305e-17   2.9724e-18   1.3466e-18  -1.7439e-17  -4.0519e-17  -2.7148e-19  -2.5880e-30  -9.8977e-25
  2.1294e+18     122.2241   6.7302e-17   2.9731e-18   1.3467e-18  -1.7438e-17  -4.0518e-17  -2.7148e-19  -2.5902e-30  -9.8997e-25
  2.2095e+18     122.2214   6.7300e-17   2.9738e-18   1.3467e-18  -1.7438e-17  -4.0518e-17  -2.7148e-19  -2.5924e-30  -9.9018e-25
  2.2926e+18     122.2185   6.7297e-17   2.9746e-18   1.3468e-18  -1.7437e-17  -4.0517e-17  -2.7148e-19  -2.5947e-30  -9.9040e-25
  2.3788e+18     122.2155   6.7294e-17   2.9754e-18   1.3469e-18  -1.7437e-17  -4.0517e-17  -2.7148e-19  -2.5971e-30  -9.9062e-25
  2.4683e+18     122.2125   6.7290e-17   2.9762e-18   1.3469e-18  -1.7436e-17  -4.0516e-17  -2.7148e-19  -2.5996e-30  -9.9086e-25
  2.5611e+18     122.2093   6.7287e-17   2.9771e-18   1.3470e-18  -1.7435e-17  -4.0516e-17  -2.7148e-19  -2.6021e-30  -9.9110e-25
  2.6574e+18     122.2060   6.7284e-17   2.9780e-18   1.3470e-18  -1.7435e-17  -4.0515e-17  -2.7148e-19  -2.6048e-30  -9.9135e-25
  2.7573e+18     122.2025   6.7280e-17   2.9789e-18   1.3471e-18  -1.7434e-17  -4.0515e-17  -2.7148e-19  -2.6075e-30  -9.9161e-25
  2.8610e+18     122.1989   6.7276e-17   2.9799e-18   1.3472e-18  -1.7433e-17  -4.0514e-17  -2.7148e-19  -2.6103e-30  -9.9188e-25
  2.9686e+18     122.1952   6.7273e-17   2.9809e-18   1.3472e-18  -1.7433e-17  -4.0514e-17  -2.7147e-19  -2.6133e-30  -9.9216e-25
  3.0802e+18     122.1914   6.7269e-17   2.9820e-18   1.3473e-18  -1.7432e-17  -4.0513e-17  -2.7147e-19  -2.6163e-30  -9.9245e-25
  3.1961e+18     122.1874   6.7264e-17   2.9830e-18   1.3474e-18  -1.7431e-17  -4.0512e-17  -2.7147e-19  -2.6194e-30  -9.9275e-25
  3.3162e+18     122.1833   6.7260e-17   2.9842e-18   1.3475e-18  -1.7430e-17  -4.0512e-17  -2.7147e-19  -2.6227e-30  -9.9306e-25
  3.4410e+18     122.1790   6.7256e-17   2.9853e-18   1.3476e-18  -1.7429e-17  -4.0511e-17  -2.7147e-19  -2.6261e-30  -9.9338e-25
  3.5703e+18     122.1745   6.7251e-17   2.9865e-18   1.3476e-18  -1.7428e-17  -4.0510e-17  -2.7147e-19  -2.6295e-30  -9.9372e-25
  3.7046e+18     122.1699   6.7246e-17   2.9878e-18   1.3477e-18  -1.7427e-17  -4.0510e-17  -2.7147e-19  -2.6332e-30  -9.9407e-25
  3.8439e+18     122.1651   6.7241e-17   2.9891e-18   1.3478e-18  -1.7427e-17  -4.0509e-17  -2.7147e-19  -2.6369e-30  -9.9443e-25
  3.9885e+18     122.1601   6.7236e-17   2.9905e-18   1.3479e-18  -1.7426e-17  -4.0508e-17  -2.7147e-19  -2.6408e-30  -9.9480e-25
  4.1385e+18     122.1550   6.7231e-17   2.9919e-18   1.3480e-18  -1.7425e-17  -4.0507e-17  -2.7147e-19  -2.6448e-30  -9.9519e-25
  4.2941e+18     122.1496   6.7225e-17   2.9933e-18   1.3481e-18  -1.7423e-17  -4.0507e-17  -2.7147e-19  -2.6490e-30  -9.9560e-25
  4.4556e+18     122.1441   6.7220e-17   2.9949e-18   1.3482e-18  -1.7422e-17  -4.0506e-17  -2.7147e-19  -2.6533e-30  -9.9602e-25
  4.6231e+18     122.1383   6.7214e-17   2.9964e-18   1.3483e-18  -1.7421e-17  -4.0505e-17  -2.7147e-19  -2.6578e-30  -9.9645e-25
  4.7970e+18     122.1323   6.7208e-17   2.9981e-18   1.3485e-18  -1.7420e-17  -4.0504e-17  -2.7147e-19  -2.6625e-30  -9.9690e-25
  4.9774e+18     122.1261   6.7201e-17   2.9998e-18   1.3486e-18  -1.7419e-17  -4.0503e-17  -2.7147e-19  -2.6673e-30  -9.9737e-25
  5.1645e+18     122.1197   6.7194e-17   3.0015e-18   1.3487e-18  -1.7417e-17  -4.0502e-17  -2.7147e-19  -2.6724e-30  -9.9786e-25
  5.3587e+18     122.1130   6.7187e-17   3.0034e-18   1.3488e-18  -1.7416e-17  -4.0501e-17  -2.7147e-19  -2.6776e-30  -9.9837e-25
  5.5603e+18     122.1060   6.7180e-17   3.0053e-18   1.3490e-18  -1.7415e-17  -4.0500e-17  -2.7147e-19  -2.6830e-30  -9.9889e-25
  5.7694e+18     122.0988   6.7173e-17   3.0072e-18   1.3491e-18  -1.7413e-17  -4.0499e-17  -2.7147e-19  -2.6886e-30  -9.9943e-25
  5.9863e+18     122.0914   6.7165e-17   3.0093e-18   1.3493e-18  -1.7412e-17  -4.0498e-17  -2.7147e-19  -2.6944e-30  -1.0000e-24
  6.2114e+18     122.0836   6.7157e-17   3.0114e-18   1.3494e-18  -1.7410e-17  -4.0496e-17  -2.7147e-19  -2.7004e-30  -1.0006e-24
  6.4450e+18     122.0756   6.7149e-17   3.0136e-18   1.3496e-18  -1.7409e-17  -4.0495e-17  -2.7147e-19  -2.7067e-30  -1.0012e-24
  6.6874e+18     122.0673   6.7140e-17   3.0159e-18   1.3497e-18  -1.7407e-17  -4.0494e-17  -2.7147e-19  -2.7132e-30  -1.0018e-24
  6.9389e+18     122.0586   6.7131e-17   3.0183e-18   1.3499e-18  -1.7405e-17  -4.0492e-17  -2.7147e-19  -2.7200e-30  -1.0025e-24
  7.1998e+18     122.0497   6.7122e-17   3.0207e-18   1.3501e-18  -1.7403e-17  -4.0491e-17  -2.7146e-19  -2.7270e-30  -1.0032e-24
  7.4705e+18     122.0403   6.7112e-17   3.0233e-18   1.3502e-18  -1.7402e-17  -4.0490e-17  -2.7146e-19  -2.7343e-30  -1.0039e-24
  7.7515e+18     122.0307   6.7102e-17   3.0260e-18   1.3504e-18  -1.7400e-17  -4.0488e-17  -2.7146e-19  -2.7419e-30  -1.0046e-24
  8.0430e+18     122.0207   6.7092e-17   3.0287e-18   1.3506e-18  -1.7398e-17  -4.0487e-17  -2.7146e-19  -2.7498e-30  -1.0054e-24
  8.3454e+18     122.0103   6.7081e-17   3.0316e-18   1.3508e-18  -1.7396e-17  -4.0485e-17  -2.7146e-19  -2.7580e-30  -1.0061e-24
  8.6592e+18     121.9995   6.7070e-17   3.0346e-18   1.3510e-18  -1.7393e-17  -4.0483e-17  -2.7146e-19  -2.7665e-30  -1.0070e-24
  8.9849e+18     121.9883   6.7058e-17   3.0377e-18   1.3512e-18  -1.7391e-17  -4.0482e-17  -2.7146e-19  -2.7754e-30  -1.0078e-24
  9.3228e+18     121.9767   6.7046e-17   3.0409e-18   1.3515e-18  -1.7389e-17  -4.0480e-17  -2.7146e-19  -2.7846e-30  -1.0087e-24
  9.6733e+18     121.9646   6.7034e-17   3.0443e-18   1.3517e-18  -1.7387e-17  -4.0478e-17  -2.7146e-19  -2.7942e-30  -1.0096e-24
  1.0037e+19     121.9521   6.7021e-17   3.0477e-18   1.3519e-18  -1.7384e-17  -4.0476e-17  -2.7146e-19  -2.8041e-30  -1.0106e-24
  1.0415e+19     121.9392   6.7008e-17   3.0514e-18   1.3522e-18  -1.7382e-17  -4.0474e-17  -2.7146e-19  -2.8145e-30  -1.0116e-24
  1.0806e+19     121.9257   6.6994e-17   3.0551e-18   1.3525e-18  -1.7379e-17  -4.0472e-17  -2.7146e-19  -2.8253e-30  -1.0126e-24
  1.1213e+19     121.9118   6.6979e-17   3.0590e-18   1.3527e-18  -1.7376e-17  -4.0470e-17  -2.7146e-19  -2.8366e-30  -1.0137e-24
  1.1634e+19     121.8973   6.6964e-17   3.0630e-18   1.3530e-18  -1.7373e-17  -4.0468e-17  -2.7145e-19  -2.8483e-30  -1.0148e-24
  1.2072e+19     121.8823   6.6949e-17   3.0672e-18   1.3533e-18  -1.7370e-17  -4.0465e-17  -2.7145e-19  -2.8604e-30  -1.0159e-24
  1.2526e+19     121.8667   6.6933e-17   3.0716e-18   1.3536e-18  -1.7367e-17  -4.0463e-17  -2.7145e-19  -2.8731e-30  -1.0171e-24
  1.2997e+19     121.8505   6.6916e-17   3.0762e-18   1.3539e-18  -1.7364e-17  -4.0460e-17  -2.7145e-19  -2.8863e-30  -1.0184e-24
  1.3485e+19     121.8337   6.6898e-17   3.0809e-18   1.3542e-18  -1.7361e-17  -4.0458e-17  -2.7145e-19  -2.9001e-30  -1.0196e-24
  1.3993e+19     121.8163   6.6880e-17   3.0858e-18   1.3546e-18  -1.7357e-17  -4.0455e-17  -2.7145e-19  -2.9144e-30  -1.0210e-24
  1.4519e+19     121.7983   6.6862e-17   3.0909e-18   1.3549e-18  -1.7354e-17  -4.0452e-17  -2.7145e-19  -2.9294e-30  -1.0224e-24
  1.5065e+19     121.7796   6.6842e-17   3.0962e-18   1.3553e-18  -1.7350e-17  -4.0449e-17  -2.7145e-19  -2.9450e-30  -1.0238e-24
  1.5631e+19     121.7601   6.6822e-17   3.1017e-18   1.3557e-18  -1.7346e-17  -4.0446e-17  -2.7144e-19  -2.9612e-30  -1.0253e-24
  1.6219e+19     121.7400   6.6801e-17   3.1074e-18   1.3561e-18  -1.7342e-17  -4.0443e-17  -2.7144e-19  -2.9782e-30  -1.0269e-24
  1.6829e+19     121.7191   6.6780e-17   3.1133e-18   1.3565e-18  -1.7338e-17  -4.0440e-17  -2.7144e-19  -2.9959e-30  -1.0285e-24
  1.7462e+19     121.6974   6.6757e-17   3.1195e-18   1.3569e-18  -1.7334e-17  -4.0437e-17  -2.7144e-19  -3.0143e-30  -1.0302e-24
  1.8118e+19     121.6749   6.6734e-17   3.1259e-18   1.3573e-18  -1.7329e-17  -4.0434e-17  -2.7144e-19  -3.0336e-30  -1.0319e-24
  1.8800e+19     121.6515   6.6710e-17   3.1326e-18   1.3578e-18  -1.7325e-17  -4.0430e-17  -2.7144e-19  -3.0537e-30  -1.0338e-24
  1.9507e+19     121.6273   6.6685e-17   3.1395e-18   1.3582e-18  -1.7320e-17  -4.0426e-17  -2.7144e-19  -3.0747e-30  -1.0356e-24
  2.0240e+19     121.6022   6.6659e-17   3.1468e-18   1.3587e-18  -1.7315e-17  -4.0422e-17  -2.7143e-19  -3.0967e-30  -1.0376e-24
  2.1001e+19     121.5761   6.6632e-17   3.1543e-18   1.3592e-18  -1.7310e-17  -4.0418e-17  -2.7143e-19  -3.1196e-30  -1.0396e-24
  2.1791e+19     121.5491   6.6604e-17   3.1621e-18   1.3598e-18  -1.7304e-17  -4.0414e-17  -2.7143e-19  -3.1436e-30  -1.0418e-24
  2.2611e+19     121.5211   6.6575e-17   3.1702e-18   1.3603e-18  -1.7299e-17  -4.0410e-17  -2.7143e-19  -3.1686e-30  -1.0440e-24
