# NH             T_dust     hc_photo     hc_h2vib     hc_h2form    hc_gasgrain  hc_OI        hc_CII       hc_CO        hc_CI
  2.5899e-06  1.2365e-05    
  2.3461e+19     121.4920   6.6544e-17   3.1786e-18   1.3609e-18  -1.7293e-17  -4.0406e-17  -2.7143e-19  -3.1949e-30  -1.0463e-24
  2.4343e+19     121.4618   6.6513e-17   3.1874e-18   1.3615e-18  -1.7287e-17  -4.0401e-17  -2.7142e-19  -3.2223e-30  -1.0487e-24
  2.5259e+19     121.4305   6.6481e-17   3.1966e-18   1.3621e-18  -1.7281e-17  -4.0396e-17  -2.7142e-19  -3.2510e-30  -1.0511e-24
  2.6208e+19     121.3980   6.6447e-17   3.2061e-18   1.3627e-18  -1.7275e-17  -4.0392e-17  -2.7142e-19  -3.2810e-30  -1.0537e-24
  2.7194e+19     121.3643   6.6412e-17   3.2160e-18   1.3633e-18  -1.7268e-17  -4.0387e-17  -2.7142e-19  -3.3125e-30  -1.0564e-24
  2.8217e+19     121.3294   6.6376e-17   3.2263e-18   1.3640e-18  -1.7261e-17  -4.0381e-17  -2.7141e-19  -3.3455e-30  -1.0592e-24
  2.9278e+19     121.2932   6.6338e-17   3.2370e-18   1.3647e-18  -1.7254e-17  -4.0376e-17  -2.7141e-19  -3.3801e-30  -1.0621e-24
  3.0379e+19     121.2556   6.6299e-17   3.2482e-18   1.3654e-18  -1.7247e-17  -4.0370e-17  -2.7141e-19  -3.4164e-30  -1.0651e-24
  3.1521e+19     121.2166   6.6259e-17   3.2598e-18   1.3662e-18  -1.7239e-17  -4.0364e-17  -2.7141e-19  -3.4544e-30  -1.0683e-24
  3.2707e+19     121.1762   6.6217e-17   3.2719e-18   1.3670e-18  -1.7232e-17  -4.0358e-17  -2.7140e-19  -3.4943e-30  -1.0715e-24
  3.3936e+19     121.1342   6.6173e-17   3.2845e-18   1.3678e-18  -1.7223e-17  -4.0352e-17  -2.7140e-19  -3.5363e-30  -1.0749e-24
  3.5213e+19     121.0907   6.6128e-17   3.2976e-18   1.3686e-18  -1.7215e-17  -4.0346e-17  -2.7140e-19  -3.5803e-30  -1.0785e-24
  3.6537e+19     121.0456   6.6081e-17   3.3113e-18   1.3695e-18  -1.7206e-17  -4.0339e-17  -2.7139e-19  -3.6266e-30  -1.0822e-24
  3.7911e+19     120.9988   6.6033e-17   3.3255e-18   1.3704e-18  -1.7197e-17  -4.0332e-17  -2.7139e-19  -3.6754e-30  -1.0860e-24
  3.9336e+19     120.9503   6.5982e-17   3.3403e-18   1.3714e-18  -1.7188e-17  -4.0325e-17  -2.7139e-19  -3.7266e-30  -1.0900e-24
  4.0816e+19     120.8999   6.5930e-17   3.3558e-18   1.3723e-18  -1.7178e-17  -4.0317e-17  -2.7138e-19  -3.7805e-30  -1.0941e-24
  4.2351e+19     120.8477   6.5876e-17   3.3719e-18   1.3734e-18  -1.7168e-17  -4.0310e-17  -2.7138e-19  -3.8374e-30  -1.0985e-24
  4.3943e+19     120.7936   6.5819e-17   3.3887e-18   1.3744e-18  -1.7158e-17  -4.0302e-17  -2.7138e-19  -3.8973e-30  -1.1030e-24
  4.5596e+19     120.7375   6.5761e-17   3.4062e-18   1.3755e-18  -1.7147e-17  -4.0294e-17  -2.7137e-19  -3.9605e-30  -1.1077e-24
  4.7310e+19     120.6792   6.5700e-17   3.4244e-18   1.3766e-18  -1.7136e-17  -4.0285e-17  -2.7137e-19  -4.0272e-30  -1.1126e-24
  4.9089e+19     120.6189   6.5638e-17   3.4434e-18   1.3778e-18  -1.7124e-17  -4.0276e-17  -2.7136e-19  -4.0976e-30  -1.1177e-24
  5.0935e+19     120.5562   6.5573e-17   3.4633e-18   1.3790e-18  -1.7112e-17  -4.0267e-17  -2.7136e-19  -4.1720e-30  -1.1230e-24
  5.2851e+19     120.4913   6.5505e-17   3.4840e-18   1.3803e-18  -1.7100e-17  -4.0258e-17  -2.7135e-19  -4.2507e-30  -1.1285e-24
  5.4838e+19     120.4240   6.5435e-17   3.5056e-18   1.3816e-18  -1.7087e-17  -4.0248e-17  -2.7135e-19  -4.3341e-30  -1.1343e-24
  5.6900e+19     120.3542   6.5362e-17   3.5282e-18   1.3829e-18  -1.7074e-17  -4.0238e-17  -2.7134e-19  -4.4223e-30  -1.1404e-24
  5.9040e+19     120.2818   6.5287e-17   3.5517e-18   1.3843e-18  -1.7061e-17  -4.0228e-17  -2.7134e-19  -4.5159e-30  -1.1466e-24
  6.1260e+19     120.2067   6.5209e-17   3.5763e-18   1.3858e-18  -1.7046e-17  -4.0217e-17  -2.7133e-19  -4.6151e-30  -1.1532e-24
  6.3564e+19     120.1289   6.5127e-17   3.6020e-18   1.3873e-18  -1.7032e-17  -4.0206e-17  -2.7133e-19  -4.7206e-30  -1.1600e-24
  6.5954e+19     120.0482   6.5043e-17   3.6288e-18   1.3888e-18  -1.7017e-17  -4.0194e-17  -2.7132e-19  -4.8326e-30  -1.1672e-24
  6.8435e+19     119.9645   6.4956e-17   3.6568e-18   1.3904e-18  -1.7001e-17  -4.0182e-17  -2.7132e-19  -4.9518e-30  -1.1746e-24
  7.1008e+19     119.8778   6.4865e-17   3.6861e-18   1.3921e-18  -1.6985e-17  -4.0170e-17  -2.7131e-19  -5.0788e-30  -1.1824e-24
  7.3678e+19     119.7878   6.4771e-17   3.7167e-18   1.3938e-18  -1.6969e-17  -4.0157e-17  -2.7130e-19  -5.2142e-30  -1.1905e-24
  7.6449e+19     119.6946   6.4674e-17   3.7487e-18   1.3956e-18  -1.6952e-17  -4.0144e-17  -2.7130e-19  -5.3586e-30  -1.1990e-24
  7.9324e+19     119.5979   6.4573e-17   3.7821e-18   1.3975e-18  -1.6934e-17  -4.0131e-17  -2.7129e-19  -5.5130e-30  -1.2079e-24
  8.2307e+19     119.4978   6.4468e-17   3.8171e-18   1.3994e-18  -1.6916e-17  -4.0117e-17  -2.7128e-19  -5.6782e-30  -1.2172e-24
  8.5402e+19     119.3939   6.4359e-17   3.8538e-18   1.4014e-18  -1.6897e-17  -4.0102e-17  -2.7128e-19  -5.8550e-30  -1.2269e-24
  8.8614e+19     119.2862   6.4247e-17   3.8921e-18   1.4035e-18  -1.6878e-17  -4.0087e-17  -2.7127e-19  -6.0447e-30  -1.2370e-24
  9.1946e+19     119.1747   6.4130e-17   3.9323e-18   1.4056e-18  -1.6858e-17  -4.0072e-17  -2.7126e-19  -6.2484e-30  -1.2476e-24
  9.5404e+19     119.0590   6.4009e-17   3.9743e-18   1.4078e-18  -1.6837e-17  -4.0056e-17  -2.7125e-19  -6.4674e-30  -1.2587e-24
  9.8991e+19     118.9391   6.3883e-17   4.0184e-18   1.4101e-18  -1.6816e-17  -4.0039e-17  -2.7124e-19  -6.7033e-30  -1.2703e-24
  1.0271e+20     118.8149   6.3752e-17   4.0646e-18   1.4124e-18  -1.6794e-17  -4.0023e-17  -2.7124e-19  -6.9577e-30  -1.2824e-24
  1.0658e+20     118.6861   6.3617e-17   4.1130e-18   1.4149e-18  -1.6772e-17  -4.0005e-17  -2.7123e-19  -7.2325e-30  -1.2952e-24
  1.1058e+20     118.5527   6.3477e-17   4.1637e-18   1.4174e-18  -1.6749e-17  -3.9987e-17  -2.7122e-19  -7.5299e-30  -1.3085e-24
  1.1474e+20     118.4145   6.3331e-17   4.2170e-18   1.4200e-18  -1.6725e-17  -3.9968e-17  -2.7121e-19  -7.8522e-30  -1.3225e-24
  1.1906e+20     118.2712   6.3180e-17   4.2729e-18   1.4227e-18  -1.6701e-17  -3.9949e-17  -2.7120e-19  -8.2022e-30  -1.3371e-24
  1.2353e+20     118.1228   6.3024e-17   4.3315e-18   1.4255e-18  -1.6676e-17  -3.9929e-17  -2.7119e-19  -8.5829e-30  -1.3525e-24
  1.2818e+20     117.9690   6.2861e-17   4.3931e-18   1.4284e-18  -1.6650e-17  -3.9909e-17  -2.7118e-19  -8.9980e-30  -1.3686e-24
  1.3300e+20     117.8096   6.2693e-17   4.4578e-18   1.4313e-18  -1.6624e-17  -3.9888e-17  -2.7116e-19  -9.4513e-30  -1.3855e-24
  1.3800e+20     117.6446   6.2518e-17   4.5258e-18   1.4344e-18  -1.6597e-17  -3.9866e-17  -2.7115e-19  -9.9476e-30  -1.4033e-24
  1.4319e+20     117.4736   6.2337e-17   4.5973e-18   1.4375e-18  -1.6569e-17  -3.9844e-17  -2.7114e-19  -1.0492e-29  -1.4220e-24
  1.4858e+20     117.2965   6.2149e-17   4.6725e-18   1.4408e-18  -1.6541e-17  -3.9821e-17  -2.7113e-19  -1.1091e-29  -1.4416e-24
  1.5416e+20     117.1130   6.1954e-17   4.7516e-18   1.4441e-18  -1.6512e-17  -3.9797e-17  -2.7111e-19  -1.1751e-29  -1.4622e-24
  1.5996e+20     116.9230   6.1752e-17   4.8348e-18   1.4476e-18  -1.6482e-17  -3.9773e-17  -2.7110e-19  -1.2481e-29  -1.4839e-24
  1.6598e+20     116.7262   6.1542e-17   4.9224e-18   1.4511e-18  -1.6452e-17  -3.9748e-17  -2.7109e-19  -1.3290e-29  -1.5068e-24
  1.7222e+20     116.5225   6.1325e-17   5.0147e-18   1.4547e-18  -1.6422e-17  -3.9722e-17  -2.7107e-19  -1.4189e-29  -1.5308e-24
  1.7869e+20     116.3115   6.1099e-17   5.1119e-18   1.4585e-18  -1.6391e-17  -3.9696e-17  -2.7106e-19  -1.5192e-29  -1.5562e-24
  1.8541e+20     116.0930   6.0865e-17   5.2143e-18   1.4623e-18  -1.6359e-17  -3.9668e-17  -2.7104e-19  -1.6314e-29  -1.5829e-24
  1.9239e+20     115.8669   6.0623e-17   5.3223e-18   1.4663e-18  -1.6327e-17  -3.9640e-17  -2.7103e-19  -1.7573e-29  -1.6111e-24
  1.9962e+20     115.6327   6.0371e-17   5.4362e-18   1.4703e-18  -1.6294e-17  -3.9611e-17  -2.7101e-19  -1.8992e-29  -1.6409e-24
  2.0713e+20     115.3904   6.0110e-17   5.5563e-18   1.4744e-18  -1.6261e-17  -3.9582e-17  -2.7099e-19  -2.0596e-29  -1.6723e-24
  2.1492e+20     115.1395   5.9839e-17   5.6830e-18   1.4787e-18  -1.6228e-17  -3.9551e-17  -2.7098e-19  -2.2417e-29  -1.7055e-24
  2.2300e+20     114.8799   5.9559e-17   5.8167e-18   1.4830e-18  -1.6194e-17  -3.9520e-17  -2.7096e-19  -2.4494e-29  -1.7407e-24
  2.3138e+20     114.6113   5.9267e-17   5.9579e-18   1.4874e-18  -1.6161e-17  -3.9488e-17  -2.7094e-19  -2.6872e-29  -1.7778e-24
  2.4009e+20     114.3333   5.8965e-17   6.1069e-18   1.4919e-18  -1.6127e-17  -3.9455e-17  -2.7092e-19  -2.9610e-29  -1.8172e-24
  2.4911e+20     114.0457   5.8652e-17   6.2642e-18   1.4965e-18  -1.6093e-17  -3.9421e-17  -2.7090e-19  -3.2777e-29  -1.8590e-24
  2.5848e+20     113.7482   5.8328e-17   6.4303e-18   1.5012e-18  -1.6059e-17  -3.9386e-17  -2.7088e-19  -3.6461e-29  -1.9032e-24
  2.6820e+20     113.4405   5.7991e-17   6.6057e-18   1.5059e-18  -1.6025e-17  -3.9350e-17  -2.7086e-19  -4.0771e-29  -1.9503e-24
  2.7829e+20     113.1223   5.7642e-17   6.7908e-18   1.5107e-18  -1.5991e-17  -3.9314e-17  -2.7084e-19  -4.5846e-29  -2.0002e-24
  2.8875e+20     112.7932   5.7280e-17   6.9862e-18   1.5156e-18  -1.5958e-17  -3.9276e-17  -2.7081e-19  -5.1862e-29  -2.0533e-24
  2.9961e+20     112.4529   5.6904e-17   7.1923e-18   1.5205e-18  -1.5925e-17  -3.9238e-17  -2.7079e-19  -5.9048e-29  -2.1099e-24
  3.1088e+20     112.1011   5.6515e-17   7.4097e-18   1.5255e-18  -1.5892e-17  -3.9198e-17  -2.7077e-19  -6.7697e-29  -2.1701e-24
  3.2257e+20     111.7375   5.6112e-17   7.6387e-18   1.5306e-18  -1.5859e-17  -3.9158e-17  -2.7074e-19  -7.8200e-29  -2.2344e-24
  3.3470e+20     111.3617   5.5694e-17   7.8799e-18   1.5358e-18  -1.5827e-17  -3.9116e-17  -2.7072e-19  -9.1076e-29  -2.3030e-24
  3.4729e+20     110.9733   5.5261e-17   8.1335e-18   1.5410e-18  -1.5796e-17  -3.9074e-17  -2.7069e-19  -1.0703e-28  -2.3764e-24
  3.6035e+20     110.5721   5.4813e-17   8.4000e-18   1.5462e-18  -1.5764e-17  -3.9030e-17  -2.7066e-19  -1.2701e-28  -2.4549e-24
  3.7390e+20     110.1576   5.4349e-17   8.6793e-18   1.5516e-18  -1.5733e-17  -3.8985e-17  -2.7063e-19  -1.5238e-28  -2.5392e-24
  3.8796e+20     109.7296   5.3868e-17   8.9716e-18   1.5571e-18  -1.5702e-17  -3.8939e-17  -2.7061e-19  -1.8505e-28  -2.6296e-24
  4.0255e+20     109.2876   5.3372e-17   9.2767e-18   1.5628e-18  -1.5671e-17  -3.8892e-17  -2.7058e-19  -2.2779e-28  -2.7268e-24
  4.1768e+20     108.8312   5.2858e-17   9.5940e-18   1.5686e-18  -1.5638e-17  -3.8844e-17  -2.7054e-19  -2.8478e-28  -2.8315e-24
  4.3339e+20     108.3602   5.2327e-17   9.9229e-18   1.5748e-18  -1.5604e-17  -3.8794e-17  -2.7051e-19  -3.6237e-28  -2.9445e-24
  4.4969e+20     107.8741   5.1779e-17   1.0262e-17   1.5813e-18  -1.5568e-17  -3.8743e-17  -2.7048e-19  -4.7069e-28  -3.0667e-24
  4.6660e+20     107.3725   5.1214e-17   1.0609e-17   1.5883e-18  -1.5527e-17  -3.8690e-17  -2.7044e-19  -6.2632e-28  -3.1992e-24
  4.8414e+20     106.8552   5.0631e-17   1.0961e-17   1.5961e-18  -1.5480e-17  -3.8635e-17  -2.7040e-19  -8.5774e-28  -3.3433e-24
  5.0235e+20     106.3217   5.0032e-17   1.1314e-17   1.6049e-18  -1.5424e-17  -3.8578e-17  -2.7036e-19  -1.2164e-27  -3.5006e-24
  5.2124e+20     105.7716   4.9418e-17   1.1661e-17   1.6151e-18  -1.5356e-17  -3.8519e-17  -2.7032e-19  -1.8017e-27  -3.6730e-24
  5.4084e+20     105.2047   4.8789e-17   1.1993e-17   1.6274e-18  -1.5269e-17  -3.8456e-17  -2.7027e-19  -2.8201e-27  -3.8631e-24
  5.6118e+20     104.6205   4.8150e-17   1.2291e-17   1.6428e-18  -1.5153e-17  -3.8389e-17  -2.7021e-19  -4.7455e-27  -4.0745e-24
  5.8228e+20     104.0187   4.7505e-17   1.2526e-17   1.6632e-18  -1.4992e-17  -3.8316e-17  -2.7015e-19  -8.8107e-27  -4.3126e-24
  6.0418e+20     103.3990   4.6869e-17   1.2635e-17   1.6926e-18  -1.4750e-17  -3.8233e-17  -2.7007e-19  -1.8816e-26  -4.5874e-24
  6.2690e+20     102.7610   4.6274e-17   1.2469e-17   1.7407e-18  -1.4349e-17  -3.8131e-17  -2.6996e-19  -4.9687e-26  -4.9208e-24
  6.5048e+20     102.1045   4.5824e-17   1.1592e-17   1.8380e-18  -1.3563e-17  -3.7983e-17  -2.6977e-19  -1.8825e-25  -5.3766e-24
  6.7494e+20     101.4291   4.5771e-17   9.0251e-18   2.0694e-18  -1.1939e-17  -3.7712e-17  -2.6937e-19  -1.0679e-24  -6.1352e-24
  7.0032e+20     100.7345   4.5998e-17   5.4130e-18   2.4413e-18  -9.9468e-18  -3.7313e-17  -2.6875e-19  -4.7640e-24  -7.2723e-24
  7.2665e+20     100.0205   4.5967e-17   2.7551e-18   2.7980e-18  -8.5241e-18  -3.6921e-17  -2.6814e-19  -1.2368e-23  -8.5605e-24
  7.5398e+20      99.2869   4.5670e-17   9.2718e-19   3.1182e-18  -7.5150e-18  -3.6552e-17  -2.6756e-19  -2.5173e-23  -1.0003e-23
  7.8233e+20      98.5335   4.5185e-17  -4.0783e-19   3.4175e-18  -6.7313e-18  -3.6188e-17  -2.6700e-19  -4.6046e-23  -1.1699e-23
  8.1175e+20      97.7600   4.4545e-17  -1.3972e-18   3.7009e-18  -6.0908e-18  -3.5819e-17  -2.6642e-19  -7.9560e-23  -1.3760e-23
  8.4228e+20      96.9664   4.3765e-17  -2.1066e-18   3.9667e-18  -5.5535e-18  -3.5442e-17  -2.6582e-19  -1.3247e-22  -1.6330e-23
  8.7395e+20      96.1526   4.2856e-17  -2.5706e-18   4.2100e-18  -5.0953e-18  -3.5054e-17  -2.6520e-19  -2.1434e-22  -1.9602e-23
  9.0682e+20      95.3185   4.1824e-17  -2.8107e-18   4.4235e-18  -4.7003e-18  -3.4651e-17  -2.6454e-19  -3.3778e-22  -2.3834e-23
  9.4092e+20      94.4641   4.0681e-17  -2.8424e-18   4.5990e-18  -4.3566e-18  -3.4231e-17  -2.6384e-19  -5.1867e-22  -2.9373e-23
  9.7630e+20      93.5896   3.9434e-17  -2.6788e-18   4.7273e-18  -4.0552e-18  -3.3792e-17  -2.6309e-19  -7.7460e-22  -3.6672e-23
  1.0130e+21      92.6949   3.8092e-17  -2.3601e-18   4.7999e-18  -3.7899e-18  -3.3297e-17  -2.6227e-19  -1.1165e-21  -4.6360e-23
  1.0511e+21      91.7804   3.6666e-17  -1.8858e-18   4.8109e-18  -3.5539e-18  -3.2760e-17  -2.6136e-19  -1.5557e-21  -5.9120e-23
  1.0906e+21      90.8463   3.5166e-17  -1.2588e-18   4.7578e-18  -3.3417e-18  -3.2195e-17  -2.6036e-19  -2.0925e-21  -7.5623e-23
  1.1317e+21      89.8931   3.3599e-17  -5.0063e-19   4.6410e-18  -3.1488e-18  -3.1596e-17  -2.5923e-19  -2.7199e-21  -9.6474e-23
  1.1742e+21      88.9211   3.1975e-17   3.6001e-19   4.4637e-18  -2.9711e-18  -3.0954e-17  -2.5798e-19  -3.4107e-21  -1.2204e-22
  1.2184e+21      87.9310   3.0303e-17   1.2890e-18   4.2312e-18  -2.8048e-18  -3.0257e-17  -2.5660e-19  -4.1262e-21  -1.5228e-22
  1.2642e+21      86.9235   2.8595e-17   2.2534e-18   3.9491e-18  -2.6461e-18  -2.9496e-17  -2.5509e-19  -4.8140e-21  -1.8654e-22
  1.3117e+21      85.8995   2.6862e-17   3.2129e-18   3.6225e-18  -2.4908e-18  -2.8655e-17  -2.5347e-19  -5.3529e-21  -2.2324e-22
  1.3610e+21      84.8599   2.5118e-17   4.1102e-18   3.2560e-18  -2.3349e-18  -2.7700e-17  -2.5178e-19  -5.6674e-21  -2.5959e-22
  1.4122e+21      83.8060   2.3377e-17   4.8854e-18   2.8543e-18  -2.1722e-18  -2.6602e-17  -2.5007e-19  -5.5600e-21  -2.9120e-22
  1.4653e+21      82.7391   2.1655e-17   5.4494e-18   2.4253e-18  -1.9942e-18  -2.5309e-17  -2.4839e-19  -4.8716e-21  -3.1229e-22
  1.5204e+21      81.6607   1.9969e-17   5.6538e-18   1.9893e-18  -1.7894e-18  -2.3731e-17  -2.4676e-19  -3.5446e-21  -3.1471e-22
  1.5776e+21      80.5727   1.8332e-17   5.3401e-18   1.5921e-18  -1.5418e-18  -2.1806e-17  -2.4471e-19  -1.9217e-21  -3.0537e-22
  1.6369e+21      79.4769   1.6723e-17   4.5068e-18   1.2962e-18  -1.2720e-18  -1.9562e-17  -2.4120e-19  -8.6463e-22  -3.2153e-22
  1.6985e+21      78.3757   1.5126e-17   3.5634e-18   1.0782e-18  -1.0337e-18  -1.7278e-17  -2.3625e-19  -4.8990e-22  -3.7106e-22
  1.7624e+21      77.2716   1.3548e-17   2.7635e-18   8.8829e-19  -8.4540e-19  -1.5121e-17  -2.3046e-19  -3.6724e-22  -4.4052e-22
  1.8286e+21      76.1672   1.2016e-17   2.1276e-18   7.1756e-19  -6.9621e-19  -1.3130e-17  -2.2393e-19  -3.0245e-22  -5.2622e-22
  1.8974e+21      75.0658   1.0552e-17   1.6289e-18   5.7047e-19  -5.7652e-19  -1.1318e-17  -2.1664e-19  -2.5538e-22  -6.3122e-22
  1.9688e+21      73.9706   9.1728e-18   1.2405e-18   4.4877e-19  -4.7938e-19  -9.6869e-18  -2.0849e-19  -2.1969e-22  -7.6073e-22
  2.0428e+21      72.8853   7.8929e-18   9.3984e-19   3.5054e-19  -4.0050e-19  -8.2285e-18  -1.9950e-19  -1.9359e-22  -9.2069e-22
  2.1196e+21      71.8137   6.7223e-18   7.0851e-19   2.7242e-19  -3.3599e-19  -6.9346e-18  -1.8963e-19  -1.7638e-22  -1.1182e-21
  2.1993e+21      70.7600   5.6671e-18   5.3113e-19   2.1088e-19  -2.8139e-19  -5.8004e-18  -1.7868e-19  -1.6625e-22  -1.3623e-21
  2.2820e+21      69.7286   4.7287e-18   3.9583e-19   1.6269e-19  -2.3479e-19  -4.8144e-18  -1.6658e-19  -1.6118e-22  -1.6623e-21
  2.3678e+21      68.7239   3.9052e-18   2.9321e-19   1.2515e-19  -1.9485e-19  -3.9646e-18  -1.5328e-19  -1.6091e-22  -2.0279e-21
  2.4569e+21      67.7506   3.1918e-18   2.1580e-19   9.5998e-20  -1.6043e-19  -3.2386e-18  -1.3878e-19  -1.6526e-22  -2.4679e-21
  2.5493e+21      66.8132   2.5815e-18   1.5775e-19   7.3419e-20  -1.3063e-19  -2.6239e-18  -1.2317e-19  -1.7424e-22  -2.9881e-21
  2.6451e+21      65.9162   2.0661e-18   1.1453e-19   5.5947e-20  -1.0506e-19  -2.1070e-18  -1.0671e-19  -1.9061e-22  -3.5874e-21
  2.7446e+21      65.0637   1.6360e-18   8.2551e-20   4.2422e-20  -8.3255e-20  -1.6756e-18  -8.9838e-20  -2.1368e-22  -4.2542e-21
  2.8478e+21      64.2595   1.2816e-18   5.9025e-20   3.1943e-20  -6.3920e-20  -1.3201e-18  -7.2908e-20  -2.4285e-22  -4.9625e-21
  2.9549e+21      63.5070   9.9316e-19   4.1845e-20   2.3819e-20  -4.6694e-20  -1.0296e-18  -5.6668e-20  -2.7791e-22  -5.6686e-21
  3.0660e+21      62.8088   7.6125e-19   2.9401e-20   1.7539e-20  -3.1305e-20  -7.9435e-19  -4.1949e-20  -3.1887e-22  -6.3169e-21
  3.1813e+21      62.1667   5.7712e-19   2.0465e-20   1.2721e-20  -1.7564e-20  -6.0620e-19  -2.9469e-20  -3.6668e-22  -6.8528e-21
  3.3010e+21      61.5817   4.3278e-19   1.4107e-20   9.0800e-21  -5.3615e-21  -4.5795e-19  -1.9640e-20  -4.2383e-22  -7.2378e-21
  3.4251e+21      61.0538   3.2102e-19   9.6274e-21   6.3827e-21   5.3588e-21  -3.4323e-19  -1.2454e-20  -5.0210e-22  -7.4610e-21
  3.5539e+21      60.5822   2.3554e-19   6.5033e-21   4.4313e-21   1.4628e-20  -2.5618e-19  -7.5581e-21  -6.0945e-22  -7.5380e-21
  3.6876e+21      60.1653   1.7090e-19   4.3472e-21   3.0531e-21   2.2481e-20  -1.9141e-19  -4.4229e-21  -7.6899e-22  -7.5011e-21
  3.8262e+21      59.8005   1.2256e-19   2.8750e-21   2.1013e-21   2.8979e-20  -1.4407e-19  -2.5159e-21  -1.0339e-21  -7.3866e-21
  3.9701e+21      59.4846   8.6810e-20   1.8805e-21   1.4568e-21   3.4220e-20  -1.0996e-19  -1.4009e-21  -1.5104e-21  -7.2253e-21
  4.1194e+21      59.2141   6.0685e-20   1.2160e-21   1.0276e-21   3.8363e-20  -8.5502e-20  -7.6735e-22  -2.4384e-21  -7.0357e-21
  4.2743e+21      58.9849   4.1839e-20   7.7677e-22   7.4555e-22   4.1665e-20  -6.7622e-20  -4.1377e-22  -4.4100e-21  -6.8164e-21
  4.4351e+21      58.7927   2.8432e-20   4.8952e-22   5.6110e-22   4.4601e-20  -5.3260e-20  -2.1782e-22  -9.0478e-21  -6.5241e-21
  4.6018e+21      58.6334   1.9032e-20   3.0337e-22   4.3665e-22   4.8432e-20  -3.7771e-20  -1.0737e-22  -2.1725e-20  -5.9698e-21
  4.7749e+21      58.5027   1.2540e-20   1.8367e-22   3.4029e-22   5.5430e-20  -1.6762e-20  -4.3855e-23  -4.9796e-20  -4.7161e-21
  4.9544e+21      58.3968   8.1295e-21   1.0898e-22   2.6153e-22   6.3082e-20  -9.8957e-22  -1.4494e-23  -7.5684e-20  -3.0224e-21
  5.1408e+21      58.3118   5.1849e-21   6.4214e-23   2.0946e-22   6.6688e-20   4.1025e-21  -4.9548e-24  -8.4711e-20  -1.8099e-21
  5.3341e+21      58.2443   3.2512e-21   3.7552e-23   1.8052e-22   6.7189e-20   4.6140e-21  -2.0594e-24  -8.4675e-20  -1.1674e-21
  5.5347e+21      58.1914   2.0028e-21   2.1664e-23   1.6497e-22   6.6423e-20   3.7606e-21  -1.0536e-24  -8.1631e-20  -8.3461e-22
  5.7428e+21      58.1504   1.2112e-21   1.2285e-23   1.5632e-22   6.5263e-20   2.5263e-21  -6.4668e-25  -7.7803e-20  -6.4243e-22
  5.9588e+21      58.1190   7.1852e-22   6.8354e-24   1.5139e-22   6.4027e-20   1.2197e-21  -4.6514e-25  -7.3904e-20  -5.1741e-22
  6.1828e+21      58.0953   4.1787e-22   3.7272e-24   1.4864e-22   6.2830e-20  -4.6488e-23  -3.7979e-25  -7.0166e-20  -4.2754e-22
  6.4153e+21      58.0775   2.3807e-22   1.9901e-24   1.4720e-22   6.1709e-20  -1.2291e-21  -3.3883e-25  -6.6656e-20  -3.5811e-22
  6.6566e+21      58.0644   1.3278e-22   1.0396e-24   1.4680e-22   6.0672e-20  -2.3120e-21  -3.1872e-25  -6.3390e-20  -3.0122e-22
  6.9069e+21      58.0548   7.2434e-23   5.3090e-25   1.4716e-22   5.9717e-20  -3.2929e-21  -3.0896e-25  -6.0361e-20  -2.5231e-22
  7.1666e+21      58.0479   3.8621e-23   2.6483e-25   1.4849e-22   5.8834e-20  -4.1754e-21  -3.0442e-25  -5.7560e-20  -2.0847e-22
  7.4361e+21      58.0431   2.0110e-23   1.2893e-25   1.5091e-22   5.8012e-20  -4.9669e-21  -3.0359e-25  -5.4970e-20  -1.6821e-22
  7.7158e+21      58.0397   1.0217e-23   6.1204e-26   1.5452e-22   5.7241e-20  -5.6748e-21  -3.0728e-25  -5.2572e-20  -1.3102e-22
  8.0059e+21      58.0373   5.0595e-24   2.8304e-26   1.5850e-22   5.6516e-20  -6.3012e-21  -3.2077e-25  -5.0338e-20  -9.6943e-23
  8.3070e+21      58.0358   2.4399e-24   1.2739e-26   1.6127e-22   5.5854e-20  -6.8228e-21  -3.5961e-25  -4.8206e-20  -6.6415e-23
  8.6194e+21      58.0347   1.1447e-24   5.5731e-27   1.6096e-22   5.5305e-20  -7.1933e-21  -4.2935e-25  -4.6053e-20  -4.2859e-23
  8.9435e+21      58.0340   5.2211e-25   2.3676e-27   1.5815e-22   5.4882e-20  -7.4068e-21  -4.8077e-25  -4.3855e-20  -2.7696e-23
  9.2798e+21      58.0335   2.3125e-25   9.7553e-28   1.5488e-22   5.4615e-20  -7.4336e-21  -4.9887e-25  -4.1595e-20  -1.7750e-23
  9.6288e+21      58.0333   9.9328e-26   3.8934e-28   1.5224e-22   5.4574e-20  -7.2078e-21  -4.9622e-25  -3.9201e-20  -1.0968e-23
  9.9909e+21      58.0331   4.1326e-26   1.5031e-28   1.5041e-22   5.4846e-20  -6.6588e-21  -4.7640e-25  -3.6588e-20  -6.4427e-24
  1.0367e+22      58.0330   1.6634e-26   5.6048e-29   1.4889e-22   5.5513e-20  -5.7471e-21  -4.3817e-25  -3.3699e-20  -3.5787e-24
  1.0756e+22      58.0329   6.4698e-27   4.9954e-29   1.4733e-22   5.6664e-20  -4.4637e-21  -3.8089e-25  -3.0494e-20  -1.8720e-24
  1.1161e+22      58.0329   2.4284e-27   4.9725e-29   1.4519e-22   5.8396e-20  -2.8630e-21  -3.0836e-25  -2.6956e-20  -9.2224e-25
