# NH                 T_gas  H            H2           C            CO
  1.5900e+14     387.4913   4.1355e-01   2.9302e-01   4.7162e-06   6.2005e-05
  1.6498e+14     387.0002   4.1191e-01   2.9384e-01   4.7064e-06   6.2076e-05
  1.7118e+14     386.4920   4.1021e-01   2.9469e-01   4.6963e-06   6.2149e-05
  1.7762e+14     385.9663   4.0845e-01   2.9557e-01   4.6860e-06   6.2224e-05
  1.8430e+14     385.4225   4.0662e-01   2.9648e-01   4.6754e-06   6.2302e-05
  1.9123e+14     384.8600   4.0474e-01   2.9742e-01   4.6645e-06   6.2383e-05
  1.9842e+14     384.2782   4.0279e-01   2.9840e-01   4.6533e-06   6.2467e-05
  2.0588e+14     383.6765   4.0077e-01   2.9941e-01   4.6419e-06   6.2553e-05
  2.1363e+14     383.0541   3.9868e-01   3.0046e-01   4.6301e-06   6.2643e-05
  2.2166e+14     382.4106   3.9651e-01   3.0154e-01   4.6181e-06   6.2735e-05
  2.2999e+14     381.7451   3.9428e-01   3.0266e-01   4.6057e-06   6.2831e-05
  2.3864e+14     381.0570   3.9196e-01   3.0381e-01   4.5931e-06   6.2930e-05
  2.4762e+14     380.3455   3.8957e-01   3.0501e-01   4.5802e-06   6.3033e-05
  2.5693e+14     379.6099   3.8710e-01   3.0625e-01   4.5669e-06   6.3139e-05
  2.6659e+14     378.8494   3.8454e-01   3.0752e-01   4.5534e-06   6.3248e-05
  2.7662e+14     378.0632   3.8190e-01   3.0885e-01   4.5395e-06   6.3362e-05
  2.8702e+14     377.2505   3.7917e-01   3.1021e-01   4.5253e-06   6.3479e-05
  2.9781e+14     376.4104   3.7635e-01   3.1162e-01   4.5109e-06   6.3601e-05
  3.0901e+14     375.5419   3.7343e-01   3.1308e-01   4.4960e-06   6.3726e-05
  3.2063e+14     374.6442   3.7043e-01   3.1458e-01   4.4809e-06   6.3856e-05
  3.3269e+14     373.7163   3.6733e-01   3.1613e-01   4.4655e-06   6.3991e-05
  3.4520e+14     372.7572   3.6413e-01   3.1773e-01   4.4497e-06   6.4130e-05
  3.5818e+14     371.7658   3.6082e-01   3.1938e-01   4.4336e-06   6.4274e-05
  3.7165e+14     370.7410   3.5742e-01   3.2108e-01   4.4172e-06   6.4424e-05
  3.8563e+14     369.6818   3.5391e-01   3.2284e-01   4.4004e-06   6.4578e-05
  4.0013e+14     368.5869   3.5030e-01   3.2465e-01   4.3834e-06   6.4739e-05
  4.1517e+14     367.4551   3.4658e-01   3.2651e-01   4.3660e-06   6.4905e-05
  4.3079e+14     366.2851   3.4275e-01   3.2842e-01   4.3483e-06   6.5077e-05
  4.4699e+14     365.0756   3.3881e-01   3.3039e-01   4.3302e-06   6.5255e-05
  4.6380e+14     363.8250   3.3475e-01   3.3242e-01   4.3118e-06   6.5440e-05
  4.8124e+14     362.5321   3.3059e-01   3.3450e-01   4.2932e-06   6.5632e-05
  4.9933e+14     361.1952   3.2631e-01   3.3664e-01   4.2741e-06   6.5831e-05
  5.1811e+14     359.8126   3.2192e-01   3.3884e-01   4.2548e-06   6.6038e-05
  5.3760e+14     358.3828   3.1741e-01   3.4109e-01   4.2351e-06   6.6252e-05
  5.5781e+14     356.9039   3.1279e-01   3.4340e-01   4.2152e-06   6.6475e-05
  5.7879e+14     355.3740   3.0805e-01   3.4577e-01   4.1949e-06   6.6707e-05
  6.0055e+14     353.7912   3.0321e-01   3.4819e-01   4.1743e-06   6.6948e-05
  6.2314e+14     352.1535   2.9825e-01   3.5067e-01   4.1533e-06   6.7198e-05
  6.4657e+14     350.4587   2.9318e-01   3.5320e-01   4.1320e-06   6.7459e-05
  6.7088e+14     348.7046   2.8800e-01   3.5579e-01   4.1104e-06   6.7731e-05
  6.9611e+14     346.8890   2.8272e-01   3.5843e-01   4.0884e-06   6.8014e-05
  7.2229e+14     345.0095   2.7733e-01   3.6112e-01   4.0662e-06   6.8308e-05
  7.4945e+14     343.0636   2.7185e-01   3.6386e-01   4.0437e-06   6.8615e-05
  7.7764e+14     341.0489   2.6627e-01   3.6665e-01   4.0209e-06   6.8936e-05
  8.0688e+14     338.9627   2.6060e-01   3.6948e-01   3.9978e-06   6.9269e-05
  8.3722e+14     336.8026   2.5485e-01   3.7236e-01   3.9744e-06   6.9618e-05
  8.6870e+14     334.5658   2.4902e-01   3.7527e-01   3.9508e-06   6.9981e-05
  9.0137e+14     332.2498   2.4311e-01   3.7822e-01   3.9270e-06   7.0360e-05
  9.3527e+14     329.8519   2.3714e-01   3.8121e-01   3.9029e-06   7.0755e-05
  9.7044e+14     327.3695   2.3111e-01   3.8422e-01   3.8787e-06   7.1168e-05
  1.0069e+15     324.8000   2.2503e-01   3.8726e-01   3.8542e-06   7.1598e-05
  1.0448e+15     322.1412   2.1890e-01   3.9032e-01   3.8295e-06   7.2047e-05
  1.0841e+15     319.3905   2.1275e-01   3.9339e-01   3.8048e-06   7.2514e-05
  1.1249e+15     316.5456   2.0657e-01   3.9647e-01   3.7800e-06   7.3001e-05
  1.1672e+15     313.6042   2.0038e-01   3.9957e-01   3.7551e-06   7.3507e-05
  1.2110e+15     310.5641   1.9419e-01   4.0266e-01   3.7302e-06   7.4033e-05
  1.2566e+15     307.4230   1.8801e-01   4.0574e-01   3.7054e-06   7.4580e-05
  1.3038e+15     304.1783   1.8184e-01   4.0882e-01   3.6806e-06   7.5147e-05
  1.3529e+15     300.8275   1.7571e-01   4.1188e-01   3.6559e-06   7.5735e-05
  1.4037e+15     295.8084   1.6932e-01   4.1507e-01   2.9257e-06   7.9611e-05
  1.4565e+15     292.2617   1.6329e-01   4.1807e-01   2.9062e-06   8.0195e-05
  1.5113e+15     288.6040   1.5732e-01   4.2105e-01   2.8869e-06   8.0792e-05
  1.5681e+15     284.8317   1.5143e-01   4.2399e-01   2.8679e-06   8.1403e-05
  1.6271e+15     280.9408   1.4562e-01   4.2689e-01   2.8494e-06   8.2024e-05
