# NH                 T_gas  H            H2           C            CO
  1.5900e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9891e-11
  1.6498e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9893e-11
  1.7118e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9895e-11
  1.7762e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9897e-11
  1.8430e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9899e-11
  1.9123e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9901e-11
  1.9842e+14      70.4983   9.9986e-01   6.2095e-05   9.8193e-08   1.9903e-11
  2.0588e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9905e-11
  2.1363e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9907e-11
  2.2166e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9909e-11
  2.2999e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9911e-11
  2.3864e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9913e-11
  2.4762e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9915e-11
  2.5693e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9917e-11
  2.6659e+14      70.4983   9.9986e-01   6.2096e-05   9.8193e-08   1.9919e-11
  2.7662e+14      70.4983   9.9986e-01   6.2097e-05   9.8193e-08   1.9921e-11
  2.8702e+14      70.4983   9.9986e-01   6.2097e-05   9.8193e-08   1.9923e-11
  2.9781e+14      70.4983   9.9986e-01   6.2097e-05   9.8193e-08   1.9925e-11
  3.0901e+14      70.4983   9.9986e-01   6.2097e-05   9.8193e-08   1.9927e-11
  3.2063e+14      70.4983   9.9986e-01   6.2097e-05   9.8193e-08   1.9929e-11
  3.3269e+14      70.4983   9.9986e-01   6.2097e-05   9.8193e-08   1.9931e-11
  3.4520e+14      70.4983   9.9986e-01   6.2098e-05   9.8193e-08   1.9933e-11
  3.5818e+14      70.4983   9.9986e-01   6.2098e-05   9.8193e-08   1.9935e-11
  3.7165e+14      70.4983   9.9986e-01   6.2098e-05   9.8193e-08   1.9937e-11
  3.8563e+14      70.5060   9.9986e-01   6.2100e-05   9.8188e-08   1.9939e-11
  4.0013e+14      70.4983   9.9986e-01   6.2098e-05   9.8193e-08   1.9942e-11
  4.1517e+14      70.4983   9.9986e-01   6.2099e-05   9.8193e-08   1.9944e-11
  4.3079e+14      70.4983   9.9986e-01   6.2099e-05   9.8193e-08   1.9946e-11
  4.4699e+14      70.5060   9.9986e-01   6.2101e-05   9.8188e-08   1.9947e-11
  4.6380e+14      70.4983   9.9986e-01   6.2099e-05   9.8193e-08   1.9950e-11
  4.8124e+14      70.4983   9.9986e-01   6.2100e-05   9.8193e-08   1.9952e-11
  4.9933e+14      70.4983   9.9986e-01   6.2100e-05   9.8193e-08   1.9954e-11
  5.1811e+14      70.4983   9.9986e-01   6.2100e-05   9.8193e-08   1.9956e-11
  5.3760e+14      70.4983   9.9986e-01   6.2101e-05   9.8193e-08   1.9958e-11
  5.5781e+14      70.4983   9.9986e-01   6.2101e-05   9.8194e-08   1.9960e-11
  5.7879e+14      70.4983   9.9986e-01   6.2101e-05   9.8194e-08   1.9962e-11
  6.0055e+14      70.4983   9.9986e-01   6.2102e-05   9.8194e-08   1.9964e-11
  6.2314e+14      70.4983   9.9986e-01   6.2102e-05   9.8194e-08   1.9966e-11
