# AV             Temperature    H              H2             C              CO
  0.1096506E+00  0.3666451E+04  0.3162252E+06  0.3592550E+00  0.1052511E-03  0.8946703E-06
  0.1148183E+00  0.3677670E+04  0.3162251E+06  0.3670424E+00  0.1068116E-03  0.9364083E-06
  0.1202296E+00  0.3657794E+04  0.3162251E+06  0.3864000E+00  0.1090707E-03  0.9946255E-06
  0.1258958E+00  0.3666910E+04  0.3162251E+06  0.3977516E+00  0.1109288E-03  0.1049561E-05
  0.1318291E+00  0.3674824E+04  0.3162250E+06  0.4095991E+00  0.1129276E-03  0.1108262E-05
  0.1380420E+00  0.3652033E+04  0.3162249E+06  0.4360455E+00  0.1157166E-03  0.1192048E-05
  0.1445477E+00  0.3657581E+04  0.3162248E+06  0.4559884E+00  0.1181528E-03  0.1279199E-05
  0.1513600E+00  0.3661779E+04  0.3162247E+06  0.4777066E+00  0.1207885E-03  0.1375693E-05
  0.1584934E+00  0.3635719E+04  0.3162246E+06  0.5170122E+00  0.1243155E-03  0.1506696E-05
  0.1659630E+00  0.3637271E+04  0.3162245E+06  0.5471607E+00  0.1274862E-03  0.1638497E-05
  0.1737845E+00  0.3637317E+04  0.3162246E+06  0.5187318E+00  0.1299037E-03  0.1597792E-05
  0.1819749E+00  0.3635799E+04  0.3162243E+06  0.6096963E+00  0.1345738E-03  0.1930579E-05
  0.1905511E+00  0.3632662E+04  0.3162241E+06  0.6509833E+00  0.1386748E-03  0.2121222E-05
  0.1995315E+00  0.3627846E+04  0.3162239E+06  0.7019656E+00  0.1432331E-03  0.2355102E-05
  0.2089352E+00  0.3621292E+04  0.3162237E+06  0.7625178E+00  0.1482771E-03  0.2635608E-05
  0.2187819E+00  0.3626525E+04  0.3162234E+06  0.8326407E+00  0.1536251E-03  0.2986881E-05
  0.2290928E+00  0.3629622E+04  0.3162232E+06  0.8982447E+00  0.1593187E-03  0.3345968E-05
  0.2398896E+00  0.3617211E+04  0.3162230E+06  0.9741191E+00  0.1658446E-03  0.3745819E-05
  0.2511953E+00  0.3629113E+04  0.3162226E+06  0.1081407E+01  0.1729808E-03  0.4350766E-05
  0.2630337E+00  0.3612364E+04  0.3162220E+06  0.1234752E+01  0.1818911E-03  0.5135431E-05
  0.2754301E+00  0.3619171E+04  0.3162215E+06  0.1368199E+01  0.1906942E-03  0.5955783E-05
  0.2884107E+00  0.3623145E+04  0.3162209E+06  0.1546442E+01  0.2009959E-03  0.7035116E-05
  0.3020031E+00  0.3624200E+04  0.3162201E+06  0.1778424E+01  0.2130683E-03  0.8462420E-05
  0.3162360E+00  0.3646889E+04  0.3162193E+06  0.2008001E+01  0.2256899E-03  0.1011650E-04
  0.3311397E+00  0.3641480E+04  0.3162180E+06  0.2408912E+01  0.2428207E-03  0.1271685E-04
  0.3467459E+00  0.3656786E+04  0.3162167E+06  0.2817909E+01  0.2610942E-03  0.1577117E-04
  0.3630874E+00  0.3668052E+04  0.3162148E+06  0.3420576E+01  0.2843801E-03  0.2030931E-04
  0.3801992E+00  0.3709838E+04  0.3162126E+06  0.4113975E+01  0.3109119E-03  0.2630571E-04
  0.3981175E+00  0.3723433E+04  0.3162097E+06  0.5112704E+01  0.3454652E-03  0.3488536E-04
  0.4168802E+00  0.3743373E+04  0.3162059E+06  0.6446632E+01  0.3888843E-03  0.4717998E-04
  0.4365271E+00  0.3779821E+04  0.3162000E+06  0.8616502E+01  0.4514351E-03  0.6822247E-04
  0.4571000E+00  0.3809921E+04  0.3161933E+06  0.1124740E+02  0.5274546E-03  0.9635799E-04
  0.4786424E+00  0.3812577E+04  0.3161839E+06  0.1518259E+02  0.6335804E-03  0.1398211E-03
  0.5012001E+00  0.3809541E+04  0.3161727E+06  0.2009714E+02  0.7672097E-03  0.1992609E-03
  0.5248209E+00  0.3780719E+04  0.3161583E+06  0.2670711E+02  0.9442093E-03  0.2837033E-03
  0.5495549E+00  0.3727503E+04  0.3161391E+06  0.3582244E+02  0.1184350E-02  0.4059501E-03
  0.5754552E+00  0.3679884E+04  0.3161178E+06  0.4614690E+02  0.1475582E-02  0.5611560E-03
  0.6025756E+00  0.3613984E+04  0.3160893E+06  0.6013074E+02  0.1872869E-02  0.7827605E-03
  0.6309739E+00  0.3560221E+04  0.3160596E+06  0.7482781E+02  0.2341938E-02  0.1051634E-02
  0.6607110E+00  0.3471419E+04  0.3160091E+06  0.9992940E+02  0.3094339E-02  0.1502683E-02
  0.6918491E+00  0.3394882E+04  0.3159538E+06  0.1275695E+03  0.4022104E-02  0.2087824E-02
  0.7244550E+00  0.3286271E+04  0.3158645E+06  0.1722516E+03  0.5489837E-02  0.3126255E-02
  0.7585976E+00  0.3120852E+04  0.3157015E+06  0.2538617E+03  0.8042159E-02  0.5037347E-02
  0.7943492E+00  0.2958112E+04  0.3154995E+06  0.3551029E+03  0.1134033E-01  0.7694989E-02
  0.8317853E+00  0.2798279E+04  0.3152296E+06  0.4903779E+03  0.1621867E-01  0.1206328E-01
  0.8709864E+00  0.2641578E+04  0.3149002E+06  0.6553764E+03  0.2202883E-01  0.1748516E-01
  0.9120345E+00  0.2430448E+04  0.3142713E+06  0.9703775E+03  0.3212583E-01  0.2737702E-01
  0.9550176E+00  0.2201691E+04  0.3131641E+06  0.1524641E+04  0.4864244E-01  0.4410966E-01
  0.1000026E+01  0.1974526E+04  0.3112196E+06  0.2497778E+04  0.7440925E-01  0.7269305E-01
  0.1047156E+01  0.1708841E+04  0.3065804E+06  0.4818679E+04  0.1255099E+00  0.1282275E+00
  0.1096507E+01  0.1471472E+04  0.2970567E+06  0.9581872E+04  0.2328450E+00  0.2266423E+00
  0.1148183E+01  0.1290380E+04  0.2815543E+06  0.1733417E+05  0.4533062E+00  0.3797804E+00
  0.1202296E+01  0.9783701E+03  0.2184313E+06  0.4889726E+05  0.1270252E+01  0.4092231E+00
  0.1258958E+01  0.8888261E+03  0.1855223E+06  0.6535207E+05  0.2013281E+01  0.5309667E+00
  0.1318290E+01  0.7493637E+03  0.1233990E+06  0.9641402E+05  0.2803232E+01  0.4487851E+00
  0.1380420E+01  0.6343911E+03  0.6681580E+05  0.1247058E+06  0.2802884E+01  0.3068903E+00
  0.1445477E+01  0.5438364E+03  0.2865070E+05  0.1437885E+06  0.2055327E+01  0.1748961E+00
  0.1513600E+01  0.4695480E+03  0.9614267E+04  0.1533067E+06  0.1148795E+01  0.8137856E-01
  0.1584934E+01  0.4030437E+03  0.2740559E+04  0.1567436E+06  0.6069205E+00  0.3057710E-01
  0.1659630E+01  0.3423363E+03  0.9479667E+03  0.1576399E+06  0.5423319E+00  0.9996501E-02
  0.1737845E+01  0.2852955E+03  0.5527222E+03  0.1578375E+06  0.7244911E+00  0.5470301E-02
  0.1819749E+01  0.2358741E+03  0.4484872E+03  0.1578896E+06  0.1041891E+01  0.6825476E-02
  0.1905511E+01  0.1950939E+03  0.4083123E+03  0.1579097E+06  0.1497893E+01  0.1041511E-01
  0.1995315E+01  0.1649581E+03  0.3933247E+03  0.1579172E+06  0.2137250E+01  0.1679473E-01
  0.2089352E+01  0.1408145E+03  0.3891303E+03  0.1579193E+06  0.3029666E+01  0.2752942E-01
  0.2187819E+01  0.1230158E+03  0.3857757E+03  0.1579210E+06  0.4253096E+01  0.4664739E-01
  0.2290928E+01  0.1088977E+03  0.3788836E+03  0.1579244E+06  0.5884309E+01  0.8219433E-01
  0.2398896E+01  0.9538431E+02  0.3692060E+03  0.1579293E+06  0.7962116E+01  0.1479431E+00
  0.2511953E+01  0.8093031E+02  0.3582848E+03  0.1579347E+06  0.1044562E+02  0.2765496E+00
  0.2630337E+01  0.7017283E+02  0.3327194E+03  0.1579475E+06  0.1323652E+02  0.5508027E+00
  0.2754301E+01  0.6231622E+02  0.2913152E+03  0.1579682E+06  0.1597790E+02  0.1216139E+01
  0.2884107E+01  0.5630316E+02  0.2361098E+03  0.1579958E+06  0.1785363E+02  0.2952266E+01
  0.3020031E+01  0.5114573E+02  0.1676724E+03  0.1580301E+06  0.1663893E+02  0.7958896E+01
  0.3162360E+01  0.3802993E+02  0.1080103E+03  0.1580599E+06  0.1077349E+02  0.1727070E+02
  0.3311397E+01  0.3060521E+02  0.4965263E+02  0.1580891E+06  0.4799433E+01  0.2555410E+02
  0.3467459E+01  0.2673332E+02  0.1902484E+02  0.1581044E+06  0.1756565E+01  0.2954038E+02
  0.3630875E+01  0.2392037E+02  0.9142625E+01  0.1581093E+06  0.7820544E+00  0.3074654E+02
  0.3801992E+01  0.2211110E+02  0.6182421E+01  0.1581108E+06  0.5739872E+00  0.3100485E+02
  0.3981174E+01  0.2077472E+02  0.5078254E+01  0.1581113E+06  0.5343367E+00  0.3106224E+02
  0.4168801E+01  0.1937897E+02  0.4622839E+01  0.1581115E+06  0.5340799E+00  0.3107123E+02
  0.4365271E+01  0.1731680E+02  0.4516877E+01  0.1581116E+06  0.5170764E+00  0.3109328E+02
  0.4571000E+01  0.1572142E+02  0.4507353E+01  0.1581116E+06  0.4702180E+00  0.3114307E+02
  0.4786424E+01  0.1468077E+02  0.4519233E+01  0.1581116E+06  0.4025905E+00  0.3121222E+02
  0.5012001E+01  0.1406405E+02  0.4527658E+01  0.1581116E+06  0.3289863E+00  0.3128650E+02
  0.5248209E+01  0.1375935E+02  0.4520909E+01  0.1581116E+06  0.2603854E+00  0.3135528E+02
  0.5495549E+01  0.1369674E+02  0.4493723E+01  0.1581116E+06  0.2017496E+00  0.3141379E+02
  0.5754553E+01  0.1372074E+02  0.4463527E+01  0.1581116E+06  0.1545647E+00  0.3146055E+02
  0.6025756E+01  0.1382781E+02  0.4427559E+01  0.1581117E+06  0.1177065E+00  0.3149655E+02
  0.6309739E+01  0.1395798E+02  0.4393662E+01  0.1581117E+06  0.8871925E-01  0.3152395E+02
  0.6607110E+01  0.1408310E+02  0.4365126E+01  0.1581117E+06  0.6483552E-01  0.3154493E+02
  0.6918491E+01  0.1424497E+02  0.4335208E+01  0.1581117E+06  0.4417800E-01  0.3156046E+02
  0.7244550E+01  0.1435471E+02  0.4317417E+01  0.1581117E+06  0.2672616E-01  0.3156931E+02
  0.7585976E+01  0.1450012E+02  0.4298487E+01  0.1581116E+06  0.1378990E-01  0.3156941E+02
  0.7943492E+01  0.1462161E+02  0.4285136E+01  0.1581116E+06  0.6113948E-02  0.3156143E+02
  0.8317859E+01  0.1476220E+02  0.4266855E+01  0.1581116E+06  0.2527998E-02  0.3155198E+02
  0.8709864E+01  0.1487722E+02  0.4244649E+01  0.1581115E+06  0.1084726E-02  0.3155036E+02
  0.9120345E+01  0.1499891E+02  0.4207913E+01  0.1581115E+06  0.5016976E-03  0.3156086E+02
  0.9550176E+01  0.1511885E+02  0.4149696E+01  0.1581115E+06  0.2439096E-03  0.3157820E+02
  0.1000026E+02  0.1525548E+02  0.4056358E+01  0.1581114E+06  0.1241703E-03  0.3159387E+02
