# AV             Temperature    H              H2             C              CO
  0.1096507E+01  0.3787495E+02  0.4699856E+01  0.4976494E+03  0.1632412E-01  0.1430381E-03
  0.1148183E+01  0.3534837E+02  0.4752154E+01  0.4976233E+03  0.1900585E-01  0.1785538E-03
  0.1202295E+01  0.3321435E+02  0.4786814E+01  0.4976059E+03  0.2209265E-01  0.2279738E-03
  0.1258958E+01  0.3092656E+02  0.4835628E+01  0.4975815E+03  0.2561991E-01  0.2938801E-03
  0.1318291E+01  0.2910519E+02  0.4850582E+01  0.4975740E+03  0.2959081E-01  0.3851345E-03
  0.1380420E+01  0.2733133E+02  0.4858240E+01  0.4975702E+03  0.3400162E-01  0.5075274E-03
  0.1445477E+01  0.2560006E+02  0.4858047E+01  0.4975703E+03  0.3881315E-01  0.6685486E-03
  0.1513600E+01  0.2394615E+02  0.4846631E+01  0.4975760E+03  0.4395296E-01  0.8740953E-03
  0.1584934E+01  0.2247922E+02  0.4812970E+01  0.4975929E+03  0.4931718E-01  0.1125668E-02
  0.1659629E+01  0.2101197E+02  0.4779469E+01  0.4976096E+03  0.5478366E-01  0.1407610E-02
  0.1737845E+01  0.1923298E+02  0.4791750E+01  0.4976035E+03  0.6023102E-01  0.1674208E-02
  0.1819749E+01  0.1659556E+02  0.4952201E+01  0.4975233E+03  0.6558285E-01  0.1824814E-02
  0.1905511E+01  0.1458965E+02  0.5077604E+01  0.4974606E+03  0.7067233E-01  0.1902410E-02
  0.1995315E+01  0.1317091E+02  0.5151878E+01  0.4974234E+03  0.7534631E-01  0.1932968E-02
  0.2089351E+01  0.1209783E+02  0.5204095E+01  0.4973973E+03  0.7945409E-01  0.1948966E-02
  0.2187819E+01  0.1129536E+02  0.5241740E+01  0.4973784E+03  0.8288233E-01  0.1984985E-02
  0.2290928E+01  0.1070059E+02  0.5272077E+01  0.4973632E+03  0.8556093E-01  0.2070957E-02
  0.2398896E+01  0.1029676E+02  0.5290920E+01  0.4973537E+03  0.8746598E-01  0.2238419E-02
  0.2511952E+01  0.1001558E+02  0.5305379E+01  0.4973465E+03  0.8864059E-01  0.2512732E-02
  0.2630336E+01  0.1000000E+02  0.5267833E+01  0.4973652E+03  0.8914404E-01  0.2960569E-02
  0.2754300E+01  0.1000000E+02  0.5235850E+01  0.4973812E+03  0.8902915E-01  0.3611298E-02
  0.2884106E+01  0.1000000E+02  0.5207397E+01  0.4973955E+03  0.8840949E-01  0.4533847E-02
  0.3020030E+01  0.1000000E+02  0.5179674E+01  0.4974094E+03  0.8725879E-01  0.5855421E-02
  0.3162361E+01  0.1000000E+02  0.5151274E+01  0.4974236E+03  0.8543790E-01  0.7790527E-02
  0.3311398E+01  0.1000000E+02  0.5121437E+01  0.4974385E+03  0.8264121E-01  0.1070517E-01
  0.3467457E+01  0.1000000E+02  0.5089563E+01  0.4974545E+03  0.7832296E-01  0.1520406E-01
  0.3630874E+01  0.1000000E+02  0.5054913E+01  0.4974718E+03  0.7164829E-01  0.2219190E-01
  0.3801993E+01  0.1000000E+02  0.5016106E+01  0.4974913E+03  0.6140060E-01  0.3298376E-01
  0.3981175E+01  0.1000000E+02  0.4905795E+01  0.4975463E+03  0.7092903E-02  0.9152174E-01
  0.4168802E+01  0.1000000E+02  0.4911112E+01  0.4975430E+03  0.2073596E-02  0.9725778E-01
  0.4365271E+01  0.1000000E+02  0.4912049E+01  0.4975418E+03  0.9525020E-03  0.9860543E-01
  0.4571000E+01  0.1000000E+02  0.4902028E+01  0.4975461E+03  0.4924382E-03  0.9918743E-01
  0.4786424E+01  0.1000000E+02  0.4877755E+01  0.4975573E+03  0.2744614E-03  0.9948070E-01
  0.5012001E+01  0.1000000E+02  0.4837120E+01  0.4975767E+03  0.1635279E-03  0.9964182E-01
  0.5248209E+01  0.1025375E+02  0.4721993E+01  0.4976333E+03  0.1050923E-03  0.9973528E-01
  0.5495548E+01  0.1039772E+02  0.4620386E+01  0.4976831E+03  0.7264470E-04  0.9979283E-01
  0.5754552E+01  0.1046592E+02  0.4529602E+01  0.4977277E+03  0.5393382E-04  0.9982933E-01
  0.6025755E+01  0.1087187E+02  0.4372365E+01  0.4978058E+03  0.4393498E-04  0.9985129E-01
  0.6309740E+01  0.1120769E+02  0.4244602E+01  0.4978693E+03  0.3812759E-04  0.9986485E-01
  0.6607109E+01  0.1139603E+02  0.4161398E+01  0.4979107E+03  0.3458438E-04  0.9987328E-01
  0.6918492E+01  0.1136244E+02  0.4133062E+01  0.4979246E+03  0.3214788E-04  0.9987885E-01
  0.7244551E+01  0.1195580E+02  0.4008909E+01  0.4979868E+03  0.3208308E-04  0.9988010E-01
  0.7585975E+01  0.1224630E+02  0.3948784E+01  0.4980169E+03  0.3191460E-04  0.9988098E-01
  0.7943491E+01  0.1252249E+02  0.3898434E+01  0.4980421E+03  0.3205974E-04  0.9988110E-01
  0.8317855E+01  0.1253009E+02  0.3892978E+01  0.4980448E+03  0.3182826E-04  0.9988164E-01
  0.8709862E+01  0.1252068E+02  0.3892087E+01  0.4980453E+03  0.3167727E-04  0.9988197E-01
  0.9120346E+01  0.1251409E+02  0.3891884E+01  0.4980454E+03  0.3159622E-04  0.9988215E-01
  0.9550174E+01  0.1260115E+02  0.3878208E+01  0.4980522E+03  0.3174939E-04  0.9988194E-01
  0.1000026E+02  0.1282557E+02  0.3844889E+01  0.4980690E+03  0.3221448E-04  0.9988122E-01
