     NH               Temp.Gaz         Ab..h            Ab..h2           Ab..c            Ab..co        
   9.35202910E+19  4.21571701E+003  3.15887235E+005  3.64802193E+000  1.26431552E-003  3.20381942E-006
   1.12223621E+20  4.27791920E+003  3.15883088E+005  3.97589623E+000  1.41518680E-003  3.75179691E-006
   1.30926748E+20  4.33349495E+003  3.15879082E+005  4.32004250E+000  1.57718215E-003  4.36252486E-006
   1.58981084E+20  4.40604916E+003  3.15873273E+005  4.87402614E+000  1.84523590E-003  5.41637821E-006
   1.87035012E+20  4.46792110E+003  3.15867563E+005  5.48301936E+000  2.15007511E-003  6.67036168E-006
   2.06401977E+20  4.50520822E+003  3.15863635E+005  5.94118573E+000  2.38610837E-003  7.67540250E-006
   2.25768760E+20  4.53839014E+003  3.15859707E+005  6.43486641E+000  2.64629232E-003  8.81274378E-006
   2.45135364E+20  4.56786909E+003  3.15855751E+005  6.96799257E+000  2.93396447E-003  1.01018068E-005
   2.64501793E+20  4.59384088E+003  3.15851750E+005  7.54499532E+000  3.25274526E-003  1.15642510E-005
   2.91889763E+20  4.62488888E+003  3.15845993E+005  8.44526286E+000  3.76462186E-003  1.39769259E-005
   3.19277394E+20  4.64964201E+003  3.15840086E+005  9.45709970E+000  4.35994312E-003  1.68676944E-005
   3.46664692E+20  4.66811086E+003  3.15834017E+005  1.05959736E+001  5.05329716E-003  2.03318417E-005
   3.74051666E+20  4.68059396E+003  3.15827746E+005  1.18809577E+001  5.86294545E-003  2.44878665E-005
   3.97427659E+20  4.68601878E+003  3.15822222E+005  1.31108100E+001  6.66143550E-003  2.86876861E-005
   4.20803428E+20  4.68770878E+003  3.15816499E+005  1.44743202E+001  7.57477226E-003  3.35957411E-005
   4.38335111E+20  4.68696573E+003  3.15812048E+005  1.55964353E+001  8.34658549E-003  3.78179615E-005
   4.55866672E+20  4.68328902E+003  3.15807461E+005  1.68137682E+001  9.20167742E-003  4.25686633E-005
   4.82163794E+20  4.67377382E+003  3.15800259E+005  1.88386011E+001  1.06636892E-002  5.08433180E-005
   5.08460656E+20  4.65956788E+003  3.15792591E+005  2.11371179E+001  1.23778410E-002  6.07526423E-005
   5.34757267E+20  4.64058274E+003  3.15784381E+005  2.37508612E+001  1.43902645E-002  7.26297077E-005
   5.61053631E+20  4.61715517E+003  3.15775490E+005  2.67365130E+001  1.67627807E-002  8.69074798E-005
   5.81459055E+20  4.59589647E+003  3.15768062E+005  2.93455502E+001  1.88941261E-002  9.99547347E-005
   6.01864337E+20  4.57197179E+003  3.15760056E+005  3.22547802E+001  2.13274846E-002  1.15059635E-004
   6.17168207E+20  4.55223975E+003  3.15753656E+005  3.46515064E+001  2.33738734E-002  1.27923332E-004
   6.32471999E+20  4.53107747E+003  3.15746824E+005  3.72635654E+001  2.56429305E-002  1.42323098E-004
   6.55427541E+20  4.49644285E+003  3.15735707E+005  4.16261460E+001  2.95149038E-002  1.67201557E-004
   6.78382910E+20  4.45837550E+003  3.15723400E+005  4.66013767E+001  3.40423100E-002  1.96720086E-004
   7.01338109E+20  4.41681087E+003  3.15709632E+005  5.23104949E+001  3.93637841E-002  2.31893674E-004
   7.24293137E+20  4.37154094E+003  3.15694159E+005  5.88822161E+001  4.56321618E-002  2.73899389E-004
   7.50634988E+20  4.31470975E+003  3.15673878E+005  6.77129321E+001  5.42526225E-002  3.32545594E-004
   7.76976619E+20  4.25294183E+003  3.15650180E+005  7.82396676E+001  6.47745391E-002  4.05174971E-004
   7.96732698E+20  4.20289136E+003  3.15629641E+005  8.75178584E+001  7.42183535E-002  4.71204793E-004
   8.16488653E+20  4.14941343E+003  3.15606233E+005  9.82380878E+001  8.52829274E-002  5.49460085E-004
   8.31305538E+20  4.10691755E+003  3.15586280E+005  1.07449784E+002  9.48904852E-002  6.17967413E-004
   8.46122352E+20  4.06188883E+003  3.15564115E+005  1.17801845E+002  1.05762382E-001  6.96302680E-004
   8.68347447E+20  3.98924648E+003  3.15525673E+005  1.35968489E+002  1.24958211E-001  8.36377840E-004
   8.90572395E+20  3.90981472E+003  3.15479061E+005  1.58224573E+002  1.48550516E-001  1.01097085E-003
   9.01684813E+20  3.86704876E+003  3.15451803E+005  1.71328755E+002  1.62417089E-001  1.11469262E-003
   9.12797196E+20  3.82200078E+003  3.15421521E+005  1.85985606E+002  1.77870845E-001  1.23148758E-003
   9.23909546E+20  3.77435287E+003  3.15387522E+005  2.02527070E+002  1.95204039E-001  1.36377513E-003
   9.35021865E+20  3.72382507E+003  3.15349210E+005  2.21275530E+002  2.14670869E-001  1.51412669E-003
   9.46707693E+20  3.66707773E+003  3.15302974E+005  2.43995286E+002  2.37963528E-001  1.69606519E-003
   9.58393494E+20  3.60614105E+003  3.15249406E+005  2.70450865E+002  2.64616145E-001  1.90728653E-003
   9.70079274E+20  3.54023362E+003  3.15186555E+005  3.01642316E+002  2.95317824E-001  2.15471391E-003
   9.81765041E+20  3.46741411E+003  3.15111145E+005  3.39243614E+002  3.31129008E-001  2.44910691E-003
   9.95398437E+20  3.37429670E+003  3.15002973E+005  3.93444081E+002  3.80626366E-001  2.86674774E-003
   1.00903186E+21  3.26725904E+003  3.14862164E+005  4.64353501E+002  4.41281920E-001  3.39716626E-003
   1.01584859E+21  3.20761312E+003  3.14774651E+005  5.08577369E+002  4.76850476E-001  3.71867416E-003
   1.02266535E+21  3.14153735E+003  3.14670130E+005  5.61512431E+002  5.17070870E-001  4.09253985E-003
   1.02948214E+21  3.06974224E+003  3.14545165E+005  6.24925332E+002  5.62353715E-001  4.52726567E-003
   1.03629898E+21  2.99052725E+003  3.14392125E+005  7.02717523E+002  6.13791370E-001  5.04055310E-003
   1.04482013E+21  2.87618321E+003  3.14140924E+005  8.30617774E+002  6.89233688E-001  5.83624945E-003
   1.05334143E+21  2.73965032E+003  3.13782671E+005  1.01322848E+003  7.80303608E-001  6.87650094E-003
   1.06186297E+21  2.57375368E+003  3.13240766E+005  1.28946770E+003  8.89773304E-001  8.26736969E-003
   1.07038486E+21  2.37409201E+003  3.12369010E+005  1.73323872E+003  1.01682165E+000  1.01276785E-002
   1.07784192E+21  2.17515565E+003  3.11150216E+005  2.35202831E+003  1.13390750E+000  1.21426858E-002
   1.08529947E+21  1.97420698E+003  3.09360163E+005  3.25785203E+003  1.24222861E+000  1.42870575E-002
   1.09275751E+21  1.79322442E+003  3.06962373E+005  4.46738819E+003  1.33361132E+000  1.62495966E-002
   1.10021603E+21  1.64511244E+003  3.04094142E+005  5.91064885E+003  1.40854327E+000  1.78530580E-002
   1.10767493E+21  1.53250780E+003  3.01060803E+005  7.43436229E+003  1.47021871E+000  1.91069391E-002
   1.11513411E+21  1.44878756E+003  2.98111261E+005  8.91434034E+003  1.52010997E+000  2.00975156E-002
   1.12259351E+21  1.38633137E+003  2.95382773E+005  1.02824074E+004  1.56169113E+000  2.09248796E-002
   1.13005307E+21  1.33969288E+003  2.92986463E+005  1.14833369E+004  1.59836202E+000  2.16632637E-002
   1.14124261E+21  1.28699632E+003  2.89804527E+005  1.30774076E+004  1.64292341E+000  2.26268415E-002
   1.15243234E+21  1.24864124E+003  2.87128002E+005  1.44178661E+004  1.68255432E+000  2.35255182E-002
   1.16362221E+21  1.21844670E+003  2.84751487E+005  1.56078407E+004  1.71707422E+000  2.43632998E-002
   1.17481218E+21  1.19447686E+003  2.82703462E+005  1.66331666E+004  1.75277056E+000  2.52239596E-002
   1.18320472E+21  1.17865768E+003  2.81264183E+005  1.73536587E+004  1.77819684E+000  2.58570852E-002
   1.19159730E+21  1.16441863E+003  2.79894620E+005  1.80392037E+004  1.80252994E+000  2.64801606E-002
   1.19998992E+21  1.15153253E+003  2.78595106E+005  1.86896401E+004  1.82719403E+000  2.71123108E-002
   1.20838258E+21  1.13965279E+003  2.77345906E+005  1.93148595E+004  1.85113265E+000  2.77390404E-002
   1.22097162E+21  1.12349041E+003  2.75558996E+005  2.02091377E+004  1.88823840E+000  2.87042160E-002
   1.23356072E+21  1.10884439E+003  2.73852988E+005  2.10628722E+004  1.92490332E+000  2.96736400E-002
   1.25244447E+21  1.08927630E+003  2.71411873E+005  2.22843802E+004  1.98158095E+000  3.11713149E-002
   1.27132833E+21  1.07160671E+003  2.69081640E+005  2.34503137E+004  2.03970288E+000  3.27144139E-002
   1.29021228E+21  1.05558519E+003  2.66825477E+005  2.45791119E+004  2.09889808E+000  3.42970634E-002
   1.30909631E+21  1.04087806E+003  2.64631817E+005  2.56765740E+004  2.16011073E+000  3.59346053E-002
   1.32078931E+21  1.03227613E+003  2.63289244E+005  2.63482206E+004  2.19787351E+000  3.69567834E-002
   1.33248234E+21  1.02409199E+003  2.61971043E+005  2.70076523E+004  2.23763894E+000  3.80211415E-002
   1.35586847E+21  1.00876623E+003  2.59392474E+005  2.82975296E+004  2.32153485E+000  4.02528292E-002
   1.36873088E+21  1.00069058E+003  2.57969265E+005  2.90094384E+004  2.36674206E+000  4.14769659E-002
   1.38159331E+21  9.93050810E+002  2.56587846E+005  2.97004236E+004  2.41516476E+000  4.27718909E-002
   1.40731824E+21  9.78444070E+002  2.53824058E+005  3.10828221E+004  2.51478720E+000  4.54429521E-002
   1.42178855E+21  9.70539824E+002  2.52258528E+005  3.18658502E+004  2.57095891E+000  4.69636200E-002
   1.43625888E+21  9.63031897E+002  2.50737410E+005  3.26266472E+004  2.63052048E+000  4.85672535E-002
   1.45072923E+21  9.55695981E+002  2.49203199E+005  3.33939787E+004  2.69088163E+000  5.01980447E-002
   1.46519960E+21  9.48572422E+002  2.47671726E+005  3.41599268E+004  2.75268957E+000  5.18710315E-002
   1.49052279E+21  9.36563969E+002  2.45005604E+005  3.54933252E+004  2.86489266E+000  5.49153907E-002
   1.51584604E+21  9.25037482E+002  2.42322142E+005  3.68353622E+004  2.98062457E+000  5.80716218E-002
   1.53061795E+21  9.18536093E+002  2.40745156E+005  3.76240198E+004  3.05005985E+000  5.99702610E-002
   1.54538988E+21  9.12157271E+002  2.39172074E+005  3.84107150E+004  3.12127481E+000  6.19228521E-002
   1.56016182E+21  9.05899491E+002  2.37592637E+005  3.92005794E+004  3.19397792E+000  6.39215773E-002
   1.57493378E+21  8.99751196E+002  2.36005284E+005  3.99943934E+004  3.26816188E+000  6.59665509E-002
   1.59955374E+21  8.89663353E+002  2.33335121E+005  4.13296881E+004  3.39445100E+000  6.94631656E-002
   1.62417372E+21  8.79854878E+002  2.30633208E+005  4.26808385E+004  3.52506645E+000  7.30940060E-002
   1.63956123E+21  8.73888222E+002  2.28931812E+005  4.35316487E+004  3.60955277E+000  7.54491219E-002
   1.65494875E+21  8.67926165E+002  2.27207652E+005  4.43938352E+004  3.69472391E+000  7.78323899E-002
   1.68187693E+21  8.57585238E+002  2.24153317E+005  4.59211766E+004  3.84602003E+000  8.20896458E-002
   1.70543911E+21  8.48644832E+002  2.21393223E+005  4.73013639E+004  3.98239800E+000  8.59293307E-002
   1.72605603E+21  8.40950186E+002  2.18959146E+005  4.85185148E+004  4.10528609E+000  8.94072869E-002
   1.74409585E+21  8.34229884E+002  2.16781449E+005  4.96074564E+004  4.21374742E+000  9.24853917E-002
   1.76213568E+21  8.27508511E+002  2.14558877E+005  5.07188303E+004  4.32336075E+000  9.56025721E-002
   1.77566556E+21  8.22516916E+002  2.12868041E+005  5.15643103E+004  4.40697613E+000  9.79850081E-002
   1.78919545E+21  8.17473675E+002  2.11142090E+005  5.24273463E+004  4.49053281E+000  1.00367024E-001
   1.80949028E+21  8.09838514E+002  2.08491520E+005  5.37527175E+004  4.61576173E+000  1.03939152E-001
   1.82471142E+21  8.04169230E+002  2.06462064E+005  5.47675064E+004  4.71158990E+000  1.06672974E-001
   1.83612727E+21  7.99918686E+002  2.04915387E+005  5.55408886E+004  4.78385984E+000  1.08735804E-001
   1.84754313E+21  7.95599588E+002  2.03334841E+005  5.63312043E+004  4.85539303E+000  1.10773997E-001
   1.85895899E+21  7.91260754E+002  2.01726685E+005  5.71353240E+004  4.92691280E+000  1.12809427E-001
   1.87037486E+21  7.86897010E+002  2.00089343E+005  5.79540350E+004  4.99828439E+000  1.14837251E-001
   1.89459280E+21  7.77476852E+002  1.96521688E+005  5.97379447E+004  5.14653886E+000  1.19037782E-001
   1.91881075E+21  7.67971042E+002  1.92795883E+005  6.16009236E+004  5.29469311E+000  1.23200306E-001
   1.94475857E+21  7.57586953E+002  1.88624782E+005  6.36865515E+004  5.44945490E+000  1.27501059E-001
   1.97070640E+21  7.46929486E+002  1.84229124E+005  6.58844534E+004  5.59848552E+000  1.31563924E-001
   1.99480082E+21  7.36734489E+002  1.79915708E+005  6.80412261E+004  5.72979491E+000  1.35044164E-001
   2.01889525E+21  7.26252954E+002  1.75383904E+005  7.03071897E+004  5.85212218E+000  1.38174622E-001
   2.03194641E+21  7.20372280E+002  1.72737054E+005  7.16306475E+004  5.91559999E+000  1.39701194E-001
   2.04499757E+21  7.14594912E+002  1.70132902E+005  7.29327549E+004  5.97471147E+000  1.41124835E-001
   2.05750493E+21  7.08792016E+002  1.67514659E+005  7.42419063E+004  6.02647342E+000  1.42286918E-001
   2.07001230E+21  7.02877234E+002  1.64815893E+005  7.55913184E+004  6.07395727E+000  1.43285923E-001
   2.08199852E+21  6.97104446E+002  1.62152387E+005  7.69230988E+004  6.11525115E+000  1.44084009E-001
   2.09398475E+21  6.91218573E+002  1.59409138E+005  7.82947506E+004  6.15171351E+000  1.44703417E-001
   2.10776892E+21  6.84169796E+002  1.56136105E+005  7.99312980E+004  6.18510174E+000  1.45108463E-001
   2.12120848E+21  6.77427059E+002  1.52876338E+005  8.15612107E+004  6.21478276E+000  1.45395521E-001
   2.13431206E+21  6.70582130E+002  1.49578736E+005  8.32100400E+004  6.23462711E+000  1.45356507E-001
   2.14708805E+21  6.63777439E+002  1.46265469E+005  8.48667004E+004  6.24667923E+000  1.45067592E-001
   2.15954464E+21  6.57021775E+002  1.42943649E+005  8.65276361E+004  6.25103742E+000  1.44539041E-001
   2.17168982E+21  6.50324517E+002  1.39620071E+005  8.81894497E+004  6.24790988E+000  1.43784296E-001
   2.18353137E+21  6.43696852E+002  1.36302140E+005  8.98484386E+004  6.23760372E+000  1.42820127E-001
   2.19796327E+21  6.35472019E+002  1.32247228E+005  9.18759227E+004  6.21319593E+000  1.41320862E-001
   2.21194417E+21  6.27434130E+002  1.28149980E+005  9.39245730E+004  6.18085535E+000  1.39586253E-001
   2.22548817E+21  6.19572437E+002  1.24109839E+005  9.59446683E+004  6.13964861E+000  1.37635742E-001
   2.23860892E+21  6.11905903E+002  1.20140463E+005  9.79293796E+004  6.09056627E+000  1.35509448E-001
   2.25172967E+21  6.04227518E+002  1.16148529E+005  9.99253685E+004  6.03295466E+000  1.33184344E-001
   2.27633109E+21  5.89871788E+002  1.08567976E+005  1.03715685E+005  5.90469330E+000  1.28390259E-001
   2.30708286E+21  5.72130234E+002  9.92117710E+004  1.08393831E+005  5.70707751E+000  1.21730343E-001
   2.33527200E+21  5.56373970E+002  9.08707636E+004  1.12564371E+005  5.50158784E+000  1.15384124E-001
   2.36111205E+21  5.44426181E+002  8.34696924E+004  1.16264935E+005  5.29829943E+000  1.09545437E-001
   2.38479876E+21  5.32166301E+002  7.71112972E+004  1.19444156E+005  5.10498791E+000  1.04342386E-001
   2.41736800E+21  5.14361060E+002  6.89740037E+004  1.23512831E+005  4.83395601E+000  9.75159035E-002
   2.44586609E+21  5.02810910E+002  6.24388453E+004  1.26780430E+005  4.60001025E+000  9.20052813E-002
   2.47080192E+21  4.91804544E+002  5.71803605E+004  1.29409688E+005  4.39793164E+000  8.74958003E-002
   2.49262077E+21  4.81507476E+002  5.30533566E+004  1.31473202E+005  4.22167623E+000  8.36756183E-002
   2.51171226E+21  4.73957579E+002  4.95365289E+004  1.33231625E+005  4.07889050E+000  8.07695282E-002
   2.54512239E+21  4.62283288E+002  4.38853964E+004  1.36057206E+005  3.82991921E+000  7.58714782E-002
   2.57017998E+21  4.52290120E+002  4.02473842E+004  1.37876221E+005  3.65093644E+000  7.24060924E-002
   2.58897318E+21  4.45809850E+002  3.76991527E+004  1.39150343E+005  3.52831213E+000  7.01588129E-002
   2.61716297E+21  4.36354466E+002  3.40489399E+004  1.40975458E+005  3.34242077E+000  6.68141415E-002
   2.64535277E+21  4.27292075E+002  3.08112276E+004  1.42594321E+005  3.17178361E+000  6.38439536E-002
   2.69517036E+21  4.12268052E+002  2.57780390E+004  1.45110926E+005  2.89683275E+000  5.92869024E-002
   2.74498796E+21  3.97687262E+002  2.17045188E+004  1.47147695E+005  2.65753863E+000  5.53739568E-002
   2.84462317E+21  3.70150452E+002  1.56027962E+004  1.50198568E+005  2.28464318E+000  4.94584154E-002
   2.89444077E+21  3.56979851E+002  1.33633102E+004  1.51318315E+005  2.15400437E+000  4.74856043E-002
   2.94425838E+21  3.44175451E+002  1.15087750E+004  1.52245587E+005  2.05293903E+000  4.60548298E-002
   2.99407599E+21  3.31650741E+002  9.98445479E+003  1.53007750E+005  1.98159275E+000  4.51795104E-002
   3.01898479E+21  3.25494604E+002  9.33216742E+003  1.53333894E+005  1.95743040E+000  4.49639469E-002
   3.04389359E+21  3.19404026E+002  8.73083845E+003  1.53634560E+005  1.93823449E+000  4.48514393E-002
   3.09371120E+21  3.07437034E+002  7.67302114E+003  1.54163471E+005  1.91598394E+000  4.49583689E-002
   3.14352881E+21  2.95782127E+002  6.78608283E+003  1.54606941E+005  1.91570312E+000  4.55227290E-002
   3.19334642E+21  2.84463073E+002  6.02863328E+003  1.54985667E+005  1.93373671E+000  4.64693646E-002
   3.24316403E+21  2.73507963E+002  5.37387161E+003  1.55313049E+005  1.96838063E+000  4.77512388E-002
   3.34279925E+21  2.52796378E+002  4.29527363E+003  1.55852350E+005  2.08325551E+000  5.11326730E-002
   3.44243448E+21  2.33772196E+002  3.47077990E+003  1.56264599E+005  2.26622847E+000  5.56006894E-002
   3.54206970E+21  2.16518298E+002  2.81065737E+003  1.56594661E+005  2.52105511E+000  6.11130673E-002
   3.59188731E+21  2.08542215E+002  2.53553465E+003  1.56732223E+005  2.68008612E+000  6.43342114E-002
   3.66661373E+21  1.97353600E+002  2.18077075E+003  1.56909606E+005  2.95923915E+000  6.95931723E-002
   3.70397694E+21  1.92101229E+002  2.02230304E+003  1.56988840E+005  3.11949846E+000  7.25540371E-002
   3.74134015E+21  1.87058554E+002  1.87669155E+003  1.57061646E+005  3.29335154E+000  7.56568006E-002
   3.83488853E+21  1.75319701E+002  1.56396059E+003  1.57218012E+005  3.79409074E+000  8.42601875E-002
   3.92843691E+21  1.64753615E+002  1.29472913E+003  1.57352629E+005  4.39316006E+000  9.44241506E-002
   4.02198530E+21  1.55240899E+002  1.08797160E+003  1.57456008E+005  5.09863451E+000  1.06303617E-001
   4.11553368E+21  1.46661552E+002  9.18605080E+002  1.57540692E+005  5.91057769E+000  1.20249264E-001
   4.20908206E+21  1.38909536E+002  7.79518515E+002  1.57610235E+005  6.82766897E+000  1.36709775E-001
   4.30263045E+21  1.31889668E+002  6.64951852E+002  1.57667519E+005  7.84455482E+000  1.56247608E-001
   4.39617883E+21  1.25517207E+002  5.70257100E+002  1.57714867E+005  8.95179130E+000  1.79567777E-001
   4.48972722E+21  1.19721062E+002  4.96684401E+002  1.57751653E+005  1.01360855E+001  2.07481158E-001
   4.58327560E+21  1.14427463E+002  4.30172961E+002  1.57784909E+005  1.13805754E+001  2.41216335E-001
   4.67682398E+21  1.09582981E+002  3.74259067E+002  1.57812866E+005  1.26663836E+001  2.82121217E-001
   4.77037237E+21  1.05136852E+002  3.27061413E+002  1.57836465E+005  1.39727605E+001  3.31969644E-001
   4.86392075E+21  1.01043678E+002  2.86573835E+002  1.57856709E+005  1.52781995E+001  3.93089006E-001
   4.95746914E+21  9.72636116E+001  2.52094523E+002  1.57873949E+005  1.65611955E+001  4.68525684E-001
   5.05101752E+21  9.37629541E+001  2.23305300E+002  1.57888344E+005  1.78005327E+001  5.62292508E-001
   5.14456591E+21  9.05103718E+001  1.97078961E+002  1.57901457E+005  1.89761129E+001  6.80041883E-001
   5.26150139E+21  8.67542048E+001  1.68186278E+002  1.57915903E+005  2.03269792E+001  8.70650200E-001
   5.37843687E+21  8.32960552E+001  1.43756013E+002  1.57928119E+005  2.15125121E+001  1.12530863E+000
   5.43690461E+21  8.16647994E+001  1.32326347E+002  1.57933834E+005  2.20330804E+001  1.28262581E+000
   5.52460622E+21  7.93247321E+001  1.17927427E+002  1.57941033E+005  2.27134181E+001  1.56244051E+000
   5.56845703E+21  7.82021683E+001  1.10531514E+002  1.57944731E+005  2.30030277E+001  1.72690833E+000
   5.61230783E+21  7.71069857E+001  1.03891922E+002  1.57948051E+005  2.32578804E+001  1.90877956E+000
   5.70838570E+21  7.47966342E+001  9.08998337E+001  1.57954547E+005  2.36854610E+001  2.37641651E+000
   5.80446356E+21  7.25979148E+001  7.89017889E+001  1.57960546E+005  2.39229633E+001  2.94898358E+000
   5.90054142E+21  7.04972232E+001  6.81685843E+001  1.57965913E+005  2.39600640E+001  3.63805450E+000
   5.99661928E+21  6.84810860E+001  5.85918940E+001  1.57970702E+005  2.37778758E+001  4.46637716E+000
   6.09269714E+21  6.65409135E+001  5.00804403E+001  1.57974958E+005  2.33703217E+001  5.44322782E+000
   6.18877501E+21  6.46695193E+001  4.25433231E+001  1.57978726E+005  2.27292520E+001  6.58143312E+000
   6.28485287E+21  6.28662169E+001  3.59184724E+001  1.57982039E+005  2.18682813E+001  7.87115231E+000
   6.38093073E+21  6.11320074E+001  3.01375180E+001  1.57984930E+005  2.08019765E+001  9.30294754E+000
   6.47700859E+21  5.94736110E+001  2.50220430E+001  1.57987488E+005  1.95689559E+001  1.08429315E+001
   6.57308646E+21  5.79033617E+001  2.07983331E+001  1.57989600E+005  1.82360713E+001  1.24284752E+001
   6.66916432E+21  5.64304611E+001  1.72660847E+001  1.57991366E+005  1.68596664E+001  1.40095139E+001
   6.76524218E+21  5.50613519E+001  1.43510401E+001  1.57992824E+005  1.54924437E+001  1.55399373E+001
   6.86132005E+21  5.37990461E+001  1.19774244E+001  1.57994010E+005  1.41795070E+001  1.69812395E+001
   6.95739791E+21  5.26419104E+001  1.00651706E+001  1.57994967E+005  1.29493204E+001  1.83113676E+001
   7.05347577E+21  5.15849277E+001  8.53672205E+000  1.57995731E+005  1.18163549E+001  1.95216155E+001
   7.14955363E+21  5.06184895E+001  7.31936651E+000  1.57996340E+005  1.07896544E+001  2.06077866E+001
   7.24563150E+21  4.97378101E+001  6.36109930E+000  1.57996819E+005  9.86855556E+000  2.15744847E+001
   7.34147749E+21  4.89370102E+001  5.60727804E+000  1.57997196E+005  9.05050879E+000  2.24274155E+001
   7.43732348E+21  4.82063790E+001  5.01339306E+000  1.57997493E+005  8.32564111E+000  2.31790681E+001
   7.53316947E+21  4.75387611E+001  4.54546305E+000  1.57997727E+005  7.68462763E+000  2.38406958E+001
   7.62901546E+21  4.69276521E+001  4.17630084E+000  1.57997911E+005  7.11684142E+000  2.44244061E+001
   7.72486145E+21  4.63673994E+001  3.88461351E+000  1.57998057E+005  6.61256905E+000  2.49410291E+001
   7.82070744E+21  4.58530200E+001  3.65360855E+000  1.57998173E+005  6.16194077E+000  2.54012829E+001
   7.91655343E+21  4.53802468E+001  3.47024418E+000  1.57998264E+005  5.75632760E+000  2.58144333E+001
   8.01239942E+21  4.49453470E+001  3.32827756E+000  1.57998335E+005  5.38607096E+000  2.61906135E+001
   8.10824541E+21  4.45451104E+001  3.21120247E+000  1.57998394E+005  5.04688663E+000  2.65344909E+001
   8.20409140E+21  4.41766901E+001  3.11721694E+000  1.57998440E+005  4.73039062E+000  2.68547141E+001
   8.29993739E+21  4.38376677E+001  3.04172413E+000  1.57998478E+005  4.43187316E+000  2.71561998E+001
   8.39578339E+21  4.35258771E+001  2.98089737E+000  1.57998508E+005  4.14744061E+000  2.74430010E+001
   8.49162938E+21  4.32393794E+001  2.93171216E+000  1.57998533E+005  3.87439585E+000  2.77179374E+001
   8.58747537E+21  4.29764147E+001  2.89177852E+000  1.57998553E+005  3.61115245E+000  2.79826905E+001
   8.68332136E+21  4.27353652E+001  2.85920637E+000  1.57998569E+005  3.35715629E+000  2.82378892E+001
   8.77916735E+21  4.25147270E+001  2.83250293E+000  1.57998582E+005  3.11275773E+000  2.84832425E+001
   8.87501334E+21  4.23130770E+001  2.81048395E+000  1.57998593E+005  2.87879826E+000  2.87179568E+001
   8.97085933E+21  4.21290553E+001  2.79221142E+000  1.57998602E+005  2.65630759E+000  2.89410413E+001
   9.06670532E+21  4.19613556E+001  2.77694361E+000  1.57998609E+005  2.44619179E+000  2.91516218E+001
   9.16255131E+21  4.18087246E+001  2.76410240E+000  1.57998616E+005  2.24918971E+000  2.93489852E+001
   9.25839730E+21  4.16699718E+001  2.75324101E+000  1.57998621E+005  2.06577953E+000  2.95326744E+001
   9.30632029E+21  4.16072305E+001  2.74849187E+000  1.57998623E+005  1.97922623E+000  2.96193417E+001
   9.35424328E+21  4.15456404E+001  2.74406361E+000  1.57998625E+005  1.89604594E+000  2.97026215E+001
   9.44779167E+21  4.14322602E+001  2.73631777E+000  1.57998629E+005  1.74320992E+000  2.98556156E+001
