     NH               Temp.Gaz         Ab..h            Ab..h2           Ab..c            Ab..co        
   2.64587225E+19  1.30897099E+002  9.99971175E+002  3.48626334E-006  1.50024411E-008  1.33243048E-015
   3.74182811E+19  1.31940468E+002  9.99971020E+002  3.65881490E-006  1.56797374E-008  1.43119888E-015
   5.61274142E+19  1.33564200E+002  9.99970778E+002  3.94657728E-006  1.67950735E-008  1.60356444E-015
   7.24601723E+19  1.34863497E+002  9.99970583E+002  4.19336532E-006  1.77388524E-008  1.75958408E-015
   9.35456677E+19  1.36426482E+002  9.99970348E+002  4.50941050E-006  1.89361984E-008  1.97138439E-015
   1.30963906E+20  1.38995460E+002  9.99969960E+002  5.07467526E-006  2.10546662E-008  2.38512211E-015
   1.59027576E+20  1.40821670E+002  9.99969681E+002  5.51123560E-006  2.26718902E-008  2.73519587E-015
   1.87091237E+20  1.42585519E+002  9.99969410E+002  5.96406476E-006  2.43379598E-008  3.12644750E-015
   2.25839056E+20  1.44947546E+002  9.99969044E+002  6.62325347E-006  2.67422691E-008  3.74633159E-015
   2.64586861E+20  1.47248327E+002  9.99968683E+002  7.32945810E-006  2.92873276E-008  4.47550449E-015
   3.19384508E+20  1.50430278E+002  9.99968176E+002  8.42175019E-006  3.31639801E-008  5.73545186E-015
   3.46783321E+20  1.51971074E+002  9.99967923E+002  9.01376931E-006  3.52378660E-008  6.48608157E-015
   3.74182128E+20  1.53504946E+002  9.99967671E+002  9.63963738E-006  3.74098156E-008  7.33161666E-015
   4.20954800E+20  1.56081232E+002  9.99967239E+002  1.07928351E-005  4.13628273E-008  9.03170893E-015
   4.56034291E+20  1.57988536E+002  9.99966911E+002  1.17352066E-005  4.45416630E-008  1.05583851E-014
   5.08653506E+20  1.60798619E+002  9.99966416E+002  1.32866111E-005  4.96966702E-008  1.33483737E-014
   5.34963103E+20  1.62191245E+002  9.99966163E+002  1.41312918E-005  5.24551987E-008  1.50125318E-014
   5.61272694E+20  1.63567863E+002  9.99965909E+002  1.50253708E-005  5.53499170E-008  1.68890634E-014
   6.02104387E+20  1.65680971E+002  9.99965510E+002  1.65195062E-005  6.01242195E-008  2.02910033E-014
   6.32728147E+20  1.67250291E+002  9.99965205E+002  1.77328921E-005  6.39405746E-008  2.33009787E-014
   6.78663768E+20  1.69574310E+002  9.99964739E+002  1.97172439E-005  7.00839505E-008  2.87118018E-014
   7.24599367E+20  1.71868905E+002  9.99964260E+002  2.19217066E-005  7.67645300E-008  3.54435513E-014
   7.77312766E+20  1.74463641E+002  9.99963691E+002  2.47596350E-005  8.51643318E-008  4.52499493E-014
   8.16847795E+20  1.76387391E+002  9.99963249E+002  2.71331920E-005  9.20233613E-008  5.44531260E-014
   8.46499055E+20  1.77814975E+002  9.99962909E+002  2.90672890E-005  9.75114451E-008  6.26371028E-014
   8.90975927E+20  1.79932998E+002  9.99962384E+002  3.22441708E-005  1.06345698E-007  7.74275358E-014
   9.35452775E+20  1.82026152E+002  9.99961837E+002  3.57913863E-005  1.15952763E-007  9.59401933E-014
   9.82225173E+20  1.84200363E+002  9.99961237E+002  3.99778080E-005  1.26974233E-007  1.20519624E-013
   1.03679293E+21  1.86703045E+002  9.99960501E+002  4.55455174E-005  1.41149162E-007  1.57801672E-013
   1.07089777E+21  1.88252376E+002  9.99960018E+002  4.94528886E-005  1.50790198E-007  1.87096465E-013
   1.10073948E+21  1.89595728E+002  9.99959581E+002  5.31775318E-005  1.59770918E-007  2.17404876E-013
   1.13058118E+21  1.90929721E+002  9.99959131E+002  5.72168792E-005  1.69291559E-007  2.52882279E-013
   1.17534370E+21  1.92913243E+002  9.99958427E+002  6.39366084E-005  1.84665019E-007  3.17827028E-013
   1.20891558E+21  1.94388385E+002  9.99957874E+002  6.95578925E-005  1.97111959E-007  3.77769972E-013
   1.23409447E+21  1.95486991E+002  9.99957445E+002  7.41408080E-005  2.07006567E-007  4.30339363E-013
   1.27186279E+21  1.97125210E+002  9.99956779E+002  8.16760536E-005  2.22819704E-007  5.23775856E-013
   1.30963108E+21  1.98750074E+002  9.99956083E+002  9.00925880E-005  2.39869736E-007  6.38203930E-013
   1.35640321E+21  2.00744462E+002  9.99955180E+002  1.01923995E-004  2.62865984E-007  8.16195864E-013
   1.40785250E+21  2.02916523E+002  9.99954130E+002  1.17039746E-004  2.90802507E-007  1.07116009E-012
   1.43679270E+21  2.04128270E+002  9.99953512E+002  1.26654021E-004  3.07833470E-007  1.24860278E-012
   1.46573289E+21  2.05331669E+002  9.99952876E+002  1.37189606E-004  3.25911206E-007  1.45568465E-012
   1.51637817E+21  2.07416488E+002  9.99951721E+002  1.58137576E-004  3.60248463E-007  1.90423192E-012
   1.54592122E+21  2.08619081E+002  9.99951020E+002  1.72011231E-004  3.81959011E-007  2.22682330E-012
   1.57546426E+21  2.09809907E+002  9.99950302E+002  1.87292630E-004  4.05036272E-007  2.60337761E-012
   1.62470260E+21  2.11765062E+002  9.99949072E+002  2.16304973E-004  4.46748571E-007  3.37451208E-012
   1.65547654E+21  2.12965180E+002  9.99948281E+002  2.36962021E-004  4.75000676E-007  3.96521311E-012
   1.68240371E+21  2.13998860E+002  9.99947578E+002  2.56863021E-004  5.01224411E-007  4.56330156E-012
   1.70596497E+21  2.14889602E+002  9.99946956E+002  2.75805667E-004  5.25373594E-007  5.15715513E-012
   1.74719715E+21  2.16414293E+002  9.99945857E+002  3.12803001E-004  5.70520098E-007  6.37866588E-012
   1.77812126E+21  2.17523785E+002  9.99945024E+002  3.44095960E-004  6.06892942E-007  7.47039758E-012
   1.80131432E+21  2.18334398E+002  9.99944398E+002  3.69805391E-004  6.35682554E-007  8.40258052E-012
   1.81870911E+21  2.18929348E+002  9.99943928E+002  3.90456376E-004  6.58160268E-007  9.17229904E-012
   1.84480128E+21  2.19800954E+002  9.99943226E+002  4.23835416E-004  6.93372869E-007  1.04513323E-011
   1.87089343E+21  2.20642715E+002  9.99942527E+002  4.60303203E-004  7.30422942E-007  1.18947277E-011
   1.91932693E+21  2.22121089E+002  9.99941247E+002  5.37304689E-004  8.04396844E-007  1.50724825E-011
   1.97121990E+21  2.23568104E+002  9.99939910E+002  6.35389581E-004  8.91617888E-007  1.93248029E-011
   2.01940618E+21  2.24770708E+002  9.99938710E+002  7.43871542E-004  9.80591030E-007  2.42166926E-011
   2.07160793E+21  2.25905367E+002  9.99937469E+002  8.84539427E-004  1.08636476E-006  3.07426090E-011
   2.11945950E+21  2.26780810E+002  9.99936386E+002  1.03947469E-003  1.19252861E-006  3.80490433E-011
   2.14577785E+21  2.27191730E+002  9.99935812E+002  1.13741831E-003  1.25489409E-006  4.26867520E-011
   2.17078027E+21  2.27535254E+002  9.99935282E+002  1.24030062E-003  1.31691428E-006  4.75424225E-011
   2.19453256E+21  2.27818472E+002  9.99934790E+002  1.34807443E-003  1.37840963E-006  5.25943631E-011
   2.22273840E+21  2.28099760E+002  9.99934217E+002  1.49061399E-003  1.45482310E-006  5.91934034E-011
   2.24918137E+21  2.28308928E+002  9.99933687E+002  1.64081865E-003  1.52992320E-006  6.60196160E-011
   2.27397164E+21  2.28457511E+002  9.99933191E+002  1.79864539E-003  1.60349779E-006  7.30261023E-011
   2.30495948E+21  2.28579009E+002  9.99932565E+002  2.02342732E-003  1.69996339E-006  8.26778106E-011
   2.33336500E+21  2.28629008E+002  9.99931973E+002  2.26174570E-003  1.79296694E-006  9.24712440E-011
   2.35940339E+21  2.28653176E+002  9.99931407E+002  2.51364094E-003  1.88233110E-006  1.02302938E-010
   2.38327191E+21  2.28622159E+002  9.99930830E+002  2.77779610E-003  1.96755059E-006  1.12134271E-010
   2.39968151E+21  2.28560319E+002  9.99930428E+002  2.98190589E-003  2.02849431E-006  1.19323536E-010
   2.41506552E+21  2.28498400E+002  9.99930010E+002  3.19230903E-003  2.08705282E-006  1.26454235E-010
   2.42948803E+21  2.28429063E+002  9.99929587E+002  3.40868523E-003  2.14340406E-006  1.33487119E-010
   2.44300913E+21  2.28352399E+002  9.99929160E+002  3.63098373E-003  2.19749727E-006  1.40386677E-010
   2.45568516E+21  2.28270880E+002  9.99928730E+002  3.85798856E-003  2.24935770E-006  1.47138159E-010
   2.47945272E+21  2.28097806E+002  9.99927818E+002  4.34202928E-003  2.34977061E-006  1.60603932E-010
   2.50024934E+21  2.27923062E+002  9.99926886E+002  4.83990928E-003  2.44109577E-006  1.73284851E-010
   2.51844638E+21  2.27752673E+002  9.99925945E+002  5.34475637E-003  2.52374367E-006  1.85110002E-010
   2.53436879E+21  2.27595112E+002  9.99924993E+002  5.85185778E-003  2.59835052E-006  1.96091101E-010
   2.54830090E+21  2.27443641E+002  9.99924055E+002  6.35386537E-003  2.66523797E-006  2.06139664E-010
   2.57268210E+21  2.27168649E+002  9.99922085E+002  7.39603556E-003  2.78654971E-006  2.24968557E-010
   2.59096800E+21  2.26941158E+002  9.99920311E+002  8.33435571E-003  2.88084947E-006  2.40051175E-010
   2.60468242E+21  2.26769902E+002  9.99918736E+002  9.15817577E-003  2.95382344E-006  2.52064380E-010
   2.62525407E+21  2.26494701E+002  9.99915936E+002  1.06195046E-002  3.06647032E-006  2.71061861E-010
   2.64582571E+21  2.26212071E+002  9.99912443E+002  1.24271807E-002  3.18352486E-006  2.91490425E-010
   2.67073296E+21  2.25858146E+002  9.99906916E+002  1.52661754E-002  3.33132209E-006  3.18268528E-010
   2.68941339E+21  2.25589362E+002  9.99901526E+002  1.80157844E-002  3.44687993E-006  3.40015141E-010
   2.70809383E+21  2.25327714E+002  9.99894577E+002  2.15370229E-002  3.56700924E-006  3.63491823E-010
   2.72677428E+21  2.25060506E+002  9.99885499E+002  2.61229985E-002  3.69143168E-006  3.88621729E-010
   2.74545472E+21  2.24802544E+002  9.99873446E+002  3.21882725E-002  3.82089574E-006  4.15845537E-010
   2.77036198E+21  2.24473762E+002  9.99850174E+002  4.38642787E-002  4.00183450E-006  4.55843198E-010
   2.79526924E+21  2.24171006E+002  9.99813578E+002  6.21846147E-002  4.19335379E-006  5.00992820E-010
   2.81893114E+21  2.23859410E+002  9.99757108E+002  9.04601898E-002  4.38389341E-006  5.48505611E-010
   2.84259304E+21  2.23478332E+002  9.99659524E+002  1.39350105E-001  4.58196648E-006  6.00878664E-010
   2.86625495E+21  2.22882457E+002  9.99474811E+002  2.31972255E-001  4.78313002E-006  6.57295841E-010
   2.88991689E+21  2.21654333E+002  9.99064786E+002  4.37741478E-001  4.97393182E-006  7.15207905E-010
   2.91357890E+21  2.18311180E+002  9.97885952E+002  1.02947556E+000  5.11979400E-006  7.78797158E-010
   2.93724110E+21  2.09690769E+002  9.94516848E+002  2.72001937E+000  5.14820485E-006  8.70243474E-010
   2.96238252E+21  1.99769708E+002  9.88590639E+002  5.68986000E+000  5.15277847E-006  1.00174792E-009
   2.98752420E+21  1.93680280E+002  9.81916608E+002  9.03098379E+000  5.23160726E-006  1.13462441E-009
   3.01109468E+21  1.90224075E+002  9.75510838E+002  1.22361865E+001  5.35812704E-006  1.25897033E-009
   3.03466526E+21  1.87907207E+002  9.68863534E+002  1.55613996E+001  5.51609367E-006  1.38861872E-009
   3.05991951E+21  1.86124188E+002  9.61263915E+002  1.93624170E+001  5.70951839E-006  1.53715773E-009
   3.08517382E+21  1.84803703E+002  9.52987934E+002  2.35013184E+001  5.92320665E-006  1.69927336E-009
   3.10862429E+21  1.83869493E+002  9.44577843E+002  2.77070302E+001  6.13766568E-006  1.86428003E-009
   3.13207478E+21  1.83150732E+002  9.35376657E+002  3.23081650E+001  6.36668651E-006  2.04550467E-009
   3.15747951E+21  1.82567619E+002  9.24421928E+002  3.77860102E+001  6.63082630E-006  2.26224216E-009
   3.18288426E+21  1.82153650E+002  9.12377658E+002  4.38085404E+001  6.91143497E-006  2.50244961E-009
   3.21082951E+21  1.81864515E+002  8.97796763E+002  5.10993457E+001  7.23917522E-006  2.79653213E-009
   3.23877478E+21  1.81725813E+002  8.81768081E+002  5.91139820E+001  7.58694179E-006  3.12428704E-009
   3.28907629E+21  1.81814643E+002  8.49157904E+002  7.54194828E+001  8.26390848E-006  3.80748577E-009
   3.31737091E+21  1.82012765E+002  8.28749649E+002  8.56237910E+001  8.67456947E-006  4.24785665E-009
   3.34566554E+21  1.82308338E+002  8.06898597E+002  9.65494702E+001  9.10692613E-006  4.73071862E-009
   3.39518115E+21  1.83026168E+002  7.65442640E+002  1.17277664E+002  9.91664664E-006  5.68085996E-009
   3.42406527E+21  1.83536863E+002  7.39590846E+002  1.30203662E+002  1.04210933E-005  6.29831630E-009
   3.45294940E+21  1.84113103E+002  7.12732021E+002  1.43633163E+002  1.09491155E-005  6.96156929E-009
   3.50108961E+21  1.85169848E+002  6.66224818E+002  1.66886886E+002  1.18837154E-005  8.16897504E-009
   3.53117725E+21  1.85872572E+002  6.36424662E+002  1.81787027E+002  1.25033090E-005  8.98423733E-009
   3.55750394E+21  1.86502933E+002  6.10069176E+002  1.94964819E+002  1.30689982E-005  9.73906693E-009
   3.58053980E+21  1.87054935E+002  5.87028514E+002  2.06485189E+002  1.35820921E-005  1.04236933E-008
   3.60069617E+21  1.87539210E+002  5.66879993E+002  2.16559480E+002  1.40457071E-005  1.10460486E-008
   3.63596983E+21  1.88381765E+002  5.31933903E+002  2.34032574E+002  1.48908683E-005  1.21822905E-008
   3.66242508E+21  1.88996622E+002  5.06135036E+002  2.46932039E+002  1.55539475E-005  1.30704775E-008
   3.68226651E+21  1.89434824E+002  4.87165121E+002  2.56417019E+002  1.60682199E-005  1.37527689E-008
   3.71202867E+21  1.90093270E+002  4.59228133E+002  2.70385544E+002  1.68688781E-005  1.48150806E-008
   3.74179082E+21  1.90708990E+002  4.32183979E+002  2.83907649E+002  1.77053452E-005  1.59098561E-008
   3.78856499E+21  1.91598031E+002  3.91718867E+002  3.04140243E+002  1.90970485E-005  1.76959943E-008
   3.83533915E+21  1.92388631E+002  3.53853158E+002  3.23073131E+002  2.05901969E-005  1.95633183E-008
   3.88211332E+21  1.93073594E+002  3.18792473E+002  3.40603502E+002  2.21932631E-005  2.15052009E-008
   3.92888749E+21  1.93651971E+002  2.86584209E+002  3.56707659E+002  2.39157615E-005  2.35184346E-008
   3.97566166E+21  1.94125785E+002  2.57190727E+002  3.71404422E+002  2.57681342E-005  2.56009772E-008
   4.02243584E+21  1.94499035E+002  2.30512297E+002  3.84743656E+002  2.77618104E-005  2.77521334E-008
   4.06921001E+21  1.94776886E+002  2.06406630E+002  3.96796507E+002  2.99094025E-005  2.99731638E-008
   4.11598419E+21  1.94965211E+002  1.84704490E+002  4.07647592E+002  3.22247294E-005  3.22672932E-008
   4.16275837E+21  1.95070199E+002  1.65223622E+002  4.17388040E+002  3.47229461E-005  3.46399868E-008
   4.20953255E+21  1.95097943E+002  1.47776537E+002  4.26111594E+002  3.74208843E-005  3.70998405E-008
   4.30308091E+21  1.94952621E+002  1.18242754E+002  4.40878506E+002  4.34827424E-005  4.23288753E-008
   4.39662928E+21  1.94552700E+002  9.48840005E+001  4.52557899E+002  5.05883968E-005  4.80533338E-008
   4.49017765E+21  1.93957181E+002  7.62121845E+001  4.61893819E+002  5.89321682E-005  5.45017526E-008
   4.58372602E+21  1.93189384E+002  6.13937712E+001  4.69303036E+002  6.87483775E-005  6.19065678E-008
   4.67727439E+21  1.92261800E+002  4.97904700E+001  4.75104695E+002  8.03164932E-005  7.05774221E-008
   4.77082277E+21  1.91220182E+002  4.04147912E+001  4.79792541E+002  9.39627015E-005  8.10023659E-008
   4.86437114E+21  1.90067734E+002  3.29475425E+001  4.83526171E+002  1.10075289E-004  9.37080044E-008
   4.95791952E+21  1.88816743E+002  2.69922168E+001  4.86503838E+002  1.29111711E-004  1.09405687E-007
   5.05146790E+21  1.87476787E+002  2.22334571E+001  4.88883221E+002  1.51612272E-004  1.29007733E-007
   5.09824209E+21  1.86780566E+002  2.02293636E+001  4.89885269E+002  1.64354155E-004  1.40631004E-007
   5.14969369E+21  1.85985520E+002  1.82705254E+001  4.90864690E+002  1.79664764E-004  1.55083390E-007
   5.20757675E+21  1.85063342E+002  1.63336622E+001  4.91833123E+002  1.98665798E-004  1.73762840E-007
   5.25822443E+21  1.84236022E+002  1.48170338E+001  4.92591438E+002  2.16987679E-004  1.92542093E-007
   5.31731339E+21  1.83239404E+002  1.32860456E+001  4.93356933E+002  2.40586227E-004  2.17812161E-007
   5.36655418E+21  1.82390282E+002  1.21371070E+001  4.93931403E+002  2.62256448E-004  2.42064232E-007
   5.39732968E+21  1.81852559E+002  1.14661924E+001  4.94266861E+002  2.76804375E-004  2.58892406E-007
   5.45118680E+21  1.80878649E+002  1.04671355E+001  4.94766390E+002  3.04310277E-004  2.91891978E-007
   5.49157964E+21  1.80139401E+002  9.76282055E+000  4.95118548E+002  3.26755511E-004  3.19926437E-007
   5.52187428E+21  1.79576264E+002  9.27455547E+000  4.95362681E+002  3.44697046E-004  3.43033998E-007
   5.56731622E+21  1.78709222E+002  8.63023813E+000  4.95684840E+002  3.73537195E-004  3.81455031E-007
   5.61275817E+21  1.77828200E+002  8.03685321E+000  4.95981533E+002  4.04845005E-004  4.24884291E-007
   5.70883603E+21  1.75899713E+002  6.99607502E+000  4.96501923E+002  4.80208206E-004  5.36484995E-007
   5.80491388E+21  1.73894248E+002  6.12465870E+000  4.96937631E+002  5.69974520E-004  6.81584311E-007
   5.90099174E+21  1.71800671E+002  5.41821537E+000  4.97290853E+002  6.77008139E-004  8.70669786E-007
   5.99706959E+21  1.69613498E+002  4.84588179E+000  4.97577020E+002  8.04750719E-004  1.11746087E-006
   6.09314745E+21  1.67326842E+002  4.38165476E+000  4.97809134E+002  9.57360639E-004  1.43996933E-006
   6.18922531E+21  1.64934630E+002  4.00475390E+000  4.97997584E+002  1.13986186E-003  1.86182101E-006
   6.28530316E+21  1.62430636E+002  3.69861080E+000  4.98150655E+002  1.35831965E-003  2.41398994E-006
   6.38138102E+21  1.59808205E+002  3.45000436E+000  4.98274958E+002  1.62004764E-003  3.13701993E-006
   6.47745887E+21  1.57060564E+002  3.24837353E+000  4.98375773E+002  1.93384097E-003  4.08386816E-006
   6.57353673E+21  1.54181264E+002  3.08527928E+000  4.98457319E+002  2.31023098E-003  5.32359660E-006
   6.66961458E+21  1.51164975E+002  2.95396431E+000  4.98522976E+002  2.76174386E-003  6.94597532E-006
   6.76569244E+21  1.48006268E+002  2.85335382E+000  4.98573280E+002  3.30318277E-003  9.06753120E-006
   6.86177030E+21  1.44701569E+002  2.77072517E+000  4.98614593E+002  3.95178788E-003  1.18381502E-005
   6.90980922E+21  1.42990825E+002  2.73343138E+000  4.98633240E+002  4.32243842E-003  1.35250934E-005
   6.96585464E+21  1.40962841E+002  2.69864550E+000  4.98650632E+002  4.79821678E-003  1.57965112E-005
   7.03591141E+21  1.38370011E+002  2.66216541E+000  4.98668871E+002  5.46537113E-003  1.91722549E-005
   7.08845398E+21  1.36373837E+002  2.64103632E+000  4.98679434E+002  6.02406820E-003  2.21621701E-005
   7.12786092E+21  1.34857299E+002  2.62791335E+000  4.98685995E+002  6.47838615E-003  2.47004216E-005
   7.18697131E+21  1.32557277E+002  2.60901391E+000  4.98695443E+002  7.22056508E-003  2.90485285E-005
   7.24608171E+21  1.30220317E+002  2.59516334E+000  4.98702367E+002  8.04119326E-003  3.41400143E-005
   7.34192769E+21  1.26370921E+002  2.58118677E+000  4.98709353E+002  9.55310935E-003  4.42880182E-005
   7.43777367E+21  1.22486486E+002  2.57316878E+000  4.98713360E+002  1.13081473E-002  5.73125399E-005
   7.53361965E+21  1.18597766E+002  2.57091591E+000  4.98714483E+002  1.33250481E-002  7.39585164E-005
   7.62946563E+21  1.14741921E+002  2.57301135E+000  4.98713432E+002  1.56162519E-002  9.51379791E-005
   7.72531161E+21  1.10955783E+002  2.57800809E+000  4.98710931E+002  1.81860816E-002  1.21967912E-004
   7.82115759E+21  1.07273155E+002  2.58453327E+000  4.98707664E+002  2.10292391E-002  1.55810087E-004
   7.91700357E+21  1.03722422E+002  2.59133026E+000  4.98704262E+002  2.41300760E-002  1.98333226E-004
   8.01284955E+21  1.00324827E+002  2.59730344E+000  4.98701271E+002  2.74627892E-002  2.51586586E-004
   8.10869552E+21  9.70936450E+001  2.60155805E+000  4.98699139E+002  3.09924917E-002  3.18101103E-004
   8.20454150E+21  9.40344051E+001  2.60342517E+000  4.98698201E+002  3.46769326E-002  4.01010134E-004
   8.30038747E+21  9.11457170E+001  2.60246916E+000  4.98698674E+002  3.84686008E-002  5.04167145E-004
   8.39623344E+21  8.84205760E+001  2.59847834E+000  4.98700665E+002  4.23169135E-002  6.32224056E-004
   8.49207942E+21  8.58477992E+001  2.59144466E+000  4.98704178E+002  4.61703275E-002  7.90558735E-004
   8.58792539E+21  8.34133295E+001  2.58154222E+000  4.98709124E+002  4.99783848E-002  9.84865782E-004
   8.68377136E+21  8.11012981E+001  2.56911304E+000  4.98715335E+002  5.36938894E-002  1.22012463E-003
   8.77961733E+21  7.88947989E+001  2.55471438E+000  4.98722530E+002  5.72776004E-002  1.49581456E-003
   8.87546330E+21  7.67768703E+001  2.53907221E+000  4.98730347E+002  6.07001561E-002  1.80525482E-003
   8.97130927E+21  7.47312253E+001  2.52308858E+000  4.98738335E+002  6.39467463E-002  2.13092695E-003
   9.06715523E+21  7.27428936E+001  2.50754038E+000  4.98746105E+002  6.70058614E-002  2.45981694E-003
   9.16300120E+21  7.07982638E+001  2.49317166E+000  4.98753285E+002  6.98743426E-002  2.77612611E-003
   9.25884717E+21  6.88850790E+001  2.48056576E+000  4.98759583E+002  7.25493115E-002  3.07052899E-003
   9.35469313E+21  6.69925954E+001  2.47023971E+000  4.98764742E+002  7.50322044E-002  3.33416371E-003
   9.44824149E+21  6.51567065E+001  2.46287052E+000  4.98768422E+002  7.72710286E-002  3.55878617E-003
   9.54178985E+21  6.33241255E+001  2.45827400E+000  4.98770716E+002  7.93299420E-002  3.74943290E-003
   9.63533821E+21  6.14889445E+001  2.45684040E+000  4.98771428E+002  8.12108813E-002  3.90829866E-003
   9.72888657E+21  5.96464342E+001  2.45883668E+000  4.98770425E+002  8.29162332E-002  4.03945721E-003
   9.82243493E+21  5.77934188E+001  2.46450622E+000  4.98767586E+002  8.44477355E-002  4.14976587E-003
   9.91598328E+21  5.59294217E+001  2.47409042E+000  4.98762790E+002  8.58080390E-002  4.24676972E-003
   1.00095316E+22  5.40559905E+001  2.48781625E+000  4.98755923E+002  8.69986455E-002  4.34064876E-003
   1.01030800E+22  5.21774257E+001  2.50591057E+000  4.98746873E+002  8.80222838E-002  4.44135146E-003
   1.01966283E+22  5.03010036E+001  2.52856152E+000  4.98735545E+002  8.88810715E-002  4.56018329E-003
   1.02901767E+22  4.84363816E+001  2.55590444E+000  4.98721872E+002  8.95774396E-002  4.70852261E-003
   1.03837251E+22  4.65972966E+001  2.59094366E+000  4.98704352E+002  9.01150343E-002  4.89938977E-003
   1.04772734E+22  4.47987933E+001  2.62790006E+000  4.98685874E+002  9.04887614E-002  5.14589836E-003
   1.05708218E+22  4.30570511E+001  2.66897178E+000  4.98665338E+002  9.06992372E-002  5.46300936E-003
   1.06643701E+22  4.13873011E+001  2.71371643E+000  4.98642967E+002  9.07418536E-002  5.86751228E-003
   1.07579185E+22  3.98021669E+001  2.76147106E+000  4.98619091E+002  9.06077155E-002  6.37957483E-003
   1.08514668E+22  3.83103122E+001  2.81333202E+000  4.98593162E+002  9.02853402E-002  7.01967574E-003
   1.09450152E+22  3.69171153E+001  2.86481143E+000  4.98567424E+002  8.97490438E-002  7.82520257E-003
   1.10385635E+22  3.56237468E+001  2.91690584E+000  4.98541377E+002  8.89697122E-002  8.83235760E-003
   1.11321119E+22  3.44274056E+001  2.96977656E+000  4.98514943E+002  8.79034740E-002  1.00929834E-002
   1.12256602E+22  3.33228006E+001  3.02108688E+000  4.98489287E+002  8.65012347E-002  1.16615346E-002
   1.13192086E+22  3.23029891E+001  3.07116392E+000  4.98464248E+002  8.46989330E-002  1.36084153E-002
   1.14127570E+22  3.13604595E+001  3.11956233E+000  4.98440047E+002  8.24312167E-002  1.60040149E-002
   1.15063053E+22  3.04883478E+001  3.16589842E+000  4.98416876E+002  7.96443890E-002  1.89062355E-002
   1.15998537E+22  2.96810226E+001  3.20985936E+000  4.98394892E+002  7.63173341E-002  2.23394076E-002
   1.16934020E+22  2.89354456E+001  3.25115925E+000  4.98374237E+002  7.24822708E-002  2.62733914E-002
   1.17869504E+22  2.82519658E+001  3.28948057E+000  4.98355069E+002  6.82315362E-002  3.06168371E-002
   1.18804987E+22  2.76316627E+001  3.32456480E+000  4.98337519E+002  6.37031559E-002  3.52319318E-002
   1.19740471E+22  2.70755536E+001  3.35621095E+000  4.98321687E+002  5.90516412E-002  3.99640185E-002
   1.20675954E+22  2.65832730E+001  3.38381395E+000  4.98307875E+002  5.44159224E-002  4.46741223E-002
   1.21611438E+22  2.61536073E+001  3.40774876E+000  4.98295895E+002  4.99363009E-002  4.92210864E-002
   1.22546921E+22  2.57814772E+001  3.42892476E+000  4.98285294E+002  4.56479780E-002  5.35714673E-002
   1.23482404E+22  2.54626152E+001  3.44683806E+000  4.98276323E+002  4.16247050E-002  5.76510459E-002
   1.24417888E+22  2.51913171E+001  3.46172716E+000  4.98268862E+002  3.78922245E-002  6.14345161E-002
   1.25353371E+22  2.49613172E+001  3.47356946E+000  4.98262924E+002  3.44475576E-002  6.49256979E-002
   1.26288855E+22  2.47676917E+001  3.48341529E+000  4.98257983E+002  3.13096280E-002  6.81052895E-002
   1.27224338E+22  2.46046122E+001  3.49112862E+000  4.98254106E+002  2.84494921E-002  7.10032183E-002
