# NH                 T_gas  H            H2           C            CO
  1.5900e+14     955.8164   5.8535e-01   2.0675e-01   1.4704e-07   2.0169e-09
  1.6498e+14     954.9352   5.8403e-01   2.0741e-01   1.4710e-07   2.0115e-09
  1.7118e+14     954.0188   5.8267e-01   2.0809e-01   1.4716e-07   2.0059e-09
  1.7762e+14     953.0659   5.8124e-01   2.0880e-01   1.4722e-07   2.0002e-09
  1.8430e+14     952.0748   5.7976e-01   2.0954e-01   1.4728e-07   1.9944e-09
  1.9123e+14     951.0441   5.7822e-01   2.1031e-01   1.4734e-07   1.9884e-09
  1.9842e+14     949.9719   5.7662e-01   2.1111e-01   1.4741e-07   1.9823e-09
  2.0588e+14     948.8565   5.7496e-01   2.1194e-01   1.4748e-07   1.9761e-09
  2.1363e+14     947.6962   5.7323e-01   2.1281e-01   1.4755e-07   1.9697e-09
  2.2166e+14     946.4889   5.7143e-01   2.1371e-01   1.4763e-07   1.9632e-09
  2.2999e+14     945.2327   5.6955e-01   2.1465e-01   1.4771e-07   1.9565e-09
  2.3864e+14     943.9253   5.6760e-01   2.1562e-01   1.4779e-07   1.9498e-09
  2.4762e+14     942.5647   5.6558e-01   2.1663e-01   1.4788e-07   1.9429e-09
  2.5693e+14     941.1485   5.6347e-01   2.1769e-01   1.4797e-07   1.9360e-09
  2.6659e+14     939.6742   5.6127e-01   2.1879e-01   1.4806e-07   1.9289e-09
  2.7662e+14     938.1393   5.5899e-01   2.1993e-01   1.4816e-07   1.9218e-09
  2.8702e+14     936.5412   5.5661e-01   2.2112e-01   1.4826e-07   1.9146e-09
  2.9781e+14     934.8770   5.5414e-01   2.2235e-01   1.4836e-07   1.9073e-09
  3.0901e+14     933.1437   5.5157e-01   2.2364e-01   1.4847e-07   1.9000e-09
  3.2063e+14     931.3383   5.4889e-01   2.2498e-01   1.4859e-07   1.8926e-09
  3.3269e+14     929.4576   5.4610e-01   2.2637e-01   1.4871e-07   1.8853e-09
  3.4520e+14     927.4980   5.4320e-01   2.2782e-01   1.4883e-07   1.8779e-09
  3.5818e+14     925.4561   5.4019e-01   2.2933e-01   1.4896e-07   1.8706e-09
  3.7165e+14     923.3281   5.3705e-01   2.3090e-01   1.4910e-07   1.8634e-09
  3.8563e+14     921.1100   5.3378e-01   2.3254e-01   1.4924e-07   1.8562e-09
  4.0013e+14     918.7976   5.3037e-01   2.3424e-01   1.4939e-07   1.8492e-09
