# NH                 T_gas  H            H2           C            CO
  1.5900e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9155e-14
  1.6498e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9165e-14
  1.7118e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9175e-14
  1.7762e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9185e-14
  1.8430e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9195e-14
  1.9123e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9205e-14
  1.9842e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9215e-14
  2.0588e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9225e-14
  2.1363e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9235e-14
  2.2166e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9245e-14
  2.2999e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9255e-14
  2.3864e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9265e-14
  2.4762e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9275e-14
  2.5693e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9286e-14
  2.6659e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9296e-14
  2.7662e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9306e-14
  2.8702e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9316e-14
  2.9781e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9326e-14
  3.0901e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9336e-14
  3.2063e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9346e-14
  3.3269e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9356e-14
  3.4520e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9366e-14
  3.5818e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9376e-14
  3.7165e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9386e-14
  3.8563e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9396e-14
  4.0013e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9407e-14
  4.1517e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9417e-14
  4.3079e+14    2172.4600   1.0000e+00   1.3864e-07   3.1687e-08   9.9427e-14
