#  J   Flux (erg s**-1 cm**-2)
   1   2.0420e-07
   2   1.2271e-06
   3   2.8840e-06
   4   4.3040e-06
   5   3.9320e-06
   6   1.6261e-06
   7   2.8375e-07
   8   3.1152e-08
   9   2.8588e-09
  10   2.1526e-10
  11   1.2101e-11
  12   6.2254e-13
  13   2.7916e-14
  14   2.4548e-15
  15   4.4328e-16
