# NH                 T_gas  H            H2           C            CO
  1.5900e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3577e-11
  1.6498e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3579e-11
  1.7118e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3582e-11
  1.7762e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3584e-11
  1.8430e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3586e-11
  1.9123e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3589e-11
  1.9842e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3591e-11
  2.0588e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3594e-11
  2.1363e+14      71.6321   9.9987e-01   6.2352e-05   4.5960e-06   2.3596e-11
  2.2166e+14      71.6321   9.9987e-01   6.2353e-05   4.5960e-06   2.3598e-11
  2.2999e+14      71.6321   9.9987e-01   6.2353e-05   4.5960e-06   2.3601e-11
  2.3864e+14      71.6321   9.9987e-01   6.2353e-05   4.5960e-06   2.3603e-11
  2.4762e+14      71.6321   9.9987e-01   6.2353e-05   4.5961e-06   2.3606e-11
  2.5693e+14      71.6321   9.9987e-01   6.2353e-05   4.5961e-06   2.3608e-11
  2.6659e+14      71.6317   9.9987e-01   6.2353e-05   4.5961e-06   2.3610e-11
  2.7662e+14      71.6321   9.9987e-01   6.2353e-05   4.5961e-06   2.3613e-11
  2.8702e+14      71.6321   9.9987e-01   6.2354e-05   4.5961e-06   2.3615e-11
  2.9781e+14      71.6321   9.9987e-01   6.2354e-05   4.5961e-06   2.3618e-11
  3.0901e+14      71.6321   9.9987e-01   6.2354e-05   4.5961e-06   2.3620e-11
  3.2063e+14      71.6321   9.9987e-01   6.2354e-05   4.5961e-06   2.3622e-11
  3.3269e+14      71.6321   9.9987e-01   6.2354e-05   4.5961e-06   2.3625e-11
  3.4520e+14      71.6321   9.9987e-01   6.2354e-05   4.5961e-06   2.3627e-11
  3.5818e+14      71.6321   9.9987e-01   6.2355e-05   4.5961e-06   2.3630e-11
  3.7165e+14      71.6321   9.9987e-01   6.2355e-05   4.5961e-06   2.3632e-11
  3.8563e+14      71.6321   9.9987e-01   6.2355e-05   4.5961e-06   2.3634e-11
  4.0013e+14      71.6321   9.9987e-01   6.2355e-05   4.5961e-06   2.3637e-11
  4.1517e+14      71.6321   9.9987e-01   6.2355e-05   4.5961e-06   2.3639e-11
  4.3079e+14      71.6321   9.9987e-01   6.2356e-05   4.5961e-06   2.3642e-11
  4.4699e+14      71.6321   9.9987e-01   6.2356e-05   4.5961e-06   2.3644e-11
  4.6380e+14      71.6321   9.9987e-01   6.2356e-05   4.5961e-06   2.3646e-11
  4.8124e+14      71.6321   9.9987e-01   6.2356e-05   4.5961e-06   2.3649e-11
  4.9933e+14      71.6321   9.9987e-01   6.2357e-05   4.5961e-06   2.3651e-11
  5.1811e+14      71.6321   9.9987e-01   6.2357e-05   4.5961e-06   2.3654e-11
  5.3760e+14      71.6321   9.9987e-01   6.2357e-05   4.5961e-06   2.3656e-11
  5.5781e+14      71.6321   9.9987e-01   6.2358e-05   4.5961e-06   2.3658e-11
  5.7879e+14      71.6321   9.9987e-01   6.2358e-05   4.5961e-06   2.3661e-11
  6.0055e+14      71.6321   9.9987e-01   6.2358e-05   4.5961e-06   2.3663e-11
  6.2314e+14      71.6321   9.9987e-01   6.2359e-05   4.5961e-06   2.3666e-11
  6.4657e+14      71.6321   9.9987e-01   6.2359e-05   4.5961e-06   2.3668e-11
  6.7088e+14      71.6321   9.9987e-01   6.2359e-05   4.5961e-06   2.3670e-11
  6.9611e+14      71.6321   9.9987e-01   6.2360e-05   4.5961e-06   2.3673e-11
  7.2229e+14      71.6321   9.9987e-01   6.2360e-05   4.5961e-06   2.3675e-11
  7.4945e+14      71.6321   9.9987e-01   6.2361e-05   4.5961e-06   2.3678e-11
  7.7764e+14      71.6321   9.9987e-01   6.2361e-05   4.5961e-06   2.3680e-11
  8.0688e+14      71.6321   9.9987e-01   6.2361e-05   4.5961e-06   2.3682e-11
  8.3722e+14      71.6321   9.9987e-01   6.2362e-05   4.5961e-06   2.3685e-11
  8.6870e+14      71.6321   9.9987e-01   6.2362e-05   4.5961e-06   2.3687e-11
  9.0137e+14      71.6321   9.9987e-01   6.2363e-05   4.5961e-06   2.3690e-11
  9.3527e+14      71.6321   9.9987e-01   6.2363e-05   4.5961e-06   2.3692e-11
  9.7044e+14      71.6321   9.9987e-01   6.2364e-05   4.5961e-06   2.3694e-11
  1.0069e+15      71.6321   9.9987e-01   6.2364e-05   4.5961e-06   2.3697e-11
  1.0448e+15      71.6321   9.9987e-01   6.2365e-05   4.5961e-06   2.3699e-11
  1.0841e+15      71.6321   9.9987e-01   6.2366e-05   4.5961e-06   2.3702e-11
  1.1249e+15      71.6321   9.9987e-01   6.2366e-05   4.5961e-06   2.3704e-11
  1.1672e+15      71.6321   9.9987e-01   6.2367e-05   4.5961e-06   2.3707e-11
  1.2110e+15      71.6321   9.9987e-01   6.2368e-05   4.5961e-06   2.3709e-11
  1.2566e+15      71.6317   9.9987e-01   6.2368e-05   4.5961e-06   2.3711e-11
  1.3038e+15      71.6321   9.9987e-01   6.2369e-05   4.5961e-06   2.3714e-11
  1.3529e+15      71.6321   9.9987e-01   6.2370e-05   4.5961e-06   2.3716e-11
  1.4037e+15      71.6321   9.9987e-01   6.2371e-05   4.5961e-06   2.3719e-11
  1.4565e+15      71.6321   9.9987e-01   6.2371e-05   4.5961e-06   2.3721e-11
  1.5113e+15      71.6321   9.9987e-01   6.2372e-05   4.5962e-06   2.3723e-11
